Body,Division of Service,Purpose of Expenditure,Merchant Category,Department,Payment Date,Transaction Code,Net Amount,Supplier Name
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45324,RT2627334,554.4,COCO Chocolatier Limited
City of London,Older People,Supplies  and  Services,Fees  and  Services,DCCS Adult Services,45324,RT2628176,5622,London Borough of Camden
City of London,Older People,Supplies  and  Services,Fees  and  Services,DCCS Adult Services,45324,RT2628176,0.24,London Borough of Camden
City of London,City,Supplies  and  Services,Fees  and  Services,Port Health & Public Protection,45324,RT2628196,712.5,RSK Environment Ltd
City of London,Corporate Services,Transport,Direct Transport Costs,City of London Police,45324,RT2628483,3058.36,Cedars Assist Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45324,RT2628486,30100,AECOM Ltd 
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45324,RT2628516,7266.9,LA International Computer Consultants Limited
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45324,RT2628519,9100,LA International Computer Consultants Limited
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45324,RT2628541,78999.91,Reed Specialist Recruitment Ltd
City of London,Corporate Services,Transport,Direct Transport Costs,City of London Police,45324,RT2628827,2403,Cedars Assist Ltd
City of London,Corporate Services,Transport,Direct Transport Costs,City of London Police,45324,RT2628829,1752.46,Cedars Assist Ltd
City of London,Corporate Services,Transport,Direct Transport Costs,City of London Police,45324,RT2628830,3454.5,Cedars Assist Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Chamberlains,45324,RT2628840,2925,Museum of London Archaeology Service
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Chamberlains,45324,RT2628840,898,Museum of London Archaeology Service
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45324,RT2629216,4484.4,Watts Group Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45324,RT2629218,5757,Watts Group Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45324,RT2629841,4553.5,Maccreanor Lavington Limited
City of London,Capital Repayments,Premises,Repairs and Maintenance,Barbican Centre,45324,RT2629903,3946.96,Sykes & Son Ltd
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45324,RT2630205,605.48,XMA Limited
City of London,Specialist Operations,Supplies  and  Services,Fees  and  Services,City of London Police,45324,RT2630213,1406.34,Language Line Ltd 
City of London,Management and Administration,Employees,Indirect Employee Expenses,Chief Operating Officer,45324,RT2630356,650,Peoplescout Limited 
City of London,Management and Administration,Employees,Indirect Employee Expenses,Chief Operating Officer,45324,RT2630356,384,Peoplescout Limited 
City of London,Cost Of Collection,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Chamberlains,45324,RT2630370,1175.31,DSI Billing Services Limited
City of London,Waste Disposal,Third Party Payments,Private Contractors,Built Environment,45324,RT2630386,7083.33,Veolia ES (UK) Limited 
City of London,Waste Disposal,Third Party Payments,Private Contractors,Built Environment,45324,RT2630386,-1516.83,Veolia ES (UK) Limited 
City of London,Port and Launches,Supplies  and  Services,Fees  and  Services,Built Environment,45324,RT2630415,740,Public Analyst Scientific Services Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45324,RT2630458,23000,F M Conway Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45324,RT2630458,199.47,F M Conway Ltd
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45324,RT2630602,5761.14,Virtually Priceless Ltd
City of London,Local Policing,Supplies  and  Services,Communications  and  Computing,City of London Police,45324,RT2630695,505.96,Ballicom Limited T/A Ballicom International
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45324,RT2631556,2085,ScottWhitbyStudio Ltd
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45324,RT2631913,4794,J T Edwards Limited
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45324,RT2631914,930,DB Site Services (UK) Ltd 
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45324,RT2631915,4650,DB Site Services (UK) Ltd 
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45324,RT2631916,3500,DB Site Services (UK) Ltd 
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45324,RT2631917,1850,DB Site Services (UK) Ltd 
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Barbican Estate,45324,RT2631918,3650,DB Site Services (UK) Ltd 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45324,RT2631919,750,DB Site Services (UK) Ltd 
City of London,Avondale Square Estate,Employees,Direct Employee Expenses,DCCS Housing,45324,RT2631926,827.75,Community Resourcing Limited
City of London,Specialist Operations,Third Party Payments,Government Departments,City of London Police,45324,RT2631949,532.8,WA Products (UK) Limited T/A SceneSafe
City of London,Corporate Services,Supplies  and  Services,Fees  and  Services,City of London Police,45324,RT2631954,5000,TMP Advisory Limited T/A Miles Advisory LLP
City of London,Corporate Services,Supplies  and  Services,Fees  and  Services,City of London Police,45324,RT2631955,5000,TMP Advisory Limited T/A Miles Advisory LLP
City of London,Specialist Operations,Supplies  and  Services,Fees  and  Services,Comp & City Solicitor,45324,RT2631992,1050,Ms Rebecca Jean Thomas 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45324,RT2631995,1752.76,Guideline Lift Services Limited
City of London,Child Social Care,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45324,RT2632048,873.8,Fenix Recruitment Solutions Ltd
City of London,Child Social Care,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45324,RT2632050,1137.5,Fenix Recruitment Solutions Ltd
City of London,Child Social Care,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45324,RT2632051,1063.6,Fenix Recruitment Solutions Ltd
City of London,Child Social Care,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45324,RT2632053,947.94,Fenix Recruitment Solutions Ltd
City of London,London Metropolitan Archives,Premises,Water Services,Town Clerks,45324,RT2632124,775.51,Anglian Water Business (National) Limited 
City of London,City Records Services,Premises,Water Services,Town Clerks,45324,RT2632124,332.37,Anglian Water Business (National) Limited 
City of London,Buildings Division,Premises,Water Services,Barbican Centre,45324,RT2632127,11980.92,Anglian Water Business (National) Limited 
City of London,CL and BHE(City Fund) Estate,Premises,Water Services,City Surveyors,45324,RT2632128,9561.77,Anglian Water Business (National) Limited 
City of London,Central Criminal Court (CF),Premises,Water Services,Central Criminal Court,45324,RT2632129,2549.64,Anglian Water Business (National) Limited 
City of London,New Spitalfields Market - All Divisions,Premises,Water Services,Spitalfields Market,45324,RT2632130,1998.19,Anglian Water Business (National) Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45324,RT2632206,2000,Salisbury Square Unit Trust
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45324,RT2632278,1063.11,Brixton Brewery Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45324,RT2632279,1128.99,Brixton Brewery Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45324,RT2632280,1003.86,Brixton Brewery Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45324,RT2632281,1413.2,Brixton Brewery Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45324,RT2632282,1412.06,Brixton Brewery Limited
City of London,Avondale Square Estate,Premises,Water Services,DCCS Housing,45324,RT2632488,-1195.73,Anglian Water Business (National) Limited 
City of London,Walbrook Wharf,Premises,Water Services,City Surveyors,45324,RT2632489,1714.08,Anglian Water Business (National) Limited 
City of London,City Gardens,Premises,Water Services,Open Spaces,45324,RT2632491,-682.45,Anglian Water Business (National) Limited 
City of London,Cemetery and Crematorium,Premises,Water Services,Open Spaces,45324,RT2632492,6215.72,Anglian Water Business (National) Limited 
City of London,Public Conveniences,Premises,Water Services,Built Environment,45324,RT2632494,3204.41,Anglian Water Business (National) Limited 
City of London,CL and BHE(City Fund) Estate,Premises,Water Services,City Surveyors,45324,RT2632509,1013.85,Anglian Water Business (National) Limited 
City of London,Schools Delegated Budget,Premises,Water Services,DCCS The Aldgate School,45324,RT2632530,608.85,Anglian Water Business (National) Limited 
City of London,Early Years and Primary Education,Premises,Water Services,DCCS The Aldgate School,45324,RT2632530,33.83,Anglian Water Business (National) Limited 
City of London,Early Years and Primary Education,Premises,Water Services,DCCS The Aldgate School,45324,RT2632530,33.83,Anglian Water Business (National) Limited 
City of London,CL and BHE(City Fund) Estate,Premises,Water Services,City Surveyors,45324,RT2632540,638.06,Anglian Water Business (National) Limited 
City of London,Visitor Services and City Information Centre,Supplies  and  Services,"Equipment, Furniture  and  Materials",Destination City,45324,RT2632547,1681.8,Temple Island Collections Limited
City of London,Avondale Square Estate,Premises,Water Services,DCCS Housing,45324,RT2632562,2430.89,Anglian Water Business (National) Limited 
City of London,CL and BHE(City Fund) Estate,Premises,Water Services,City Surveyors,45324,RT2632571,941.91,Anglian Water Business (National) Limited 
City of London,National Lead Force,Supplies  and  Services,Communications  and  Computing,City of London Police,45324,RT2632696,617.94,EliteTele.com PLC
City of London,Local Policing,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45324,RT2632698,1717,Dtec International Ltd
City of London,Local Policing,Supplies  and  Services,Communications  and  Computing,City of London Police,45324,RT2632698,12,Dtec International Ltd
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45324,RT2632736,1000,Steven Umoh T/A Obongjayar
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45324,RT2632742,6750,LA2A Ltd T/A StudioOrphir
City of London,Service Charge Account,Premises,Repairs and Maintenance,DCCS Housing,45324,RT2632787,510,Peter W Gittins & Associates Ltd
City of London,Corporate Services,Employees,Indirect Employee Expenses,City of London Police,45324,RT2632867,13750,LinkedIn Ireland Unlimited Company
City of London,Corporate Services,Employees,Indirect Employee Expenses,City of London Police,45324,RT2632867,3720,LinkedIn Ireland Unlimited Company
City of London,Corporate Services,Employees,Indirect Employee Expenses,City of London Police,45324,RT2632867,-1860,LinkedIn Ireland Unlimited Company
City of London,Corporate Services,Employees,Indirect Employee Expenses,City of London Police,45324,RT2632867,-6875,LinkedIn Ireland Unlimited Company
City of London,Animal Health Services,Supplies  and  Services,Fees  and  Services,Port Health & Public Protection,45324,RT2632943,2125,Airports Bureau Systems Ltd
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45324,RT2633221,1567.21,CBW Staffing Solutions Ltd
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45324,RT2633223,709.68,CBW Staffing Solutions Ltd
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45324,RT2633226,1419.36,CBW Staffing Solutions Ltd
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45324,RT2633228,650.54,CBW Staffing Solutions Ltd
City of London,London Metropolitan Archives,Supplies  and  Services,"Equipment, Furniture  and  Materials","LMA, SBREC & Guildhall Library",45324,RT2633292,875,Professional AV Ltd T/A A V Installations
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45324,RT2633341,2475.06,Shorterm Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45324,RT2633727,636.8,Full Steam Espresso T/A Volcano Coffee Works
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Barbican Centre,45324,RT2633775,3000,DBS Mechanical & Electrical Ltd
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45324,RT2633875,3587.14,Fostering Innovations Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45324,RT2633959,1298.18,Matthew Clark Bibendum Limited 
City of London,Communications,Supplies  and  Services,Advertising/Miscellaneous expenses,Town Clerks,45324,RT2633972,1250,City AM Limited 
City of London,Avondale Square Estate,Employees,Direct Employee Expenses,DCCS Housing,45324,RT2634042,827.75,Community Resourcing Limited
City of London,Central Criminal Court (CF),Supplies  and  Services,Communications  and  Computing,Central Criminal Court,45324,RT2634068,539.46,Daisy Communications Ltd 
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45324,RT2634089,266.66,Cambium Advisory Limited
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45324,RT2634089,266.66,Cambium Advisory Limited
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45324,RT2634089,233.95,Cambium Advisory Limited
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45324,RT2634089,143.7,Cambium Advisory Limited
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45324,RT2634089,133.33,Cambium Advisory Limited
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45324,RT2634089,119.94,Cambium Advisory Limited
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45324,RT2634089,35.36,Cambium Advisory Limited
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45324,RT2634093,7250,Topocrew Ltd
City of London,Programming Division,Employees,Direct Employee Expenses,Barbican Centre,45324,RT2634100,1050,David Rees
City of London,Port and Launches,Transport,Direct Transport Costs,Port Health & Public Protection,45324,RT2634101,1080,Thames Marine Services Ltd
City of London,Port and Launches,Transport,Direct Transport Costs,Port Health & Public Protection,45324,RT2634101,-51.31,Thames Marine Services Ltd
City of London,Barbican Own Events,Supplies  and  Services,Expenses,Barbican Centre,45324,RT2634115,6459.96,Montcalm Hotel (London) Ltd 
City of London,Barbican Own Events,Supplies  and  Services,Expenses,Barbican Centre,45324,RT2634115,1292.04,Montcalm Hotel (London) Ltd 
City of London,Schools Delegated Budget,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS The Aldgate School,45324,RT2634134,176,GLS Educational Supplies Ltd
City of London,Schools Delegated Budget,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS The Aldgate School,45324,RT2634134,176,GLS Educational Supplies Ltd
City of London,Schools Delegated Budget,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS The Aldgate School,45324,RT2634134,111.56,GLS Educational Supplies Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS The Aldgate School,45324,RT2634134,9.78,GLS Educational Supplies Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS The Aldgate School,45324,RT2634134,9.78,GLS Educational Supplies Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS The Aldgate School,45324,RT2634134,9.78,GLS Educational Supplies Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS The Aldgate School,45324,RT2634134,9.78,GLS Educational Supplies Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS The Aldgate School,45324,RT2634134,6.2,GLS Educational Supplies Ltd
City of London,Early Years and Primary Education,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS The Aldgate School,45324,RT2634134,6.2,GLS Educational Supplies Ltd
City of London,Local Policing,Supplies  and  Services,Communications  and  Computing,Chamberlains,45324,RT2634170,-547.36,XMA Limited
City of London,Specialist Operations,Supplies  and  Services,Fees  and  Services,City of London Police,45324,RT2634191,580,National Crime Agency 
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45324,RT2634192,1605,Full Steam Espresso T/A Volcano Coffee Works
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45324,RT2634198,1394,Full Steam Espresso T/A Volcano Coffee Works
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45324,RT2634201,766,Full Steam Espresso T/A Volcano Coffee Works
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45324,RT2634202,12200.14,C A Telecom UK Ltd
City of London,Buildings Division,Premises,Repairs and Maintenance,Barbican Centre,45324,RT2634204,839,Clivet Group UK Limited
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,96.83,Amalgamated Lifts Limited
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,96.83,Amalgamated Lifts Limited
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,87.3,Amalgamated Lifts Limited
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,87.3,Amalgamated Lifts Limited
City of London,Highways,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,87.3,Amalgamated Lifts Limited
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,87.3,Amalgamated Lifts Limited
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,87.3,Amalgamated Lifts Limited
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,87.3,Amalgamated Lifts Limited
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,87.3,Amalgamated Lifts Limited
City of London,New Spitalfields Market - All Divisions,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,87.3,Amalgamated Lifts Limited
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,87.3,Amalgamated Lifts Limited
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,87.3,Amalgamated Lifts Limited
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,87.3,Amalgamated Lifts Limited
City of London,Animal Health Services,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,87.3,Amalgamated Lifts Limited
City of London,Guildhall Art Gallery,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,87.27,Amalgamated Lifts Limited
City of London,Guildhall Art Gallery,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,87.27,Amalgamated Lifts Limited
City of London,Guildhall Art Gallery,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,87.27,Amalgamated Lifts Limited
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,38.18,Amalgamated Lifts Limited
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,38.18,Amalgamated Lifts Limited
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,0.25,Amalgamated Lifts Limited
City of London,Off Street Parking,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634210,-0.3,Amalgamated Lifts Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,106.35,Amalgamated Lifts Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,106.35,Amalgamated Lifts Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,106.35,Amalgamated Lifts Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,106.35,Amalgamated Lifts Limited
City of London,Business Services Directorate,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,106.35,Amalgamated Lifts Limited
City of London,Business Services Directorate,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,106.35,Amalgamated Lifts Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,96.83,Amalgamated Lifts Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,96.83,Amalgamated Lifts Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,96.83,Amalgamated Lifts Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,96.83,Amalgamated Lifts Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,96.83,Amalgamated Lifts Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,96.83,Amalgamated Lifts Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,96.83,Amalgamated Lifts Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,96.83,Amalgamated Lifts Limited
City of London,Business Services Directorate,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,96.83,Amalgamated Lifts Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,96.83,Amalgamated Lifts Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,96.83,Amalgamated Lifts Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,96.75,Amalgamated Lifts Limited
City of London,Business Services Directorate,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,96.75,Amalgamated Lifts Limited
City of London,Business Services Directorate,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,87.3,Amalgamated Lifts Limited
City of London,Business Services Directorate,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,87.3,Amalgamated Lifts Limited
City of London,Business Services Directorate,Premises,Repairs and Maintenance,City Surveyors,45324,RT2634211,38.18,Amalgamated Lifts Limited
