Body,Division of Service,Purpose of Expenditure,Merchant Category,Department,Payment Date,Transaction Code,Net Amount,Supplier Name
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2520466,3.62,Amalgamated Ltd
City of London,Capital Repayments,Premises,Repairs and Maintenance,Barbican Centre,45049,RT2538627,134916.45,Apex Lift & Escalator Engineers Ltd
City of London,Street Scene,Premises,Repairs and Maintenance,Built Environment,45049,RT2541141,930,Sally Bowling
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45049,RT2542225,210000,IBM United Kingdom Limited
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45049,RT2542228,6860,IBM United Kingdom Limited
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45049,RT2542671,850,Aliasghar Torkaliaskari T/A Aliaskar Abarkas
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45049,RT2542671,150,Aliasghar Torkaliaskari T/A Aliaskar Abarkas
City of London,Early Years and Primary Education,Premises,Repairs and Maintenance,DCCS The Aldgate School,45049,RT2543183,6750,Sandhurst Construction Ltd
City of London,Cemetery and Crematorium,Premises,Grounds Maintenance Costs,Open Spaces,45049,RT2548129,840,McFen Plant Ltd
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45049,RT2550066,2220.42,Banner Group Limited
City of London,Waste Disposal,Third Party Payments,Private Contractors,Built Environment,45049,RT2550687,7083.33,Veolia ES (UK) Limited 
City of London,Waste Disposal,Third Party Payments,Private Contractors,Built Environment,45049,RT2550687,-1657.56,Veolia ES (UK) Limited 
City of London,Waste Disposal,Third Party Payments,Private Contractors,Built Environment,45049,RT2550856,916.67,Cory Environmental Limited
City of London,Waste Disposal,Third Party Payments,Private Contractors,Built Environment,45049,RT2550856,45.19,Cory Environmental Limited
City of London,Waste Disposal,Third Party Payments,Private Contractors,Built Environment,45049,RT2551051,1333.33,Veolia ES (UK) Limited 
City of London,Waste Disposal,Third Party Payments,Private Contractors,Built Environment,45049,RT2551051,-635.43,Veolia ES (UK) Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45049,RT2551289,3000,Currie & Brown UK Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45049,RT2551533,3000,Pinsent Masons LLP
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Comp & City Solicitor,45049,RT2551541,2509.5,Pinsent Masons LLP
City of London,Building Control,Supplies  and  Services,Fees  and  Services,Built Environment,45049,RT2551558,1026,NQA Certification Limited
City of London,Innovation & Growth,Employees,Direct Employee Expenses,Innovation & Growth,45049,RT2551760,4355.4,Office Angels Ltd
City of London,Innovation & Growth,Employees,Direct Employee Expenses,Innovation & Growth,45049,RT2551763,4199.85,Office Angels Ltd
City of London,Landlords Services,Supplies  and  Services,Fees  and  Services,DCCS Housing,45049,RT2552109,24364.87,Altair Consultancy and Advisory Services Limited
City of London,Landlords Services,Supplies  and  Services,Fees  and  Services,DCCS Housing,45049,RT2552109,447.87,Altair Consultancy and Advisory Services Limited
City of London,Walbrook Wharf,Premises,Repairs and Maintenance,City Surveyors,45049,RT2552448,1135,ISS Mediclean Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45049,RT2552606,24235.44,F M Conway Ltd
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45049,RT2552607,25426.5,F M Conway Ltd
City of London,Homelessness,Third Party Payments,Other Agencies,DCCS Fam & Young People,45049,RT2552786,7719.32,Theori Housing Management Services Ltd
City of London,Adult Social Care,Third Party Payments,Other Agencies,DCCS Fam & Young People,45049,RT2552786,1488,Theori Housing Management Services Ltd
City of London,Corporate Services,Employees,Indirect Employee Expenses,City of London Police,45049,RT2552820,890,Skills for Justice (Enterprises) Limited 
City of London,Corporate Services,Employees,Indirect Employee Expenses,City of London Police,45049,RT2552820,178,Skills for Justice (Enterprises) Limited 
City of London,Cemetery and Crematorium,Employees,Indirect Employee Expenses,Open Spaces,45049,RT2552865,6500,Peoplescout Limited 
City of London,Cemetery and Crematorium,Employees,Indirect Employee Expenses,Open Spaces,45049,RT2552865,1500,Peoplescout Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45049,RT2553147,1669.2,PAYE Stonework & Restoration Ltd
City of London,Corporate Services,Supplies  and  Services,Fees  and  Services,City of London Police,45049,RT2553149,1400,Fivium Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45049,RT2553258,7855,Delva Patman Redler LLP 
City of London,Asylum Seekers Services,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45049,RT2553325,1400,Remark! Limited
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45049,RT2553555,5443.2,Konica Minolta Business Solutions (UK) Ltd
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45049,RT2553589,107000,IBM United Kingdom Limited
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45049,RT2553610,22232.76,CDW Ltd 
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45049,RT2553611,11121.52,CDW Ltd 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45049,RT2553622,3700,WMB Studio Limited
City of London,Child Social Care,Employees,Direct Employee Expenses,DCCS Fam & Young People,45049,RT2553641,3150,Panoramic Associates Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45049,RT2553642,17498.67,Wates Property Services Limited 
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45049,RT2553643,47246.5,Wates Property Services Limited 
City of London,Mayors And City Of London Court,Premises,Repairs and Maintenance,City Surveyors,45049,RT2553645,25000,Wates Property Services Limited 
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Expenses,Destination City,45049,RT2553655,805.8,Encore Tickets Ltd
City of London,CPAT,Supplies  and  Services,"Equipment, Furniture  and  Materials",Built Environment,45049,RT2553695,11309.8,Wates Property Services Limited 
City of London,Golden Lane Estate,Supplies  and  Services,"Equipment, Furniture  and  Materials",DCCS Housing,45049,RT2553696,724,ADT Fire & Security Plc
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45049,RT2553765,6599.55,AECOM Ltd 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45049,RT2553768,878.93,AECOM Ltd 
City of London,Avondale Square Estate,Premises,Grounds Maintenance Costs,DCCS Housing,45049,RT2553785,827.75,Community Resourcing Limited
City of London,Avondale Square Estate,Premises,Grounds Maintenance Costs,DCCS Housing,45049,RT2553786,662.2,Community Resourcing Limited
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45049,RT2553795,1027.76,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45049,RT2553797,278.26,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45049,RT2553797,151.71,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45049,RT2553797,131.44,Skanska Construction UK Ltd
City of London,Economic Crime Directorate (CF),Supplies  and  Services,Fees  and  Services,Comp & City Solicitor,45049,RT2553843,3439.5,Bevan Brittan Llp
City of London,Central Income & Expenditure,Third Party Payments,Other Agencies,City of London Police,45049,RT2553861,145755.38,Atoc Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45049,RT2553867,2250,Richard Griffiths Architects Limited
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45049,RT2553924,500,Qu Junktionsm LLP
City of London,Traffic Management,Supplies  and  Services,Advertising/Miscellaneous expenses,Built Environment,45049,RT2553978,1876.1,McConnells (Midlands) Ltd
City of London,Programming Division,Transport,Public Transport,Barbican Centre,45049,RT2554052,433.57,Addison Lee Limited
City of London,CO&FO Division,Transport,Public Transport,Barbican Centre,45049,RT2554052,122.65,Addison Lee Limited
City of London,Barbican Own Events,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45049,RT2554052,42.1,Addison Lee Limited
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,1145.41,Amalgamated Ltd
City of London,Holloway Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,1043.14,Amalgamated Ltd
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,575.91,Amalgamated Ltd
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,450.35,Amalgamated Ltd
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,310.6,Amalgamated Ltd
City of London,Community Librairies,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,289.74,Amalgamated Ltd
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,287.82,Amalgamated Ltd
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,162.21,Amalgamated Ltd
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,141.79,Amalgamated Ltd
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,138.67,Amalgamated Ltd
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,129.41,Amalgamated Ltd
City of London,Holloway Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,120.39,Amalgamated Ltd
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,113.82,Amalgamated Ltd
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,103.74,Amalgamated Ltd
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,94.88,Amalgamated Ltd
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,93.85,Amalgamated Ltd
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,93.85,Amalgamated Ltd
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,88.26,Amalgamated Ltd
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,80.56,Amalgamated Ltd
City of London,Windsor House,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,78.66,Amalgamated Ltd
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,74.32,Amalgamated Ltd
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45049,RT2554092,67.83,Amalgamated Ltd
