Body,Division of Service,Purpose of Expenditure,Merchant Category,Department,Payment Date,Transaction Code,Net Amount,Supplier Name
City of London,York Way Estate,Premises,Rates,DCCS Housing,45231,RT2548631,302,London Borough of Islington
City of London,Sydenham Hill Estate,Premises,Rates,DCCS Housing,45231,RT2548652,385,London Borough of Lewisham
City of London,Avondale Square Estate,Premises,Rates,DCCS Housing,45231,RT2552618,668,London Borough of Southwark 
City of London,Avondale Square Estate,Premises,Rates,DCCS Housing,45231,RT2552620,786,London Borough of Southwark 
City of London,Holloway Estate,Premises,Rates,DCCS Housing,45231,RT2554447,549,London Borough of Islington
City of London,York Way Estate,Premises,Rates,DCCS Housing,45231,RT2554448,351,London Borough of Islington
City of London,CL and BHE(City Fund) Estate,Premises,Rates,City Surveyors,45231,RT2554474,6065,London Borough of Islington
City of London,Holloway Estate,Premises,Rates,DCCS Housing,45231,RT2554486,489,London Borough of Islington
City of London,CL and BHE(City Fund) Estate,Premises,Rates,City Surveyors,45231,RT2554508,674,London Borough of Islington
City of London,CL and BHE(City Fund) Estate,Premises,Rates,City Surveyors,45231,RT2554510,4256,London Borough of Islington
City of London,CL and BHE(City Fund) Estate,Premises,Rates,City Surveyors,45231,RT2554513,210,London Borough of Islington
City of London,York Way Estate,Premises,Rates,DCCS Housing,45231,RT2554515,299,London Borough of Islington
City of London,CL and BHE(City Fund) Estate,Premises,Rates,City Surveyors,45231,RT2554534,1110,London Borough of Islington
City of London,Adult Social Care,Third Party Payments,Other Agencies,DCCS Adult Services,45231,RT2558340,45,Barrie Bookkeeping & Payroll Solutions Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45231,RT2558596,6727.5,Frankham Consulting Group Limited
City of London,Corporate Services,Premises,Repairs and Maintenance,City of London Police,45231,RT2570683,6722.5,Farringdon Locksmith & Tool Supplies Co
City of London,Asylum Seekers Services,Supplies  and  Services,Expenses,DCCS Fam & Young People,45231,RT2575941,500,REDACTED PERSONAL DATA
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,DCCS Housing,45231,RT2580792,18261.96,People Safe T/A Skyguard Ltd
City of London,Asylum Seekers Services,Supplies  and  Services,Expenses,Chamberlains,45231,RT2583596,500,REDACTED PERSONAL DATA
City of London,Asylum Seekers Services,Supplies  and  Services,Expenses,Chamberlains,45231,RT2583598,500,REDACTED PERSONAL DATA
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45231,RT2591075,8451.48,Mayor's Office for Policing and Crime 
City of London,Central Criminal Court (CF),Premises,Energy costs,Central Criminal Court,45231,RT2593023,103714.96,Total Gas & Power Ltd
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45231,RT2594058,200,Newbloom Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45231,RT2596224,5130,Cordless Consultants Limited
City of London,Town Planning,Supplies  and  Services,Fees  and  Services,Built Environment,45231,RT2596775,12500,TJ Culture Limited
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45231,RT2598657,637.43,NPower Business 
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45231,RT2598658,658.68,NPower Business 
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45231,RT2598660,658.68,NPower Business 
City of London,Service Charge Account,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS Barbican Estate,45231,RT2600462,397.18,Banner Group Limited
City of London,Service Charge Account,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS Barbican Estate,45231,RT2600462,177.66,Banner Group Limited
City of London,Service Charge Account,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS Barbican Estate,45231,RT2600462,170.22,Banner Group Limited
City of London,Service Charge Account,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS Barbican Estate,45231,RT2600462,76.14,Banner Group Limited
City of London,National Lead Force,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",City of London Police,45231,RT2600464,62,Banner Group Limited
City of London,National Lead Force,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",City of London Police,45231,RT2600464,90,Banner Group Limited
City of London,National Lead Force,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",City of London Police,45231,RT2600464,32.12,Banner Group Limited
City of London,National Lead Force,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",City of London Police,45231,RT2600464,15.64,Banner Group Limited
City of London,National Lead Force,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",City of London Police,45231,RT2600464,358,Banner Group Limited
City of London,National Lead Force,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",City of London Police,45231,RT2600464,6.52,Banner Group Limited
City of London,Community Librairies,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,1599.03,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,1230.5,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,991.3,Wates Property Services Limited 
City of London,Windsor House,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,772.19,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,310.52,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,310.52,Wates Property Services Limited 
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,306.3,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,301.9,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,278.2,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,254.25,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,240.64,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,166.85,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,134.64,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,110.94,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,110.94,Wates Property Services Limited 
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,110.94,Wates Property Services Limited 
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,110.94,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,110.94,Wates Property Services Limited 
City of London,Holloway Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,110.94,Wates Property Services Limited 
City of London,Sydenham Hill Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,110.94,Wates Property Services Limited 
City of London,Holloway Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,103.05,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,94.11,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,92.95,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,90.53,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,88.26,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,79.84,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,74.75,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,63.84,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,63.84,Wates Property Services Limited 
City of London,William Blake Estate,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,62.74,Wates Property Services Limited 
City of London,Other Housing Services,Premises,Repairs and Maintenance,DCCS Housing,45231,RT2602451,50,Wates Property Services Limited 
City of London,Corporate Services,Employees,Direct Employee Expenses,City of London Police,45231,RT2603032,2960,Allen Lane Ltd 
City of London,Corporate Services,Employees,Indirect Employee Expenses,Chamberlains,45231,RT2603166,1290,ATDirect Ltd 
City of London,Middlesex Street Estate,Supplies  and  Services,Fees  and  Services,DCCS Housing,45231,RT2603445,1044.44,Veolia ES (UK) Limited 
City of London,Middlesex Street Estate,Supplies  and  Services,Fees  and  Services,DCCS Housing,45231,RT2603449,1521.52,Veolia ES (UK) Limited 
City of London,Central Criminal Court (CF),Supplies  and  Services,Fees  and  Services,Central Criminal Court,45231,RT2603451,3893.5,Veolia ES (UK) Limited 
City of London,Communications,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Town Clerks,45231,RT2603641,1164.8,Allied Publicity Services (Manchester) Limited 
City of London,On Street Parking,Supplies  and  Services,Communications  and  Computing,Built Environment,45231,RT2603669,10872.58,Allied Publicity Services (Manchester) Limited 
City of London,On Street Parking,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Built Environment,45231,RT2603675,3759.28,Allied Publicity Services (Manchester) Limited 
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45231,RT2603775,1045,Reed Specialist Recruitment Ltd
City of London,Waste Disposal,Third Party Payments,Private Contractors,Built Environment,45231,RT2603815,7083.33,Veolia ES (UK) Limited 
City of London,Waste Disposal,Third Party Payments,Private Contractors,Built Environment,45231,RT2603815,-1801.83,Veolia ES (UK) Limited 
City of London,CO&FO Division,Transport,Public Transport,Barbican Centre,45231,RT2603841,305.9,Addison Lee Limited
City of London,Programming Division,Transport,Public Transport,Barbican Centre,45231,RT2603841,295.3,Addison Lee Limited
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45231,RT2603844,9900,GW Consulting Solutions Limited
City of London,CO&FO Division,Transport,Contract Hire and Operating Leases,Barbican Centre,45231,RT2603893,517.45,Addison Lee Limited
City of London,CO&FO Division,Transport,Public Transport,Barbican Centre,45231,RT2603893,393.88,Addison Lee Limited
City of London,Programming Division,Transport,Contract Hire and Operating Leases,Barbican Centre,45231,RT2603906,774.8,Addison Lee Limited
City of London,Barbican Own Events,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45231,RT2603906,666.2,Addison Lee Limited
City of London,Barbican Own Events,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45231,RT2603906,269.59,Addison Lee Limited
City of London,Programming Division,Transport,Public Transport,Barbican Centre,45231,RT2603906,167.8,Addison Lee Limited
City of London,Barbican Own Events,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45231,RT2603906,83.9,Addison Lee Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Comp & City Solicitor,45231,RT2604058,1900,Pinsent Masons LLP
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45231,RT2604064,750,Harrow Green Limited
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45231,RT2604076,540,Harrow Green Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45231,RT2604165,1670,WSP UK Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45231,RT2604168,1565,WSP UK Limited
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45231,RT2604203,385.28,L & S Engineers Limited
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45231,RT2604203,120.87,L & S Engineers Limited
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45231,RT2604203,74.25,L & S Engineers Limited
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45231,RT2604203,61.59,L & S Engineers Limited
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45231,RT2604203,53.2,L & S Engineers Limited
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45231,RT2604203,19.9,L & S Engineers Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45231,RT2604289,3846.27,F M Conway Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45231,RT2604290,2395.78,F M Conway Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45231,RT2604291,17942.62,F M Conway Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45231,RT2604291,2310.6,F M Conway Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45231,RT2604292,3842.72,F M Conway Ltd
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Fees  and  Services,Destination City,45231,RT2604304,642.72,PPL PRS Limited
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45231,RT2604461,2000,AECOM Ltd 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45231,RT2604463,10087.09,AECOM Ltd 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45231,RT2604467,892.66,AECOM Ltd 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45231,RT2604479,938.69,AECOM Ltd 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45231,RT2604487,4459.69,WSP UK Limited
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45231,RT2604517,401,Daisy Corporate Services Trading Limited 
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45231,RT2604517,367.68,Daisy Corporate Services Trading Limited 
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45231,RT2604517,257.09,Daisy Corporate Services Trading Limited 
City of London,Barbican Own Events,Supplies  and  Services,Catering,Barbican Centre,45231,RT2604615,627.5,Benugo Limited
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45231,RT2604677,118206,Ingeus UK Ltd
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45231,RT2604678,321546,Ingeus UK Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45231,RT2605093,1500,MGAC LLP
City of London,Child Social Care,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45231,RT2605331,684.98,Barnardos
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45231,RT2605799,720,BCD Meetings & Events Limited
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45231,RT2605799,550,BCD Meetings & Events Limited
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45231,RT2605799,-70,BCD Meetings & Events Limited
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45231,RT2605799,-161,BCD Meetings & Events Limited
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45231,RT2606012,690,East Thames Aggregates Ltd
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45231,RT2606012,-2.76,East Thames Aggregates Ltd
City of London,Corporate Services,Transport,Direct Transport Costs,City of London Police,45231,RT2606363,2140.3,Cedars Assist Ltd
City of London,Corporate Services,Transport,Direct Transport Costs,City of London Police,45231,RT2606368,2403,Cedars Assist Ltd
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45231,RT2606418,1001,Havas Entertainment Limited 
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45231,RT2606425,2700,Builders Equipment Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45231,RT2606425,540,Builders Equipment Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45231,RT2606437,2883.5,Keegans Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45231,RT2606437,1676.5,Keegans Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45231,RT2606450,2171,Keegans Limited
City of London,London Business Rate Pool,Third Party Payments,Other Local Authorities,Chamberlains,45231,RT2606464,1328652.63,London Borough of Bromley
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45231,RT2606472,2084.82,Silver DCC Limited
City of London,Child Social Care,Supplies  and  Services,Fees  and  Services,Comp & City Solicitor,45231,RT2606492,542.67,Psychology Direct Limited
City of London,London Metropolitan Archives,Premises,Energy costs,"LMA, SBREC & Guildhall Library",45231,RT2606531,8807.44,Total Gas & Power Ltd
City of London,City Records Services,Premises,Energy costs,"LMA, SBREC & Guildhall Library",45231,RT2606531,3774.61,Total Gas & Power Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Rents,City Surveyors,45231,RT2606587,10768,Bidwells LLP
City of London,Housing HRA Direct,Special Revenue Expenditure,Collection Fund,DCCS Housing,45231,RT2606809,654.13,REDACTED PERSONAL DATA
City of London,Child Social Care,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45231,RT2607132,2970,Temitope Ademosu
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45231,RT2607157,941.38,Brixton Brewery Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45231,RT2607158,2320.49,Brixton Brewery Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45231,RT2607159,1474.69,Brixton Brewery Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45231,RT2607160,1474.69,Brixton Brewery Limited
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45231,RT2607387,1250,Georgia Dodsworth 
City of London,Walbrook Wharf,Premises,Repairs and Maintenance,City Surveyors,45231,RT2607388,911,Beveridge Associates Partnership Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45231,RT2607394,2518.05,Hachette UK Distribution Limited
City of London,Homelessness,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45231,RT2607530,8750,Parkguard Ltd
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45231,RT2607596,1386.02,Anglia Sign Casting Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45231,RT2607618,2671.13,The Book Service Ltd 
City of London,Human Resources Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45231,RT2607649,750,Hugh James LLP
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45231,RT2607651,7152,Meridian Audio Visual Ltd
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45231,RT2607651,-2330,Meridian Audio Visual Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45231,RT2607653,1200,Thames Water Utilities Limited
City of London,Corporate Services,Employees,Indirect Employee Expenses,City of London Police,45231,RT2607797,19125,Texthelp Ltd
City of London,Corporate Services,Employees,Indirect Employee Expenses,City of London Police,45231,RT2607797,-1000,Texthelp Ltd
City of London,Corporate Services,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45231,RT2607799,578,RG Jones Sound Engineering Ltd
City of London,Port and Launches,Transport,Direct Transport Costs,Markets & Consumer Ptn,45231,RT2607800,1500,Thames Marine Services Ltd
City of London,Port and Launches,Transport,Direct Transport Costs,Markets & Consumer Ptn,45231,RT2607800,4.65,Thames Marine Services Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45231,RT2607809,685,Tim Moya Tree Services Limited
City of London,Corporate Services,Employees,Indirect Employee Expenses,City of London Police,45231,RT2607810,1271.67,Wallace School of Transport
City of London,Corporate Services,Employees,Indirect Employee Expenses,City of London Police,45231,RT2607812,1546.67,Wallace School of Transport
City of London,Housing HRA Direct,Employees,Indirect Employee Expenses,DCCS Barbican Estate,45231,RT2607900,1500,Devonshires Solictors LLP
City of London,Corporate Services,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45231,RT2607965,1975,Stranders Electricial Limited
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45231,RT2607975,1669.5,Virtually Priceless Ltd
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45231,RT2607976,3507,Virtually Priceless Ltd
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45231,RT2607978,2800.64,Virtually Priceless Ltd
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45231,RT2607978,-618.79,Virtually Priceless Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45231,RT2608003,740.85,Macmillan Distribution Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45231,RT2608031,750,MGAC LLP
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45231,RT2608039,17016.76,Police & Crime Commissioner for Merseyside
