Body,Division of Service,Purpose of Expenditure,Merchant Category,Department,Payment Date,Transaction Code,Net Amount,Supplier Name
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45261,RT2607147,359.25,Cambium Advisory Limited
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45261,RT2607147,265.94,Cambium Advisory Limited
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45261,RT2607147,233.95,Cambium Advisory Limited
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45261,RT2607147,132.97,Cambium Advisory Limited
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45261,RT2607147,132.97,Cambium Advisory Limited
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45261,RT2607147,132.97,Cambium Advisory Limited
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45261,RT2607147,132.97,Cambium Advisory Limited
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45261,RT2607147,119.94,Cambium Advisory Limited
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45261,RT2607147,119.75,Cambium Advisory Limited
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45261,RT2607147,99.97,Cambium Advisory Limited
City of London,Local Policing,Supplies  and  Services,"Clothes, Uniform  and  Laundry",City of London Police,45261,RT2607147,50.02,Cambium Advisory Limited
City of London,Specialist Operations,Third Party Payments,Government Departments,City of London Police,45261,RT2607311,3575,Alecto Forensic Services Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45261,RT2607643,1266,Colt International Ltd 
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45261,RT2608688,4938.47,Exponential-E Limited
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45261,RT2608688,-2526.96,Exponential-E Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45261,RT2608786,4296.59,Stace LLP 
City of London,Cemetery and Crematorium,Supplies  and  Services,Communications  and  Computing,Open Spaces,45261,RT2609727,716.66,"Amazon EU SARL, UK Branch"
City of London,Cemetery and Crematorium,Supplies  and  Services,Communications  and  Computing,Open Spaces,45261,RT2609727,16.59,"Amazon EU SARL, UK Branch"
City of London,Cemetery and Crematorium,Supplies  and  Services,Communications  and  Computing,Open Spaces,45261,RT2609727,16.58,"Amazon EU SARL, UK Branch"
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45261,RT2609828,25940.69,Tilbury Douglas Engineering Services Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45261,RT2609830,4913.65,Tilbury Douglas Engineering Services Limited 
City of London,Corporate Services,Supplies  and  Services,Fees  and  Services,City of London Police,45261,RT2610488,1120,Harrow Green Limited
City of London,Housing HRA Direct,Employees,Direct Employee Expenses,DCCS Barbican Estate,45261,RT2610560,5037,Gravitas Recruitment Group Limited
City of London,Housing HRA Direct,Employees,Direct Employee Expenses,DCCS Barbican Estate,45261,RT2610560,2003,Gravitas Recruitment Group Limited
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,DCCS Barbican Estate,45261,RT2610560,835,Gravitas Recruitment Group Limited
City of London,Housing HRA Direct,Employees,Direct Employee Expenses,DCCS Barbican Estate,45261,RT2612232,5249.5,Gravitas Recruitment Group Limited
City of London,Housing HRA Direct,Employees,Direct Employee Expenses,DCCS Barbican Estate,45261,RT2612232,0.5,Gravitas Recruitment Group Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Comp & City Solicitor,45261,RT2612442,722,Bevan Brittan Llp
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45261,RT2612819,1250,Travis Perkins Trading Company Ltd
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45261,RT2612819,315,Travis Perkins Trading Company Ltd
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45261,RT2612819,56.03,Travis Perkins Trading Company Ltd
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45261,RT2612819,56.03,Travis Perkins Trading Company Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45261,RT2612831,45543.46,Rooff Ltd
City of London,Innovation & Growth,Employees,Indirect Employee Expenses,Chief Operating Officer,45261,RT2612862,1006.88,Peoplescout Limited 
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45261,RT2612863,118206,Ingeus UK Ltd
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45261,RT2612866,321546,Ingeus UK Ltd
City of London,CL and BHE(City Fund) Estate,Supplies  and  Services,Fees  and  Services,City Surveyors,45261,RT2612898,5431.35,Veolia ES (UK) Limited 
City of London,CL and BHE(City Fund) Estate,Supplies  and  Services,Fees  and  Services,City Surveyors,45261,RT2612898,306.6,Veolia ES (UK) Limited 
City of London,CL and BHE(City Fund) Estate,Supplies  and  Services,Fees  and  Services,City Surveyors,45261,RT2612898,270.45,Veolia ES (UK) Limited 
City of London,CL and BHE(City Fund) Estate,Supplies  and  Services,Fees  and  Services,City Surveyors,45261,RT2612898,187.77,Veolia ES (UK) Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45261,RT2612949,1377.85,F M Conway Ltd
City of London,Programming Division,Transport,Public Transport,Barbican Centre,45261,RT2612953,530.07,Addison Lee Limited
City of London,CO&FO Division,Transport,Public Transport,Barbican Centre,45261,RT2612953,135.85,Addison Lee Limited
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45261,RT2612960,5090.59,F M Conway Ltd
City of London,Rechargeable Works (Planning/ENV),Premises,Repairs and Maintenance,Built Environment,45261,RT2612961,1639.2,F M Conway Ltd
City of London,Communications,Supplies  and  Services,"Equipment, Furniture  and  Materials",Town Clerks,45261,RT2613103,565,Telefonica UK Limited
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45261,RT2613120,11879.21,F M Conway Ltd
City of London,Rechargeable Works (Planning/ENV),Premises,Repairs and Maintenance,Built Environment,45261,RT2613145,5802.9,F M Conway Ltd
City of London,Rechargeable Works (Planning/ENV),Premises,Repairs and Maintenance,Built Environment,45261,RT2613145,241.5,F M Conway Ltd
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45261,RT2613147,30000,F M Conway Ltd
City of London,Barbican Own Events,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45261,RT2613150,10000,LUX Technical Ltd
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45261,RT2613210,13000,LA International Computer Consultants Limited
City of London,Corporate Services,Employees,Direct Employee Expenses,City of London Police,45261,RT2613227,3127.5,Allen Lane Ltd 
City of London,On Street Parking,Supplies  and  Services,Communications  and  Computing,Built Environment,45261,RT2613272,8678.15,Allied Publicity Services (Manchester) Limited 
City of London,Audience's Division,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Barbican Centre,45261,RT2613276,2714.92,Allied Publicity Services (Manchester) Limited 
City of London,Audience's Division,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Barbican Centre,45261,RT2613276,2714.91,Allied Publicity Services (Manchester) Limited 
City of London,Audience's Division,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Barbican Centre,45261,RT2613277,726.68,Allied Publicity Services (Manchester) Limited 
City of London,Audience's Division,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Barbican Centre,45261,RT2613277,161.92,Allied Publicity Services (Manchester) Limited 
City of London,Audience's Division,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Barbican Centre,45261,RT2613278,2714.92,Allied Publicity Services (Manchester) Limited 
City of London,Audience's Division,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Barbican Centre,45261,RT2613278,2714.91,Allied Publicity Services (Manchester) Limited 
City of London,On Street Parking,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Built Environment,45261,RT2613279,2940.13,Allied Publicity Services (Manchester) Limited 
City of London,COL Business Improvement Districts,Supplies  and  Services,Fees  and  Services,Built Environment,45261,RT2614288,5300,Primera Corporation Limited
City of London,COL Business Improvement Districts,Supplies  and  Services,Fees  and  Services,Built Environment,45261,RT2614541,7500,Primera Corporation Limited
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45261,RT2614753,1917.3,Shorterm Limited
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45261,RT2614761,836.64,Shorterm Limited
City of London,Barbican Own Events,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45261,RT2614817,29047.88,Pendragon Fine Arts Frames Ltd
City of London,Buildings Division,Premises,Repairs and Maintenance,Barbican Centre,45261,RT2615073,6600,DB Site Services (UK) Ltd 
City of London,Programming Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45261,RT2615077,1106,A T Communications Limited
City of London,Programming Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45261,RT2615077,54,A T Communications Limited
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45261,RT2615079,1001,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45261,RT2615087,1001,Havas Entertainment Limited 
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45261,RT2615088,500.5,Havas Entertainment Limited 
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45261,RT2615121,2161.4,Agincare Head Office Services Limited
City of London,Older People,Third Party Payments,Other Agencies,DCCS Adult Services,45261,RT2615124,6642.86,Hamberley Care (Enfield) Limited
City of London,Housing HRA Direct,Supplies  and  Services,Fees  and  Services,Comp & City Solicitor,45261,RT2615159,1600,Miss Catherine Rowlands
City of London,Buildings Division,Premises,Repairs and Maintenance,Barbican Centre,45261,RT2615164,1619.5,General Supplies Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45261,RT2615512,2084.82,Silver DCC Limited
City of London,Rechargeable Works (Planning/ENV),Premises,Repairs and Maintenance,Built Environment,45261,RT2615639,2954.16,Cornerstone Telecommunications Infrastructure Limited
City of London,Guildhall Art Gallery,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45261,RT2615690,3642.65,Creative Arts Social (CAS) Consultancy Limited
City of London,Guildhall Art Gallery,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45261,RT2616030,1650,Chevy-Jordan C Thompson (Ofilaye)
City of London,CO&FO Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45261,RT2616480,4975,Mark London Associates Limited
City of London,Specialist Operations,Third Party Payments,Government Departments,City of London Police,45261,RT2616550,1260,Orchid Cellmark Ltd
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45261,RT2616568,1419.55,REDACTED PERSONAL DATA
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45261,RT2616581,1201.6,Black & Beech Ltd
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45261,RT2616588,1585,Grapevine Communications (London) Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45261,RT2616589,1249.67,My Gifts Trade 
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45261,RT2616609,575,Bourne Amenity Ltd
City of London,Audience's Division,Employees,Direct Employee Expenses,Barbican Centre,45261,RT2616622,1500,IN-COL Studio Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45261,RT2616632,13000,Steensen Varming Limited
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45261,RT2616651,561.83,CBW Staffing Solutions Ltd
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45261,RT2616652,709.68,CBW Staffing Solutions Ltd
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45261,RT2616653,584.54,CBW Staffing Solutions Ltd
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45261,RT2616654,1400,Creative Artists Agency UK Limited
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45261,RT2616655,2132.77,CBW Staffing Solutions Ltd
City of London,Communications,Supplies  and  Services,Communications  and  Computing,Town Clerks,45261,RT2616663,6842,Apply4 Technology Limited
City of London,Barbican Own Events,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45261,RT2616665,4496.1,The Little Greene Paint Company Limited
City of London,Communications,Supplies  and  Services,Communications  and  Computing,Town Clerks,45261,RT2616667,4000,Apply4 Technology Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45261,RT2616671,601.8,Boutinot Ltd
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45261,RT2616673,972,REDACTED PERSONAL DATA
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45261,RT2616678,21000.05,F M Conway Ltd
City of London,Specialist Operations,Supplies  and  Services,Grants  and  Subscriptions,City of London Police,45261,RT2616689,2116,Chartered Society of Forensic Sciences
City of London,Specialist Operations,Employees,Indirect Employee Expenses,City of London Police,45261,RT2616694,3150,Royal Holloway University of London 
City of London,Communications,Supplies  and  Services,Advertising/Miscellaneous expenses,Town Clerks,45261,RT2616711,1250,City AM Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45261,RT2616714,4389.74,Guardian Consultancy Services Ltd
City of London,Central Criminal Court (CF),Premises,Repairs and Maintenance,City Surveyors,45261,RT2616722,2456.19,CH & Co Catering Ltd 
City of London,CL and BHE(City Fund) Estate,Supplies  and  Services,Fees  and  Services,City Surveyors,45261,RT2616732,25000,Barley Communications Limited
City of London,CL and BHE(City Fund) Estate,Supplies  and  Services,Advertising/Miscellaneous expenses,City Surveyors,45261,RT2616734,25000,Barley Communications Limited
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45261,RT2616746,6142.93,Playbook Artists Limited
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45261,RT2616750,1000,Playbook Artists Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45261,RT2616752,504,Motorola Solutions UK Limited
City of London,Human Resources Division,Employees,Direct Employee Expenses,Chamberlains,45261,RT2616753,1962,Gatenby Sanderson Limited
City of London,Homelessness,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45261,RT2616761,32183,St Giles Trust
City of London,Human Resources Division,Employees,Direct Employee Expenses,Chamberlains,45261,RT2616766,6213,Gatenby Sanderson Limited
City of London,Human Resources Division,Employees,Direct Employee Expenses,Chamberlains,45261,RT2616767,6376.5,Gatenby Sanderson Limited
City of London,Golden Lane Estate,Supplies  and  Services,"Equipment, Furniture  and  Materials",DCCS Housing,45261,RT2616768,1710,Greener Solutions Limited
City of London,Human Resources Division,Employees,Direct Employee Expenses,Chamberlains,45261,RT2616769,3270,Gatenby Sanderson Limited
City of London,Human Resources Division,Employees,Direct Employee Expenses,Chamberlains,45261,RT2616771,2616,Gatenby Sanderson Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Barbican Centre,45261,RT2616772,1806,City AM Limited 
City of London,Human Resources Division,Employees,Direct Employee Expenses,Chamberlains,45261,RT2616774,2125.5,Gatenby Sanderson Limited
City of London,Human Resources Division,Employees,Direct Employee Expenses,Chamberlains,45261,RT2616777,3270,Gatenby Sanderson Limited
City of London,Human Resources Division,Employees,Direct Employee Expenses,Chamberlains,45261,RT2616778,3270,Gatenby Sanderson Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45261,RT2616782,1922.56,The Drinks Club Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45261,RT2616783,766.44,Campus London Limited T/A The School of Life
City of London,Port and Launches,Supplies  and  Services,Fees  and  Services,Built Environment,45261,RT2616791,3717.18,UK Health Security Agency
City of London,Port and Launches,Supplies  and  Services,Fees  and  Services,Built Environment,45261,RT2616791,1008.9,UK Health Security Agency
City of London,Programming Division,Employees,Direct Employee Expenses,Barbican Centre,45261,RT2616792,700,David Rees
City of London,Programming Division,Employees,Direct Employee Expenses,Barbican Centre,45261,RT2616792,50,David Rees
City of London,City Gardens,Premises,Repairs and Maintenance,City Surveyors,45261,RT2616822,672,Compass Archaeology Ltd
City of London,Barbican Own Events,Supplies  and  Services,Fees  and  Services,Barbican Centre,45261,RT2616839,1875,Jessica Mordsley
City of London,Buildings Division,Premises,Repairs and Maintenance,Barbican Centre,45261,RT2616881,1710,Aquaflow Drainage Services Limited
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45261,RT2616924,886,Teleshore UK Limited
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45261,RT2616924,36,Teleshore UK Limited
City of London,Small Business Research and Enterprise Centre,Employees,Indirect Employee Expenses,Built Environment,45261,RT2616973,1995,IOEE Ltd
City of London,Supervision and Management,Employees,Indirect Employee Expenses,Chief Operating Officer,45261,RT2616981,4200,Starfish Search Limited
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45261,RT2616982,527.22,Hachette UK Distribution Limited
City of London,Specialist Operations,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",City of London Police,45264,74163613338572237156939,607.64,Print Marketplace
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45264,74208473335000017891821,953.0300000000001,Parim Monthly Charge
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45264,74208473335000017892480,502.18,Parim Monthly Charge
City of London,Innovation & Growth,Supplies  and  Services,Expenses,Innovation & Growth,45264,74890033335012203128772,1017.67,Rotana Group
City of London,Innovation & Growth,Supplies  and  Services,Expenses,Innovation & Growth,45264,74890033335012203131388,4609.37,Jumeirah Group
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45264,RT2594151,1306,Socotec Asbestos Limited 
City of London,National Lead Force,Supplies  and  Services,Expenses,City of London Police,45264,RT2609117,2500,World Excellence Awards Limited
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45264,RT2609120,1815.5,Teleshore UK Limited
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Books,Destination City,45264,RT2609860,2319.91,Rhodawn Limited T/A Bookspeed
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Books,Destination City,45264,RT2609860,351.18,Rhodawn Limited T/A Bookspeed
City of London,Visitor Services and City Information Centre,Supplies  and  Services,Books,Destination City,45264,RT2609860,3.21,Rhodawn Limited T/A Bookspeed
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45264,RT2610117,4320.86,Tilbury Douglas Engineering Services Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45264,RT2610515,8905,Flow Free Drainage Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45264,RT2610517,17923,Flow Free Drainage Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45264,RT2610518,10275,Flow Free Drainage Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45264,RT2610520,34250,Flow Free Drainage Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45264,RT2610598,20550,Flow Free Drainage Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45264,RT2611962,4553.5,Maccreanor Lavington Limited
City of London,Corporate Services,Supplies  and  Services,"Equipment, Furniture  and  Materials",City Surveyors,45264,RT2612962,4031.39,ISS Mediclean Limited
City of London,Adult Social Care,Supplies  and  Services,Communications  and  Computing,DCCS Adult Services,45264,RT2613571,1500,Venn Group Limited
