Body,Division of Service,Purpose of Expenditure,Merchant Category,Department,Payment Date,Transaction Code,Net Amount,Supplier Name
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,408.5,Guideline Lift Services Limited
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,393.67,Guideline Lift Services Limited
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,393.67,Guideline Lift Services Limited
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,385,Guideline Lift Services Limited
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,385,Guideline Lift Services Limited
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,385,Guideline Lift Services Limited
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,385,Guideline Lift Services Limited
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,385,Guideline Lift Services Limited
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,385,Guideline Lift Services Limited
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,381.17,Guideline Lift Services Limited
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,381.17,Guideline Lift Services Limited
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,378.5,Guideline Lift Services Limited
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,378.5,Guideline Lift Services Limited
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,378.5,Guideline Lift Services Limited
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,378.5,Guideline Lift Services Limited
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,378.5,Guideline Lift Services Limited
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,378.5,Guideline Lift Services Limited
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,370.83,Guideline Lift Services Limited
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,368.5,Guideline Lift Services Limited
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,368.5,Guideline Lift Services Limited
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,368.5,Guideline Lift Services Limited
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,368.5,Guideline Lift Services Limited
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,368.5,Guideline Lift Services Limited
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,368.5,Guideline Lift Services Limited
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,368.5,Guideline Lift Services Limited
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,368.5,Guideline Lift Services Limited
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,368.5,Guideline Lift Services Limited
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,360.5,Guideline Lift Services Limited
City of London,William Blake Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,360,Guideline Lift Services Limited
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,357.33,Guideline Lift Services Limited
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,356,Guideline Lift Services Limited
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,356,Guideline Lift Services Limited
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,356,Guideline Lift Services Limited
City of London,William Blake Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,352,Guideline Lift Services Limited
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,345,Guideline Lift Services Limited
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,345,Guideline Lift Services Limited
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,328.5,Guideline Lift Services Limited
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,328.5,Guideline Lift Services Limited
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,312,Guideline Lift Services Limited
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,312,Guideline Lift Services Limited
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,296.5,Guideline Lift Services Limited
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,296.5,Guideline Lift Services Limited
City of London,Community Librairies,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,214.83,Guideline Lift Services Limited
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,214.83,Guideline Lift Services Limited
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,214.83,Guideline Lift Services Limited
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45110,RT2571234,214.83,Guideline Lift Services Limited
City of London,Barbican Own Events,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45110,RT2571249,4102,Central Leisure Developments Limited
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Fam & Young People,45110,RT2571254,1847.71,Growhaus Ltd
City of London,Port and Launches,Premises,Service Charges,Markets & Consumer Ptn,45110,RT2571285,9328.69,LG Park Leasehold Limited
City of London,Other Schools Related Activities,Employees,Direct Employee Expenses,DCCS Fam & Young People,45110,RT2571344,1700,Panoramic Associates Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45110,RT2571353,1560,IM2 Limited
City of London,Programming Division,Supplies  and  Services,Expenses,Barbican Centre,45111,74463653184551847824902,599.6,The Edwardian Manchester
City of London,National Lead Force,Third Party Payments,Other Agencies,City of London Police,45111,74830503184298141550915,658.44,Travelodge Gb0000
City of London,Human Resources Division,Employees,Indirect Employee Expenses,Barbican Centre,45112,74208473185000013735098,1074,Haymarket Media Group
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Housing,45112,74838563186920042033147,504.17,Currys Online
City of London,Asylum Seekers Services,Third Party Payments,Other Agencies,DCCS Housing,45112,74838563186920042037601,570,Currys Online
City of London,Buildings Division,Premises,Repairs and Maintenance,Barbican Centre,45112,RT2471798,895,Accordial Limited
City of London,Corporate Services,Supplies  and  Services,Advertising/Miscellaneous expenses,City of London Police,45112,RT2523037,19075,Axon Public Safety UK Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45112,RT2541128,1145,Stace LLP 
City of London,Specialist Operations,Third Party Payments,Government Departments,City of London Police,45112,RT2549264,1882.35,Cellebrite UK Limited
City of London,Specialist Operations,Third Party Payments,Government Departments,City of London Police,45112,RT2549264,1317.65,Cellebrite UK Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45112,RT2551627,1145,Stace LLP 
City of London,CL and BHE(City Fund) Estate,Premises,Rates,City Surveyors,45112,RT2554470,28041.5,London Borough of Islington
City of London,CL and BHE(City Fund) Estate,Premises,Rates,City Surveyors,45112,RT2554471,72884,London Borough of Islington
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45112,RT2555730,8483.34,Mayor's Office for Policing and Crime 
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45112,RT2556121,602.53,Picturehouse Entertainment Ltd
City of London,Programming Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45112,RT2556121,0.35,Picturehouse Entertainment Ltd
City of London,Adult Social Care,Third Party Payments,Other Agencies,DCCS Adult Services,45112,RT2558340,45,Barrie Bookkeeping & Payroll Solutions Ltd
City of London,Public Health,Supplies  and  Services,Fees  and  Services,DCCS Adult Services,45112,RT2558625,8898.75,Fusion Lifestyle
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45112,RT2559052,1145,Stace LLP 
