DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,,
Body Name,Supplier Name,Supplier Code,Transaction Ref/No,Payment Date,Gross Value (Detail),Vat Amount,Service Label,Service code,Expenditure Code,Expenditure Category,Service Division,,Directorate,Directorate Description,Department,Department Description,Sub Team,Sub Team Description
Blackpool Council,Blackpool Aspire Academy,1002612,062468,28/07/2023,"2,000.00",0.00,Continuum Of Provision,10444,63008,Educational Equipment,Children's Services,,CHISER,Children's Services,OTHL,Other Learning,OTHL2,Other Learning
Blackpool Council,Blackpool Aspire Academy,1002612,060423,24/07/2023,"36,540.00",0.00,Household Support Fund,10465,63701,Grants,Children's Services,,CHISER,Children's Services,EHOTH,Early Help Other,EHOTH2,Early Help Other
Blackpool Council,Blackpool Aspire Academy,1002612,052374,7/07/2023,"21,114.00",0.00,Sen Central Team,10430,47900,Sen Top Up,Children's Services,,CHISER,Children's Services,JCAA,Cwan - Management & Admin,JCAA2,Cwan - Management & Admin
Blackpool Council,Paypartners Ltd Client Account,1002614,049107,3/07/2023,"1,288.22",0.00,Ongoing Direct Payments,20433,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Paypartners Ltd Client Account,1002614,065889,31/07/2023,"1,288.22",0.00,Ongoing Direct Payments,20433,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Paypartners Ltd Client Account,1002615,049123,3/07/2023,"1,052.38",0.00,Ongoing Direct Payments,20416,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Paypartners Ltd Client Account,1002615,065905,31/07/2023,"1,052.38",0.00,Ongoing Direct Payments,20416,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Paypartners Ltd Client Account,1002618,049075,3/07/2023,736.90,0.00,Ongoing Direct Payment,20133,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Paypartners Ltd Client Account,1002618,065774,31/07/2023,736.90,0.00,Ongoing Direct Payment,20133,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Hexagon Care Services Ltd,1002619,054758,17/07/2023,"13,288.55",0.00,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Hexagon Care Services Ltd,1002619,054812,17/07/2023,"14,184.40",0.00,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Hexagon Care Services Ltd,1002619,058505,21/07/2023,"40,636.00",0.00,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Hexagon Care Services Ltd,1002619,058508,21/07/2023,"24,780.00",0.00,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Hexagon Care Services Ltd,1002619,059705,24/07/2023,"21,956.00",0.00,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Hexagon Care Services Ltd,1002619,059717,24/07/2023,"32,760.00",0.00,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Hexagon Care Services Ltd,1002619,059720,24/07/2023,"13,396.00",0.00,External Residential,10541,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,REDACTED PERSONAL DATA,1002620,050192,5/07/2023,704.59,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Acp Concrete Limited,1002626,036142,3/07/2023,"6,480.00","1,080.00",Town Deal Projects,50129,63041,Other Materials,Communication & Regeneration,,AMCPI,Communication & Regeneration,PJOP,Illuminations - Operations,PJNA1,New Features / Schemes - C & E
Blackpool Council,REDACTED PERSONAL DATA,1002628,050561,5/07/2023,"1,895.88",0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Foster Careline Ltd,1002630,061256,25/07/2023,"3,897.00",0.00,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Foster Careline Ltd,1002630,055006,17/07/2023,"10,465.59",0.00,Mother And Baby Fostering,10542,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Foster Careline Ltd,1002630,055008,17/07/2023,"7,859.25",0.00,Mother And Baby Fostering,10542,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,North Star Environmental Ltd,1002631,041017,11/07/2023,396.00,66.00,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet,,ZCONBS,Consolidated Balance Sheet,ZCASUM1,capital,ZCASUM3,Capital
Blackpool Council,REDACTED PERSONAL DATA,1002633,050269,5/07/2023,429.09,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,REDACTED PERSONAL DATA,1002634,045579,17/07/2023,"2,046.00",341.00,Legal And Court Costs,61060,64707,Counsels Fees,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LADTOT1,Legal Services,LADTOT3,Legal Services
Blackpool Council,REDACTED PERSONAL DATA,1002636,049303,3/07/2023,"3,008.88",0.00,Other Alternative Provision,10448,65604,Direct Payments,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Blackpool Council,REDACTED PERSONAL DATA,1002636,065515,31/07/2023,"3,008.88",0.00,Other Alternative Provision,10448,65604,Direct Payments,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Blackpool Council,My Life Legacy,1002637,059101,20/07/2023,600.00,0.00,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Socal Healthcare Ltd,1002646,049819,5/07/2023,705.31,0.00,Safeguarding Vulnerable Adults,20031,60981,Professional Fees,Adult Services,,ADULTS,Adult Services,ADMHLD,Mh And Ld,AMH1,Mental Health
Blackpool Council,Paypartners Ltd Client Account,1002649,049096,3/07/2023,631.54,0.00,Ongoing Direct Payments,20433,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Paypartners Ltd Client Account,1002649,065879,31/07/2023,631.54,0.00,Ongoing Direct Payments,20433,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pay Partners Ltd Client Account,1002650,048951,3/07/2023,469.14,0.00,Ongoing Direct Payments,20416,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pay Partners Ltd Client Account,1002650,065850,31/07/2023,469.14,0.00,Ongoing Direct Payments,20416,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,REDACTED PERSONAL DATA,1002652,050490,5/07/2023,613.67,0.00,Adoption Services,10528,64814,Adoption Allowances,Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Blackpool Council,REDACTED PERSONAL DATA,1002655,060121,21/07/2023,591.90,0.00,Coroners & Mortuary Service,61066,63401,General Services,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LIFEVE1,Life Events Reg & Care,LIFEVE3,Life Events Reg & Care
Blackpool Council,REDACTED PERSONAL DATA,1002655,060125,21/07/2023,556.90,0.00,Coroners & Mortuary Service,61066,63401,General Services,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LIFEVE1,Life Events Reg & Care,LIFEVE3,Life Events Reg & Care
Blackpool Council,REDACTED PERSONAL DATA,1002659,050330,5/07/2023,429.09,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Hanzak Ltd T/A Dr Rashad Nazir,1002660,045280,21/07/2023,728.80,0.00,Safeguarding Vulnerable Adults,20031,60981,Professional Fees,Adult Services,,ADULTS,Adult Services,ADMHLD,Mh And Ld,AMH1,Mental Health
Blackpool Council,REDACTED PERSONAL DATA,1002661,056754,17/07/2023,"1,572.57",0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Blackpool Council,REDACTED PERSONAL DATA,1002661,056866,17/07/2023,"1,067.56",0.00,Foster Care Payments,10526,64832,Other Addition Allow,Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Blackpool Council,REDACTED PERSONAL DATA,1002662,050266,5/07/2023,393.21,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Inventry Limited,1002666,052554,25/07/2023,938.18,156.36,St Bernadettes -Information Technology,10149,63532,Computer Running and License Costs,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED191,St Bernadettes Catholic
Blackpool Council,Blackpool & Fylde  Alternative School Ltd,1002669,053290,11/07/2023,"1,599.17",266.53,Continuum Of Provision,10444,65555,Educational Support,Children's Services,,CHISER,Children's Services,OTHL,Other Learning,OTHL2,Other Learning
Blackpool Council,Blackpool & Fylde  Alternative School Ltd,1002669,057017,18/07/2023,"1,566.80",261.13,Pru Supplies And Services,10449,64501,Private Contractors,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Blackpool Council,REDACTED PERSONAL DATA,1002670,049130,3/07/2023,"1,275.86",0.00,Ongoing Direct Payment,20133,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,REDACTED PERSONAL DATA,1002670,065912,31/07/2023,"1,275.86",0.00,Ongoing Direct Payment,20133,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,REDACTED PERSONAL DATA,1002678,050200,5/07/2023,255.09,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,REDACTED PERSONAL DATA,1002682,056795,17/07/2023,540.00,0.00,Foster Care Payments,10526,64808,Other Addition Allow,Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Blackpool Council,REDACTED PERSONAL DATA,1002682,050174,5/07/2023,898.06,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Paypartners Ltd Client Account,1002684,048970,3/07/2023,761.22,0.00,Ongoing Direct Payments,20416,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Paypartners Ltd Client Account,1002684,065870,31/07/2023,761.22,0.00,Ongoing Direct Payments,20416,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,REDACTED PERSONAL DATA,1002685,050259,5/07/2023,885.71,0.00,Adoption Services,10528,64814,Adoption Allowances,Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Blackpool Council,Dunes Day Nursery And Pre-School,1002687,061560,26/07/2023,"1,242.70",0.00,2 Year Old Nursery Grant,10471,63701,Grants,Children's Services,,CHISER,Children's Services,EYT,Early Years Team,EYT2,Early Years Team
Blackpool Council,Dunes Day Nursery And Pre-School,1002687,061558,26/07/2023,"6,316.11",0.00,3&4 Year Old Addition 15 Hours Nursery Grant,10474,63701,Grants,Children's Services,,CHISER,Children's Services,EYT,Early Years Team,EYT2,Early Years Team
Blackpool Council,Dunes Day Nursery And Pre-School,1002687,061561,26/07/2023,"8,095.33",0.00,3&4 Year Old Nursery Grant,10472,63701,Grants,Children's Services,,CHISER,Children's Services,EYT,Early Years Team,EYT2,Early Years Team
Blackpool Council,REDACTED PERSONAL DATA,1002688,050354,5/07/2023,704.59,0.00,Adoption Services,10528,64814,Adoption Allowances,Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Blackpool Council,REDACTED PERSONAL DATA,1002689,050281,5/07/2023,842.53,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,REDACTED PERSONAL DATA,1002690,048778,3/07/2023,262.82,0.00,Direct Payments,10563,65604,Direct Payments,Children's Services,,CHISER,Children's Services,JAB,Locality,JAB2,Locality
Blackpool Council,REDACTED PERSONAL DATA,1002690,065668,31/07/2023,408.86,0.00,Direct Payments,10563,65604,Direct Payments,Children's Services,,CHISER,Children's Services,JAB,Locality,JAB2,Locality
Blackpool Council,Redactive Publishing Limited,1002692,036122,4/07/2023,"2,340.00",390.00,Planning Development Management,50137,63806,Advertising General,Communication & Regeneration,,AMCPI,Communication & Regeneration,HP,Planning Services,HP2,Planning Services
Blackpool Council,Amber Family Ltd,1002693,054918,25/07/2023,"16,928.00",0.00,Mother And Baby Unit,10546,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Amber Family Ltd,1002693,055003,25/07/2023,"21,214.00",0.00,Mother And Baby Unit,10546,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Northern Community Pathways,1002695,052207,7/07/2023,"4,315.71",0.00,Leaving Care,10530,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA11,Senior Management
Blackpool Council,Northern Community Pathways,1002695,052209,7/07/2023,"4,315.71",0.00,Leaving Care,10530,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA11,Senior Management
Blackpool Council,Northern Community Pathways,1002695,052210,10/07/2023,"4,315.71",0.00,Leaving Care,10530,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA11,Senior Management
Blackpool Council,Northern Community Pathways,1002695,054747,14/07/2023,617.43,0.00,Leaving Care,10530,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA11,Senior Management
Blackpool Council,Northern Community Pathways,1002695,051207,6/07/2023,"1,392.85",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,3d Environmental Limited,1002696,053225,17/07/2023,450.00,75.00,Core-Environmental Protection,30206,63401,General Services,Community & Env Services,,BPLSER,Community & Env Services,PUBPRO,Public Protection,PYEP1,Environmental P
Blackpool Council,3d Environmental Limited,1002696,053228,17/07/2023,576.00,96.00,Core-Environmental Protection,30206,63401,General Services,Community & Env Services,,BPLSER,Community & Env Services,PUBPRO,Public Protection,PYEP1,Environmental P
Blackpool Council,3d Environmental Limited,1002696,053224,11/07/2023,322.80,53.80,Other Services,20165,64501,Private Contractors,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,REDACTED PERSONAL DATA,1002698,056799,17/07/2023,987.00,0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Blackpool Council,REDACTED PERSONAL DATA,1002698,056879,17/07/2023,987.00,0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Blackpool Council,REDACTED PERSONAL DATA,1002700,050680,5/07/2023,650.07,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Pay Partners Ltd Client Account,1002701,049102,3/07/2023,455.27,0.00,Ongoing Direct Payment,20133,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pay Partners Ltd Client Account,1002701,065884,31/07/2023,455.27,0.00,Ongoing Direct Payment,20133,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,REDACTED PERSONAL DATA,1002702,049205,3/07/2023,359.96,0.00,Ongoing Direct Payments,20472,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,REDACTED PERSONAL DATA,1002702,066059,31/07/2023,359.96,0.00,Ongoing Direct Payments,20472,65604,Direct Payments,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Casson Mann Ltd,1002706,050096,14/07/2023,"9,396.00","1,566.00",Blackpool Museum Project,50023,63413,Consultants,Communication & Regeneration,,AMCPI,Communication & Regeneration,AHHB,Blackpool Museum Project,AHHB2,Blackpool Museum Project
Blackpool Council,Bridge Education And Training Ltd,1002708,053213,11/07/2023,"3,429.60",571.60,Moor Park -General,10302,60794,Supply Teaching,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED361,Moor Park
Blackpool Council,Bridge Education And Training Ltd,1002708,053215,11/07/2023,"2,708.40",451.40,Moor Park -General,10302,60794,Supply Teaching,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED361,Moor Park
Blackpool Council,Bridge Education And Training Ltd,1002708,062209,27/07/2023,"1,408.80",234.80,Moor Park -General,10302,60794,Supply Teaching,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED361,Moor Park
Blackpool Council,Bridge Education And Training Ltd,1002708,052271,7/07/2023,"2,628.00",438.00,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Blackpool Council,Bridge Education And Training Ltd,1002708,052273,7/07/2023,"4,500.00",750.00,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Blackpool Council,Bridge Education And Training Ltd,1002708,052275,7/07/2023,"1,980.00",330.00,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Blackpool Council,Bridge Education And Training Ltd,1002708,052276,7/07/2023,"4,860.00",810.00,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Blackpool Council,Bridge Education And Training Ltd,1002708,052277,7/07/2023,"5,220.00",870.00,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Blackpool Council,Bridge Education And Training Ltd,1002708,052278,7/07/2023,"2,520.00",420.00,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Blackpool Council,Bridge Education And Training Ltd,1002708,053217,11/07/2023,"3,072.00",512.00,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Blackpool Council,Bridge Education And Training Ltd,1002708,053218,11/07/2023,"4,920.00",820.00,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Blackpool Council,Bridge Education And Training Ltd,1002708,057001,18/07/2023,"3,816.00",636.00,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Blackpool Council,Bridge Education And Training Ltd,1002708,057002,18/07/2023,"2,820.00",470.00,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Blackpool Council,Bridge Education And Training Ltd,1002708,062192,27/07/2023,"2,904.00",484.00,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Blackpool Council,Bridge Education And Training Ltd,1002708,062195,27/07/2023,"1,356.00",226.00,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Blackpool Council,Bridge Education And Training Ltd,1002708,062230,27/07/2023,957.60,159.60,St Bernadettes -General,10174,60794,Supply Teaching,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED191,St Bernadettes Catholic
Blackpool Council,HOM Partnerships Cic,1002712,044273,18/07/2023,"2,074.25",345.71,Pharmoutcomes,62020,64501,Private Contractors,Public Health,,PUBHEL,Public Health,PUBGRT1,Public Health Grant Spend,PUBGRT3,Public Health Grant Spend
Blackpool Council,Pjm Construction Nw Ltd,1002713,049428,5/07/2023,376.28,62.71,Bickerstaffe,40062,61012,Maintenance Private Contractor,Resources,,TRSTOT,Resources,DUP,Dual Use Propeties,BDBH,Buildings - Bickerstaffe House
Blackpool Council,Pjm Construction Nw Ltd,1002713,049427,5/07/2023,"2,574.00",429.00,Civic Centre Blackpool Magistrates,40156,61012,Maintenance Private Contractor,Resources,,TRSTOT,Resources,INVTOT,Investments Portfolio,FMAEA,Civic Centre
Blackpool Council,Pjm Construction Nw Ltd,1002713,049425,4/07/2023,"2,048.22",341.37,Highfurlong - General,10363,61064,Delegated Maintenance,Children's Services,,CHISER,Children's Services,DELEGA,Schools - Delegated,ED511,Highfurlong
Blackpool Council,Pjm Construction Nw Ltd,1002713,063646,27/07/2023,"1,970.26",328.38,Quality & Enforcement,90016,39901,Earmarked Reserves,Balance Sheet Blackpool Services,,ZBPLSER,Balance Sheet Blackpool Services,ZBPLSER2,Balance Sheet Blackpool Services,ZBPLSER4,Balance Sheet Blackpool Services
Blackpool Council,Pjm Construction Nw Ltd,1002713,049426,5/07/2023,"1,767.22",294.54,Revoe,50013,61012,Maintenance Private Contractor,Communication & Regeneration,,AMCPI,Communication & Regeneration,LB,Library Service,LB2,Library Service
Blackpool Council,Pjm Construction Nw Ltd,1002713,056641,17/07/2023,396.00,66.00,Town Hall,40002,61012,Maintenance Private Contractor,Resources,,TRSTOT,Resources,AEB,Buildings,BDAAAA,Buildings - Operational
Blackpool Council,Blackpool Housing Company Ltd,1002717,053232,18/07/2023,"11,880.00","1,980.00",Prevention Fund,64016,63801,Other Expenses,Chief Executive,,CEXTOT,Chief Executive,HOPTION,Housing Options,HOPTION2,Housing Options
Blackpool Council,Blackpool Housing Company Ltd,1002717,048510,10/07/2023,"2,784.00",464.00,Strategic Housing,64025,63801,Other Expenses,Chief Executive,,CEXTOT,Chief Executive,STRATEGY,Doesn?t Exist,STRATEG2,Doesn?t Exist
Blackpool Council,Blackpool Housing Company Ltd,1002717,053233,18/07/2023,"54,000.00","9,000.00",Strategic Housing,64025,64004,Management Fees,Chief Executive,,CEXTOT,Chief Executive,STRATEGY,Doesn?t Exist,STRATEG2,Doesn?t Exist
Blackpool Council,REDACTED PERSONAL DATA,1002718,056793,17/07/2023,304.30,0.00,Foster Care Payments,10526,64808,Other Addition Allow,Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Blackpool Council,REDACTED PERSONAL DATA,1002723,050333,5/07/2023,429.09,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,REDACTED PERSONAL DATA,1002728,050276,5/07/2023,429.09,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,REDACTED PERSONAL DATA,1002729,050277,5/07/2023,499.50,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Mayne Special Needs,1002730,053823,13/07/2023,630.00,0.00,Equipment Store Recycle,20025,65401,Aids To Daily Living,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Mayne Special Needs,1002730,054939,18/07/2023,610.00,0.00,Equipment Store Recycle,20025,65401,Aids To Daily Living,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Mayne Special Needs,1002730,065036,28/07/2023,"1,010.00",0.00,Equipment Store Recycle,20025,65401,Aids To Daily Living,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Mayne Special Needs,1002730,053825,13/07/2023,350.00,0.00,Sen Central Team,20025,65401,Aids To Daily Living,Children's Services,,CHISER,Children's Services,JCAA,Cwan - Management & Admin,JCAA2,Cwan - Management & Admin
Blackpool Council,Mayne Special Needs,1002730,053831,13/07/2023,540.00,0.00,Sen Central Team,20025,65401,Aids To Daily Living,Children's Services,,CHISER,Children's Services,JCAA,Cwan - Management & Admin,JCAA2,Cwan - Management & Admin
Blackpool Council,Mayne Special Needs,1002730,054941,13/07/2023,700.00,0.00,Sen Central Team,20025,65401,Aids To Daily Living,Children's Services,,CHISER,Children's Services,JCAA,Cwan - Management & Admin,JCAA2,Cwan - Management & Admin
Blackpool Council,Fusion Fostering Ltd,1002731,061431,25/07/2023,"6,642.15",0.00,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Fusion Fostering Ltd,1002731,061432,25/07/2023,"4,238.23",0.00,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Fusion Fostering Ltd,1002731,061433,25/07/2023,"4,238.23",0.00,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,Fusion Fostering Ltd,1002731,061434,25/07/2023,"4,568.03",0.00,External Fostering,10540,64501,Private Contractors,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
Blackpool Council,REDACTED PERSONAL DATA,1002737,050264,5/07/2023,429.09,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services,,CHISER,Children's Services,JEA,Senior Management,JEA2,Senior Management
