FORMAT CIAXLONE REPORT,DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,,
*,Body Name,Supplier Name,Supplier Code,Transaction Ref/No,Payment Date,Gross Value (Detail),Vat Amount,Service Label,Service code,Expenditure Code,Expenditure Category,Service Division,,Directorate,Directorate Description,Department,Department Description,Sub Team,Sub Team Description
LIST,Blackpool Council,Creative Support Ltd,1001438,072157,10/08/2023,"4,975.49",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072158,10/08/2023,"6,772.44",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072159,10/08/2023,"6,666.92",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072160,10/08/2023,"6,973.96",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072161,10/08/2023,"6,666.92",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072162,10/08/2023,"5,148.20",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072163,10/08/2023,"6,666.92",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072164,10/08/2023,"5,263.36",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072165,10/08/2023,"6,666.92",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072166,10/08/2023,"8,712.20",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072167,10/08/2023,"5,812.16",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072168,10/08/2023,"4,534.12",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072169,10/08/2023,"5,224.96",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072170,10/08/2023,"6,666.92",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072171,10/08/2023,"5,685.52",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072172,10/08/2023,"11,721.92",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072173,10/08/2023,"6,973.96",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072174,10/08/2023,"11,721.92",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072175,10/08/2023,"8,942.52",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072176,10/08/2023,"6,426.24",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072177,10/08/2023,"6,206.36",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072178,10/08/2023,"6,666.92",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072179,10/08/2023,"6,590.16",0.00,Supported Living / Group Homes,20274,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072180,10/08/2023,"5,148.20",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072181,10/08/2023,"6,772.44",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072182,10/08/2023,"6,666.92",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072183,10/08/2023,"6,973.96",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072184,10/08/2023,"6,666.92",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072185,10/08/2023,"5,148.20",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072186,10/08/2023,"6,666.92",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072187,10/08/2023,"5,263.36",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,072188,10/08/2023,800.00,0.00,Homecare,20140,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,076939,17/08/2023,"1,599.39",0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,076940,17/08/2023,990.08,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,076941,17/08/2023,"1,713.60",0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,076942,17/08/2023,571.20,0.00,Homecare,20275,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,076943,17/08/2023,533.12,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,076944,17/08/2023,304.64,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,076945,17/08/2023,"2,322.88",0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,076946,17/08/2023,913.92,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,076948,17/08/2023,913.92,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077049,17/08/2023,"1,323.28",0.00,Homecare,20269,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077050,17/08/2023,456.96,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077314,17/08/2023,"8,712.26",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077315,17/08/2023,"5,812.16",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077316,17/08/2023,"4,534.12",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077317,17/08/2023,"7,117.78",0.00,Supported Living / Group Homes,20274,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077318,17/08/2023,"5,224.96",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077319,17/08/2023,"4,047.77",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077320,17/08/2023,"5,685.52",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077321,17/08/2023,"11,721.92",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077322,17/08/2023,"6,973.96",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077323,17/08/2023,"11,721.92",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077324,17/08/2023,"8,942.52",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077325,17/08/2023,"6,426.24",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077326,17/08/2023,"6,206.36",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077327,17/08/2023,"6,666.92",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077328,17/08/2023,"6,590.16",0.00,Supported Living / Group Homes,20274,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077329,17/08/2023,"5,148.20",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077330,17/08/2023,"6,772.44",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077331,17/08/2023,"7,117.78",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077332,17/08/2023,"6,973.96",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077333,17/08/2023,"7,117.78",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077334,17/08/2023,"5,148.20",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077335,17/08/2023,"6,666.92",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,077336,17/08/2023,"5,263.36",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085459,31/08/2023,"1,599.39",0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085460,31/08/2023,990.08,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085461,31/08/2023,"1,713.60",0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085462,31/08/2023,571.20,0.00,Homecare,20275,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085463,31/08/2023,609.28,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085464,31/08/2023,304.64,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085465,31/08/2023,"2,322.88",0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085466,31/08/2023,913.92,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085468,31/08/2023,913.92,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085469,31/08/2023,"1,713.60",0.00,Homecare,20269,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085470,31/08/2023,456.96,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085471,31/08/2023,"1,009.12",0.00,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085472,31/08/2023,"8,712.20",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085473,31/08/2023,"5,812.16",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085474,31/08/2023,"4,534.12",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085475,31/08/2023,"11,721.92",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085476,31/08/2023,"8,942.52",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085477,31/08/2023,"6,426.24",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085478,31/08/2023,"6,206.36",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085479,31/08/2023,"6,666.92",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085480,31/08/2023,"6,590.16",0.00,Supported Living / Group Homes,20274,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085481,31/08/2023,"6,666.92",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085482,31/08/2023,"5,224.96",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085483,31/08/2023,"5,685.52",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085484,31/08/2023,"5,148.20",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085485,31/08/2023,"6,772.44",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085486,31/08/2023,"6,666.92",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085787,31/08/2023,"6,973.96",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085788,31/08/2023,"11,721.92",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085789,31/08/2023,"6,628.54",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085790,31/08/2023,"6,666.92",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085791,31/08/2023,"6,666.92",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085792,31/08/2023,"5,263.36",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,085796,31/08/2023,"3,708.60",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,074681,11/08/2023,"1,468.00",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,074760,11/08/2023,"1,605.28",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,081050,25/08/2023,"1,468.00",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Creative Support Ltd,1001438,081131,25/08/2023,"1,605.28",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Methodist Homes - Pennystone Court,1001440,081716,25/08/2023,567.77,0.00,Residential Placements,20232,47583,Indep Sect Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Methodist Homes - Pennystone Court,1001440,073499,11/08/2023,"1,270.50",0.00,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
LIST,Blackpool Council,Methodist Homes - Pennystone Court,1001440,073795,11/08/2023,"1,682.80",0.00,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
