Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,19/01/2024,2200368472,575,,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,24/01/2024,2200369447,"2,475.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,31/01/2024,2200371007,600,,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,05/02/2024,2200372065,"1,605.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,05/02/2024,2200372101,"1,236.06",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,05/02/2024,2200372102,"5,726.66",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,15/02/2024,2200374483,"1,575.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,16/02/2024,2200374794,"1,390.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,16/02/2024,2200374806,"4,305.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,26/02/2024,2200376885,"1,475.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,26/02/2024,2200376886,700,,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,26/02/2024,2200376887,"1,080.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,05/03/2024,2200378565,"2,897.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,11/03/2024,2200379666,750,,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,11/03/2024,2200379697,"10,040.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,14/03/2024,2200380856,750,,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,14/03/2024,2200380859,"1,375.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Gemini AMPM Limited,1315853,,,,17/01/2024,2200367763,870.83,,Planned repairs and maintenance : Buildi,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Gemini AMPM Limited,1315853,,,,12/02/2024,2200373759,870.83,,Planned repairs and maintenance : Buildi,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Gemini AMPM Limited,1315853,,,,01/03/2024,2200377800,870.83,,Planned repairs and maintenance : Buildi,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Gemini AMPM Limited,1315853,,,,13/03/2024,2200380560,870.83,,Planned repairs and maintenance : Buildi,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,S W Security Ltd ,1235300,,,,01/02/2024,2200371080,"3,558.00",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,S W Security Ltd ,1235300,,,,11/03/2024,2200379772,722,,Security,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Allied Protection Ltd ,1231167,,,,17/01/2024,2200367784,"4,488.63",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Allied Protection Ltd ,1231167,,,,17/01/2024,2200367785,"3,258.50",,Planned repairs and maintenance : Buildi,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Allied Protection Ltd ,1231167,,,,17/01/2024,2200367914,610.21,,Planned repairs and maintenance : Buildi,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Allied Protection Ltd ,1231167,,,,17/01/2024,2200367922,"1,026.91",,Planned repairs and maintenance : Buildi,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Allied Protection Ltd ,1231167,,,,19/01/2024,2200368371,"1,539.77",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Allied Protection Ltd ,1231167,,,,19/01/2024,2200368375,859.09,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Allied Protection Ltd ,1231167,,,,19/01/2024,2200368390,686.36,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Allied Protection Ltd ,1231167,,,,19/01/2024,2200368392,659.09,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,11/01/2024,2200366481,"1,585.30",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,11/01/2024,2200366483,"1,794.67",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,15/01/2024,2200367199,"37,688.22",,Planned repairs and maintenance : Buildi,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,15/01/2024,2200367200,"12,515.38",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,15/01/2024,2200367201,"4,943.75",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,15/01/2024,2200367202,"3,610.86",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,15/01/2024,2200367203,"4,997.96",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,15/01/2024,2200367204,"2,845.20",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,15/01/2024,2200367205,"2,651.31",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,15/01/2024,2200367207,"7,562.53",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370030,504.32,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370031,"1,634.02",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370032,"1,930.68",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370037,"1,230.99",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370041,925.14,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370044,612.64,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370045,909.86,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370052,"2,104.63",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370055,"1,499.60",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370056,904.02,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370057,582.59,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370060,612.64,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370061,"1,467.50",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370062,621.6,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370066,954.77,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370067,"1,490.71",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370070,575.88,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370072,"1,409.40",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,27/01/2024,2200370076,"1,132.44",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,28/01/2024,2200370102,738.68,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,28/01/2024,2200370105,709.58,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,28/01/2024,2200370118,"1,576.26",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,28/01/2024,2200370119,"2,009.01",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,28/01/2024,2200370123,881.07,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,28/01/2024,2200370126,"1,427.27",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,28/01/2024,2200370128,"1,395.59",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,28/01/2024,2200370132,"1,108.97",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,28/01/2024,2200370140,632.85,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,30/01/2024,2200370548,"3,396.62",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,30/01/2024,2200370550,"7,510.86",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,30/01/2024,2200370551,"6,539.19",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,30/01/2024,2200370552,"3,774.25",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,30/01/2024,2200370553,"4,172.31",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,30/01/2024,2200370554,"6,539.19",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,15/02/2024,2200374632,"4,198.20",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,15/02/2024,2200374633,"5,257.38",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,15/02/2024,2200374635,"6,539.19",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,15/02/2024,2200374636,"3,423.12",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,15/02/2024,2200374637,"3,813.44",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,15/02/2024,2200374639,"4,654.44",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,18/02/2024,2200374998,909.49,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,18/02/2024,2200375001,"1,013.52",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,18/02/2024,2200375004,"1,390.18",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,18/02/2024,2200375008,"1,302.04",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,18/02/2024,2200375012,"1,304.77",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,18/02/2024,2200375013,770.12,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,18/02/2024,2200375016,"1,295.62",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,K & T Heating Services Ltd ,1231384,,,,18/02/2024,2200375033,"1,534.89",,Reactive repairs and maintenance : Build,,,,,,No
