Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Vallectric Limited,1301433,,,,23/02/2024,2200376518,"37,258.42",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Vallectric Limited,1301433,,,,11/03/2024,2200379792,"27,150.97",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Vallectric Limited,1301433,,,,28/03/2024,2200384034,"21,638.75",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Vectaire Ltd,1299371,,,,22/01/2024,2200368755,"1,500.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ventro Ltd,1269242,,,,15/02/2024,2200374606,"1,655.00",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ventro Ltd,1269242,,,,27/02/2024,2200377200,"14,733.03",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ventro Ltd,1269242,,,,27/02/2024,2200377201,553.86,,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ventro Ltd,1269242,,,,01/03/2024,2200377782,"22,473.87",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ventro Ltd,1269242,,,,13/03/2024,2200380581,"89,070.23",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ventro Ltd,1269242,,,,14/03/2024,2200380789,"47,746.49",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ventro Ltd,1269242,,,,28/03/2024,2200384196,"37,617.24",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Vital Energi Utilities Limited,1316563,,,,15/01/2024,2200367161,"35,000.00",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Vivedia Ltd,1307423,,,,29/01/2024,2200370151,"8,975.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Vivedia Ltd,1307423,,,,08/02/2024,2200373131,"12,465.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Redact Details,1269416,,,,01/02/2024,2200371148,"9,848.01",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Redact Details,1269416,,,,07/02/2024,2200372686,"1,750.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Redact Details,1269416,,,,22/02/2024,2200376368,"19,774.07",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Redact Details,1269416,,,,29/02/2024,2200377716,"9,956.48",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Redact Details,1269416,,,,06/03/2024,2200378886,"3,042.24",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Redact Details,1269416,,,,22/03/2024,2200382540,"106,241.05",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,WT PARTNERSHIP LIMITED,1278307,,,,01/01/2024,2200364776,"10,076.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,WT PARTNERSHIP LIMITED,1278307,,,,08/01/2024,2200365859,"10,076.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,WT PARTNERSHIP LIMITED,1278307,,,,16/01/2024,2200367408,"10,316.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,WT PARTNERSHIP LIMITED,1278307,,,,04/03/2024,2200378075,"8,156.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,WT PARTNERSHIP LIMITED,1278307,,,,04/03/2024,2200378097,766,,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,WT PARTNERSHIP LIMITED,1278307,,,,11/03/2024,2200379875,"12,956.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,WT PARTNERSHIP LIMITED,1278307,,,,11/03/2024,2200379878,"10,076.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,WT PARTNERSHIP LIMITED,1278307,,,,12/03/2024,2200379979,"8,590.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Walworth Garden,1317755,,,,14/02/2024,2200374177,"8,820.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Walworth Garden,1317755,,,,29/02/2024,2200377660,"8,820.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Wellesley Construction Services Lim,1319130,,,,07/03/2024,2200379053,750,,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,West London Drains Limited,1256079,,,,05/02/2024,2200372050,"3,895.00",,Payments to sub contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Westway Trust ,1235654,,,,23/01/2024,2200369193,"5,000.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Westway Trust ,1235654,,,,26/01/2024,2200369979,"5,000.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Westway Trust ,1235654,,,,26/03/2024,2200383449,"3,125.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Westway Trust ,1235654,,,,26/03/2024,2200383452,"3,125.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Willmott Dixon Construction Limited,1273037,,,,07/03/2024,2200378972,"771,252.40",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Wsp Uk Ltd ,1231981,,,,16/01/2024,2200367531,"8,365.40",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Wsp Uk Ltd ,1231981,,,,07/02/2024,2200372826,"3,747.99",,Design Consultant,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Wsp Uk Ltd ,1231981,,,,20/02/2024,2200375730,"11,692.30",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Wsp Uk Ltd ,1231981,,,,11/03/2024,2200379780,"2,280.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Wsp Uk Ltd ,1231981,,,,18/03/2024,2200381435,"9,952.50",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,YOUNG & YOUNG SECURITY LLP,1320054,,,,08/03/2024,2200379486,"26,963.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,YY Security Installations Ltd,1256511,,,,19/03/2024,2200381725,"26,963.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Zypho Limited,1304538,,,,19/03/2024,2200381853,"4,447.00",,Water provision,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,eXceeding Limited,1289949,,,,07/02/2024,2200372619,"37,805.63",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,eXceeding Limited,1289949,,,,04/03/2024,2200378278,"24,234.38",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,eibe Play Ltd,1280657,,,,04/01/2024,2200365308,"6,070.68",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,eibe Play Ltd,1280657,,,,08/01/2024,2200365854,"5,013.75",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,eibe Play Ltd,1280657,,,,31/01/2024,2200371029,"2,828.57",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Royal Borough Of Greenwich,1231830,,,,19/03/2024,2200381836,"3,230.49",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Royal Borough Of Greenwich,1231830,,,,19/03/2024,2200381837,"3,224.46",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Royal Borough Of Greenwich,1231830,,,,19/03/2024,2200381838,"3,224.46",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Royal Borough Of Greenwich,1231830,,,,19/03/2024,2200381839,"3,224.46",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Royal Borough Of Greenwich,1231830,,,,19/03/2024,2200381840,"6,446.92",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Super Fast Service Ltd,1278664,,,,19/03/2024,2200381719,"5,168.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Bereaved and Survivors,,Kensington & Chelsea Citizens Advice Bureaux Service,1230530,,,,11/01/2024,2200366439,"25,000.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Bereaved and Survivors,,Prepaid Financial Services Ltd (Corporate Account),1231050,,,,12/01/2024,2200366779,"1,174.08",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Bereaved and Survivors,,Prepaid Financial Services Ltd (Corporate Account),1231050,,,,12/01/2024,2200366780,"1,165.02",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Bereaved and Survivors,,Prepaid Financial Services Ltd (Corporate Account),1231050,,,,12/01/2024,2200366781,"1,172.29",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Bereaved and Survivors,,Prepaid Financial Services Ltd (Corporate Account),1231050,,,,12/01/2024,2200366782,"1,148.73",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Bereaved and Survivors,,Prepaid Financial Services Ltd (Corporate Account),1231050,,,,12/01/2024,2200366783,"1,170.05",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Bereaved and Survivors,,Prepaid Financial Services Ltd (Corporate Account),1231050,,,,07/02/2024,2200372660,"1,145.70",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Bereaved and Survivors,,Prepaid Financial Services Ltd (Corporate Account),1231050,,,,05/03/2024,2200378503,"1,183.94",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Bereaved and Survivors,,Prepaid Financial Services Ltd (Corporate Account),1231050,,,,08/03/2024,2200379411,"1,183.94",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Bereaved and Survivors,,Rocktime Ltd ,1235284,,,,01/03/2024,2200377915,"3,672.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Bereaved and Survivors,,Salina Interpreting and Translation Services,1267472,,,,23/01/2024,2200369118,"1,016.67",,Interpreters Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Bereaved and Survivors,,Salina Interpreting and Translation Services,1267472,,,,25/01/2024,2200369779,"1,463.00",,Interpreters Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Bereaved and Survivors,,Salina Interpreting and Translation Services,1267472,,,,19/03/2024,2200381761,848,,Interpreters Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,ConnectMe2 ,1253820,,,,06/03/2024,2200378735,"5,000.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Nova New Opportunities ,1235082,,,,28/03/2024,2200384109,"5,000.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,The Clement James Centre ,1235487,,,,29/03/2024,2200384313,"5,000.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,ECD Architects Ltd,1234067,,,,28/02/2024,2200377255,"5,000.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,ECD Architects Ltd,1234067,,,,07/03/2024,2200379160,"6,150.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Hann Tucker Associates Limited,1307011,,,,01/02/2024,2200371123,750,,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Hann Tucker Associates Limited,1307011,,,,01/02/2024,2200371124,750,,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Hugh Harris Ltd,1291982,,,,22/03/2024,2200382524,"5,026.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Tree Wise Men S.E. Ltd ,1231880,,,,20/02/2024,2200375419,540,,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,YOUNG & YOUNG SECURITY LLP,1320054,,,,25/03/2024,2200383140,"14,387.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Corpore Limited,1260655,,,,09/01/2024,2200366057,"1,090.40",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Corpore Limited,1260655,,,,09/01/2024,2200366058,680,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Corpore Limited,1260655,,,,09/01/2024,2200366059,850,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Corpore Limited,1260655,,,,09/01/2024,2200366060,"3,890.00",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Corpore Limited,1260655,,,,11/01/2024,2200366466,"1,720.00",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Corpore Limited,1260655,,,,05/02/2024,2200371852,800,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Corpore Limited,1260655,,,,05/02/2024,2200371853,"3,515.00",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Corpore Limited,1260655,,,,06/02/2024,2200372376,815.47,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Corpore Limited,1260655,,,,15/02/2024,2200374621,585,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Corpore Limited,1260655,,,,15/02/2024,2200374622,530,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Corpore Limited,1260655,,,,15/02/2024,2200374623,525,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Corpore Limited,1260655,,,,05/03/2024,2200378421,"1,570.00",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Corpore Limited,1260655,,,,05/03/2024,2200378422,680,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,DWF 360 LIMITED,1279550,,,,11/01/2024,2200366499,"3,400.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,DWF 360 LIMITED,1279550,,,,12/02/2024,2200373654,"3,400.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,DWF 360 LIMITED,1279550,,,,08/03/2024,2200379302,"3,400.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Dwf Llp ,1234046,,,,04/01/2024,2200365281,"27,441.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Dwf Llp ,1234046,,,,04/01/2024,2200365281,"6,134.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Dwf Llp ,1234046,,,,18/01/2024,2200368051,"449,150.36",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Dwf Llp ,1234046,,,,18/01/2024,2200368051,"71,997.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Dwf Llp ,1234046,,,,06/02/2024,2200372307,"22,785.50",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Dwf Llp ,1234046,,,,06/02/2024,2200372307,"9,334.50",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Dwf Llp ,1234046,,,,06/02/2024,2200372394,"14,726.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Dwf Llp ,1234046,,,,06/02/2024,2200372394,"3,370.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Dwf Llp ,1234046,,,,15/02/2024,2200374579,"186,726.74",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Dwf Llp ,1234046,,,,15/02/2024,2200374579,"99,339.50",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Dwf Llp ,1234046,,,,13/03/2024,2200380411,"172,893.49",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Dwf Llp ,1234046,,,,13/03/2024,2200380411,"89,618.50",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Dwf Llp ,1234046,,,,20/03/2024,2200382088,"1,641.50",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Dwf Llp ,1234046,,,,20/03/2024,2200382088,"16,594.50",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Redacted,D000000023,,,,29/01/2024,3110618841,"10,000.00",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Redact Details,D000000026,,,,29/01/2024,3110618854,"1,452.00",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Redact Details,D000000026,,,,08/02/2024,3110622458,"10,000.00",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Insurance Fund,,Redact Details,D000000026,,,,20/03/2024,3110633674,"15,000.00",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Item recovery storage & delivry,,Big Yellow Self Storage North Kensington,1232745,,,,11/01/2024,2200366608,602.86,,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Item recovery storage & delivry,,Big Yellow Self Storage North Kensington,1232745,,,,06/02/2024,2200372444,642.86,,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Item recovery storage & delivry,,Big Yellow Self Storage North Kensington,1232745,,,,07/03/2024,2200379252,642.86,,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Legal Costs,,Dwf Llp ,1234046,,,,23/01/2024,2200369037,"47,801.41",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Legal Costs,,Dwf Llp ,1234046,,,,23/01/2024,2200369038,"11,619.50",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Legal Costs,,Dwf Llp ,1234046,,,,14/02/2024,2200374275,"32,474.83",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Legal Costs,,Dwf Llp ,1234046,,,,14/02/2024,2200374276,"7,008.22",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Legal Costs,,Dwf Llp ,1234046,,,,14/02/2024,2200374278,"30,685.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Legal Costs,,Dwf Llp ,1234046,,,,27/02/2024,2200377030,"8,191.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Legal Costs,,Dwf Llp ,1234046,,,,27/02/2024,2200377031,"7,248.22",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Legal Costs,,Dwf Llp ,1234046,,,,27/02/2024,2200377032,"7,188.22",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Legal Costs,,Dwf Llp ,1234046,,,,06/03/2024,2200378880,"4,765.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Legal Costs,,Dwf Llp ,1234046,,,,22/03/2024,2200382794,"7,008.22",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Legal Costs,,Dwf Llp ,1234046,,,,22/03/2024,2200382795,"50,179.50",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Legal Costs,,Dwf Llp ,1234046,,,,22/03/2024,2200382796,"31,130.90",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Legal Costs,,Dwf Llp ,1234046,,,,28/03/2024,2200384171,"11,902.80",,Legal Costs,,,,,,No
