Body_Code,Body_Name,Supplier Name,Document Number,GL Code,GL Code Description,Service,Posting Date,Doc Net Amount
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Enable Care & Support Limited,3111834269,OCC/5688,Supported Living,Support at Home U65 Learning Disability,10/01/2025,26381
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Hexagon Care Services Ltd,3111832130,OCC/5558,On-Contract,Mainstream Res,08/01/2025,26428.83
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Kids Planet The Triangle Day Nurser,3111838881,OCC/5537,Payments to Other Es,2YR OLD WORKING PARENTS,17/01/2025,26548.25
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Autism at Kingwood Limited,3111836167,OCC/5688,Supported Living,LD Continuing Care - Sup at Home - U65,10/01/2025,26623.51
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Uniq healthcare,3111834775,OCC/5688,Supported Living,Support at Home U65 Learning Disability,10/01/2025,26670.54
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxford Private Care,3111844265,OCC/5699,Home Support – Home,Discharge 2 Assess,28/01/2025,26802.3
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Adderbury Day Nursery,3111838683,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,26845.56
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FORWARD PLUS WEST MIDLANDS LTD.,3111834363,OCC/5688,Supported Living,Support at Home U65 HFA,10/01/2025,26880
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Abingdon Learning Trust,3111838747,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,26902.8
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Busy Bees Bicester Kingsmere,3111838692,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,26902.8
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Autism Services,3111839809,OCC/5537,Payments to Other Es,High Cost INMSS Placements,17/01/2025,26918.52
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Kids Planet Bradmore Road Day Nurse,3111838720,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,26922.64
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Unicorn School,3111832711,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,26936.27
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Grimsbury Manor Nursery,3111838978,OCC/5537,Payments to Other Es,2 YEAR OLD FUNDING - DISADVANTAGED,17/01/2025,27060.48
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Unicorn School,3111841036,OCC/5537,Payments to Other Es,Teachers Pension Grant,15/01/2025,27088.6
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,GND SUPPORT LIMITED,3111834281,OCC/5688,Supported Living,Support at Home 65+ Mental Health,10/01/2025,27346.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,PURPLE ZEST LIMITED,3111837305,OCC/5899,Direct Payments ASC,Support at Home U65 Learning Disability,14/01/2025,27361.67
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Wheatley Park School,3111839353,OCC/5537,Payments to Other Es,HN Sec School  Bonus Top Up,16/01/2025,27394.95
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Autism Services,3111839818,OCC/5537,Payments to Other Es,High Cost INMSS Placements,17/01/2025,27453.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Radis Community Care,3111833069,OCC/5696,Extra Care Housing,ECH Central Costs,10/01/2025,27453.6
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Radis Community Care,3111833070,OCC/5696,Extra Care Housing,ECH Central Costs,10/01/2025,27453.6
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Childhood First,3111832122,OCC/5558,On-Contract,Mainstream Res,08/01/2025,27457.14
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Childhood First,3111832123,OCC/5558,On-Contract,Mainstream Res,08/01/2025,27457.14
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Aston Children's Care Limited,3111832138,OCC/5558,On-Contract,Mainstream Res,08/01/2025,27457.32
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111845571,OCC/5554,Childrens' Social Ca,SEN Alternative Provision,29/01/2025,27462.7
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Co-Op Rose Hill Nursery,3111838732,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,27475.2
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Endeavour (MacIntyre),2201305531,OCC/1362,Creditors GR/IR -,UTILITIES,13/01/2025,27536.85
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,National Star Foundation,3111846747,OCC/5537,Payments to Other Es,SEN ISP and FE College Funding,31/01/2025,27548.16
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Comensura Ltd,2201308628,OCC/2040,Agency Staff,PSYCHOLOGY SERVICE,22/01/2025,27593.7
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Gordon Care Services Limited,3111839125,OCC/5558,On-Contract,AGENCY RESID - DISAB,15/01/2025,27634.33
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Unicorn School,3111841023,OCC/5537,Payments to Other Es,Core schools Budget Grant,15/01/2025,27771.51
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,GREEN LIGHT PBS LTD,3111834377,OCC/5686,Residential Home Bed,Care Homes - Under 65 Leaning Disability,10/01/2025,27783.93
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Co-Op Rose Hill Nursery,3111838892,OCC/5537,Payments to Other Es,2YR OLD WORKING PARENTS,17/01/2025,27812.16
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Treehouse Educare LTD,3111839134,OCC/5558,On-Contract,Mainstream Res,15/01/2025,27900
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,W&S RECYCLING,2201311280,OCC/5526,Payments to Private,OTHER HOUSEHOLD,28/01/2025,27995.59
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Autism Services,3111839817,OCC/5537,Payments to Other Es,High Cost INMSS Placements,17/01/2025,28139.52
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Larkrise Primary School,3111838728,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,28200.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Graven Hill Primary School,3111838710,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,28314.72
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Prospering Place Ltd,3111841296,OCC/5558,On-Contract,Mainstream Res,22/01/2025,28342.99
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Milestone Infrastructure Limited,2201308247,OCC/8102,Pymnts to main cont.,9020/Not assigned,21/01/2025,28360.52
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Kids Planet Woodstock Road Day Nurs,3111838725,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,28385.7
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111830598,OCC/5554,Childrens' Social Ca,SEN Alternative Provision,06/01/2025,28505
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Link Maker Systems LTD,2201311566,OCC/1362,Creditors GR/IR -,Contracted Services,29/01/2025,28653.71
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Autism Services,3111839810,OCC/5537,Payments to Other Es,High Cost INMSS Placements,17/01/2025,28668.36
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Autism Services,3111839811,OCC/5537,Payments to Other Es,High Cost INMSS Placements,17/01/2025,28668.36
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Autism Services,3111839812,OCC/5537,Payments to Other Es,High Cost INMSS Placements,17/01/2025,28668.36
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,WiNurture Childcare Ltd,3111832142,OCC/5558,On-Contract,Mainstream Res,08/01/2025,28785.67
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Superior Homecare Services Ltd,3111834726,OCC/5688,Supported Living,Support at Home U65 Learning Disability,10/01/2025,28787.22
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Direct Link Care Ltd,3111843832,OCC/5699,Home Support – Home,Discharge 2 Assess,28/01/2025,28795.35
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Autism Services,3111839804,OCC/5537,Payments to Other Es,High Cost INMSS Placements,17/01/2025,28802.76
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Salutem Shared Services Limited,3111845644,OCC/5558,On-Contract,Mainstream Res,29/01/2025,28870.57
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Salutem Shared Services Limited,3111845645,OCC/5558,On-Contract,Mainstream Res,29/01/2025,28870.57
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LVS Oxford,3111841035,OCC/5537,Payments to Other Es,Teachers Pension Grant,15/01/2025,28935.55
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832746,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,28956.6
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,National Star Foundation,3111846748,OCC/5537,Payments to Other Es,SEN ISP and FE College Funding,31/01/2025,28987.32
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Busy Bees at Oxford,3111838693,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,29001.6
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,NRS Healthcare,2201303956,OCC/4940,Other Services,AIDS & ADPT TEAM,09/01/2025,29027.44
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,EW Beard Ltd T/A Beard,2201309418,OCC/8102,Pymnts to main cont.,9020/Not assigned,23/01/2025,29108.67
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Sheiling College,3111846750,OCC/5537,Payments to Other Es,SEN ISP and FE College Funding,31/01/2025,29196.21
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,VoiceAbility,3500111214,OCC/4940,Other Services,INFORMATION & ADVICE,31/01/2025,29266.5
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Direct Link Care Ltd,3111843839,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,29459.7
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LVS Oxford,3111841010,OCC/5537,Payments to Other Es,Core schools Budget Grant,15/01/2025,29665.02
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Stagecoach Services Ltd,3500110857,OCC/5781,Payts to Trans Ops,CONCESSIONARY FARES,10/01/2025,29666.67
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Response Organisation,3111845498,OCC/4861,Hired and Contracted,YPSH Int Prop Management,29/01/2025,29735.2
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Didcot Primary Academy,3111838702,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,29764.8
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111845229,OCC/5554,Childrens' Social Ca,SEN Alternative Provision,28/01/2025,29890.33
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,PARA GROUP HOLDINGS LIMITED,3111832137,OCC/5558,On-Contract,Mainstream Res,08/01/2025,29892.99
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Faringdon Community Bus Ltd,2201307805,OCC/1362,Creditors GR/IR -,BUS SUBSIDY,20/01/2025,30000
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,PricewaterhouseCoopers,2201302401,OCC/4861,Hired and Contracted,Finance Team,02/01/2025,30000
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,South Oxfordshire District Council,2201306114,OCC/4861,Hired and Contracted,Healthy Place Shaping,15/01/2025,30000
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Zurich Municipal,3500111035,OCC/3071,Insur Ad Hold Acc-EP,OTHER,21/01/2025,30000
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FUTURES CARE LTD,3111834278,OCC/5688,Supported Living,Support at Home U65 Learning Disability,10/01/2025,30026.29
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111837487,OCC/5899,Direct Payments ASC,Personal Health Budgets  - U65,14/01/2025,30100.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Autism Services,3111839813,OCC/5537,Payments to Other Es,High Cost INMSS Placements,17/01/2025,30101.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Autism Services,3111839814,OCC/5537,Payments to Other Es,High Cost INMSS Placements,17/01/2025,30101.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Autism Services,3111839815,OCC/5537,Payments to Other Es,High Cost INMSS Placements,17/01/2025,30101.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,HOME OFFICE,2201306631,OCC/1362,Creditors GR/IR -,COMMUNICATIONS,16/01/2025,30111.22
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Autism Services,3111839807,OCC/5537,Payments to Other Es,High Cost INMSS Placements,17/01/2025,30116.04
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Modus Care Ltd,3111835842,OCC/5686,Residential Home Bed,Care Homes - Under 65 Leaning Disability,10/01/2025,30118.18
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Adderbury Day Nursery,3111838833,OCC/5537,Payments to Other Es,2YR OLD WORKING PARENTS,17/01/2025,30129.84
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Little Fishes Nursery Limited,3111838890,OCC/5537,Payments to Other Es,2YR OLD WORKING PARENTS,17/01/2025,30129.84
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Age UK Oxfordshire,3500110694,OCC/4861,Hired and Contracted,INFORMATION & ADVICE,01/01/2025,30333.17
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Hestia Homes For Children,3111832129,OCC/5558,On-Contract,AGENCY RESID - DISAB,08/01/2025,30335.71
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,ATKINSREALIS UK LIMITED,2201308927,OCC/1362,Creditors GR/IR -,9020/Not assigned,22/01/2025,30358.48
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Airbus Defence & Space Ltd,2201307316,OCC/1362,Creditors GR/IR -,DATA & SYSTEMS/MISC,17/01/2025,30450
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Asperger Syndrome Services,3111839138,OCC/5558,On-Contract,Mainstream Res,15/01/2025,30529.99
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Asperger Syndrome Services,3111839137,OCC/5558,On-Contract,Mainstream Res,15/01/2025,30530.02
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,CAMBIAN WHINFELL SCHOOL LIMITED,3111846744,OCC/5537,Payments to Other Es,AGENCY RESID - DISAB,31/01/2025,30556.87
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111837292,OCC/5899,Direct Payments ASC,LD Continuing Care - Sup at Home - U65,14/01/2025,30812.12
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Endorphins Group,3500110768,OCC/4861,Hired and Contracted,SHORT BREAK ACTIVITIES,03/01/2025,30848
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,St Johns Residential Home,3111835589,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,30892.84
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Kids Planet The Triangle Day Nurser,3111838723,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,30960.73
