Directorate,Service,Supplier,Transaction Number,Transaction Date,Payment Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Children and Adults Services,Childrens Services,REACH OUT CARE LIMITED NO 2 A/C,57736012,21/02/2025,25/02/2025,"17,451.04",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,REAL CARE SUPPORT,57736015,21/02/2025,25/02/2025,"27,560.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,REGIONAL FOSTERING SERVICES LTD,57736013,21/02/2025,25/02/2025,"3,440.20",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,RIGHT TRAK,57735976,21/02/2025,25/02/2025,"26,000.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,RITE DIRECTIONS,57736024,21/02/2025,25/02/2025,"24,454.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ROC FAMILY SUPPORT LTD,57736014,21/02/2025,25/02/2025,"19,800.00",Maintenance Fee - Supporting Independence,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,SPRING BY ACTION FOR CHILDREN (NURSERY),55596866,03/02/2025,28/02/2025,688.2,Childcare Costs,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,Childrens Services,ST CUTHBERTS CARE,57736016,21/02/2025,25/02/2025,"73,662.32",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,SUPPORTIVE SRC LTD,57736034,21/02/2025,25/02/2025,"9,147.85",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,Childrens Services,SWIIS FOSTER CARE LTD,57736019,21/02/2025,25/02/2025,"7,623.36",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,SWIIS FOSTER CARE LTD,57736020,21/02/2025,25/02/2025,"7,937.49",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,SWIIS FOSTER CARE LTD,57736019,21/02/2025,25/02/2025,"3,838.57",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,SWIIS FOSTER CARE LTD,57736018,21/02/2025,25/02/2025,"3,274.02",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,TACT NORTH EAST,57736021,21/02/2025,25/02/2025,"12,826.64",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,TEAM FOSTERING NORTH EAST,57736023,21/02/2025,25/02/2025,"4,422.42",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,TEAM FOSTERING NORTH EAST,57736022,21/02/2025,25/02/2025,"3,116.37",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,THE LEAVING CARE COMPANY.  KEYS GROUP,55595479,24/01/2025,21/02/2025,"14,583.33",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,THE OPEN CARE GROUP LIMITED,57736006,21/02/2025,25/02/2025,"4,400.00",Maintenance Fee - Supporting Independence,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,TINY TURNERS NURSERY,55596745,01/02/2025,14/02/2025,"1,495.33",Childcare Costs,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,Childrens Services,UNITY FOSTER CARE,57736027,21/02/2025,25/02/2025,"3,494.80",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,VOICES HOMES LTD,57736017,21/02/2025,25/02/2025,"47,208.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,WITHERSLACK HALL SCHOOL LTD,57736030,21/02/2025,25/02/2025,"37,088.60",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,WITHERSLACK HALL SCHOOL LTD,57736029,21/02/2025,25/02/2025,"20,510.08",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,WITHERSLACK HALL SCHOOL LTD,57736028,21/02/2025,25/02/2025,"28,784.20",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,WITHERSLACK HALL SCHOOL LTD,57736033,21/02/2025,25/02/2025,"53,058.60",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,WITHERSLACK HALL SCHOOL LTD,57736032,21/02/2025,25/02/2025,"21,267.40",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,WITHERSLACK HALL SCHOOL LTD,57736031,21/02/2025,25/02/2025,"30,468.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,YOUNG FOUNDATION LTD,57736004,21/02/2025,25/02/2025,"41,664.78",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,YOUR CHAPTER LTD,57736003,21/02/2025,25/02/2025,"37,500.95",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Development and Commissioning,700 CLUB,11166027,17/02/2025,18/02/2025,"1,047.20",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,700 CLUB,11166025,17/02/2025,18/02/2025,"2,872.56",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,700 CLUB,11166026,17/02/2025,18/02/2025,"15,906.04",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,ASSOCIATION FOR REAL CHANGE LTD,55597593,11/02/2025,25/02/2025,756,Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,Development and Commissioning,BLUE CABIN CIO,55596817,31/01/2025,28/02/2025,"3,000.00",Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,Development and Commissioning,CARERS FEDERATION LIMITED,55596597,31/01/2025,28/02/2025,"1,615.00",Advocacy,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,CREATIVE SUPPORT LIMITED,11166038,17/02/2025,18/02/2025,"7,323.20",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,DARLINGTON CITIZEN ADVICE BUREAU,11166029,17/02/2025,18/02/2025,"3,951.68",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,DARLINGTON CITIZEN ADVICE BUREAU,11166028,17/02/2025,18/02/2025,"3,075.20",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,DARLINGTON YMCA FOYER,11166030,17/02/2025,18/02/2025,"25,735.16",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,EDGE SERVICE - THE MANUAL HANDLING TRAINING CO LTD,55595349,22/01/2025,19/02/2025,"1,210.00",Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,Development and Commissioning,FAMILY ACTION,11166031,17/02/2025,18/02/2025,"7,357.16",Services For Carers,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Development and Commissioning,FAMILY HELP NO 2 ACCOUNT,11166032,17/02/2025,18/02/2025,"6,413.64",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,FAMILY HELP NO 2 ACCOUNT,11166033,17/02/2025,18/02/2025,"2,146.28",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,FOUNDATION CENTRAL SERVICES,11166035,17/02/2025,18/02/2025,"10,718.68",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,FOUNDATION CENTRAL SERVICES,11166034,17/02/2025,18/02/2025,"12,634.28",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,HARBOUR,11166040,17/02/2025,18/02/2025,"2,550.96",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,HARBOUR,11166039,17/02/2025,18/02/2025,"7,156.88",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,HARBOUR,11166041,17/02/2025,18/02/2025,"9,917.44",Voluntary Associations,THIRD PARTY PAYMENTS,VOLUNTARY ASSOCIATIONS
Children and Adults Services,Development and Commissioning,HARBOUR,55595092,24/10/2024,04/02/2025,"26,000.00",Voluntary Associations,THIRD PARTY PAYMENTS,VOLUNTARY ASSOCIATIONS
Children and Adults Services,Development and Commissioning,HARBOUR,55595093,24/10/2024,04/02/2025,"27,500.00",Voluntary Associations,THIRD PARTY PAYMENTS,VOLUNTARY ASSOCIATIONS
Children and Adults Services,Development and Commissioning,HEALTHWATCH DARLINGTON,11166036,17/02/2025,18/02/2025,"5,884.84",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,HUMANKIND FORMERLY DISC,11166042,17/02/2025,18/02/2025,"11,653.76",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,HUMANKIND FORMERLY DISC,11166043,17/02/2025,18/02/2025,"9,568.08",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,KEYRING LIVING SUPPORT NETWORK,11166037,17/02/2025,18/02/2025,"3,629.08",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Development and Commissioning,KIM HENDERSON,11165975,11/02/2025,21/02/2025,"1,322.20",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,Development and Commissioning,M A EDUCATION LIMITED,55596681,30/08/2024,14/02/2025,"6,125.00",Subscriptions,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS
Children and Adults Services,Development and Commissioning,M A EDUCATION LIMITED,55596682,30/08/2024,14/02/2025,"6,125.00",Subscriptions,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS
Children and Adults Services,Development and Commissioning,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,786.28,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Development and Commissioning,MISS CHLOE S R BOOCOCK,11165974,11/02/2025,21/02/2025,"1,322.20",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,Development and Commissioning,SUSAN WILLIAMS,11165973,11/02/2025,21/02/2025,"1,322.20",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,EDUCATION,AGILICO WORKPLACE TECHNOLOGIES NORTH LTD,1114320,31/12/2024,18/02/2025,"1,656.74",Photocopy Charges,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES"
Children and Adults Services,EDUCATION,AMAZON BUSINESS,1114284,31/12/2024,18/02/2025,"1,072.87",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,EDUCATION,ARROW INDUSTRIAL GROUP LTD,1114308,17/02/2025,18/02/2025,"8,406.65",Building Repairs And Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Children and Adults Services,EDUCATION,ASPRIS CHILDRENS SERVICES,55595929,17/11/2024,11/02/2025,"24,056.39",Independent Education Placements,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ASPRIS CHILDRENS SERVICES,55595926,17/11/2024,11/02/2025,"23,960.56",Independent Education Placements,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ASPRIS CHILDRENS SERVICES,55595928,17/11/2024,11/02/2025,"29,933.22",Independent Education Placements,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ASPRIS CHILDRENS SERVICES,55595927,17/11/2024,11/02/2025,"24,679.38",Independent Education Placements,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ASPRIS CHILDRENS SERVICES,55596421,17/11/2024,18/02/2025,"23,960.56",Independent Education Placements,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,BARNARDO'S,55594876,06/08/2023,04/02/2025,504,Mediation,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,EDUCATION,BEVERLEY SCHOOL,55595439,23/01/2025,20/02/2025,"3,512.68",External Education Placements,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,BOND DICKINSON LLP,55595670,27/01/2025,05/02/2025,"1,374.50",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,BOX-WELL LTD,1114368,19/02/2025,20/02/2025,"12,480.00",Visits,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,BOX-WELL LTD,1114367,19/02/2025,20/02/2025,840,Visits,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,BUSY BEES CHILDRENS DAY NURSERY,11166006,13/02/2025,13/02/2025,"1,650.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,COMPASS ROYSTON TRAVEL LTD,55596371,31/01/2025,11/02/2025,800,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,COMPASS ROYSTON TRAVEL LTD,55596372,31/01/2025,11/02/2025,800,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,COMPASS ROYSTON TRAVEL LTD,55596256,30/01/2025,11/02/2025,"4,000.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,COMPASS ROYSTON TRAVEL LTD,55596373,31/01/2025,12/02/2025,600,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,COMPASS ROYSTON TRAVEL LTD,55596374,31/01/2025,12/02/2025,800,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,CORONA ENERGY LTD,57733585,17/01/2025,05/02/2025,"4,379.17",Gas,PREMISES,ENERGY COSTS
Children and Adults Services,EDUCATION,CORONA ENERGY LTD,57733615,17/01/2025,05/02/2025,"2,102.56",Gas,PREMISES,ENERGY COSTS
Children and Adults Services,EDUCATION,CORONA ENERGY LTD,57733581,17/01/2025,05/02/2025,"1,192.28",Gas,PREMISES,ENERGY COSTS
Children and Adults Services,EDUCATION,COSY,1114262,03/01/2025,18/02/2025,796.94,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,EDUCATION,DANESMOOR HOUSE DAY NURSERY,11165829,03/02/2025,04/02/2025,750,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,DARLINGTON COLLEGE,11166011,13/02/2025,13/02/2025,"1,050.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,DARLINGTON COLLEGE,11166012,13/02/2025,13/02/2025,630,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,DARLINGTON COLLEGE,11166008,13/02/2025,13/02/2025,798,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,DARLINGTON COLLEGE,11166009,13/02/2025,13/02/2025,553.35,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,DARLINGTON COLLEGE,11166010,13/02/2025,13/02/2025,840.57,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,DARLINGTON COLLEGE,11166118,25/02/2025,25/02/2025,750,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,DARLINGTON LEARNING ZONE,55596676,21/01/2025,18/02/2025,"4,995.00",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,DAWSON RENTALS BUS & COACH LTD,55597579,01/03/2025,28/02/2025,"1,940.59",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,DAWSON RENTALS BUS & COACH LTD,55597580,01/03/2025,28/02/2025,"1,801.03",Stationery,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES"
Children and Adults Services,EDUCATION,DAWSON RENTALS BUS & COACH LTD,55597580,01/03/2025,28/02/2025,"1,801.03",Stationery,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES"
Children and Adults Services,EDUCATION,DAWSON RENTALS BUS & COACH LTD,55597578,01/03/2025,28/02/2025,"1,698.04",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,DAWSON RENTALS BUS & COACH LTD,55597580,01/03/2025,28/02/2025,"1,801.03",Stationery,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES"
Children and Adults Services,EDUCATION,DAWSONGROUP VANS LIMITED,55597577,01/03/2025,28/02/2025,"1,682.97",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,DELTA COACHES LTD,55596171,31/01/2025,11/02/2025,"4,200.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,DELTA COACHES LTD,55596172,31/01/2025,11/02/2025,960,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,EDF ENERGY CUSTOMERS LTD,57733984,31/12/2024,05/02/2025,"2,571.89",Electricity,PREMISES,ENERGY COSTS
Children and Adults Services,EDUCATION,EDF ENERGY CUSTOMERS LTD,57733832,02/01/2025,05/02/2025,"5,985.21",Electricity,PREMISES,ENERGY COSTS
Children and Adults Services,EDUCATION,EDF ENERGY CUSTOMERS LTD,57733768,08/01/2025,05/02/2025,"1,488.97",Electricity,PREMISES,ENERGY COSTS
Children and Adults Services,EDUCATION,EDF ENERGY CUSTOMERS LTD,57733842,02/01/2025,05/02/2025,"1,850.72",Electricity,PREMISES,ENERGY COSTS
Children and Adults Services,EDUCATION,EDUCATION PERSONNEL MANAGEMENT LTD,1114404,29/01/2025,26/02/2025,"1,226.17",Finance,Non Resource Allocation,CENTRAL SUPPORT SERVICES
Children and Adults Services,EDUCATION,EDUCATION PERSONNEL MANAGEMENT LTD,1114258,01/02/2025,18/02/2025,"1,226.17",Finance,Non Resource Allocation,CENTRAL SUPPORT SERVICES
Children and Adults Services,EDUCATION,EMPOWERING LEARNING,1114440,21/02/2025,25/02/2025,"1,371.50",Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,EMPOWERING LEARNING,1114311,17/02/2025,18/02/2025,"1,371.50",Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,EMPOWERING LEARNING,1114439,21/02/2025,25/02/2025,"1,371.50",Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,EVOUCHERS LTD,1114386,18/02/2025,20/02/2025,"1,680.00",Catering Payments,SUPPLIES & SERVICES,CATERING
Children and Adults Services,EDUCATION,EVOUCHERS LTD,1114244,11/02/2025,12/02/2025,600,Food,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,EDUCATION,FERNDENE LODGE NURSERY,11166115,25/02/2025,25/02/2025,600,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,FERNDENE LODGE NURSERY,11166116,25/02/2025,25/02/2025,600,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,FERNDENE LODGE NURSERY,11166117,25/02/2025,25/02/2025,532,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,FERNDENE LODGE NURSERY,11166114,25/02/2025,25/02/2025,600,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,FIRTHMOOR PRIMARY SCHOOL,1114224,07/02/2025,11/02/2025,"2,615.39",Visits,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,FLEX SPACE,55597240,01/03/2025,28/02/2025,"1,287.66",Rent Of Facilities,PREMISES,RENTS
Children and Adults Services,EDUCATION,FLEX SPACE,55597238,01/03/2025,28/02/2025,"1,287.66",Rent Of Facilities,PREMISES,RENTS
Children and Adults Services,EDUCATION,FOREST PARK SCHOOL,55595309,21/01/2025,18/02/2025,"25,500.00",Independent Education Placements,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,FRONTLINE TAXIS,55595766,03/02/2025,11/02/2025,"1,613.20",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,FRONTLINE TAXIS,55595749,16/01/2025,11/02/2025,950,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,FRONTLINE TAXIS,55595747,15/01/2025,12/02/2025,750,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,FRONTLINE TAXIS,55594833,13/01/2025,20/02/2025,"1,406.10",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
