Directorate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,YOUR NRG LTD,55575830,26/06/2024,"4,012.01",Vehicle Fuel,TRANSPORT,DIRECT TRANSPORT COSTS
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,YOUR NRG LTD,55575854,25/06/2024,"18,437.01",Vehicle Fuel,TRANSPORT,DIRECT TRANSPORT COSTS
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,YOUR NRG LTD,55574718,12/06/2024,"17,193.43",Vehicle Fuel,TRANSPORT,DIRECT TRANSPORT COSTS
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,YOUR NRG LTD,55574719,12/06/2024,"2,872.33",Vehicle Fuel,TRANSPORT,DIRECT TRANSPORT COSTS
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,YOUR NRG LTD,55577286,09/07/2024,"3,528.33",Vehicle Fuel,TRANSPORT,DIRECT TRANSPORT COSTS
Economic Growth & Neighbourhood Services,COMMUNITY SERVICES,YOUR NRG LTD,55577287,09/07/2024,"17,022.51",Vehicle Fuel,TRANSPORT,DIRECT TRANSPORT COSTS
Economic Growth & Neighbourhood Services,Housing General Fund,ALLIED PUBLICITY SERVICES,55575818,25/06/2024,628.08,Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,Housing General Fund,CRITIQOM LIMITED,55576633,30/05/2024,"3,646.52",Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,Housing General Fund,CRITIQOM LIMITED,55576635,17/06/2024,719.5,Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,Housing General Fund,CRITIQOM LIMITED,55576633,30/05/2024,"3,646.53",Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,Housing General Fund,CRITIQOM LIMITED,55576635,17/06/2024,719.49,Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,Housing General Fund,G & A SECURITY,55577270,05/07/2024,"3,091.83",Security Services,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Housing General Fund,GOOSEPOOL HOTEL DARLINGTON DND GROUP LTD,55574394,09/06/2024,"8,558.36",Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,GOOSEPOOL HOTEL DARLINGTON DND GROUP LTD,55576458,30/06/2024,"6,175.03",Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,GOOSEPOOL HOTEL DARLINGTON DND GROUP LTD,55575658,23/06/2024,"6,441.70",Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,GOOSEPOOL HOTEL DARLINGTON DND GROUP LTD,55575068,16/06/2024,"7,550.04",Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,GOOSEPOOL HOTEL DARLINGTON DND GROUP LTD,55577775,14/07/2024,"8,625.04",Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,GOOSEPOOL HOTEL DARLINGTON DND GROUP LTD,55577275,07/07/2024,"9,930.00",Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,LOOKING LOCAL LTD,55577353,08/07/2024,"4,621.00",Ict Software Purchase,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,Housing General Fund,METRO MOTELS LTD,55577498,11/07/2024,933.33,Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,METRO MOTELS LTD,55577121,04/07/2024,933.33,Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,METRO MOTELS LTD,55576967,03/07/2024,"1,066.67",Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,METRO MOTELS LTD,55574411,05/06/2024,500,Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,METRO MOTELS LTD,55574412,05/06/2024,500,Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,METRO MOTELS LTD,55575878,26/06/2024,766.67,Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,NEC SOFTWARE SOLUTIONS,55574918,14/06/2024,750,Ict Hardware Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,Housing General Fund,NEC SOFTWARE SOLUTIONS,55574917,14/06/2024,"3,000.00",Ict Hardware Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,Housing General Fund,NEW CHAPTER HOUSING LTD,55570952,19/04/2024,603.5,Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,TOAST PROPERTIES,55576637,22/07/2024,"4,240.00",Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,TOAST PROPERTIES,55577603,27/06/2024,"4,690.00",Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,TOAST PROPERTIES,55574306,24/06/2024,"3,430.00",Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,TOAST PROPERTIES,55575189,08/07/2024,"4,060.00",Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,TOAST PROPERTIES,55574091,01/07/2024,"5,490.00",Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,TOAST PROPERTIES,55574107,01/07/2024,"3,430.00",Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,TOAST PROPERTIES,55575988,15/07/2024,"5,390.00",Board & Lodgings For Homeless Clients,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Housing General Fund,WILKIN CHAPMAN LLP,55576634,17/06/2024,"2,122.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Housing General Fund,WILKIN CHAPMAN LLP,55573995,04/06/2024,"4,380.50",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,HRA,ALIGN PROPERTY PARTNERS,55574837,11/06/2024,750,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,HRA,ALIGN PROPERTY PARTNERS,55573978,04/06/2024,600,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,HRA,ARCUS CONSULTING LLP,55576081,27/06/2024,517,Responsive - Void E.P.C.,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,B & Q PLC,55577277,07/07/2024,"1,041.67",Responsive-Empty Hse Redecor,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,B & Q PLC,55574541,09/06/2024,"1,000.01",Responsive-Empty Hse Redecor,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,BCS PRESERVATION LIMITED,55577107,04/07/2024,"1,500.00",Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,BCS PRESERVATION LIMITED,55575568,20/06/2024,"1,395.00",Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,BOND SOLON,55576100,08/05/2024,790,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,HRA,BRIEN & SON LOCKSMITHS,55576205,30/06/2024,649.7,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,HRA,BT TELEPHONE PAYMENT CENTRE,55576006,08/07/2024,728,Telephone Costs,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,HRA,CAREIUM UK LIMITED,55575243,18/06/2024,"3,595.95",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,HRA,CAREIUM UK LIMITED,55575892,26/06/2024,"4,485.95",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,HRA,CORONA ENERGY LTD,57713917,22/07/2024,"1,869.82",Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,CORONA ENERGY LTD,57713918,22/07/2024,994.53,Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,CORONA ENERGY LTD,57713929,22/07/2024,865.5,Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,CORONA ENERGY LTD,57713945,22/07/2024,"2,565.12",Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,CORONA ENERGY LTD,57713948,22/07/2024,634.74,Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,CORONA ENERGY LTD,57713950,22/07/2024,"1,630.97",Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,CORONA ENERGY LTD,57713951,22/07/2024,"1,789.98",Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,CORONA ENERGY LTD,57713952,22/07/2024,"2,362.24",Gas,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,DARLINGTON DOOR SERVICES LTD,55577309,09/07/2024,672,Responsive Repairs (General),PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,EASBY FLOORING LTD,55574558,13/06/2024,597.68,Fixtures And Fittings,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,EASBY FLOORING LTD,55574874,12/06/2024,503.87,Fixtures And Fittings,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,EASBY FLOORING LTD,55574876,12/06/2024,685.61,Fixtures And Fittings,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,EASBY FLOORING LTD,55577037,05/07/2024,866.68,Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,EASBY FLOORING LTD,55577035,04/07/2024,515.99,Fixtures And Fittings,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,EASBY FLOORING LTD,55577326,09/07/2024,599.86,Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,EASBY FLOORING LTD,55577033,03/07/2024,594.77,Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,EASBY FLOORING LTD,55577679,10/07/2024,547.15,Responsive Repairs (General),PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,EASBY FLOORING LTD,55575648,21/06/2024,593.23,Fixtures And Fittings,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,EDF ENERGY CUSTOMERS LTD,57713728,01/07/2024,904.04,Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,EDF ENERGY CUSTOMERS LTD,57713733,01/07/2024,"1,160.64",Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,EDF ENERGY CUSTOMERS LTD,57713597,01/07/2024,"1,281.97",Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,EDF ENERGY CUSTOMERS LTD,57713546,02/07/2024,"1,569.53",Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,EDF ENERGY CUSTOMERS LTD,57713549,02/07/2024,"2,482.80",Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,EDF ENERGY CUSTOMERS LTD,57713554,01/07/2024,"1,122.72",Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,EDF ENERGY CUSTOMERS LTD,57713785,01/07/2024,"1,883.05",Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,EDF ENERGY CUSTOMERS LTD,57713762,01/07/2024,"2,021.96",Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,EDF ENERGY CUSTOMERS LTD,57713676,01/07/2024,"1,136.66",Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,EDF ENERGY CUSTOMERS LTD,57713696,01/07/2024,"1,938.07",Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,EDF ENERGY CUSTOMERS LTD,57713645,01/07/2024,"1,143.86",Electricity,PREMISES,ENERGY COSTS
Economic Growth & Neighbourhood Services,HRA,HOUSING PARTNERS LIMITED,55576190,28/06/2024,"1,233.30",Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,HRA,HOUSING PARTNERS LIMITED,55575998,11/06/2024,"30,001.00",Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,HRA,HQN LTD,55575481,20/06/2024,520,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,HRA,LEGRAND ASSISTED LIVING AND HEALTHCARE,55574112,15/05/2024,"5,040.00",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,HRA,LEGRAND ASSISTED LIVING AND HEALTHCARE,55575821,25/06/2024,"3,006.04",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,HRA,LEGRAND ASSISTED LIVING AND HEALTHCARE,55573065,28/05/2024,"13,482.00",Voice Telephone Equipment,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,HRA,LEGRAND ASSISTED LIVING AND HEALTHCARE,55576810,01/07/2024,"1,283.40",Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,HRA,LEGRAND ASSISTED LIVING AND HEALTHCARE,55577350,08/07/2024,840,Voice Telephone Equipment,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth & Neighbourhood Services,HRA,MAGNIT GLOBAL GRI LTD,11163040,14/07/2024,816.09,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Economic Growth & Neighbourhood Services,HRA,MAGNIT GLOBAL GRI LTD,11163058,07/07/2024,816.09,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Economic Growth & Neighbourhood Services,HRA,MAGNIT GLOBAL GRI LTD,11163059,30/06/2024,816.09,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Economic Growth & Neighbourhood Services,HRA,MAGNIT GLOBAL GRI LTD,11163147,21/07/2024,661.14,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Economic Growth & Neighbourhood Services,HRA,MAGNIT GLOBAL GRI LTD,11163202,28/07/2024,816.09,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Economic Growth & Neighbourhood Services,HRA,NEWCASTLE CITY COUNCIL,55574554,09/06/2024,"10,332.00",Furniture,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,HRA,ORBIS PROTECT LTD,55576088,26/06/2024,598.8,Responsive-Empty Hse Security,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,ORCHARD INFORMATION SYSTEMS LTD,55576539,28/06/2024,"1,011.95",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,HRA,ORCHARD INFORMATION SYSTEMS LTD,55576542,28/06/2024,"1,326.00",Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,HRA,QUALITY SERVICES TODAY LTD,55575734,24/06/2024,"1,343.18",Special Projects Repairs & Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,QUALITY SERVICES TODAY LTD,55577077,10/07/2024,"1,470.68",Special Projects Repairs & Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55574737,12/06/2024,557.5,Special Cleaning,PREMISES,CLEANING & DOMESTIC SUPPLIES
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55575180,01/06/2024,"1,080.00",Special Cleaning,PREMISES,CLEANING & DOMESTIC SUPPLIES
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55574648,11/06/2024,"1,475.00",Special Cleaning,PREMISES,CLEANING & DOMESTIC SUPPLIES
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55574510,10/06/2024,"1,295.00",Special Cleaning,PREMISES,CLEANING & DOMESTIC SUPPLIES
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55574624,11/06/2024,"1,475.00",Responsive Repairs (General),PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55573968,04/06/2024,984,Special Cleaning,PREMISES,CLEANING & DOMESTIC SUPPLIES
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55573968,04/06/2024,656,Special Cleaning,PREMISES,CLEANING & DOMESTIC SUPPLIES
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55573867,01/06/2024,550,Special Cleaning,PREMISES,CLEANING & DOMESTIC SUPPLIES
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55573888,01/06/2024,689,Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55573800,01/06/2024,514,Special Cleaning,PREMISES,CLEANING & DOMESTIC SUPPLIES
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55573803,01/06/2024,547,Special Cleaning,PREMISES,CLEANING & DOMESTIC SUPPLIES
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55573810,01/06/2024,550,Special Cleaning,PREMISES,CLEANING & DOMESTIC SUPPLIES
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55573811,01/06/2024,"3,545.00",Special Cleaning,PREMISES,CLEANING & DOMESTIC SUPPLIES
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55573963,04/06/2024,547,Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55573964,01/06/2024,780,Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55574130,04/06/2024,"1,226.00",Special Cleaning,PREMISES,CLEANING & DOMESTIC SUPPLIES
Economic Growth & Neighbourhood Services,HRA,RIDER INDUSTRIAL & SPECIALIST CLEANING,55574451,10/06/2024,685,Responsive-Empty Hse Cleaning,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,SECURESHIELD LTD,55575194,17/06/2024,595,Equipment R&M,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,HRA,SECURESHIELD LTD,55575735,24/06/2024,990,Equipment R&M,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,HRA,SECURESHIELD LTD,55576066,27/06/2024,"3,318.90",Repairs - Door Entry System,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,SOLAR MAINTENANCE SERVICES LTD,55571290,13/05/2024,975,Responsive-Improvement Works,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,SOLAR MAINTENANCE SERVICES LTD,55574435,10/06/2024,975,Responsive-Improvement Works,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,TOAST PROPERTIES,55575699,25/06/2024,560,Ad-Hoc Payments,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,HRA,TOAST PROPERTIES,55576108,07/06/2024,560,Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,TOAST PROPERTIES,55575283,03/07/2024,560,Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,TOAST PROPERTIES,55576671,31/05/2024,560,Responsive - Empty Hse Repairs,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth & Neighbourhood Services,HRA,TRINITY CHAMBERS CROSS PAYMENT ACCOUNT,55576488,27/06/2024,802.2,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,HRA,UPNORTH ENGINEERING SERVICES LTD,55576091,27/06/2024,"1,221.38","Equpment, Repairs, Service & Insurance (Curriculum)",SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,HRA,WAVE - ANGLIAN WATER BUSINESS NATIONAL LTD,57712343,06/07/2024,581.73,Water Charges,PREMISES,WATER SERVICES
Economic Growth & Neighbourhood Services,HRA,WAVE - ANGLIAN WATER BUSINESS NATIONAL LTD,57712347,06/07/2024,774.75,Water Charges,PREMISES,WATER SERVICES
Economic Growth & Neighbourhood Services,HRA,WAVE - ANGLIAN WATER BUSINESS NATIONAL LTD,57712348,06/07/2024,570.93,Water Charges,PREMISES,WATER SERVICES
Economic Growth & Neighbourhood Services,HRA,WOLSELEY UK LTD,55577432,02/05/2024,877.45,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Managing Director,IN A SPIN LAUNDRY SERVICES DARLINGTON,55573623,31/05/2024,611,Projects,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Planning & Development Implementation,DURHAM COUNTY COUNCIL,55576655,21/05/2024,"1,224.00",Joint Authorities,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Economic Growth & Neighbourhood Services,Planning & Development Implementation,ELG PLANNING,55576188,28/06/2024,"1,737.50",Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Planning & Development Implementation,KILLGERM CHEMICALS LTD,55574069,09/05/2024,838.28,Pest Control,PREMISES,CLEANING & DOMESTIC SUPPLIES
Economic Growth & Neighbourhood Services,Planning & Development Implementation,PORTALPLANQUEST LTD,55574341,02/07/2024,578,Planning Fees (Outside Scope),INCOME,CUSTOMER & CLIENT RECEIPTS
Economic Growth & Neighbourhood Services,Planning & Development Implementation,PORTALPLANQUEST LTD,55574353,02/07/2024,578,Planning Fees (Outside Scope),INCOME,CUSTOMER & CLIENT RECEIPTS
Economic Growth & Neighbourhood Services,Planning & Development Implementation,PORTALPLANQUEST LTD,55574350,02/07/2024,"2,312.00",Planning Fees (Outside Scope),INCOME,CUSTOMER & CLIENT RECEIPTS
Economic Growth & Neighbourhood Services,Planning & Development Implementation,PORTALPLANQUEST LTD,55576680,23/07/2024,578,Planning Fees (Outside Scope),INCOME,CUSTOMER & CLIENT RECEIPTS
Economic Growth & Neighbourhood Services,Planning & Development Implementation,STEVE HORNER ENVIRONMENTAL SERVICES,55576338,07/06/2024,960,Pest Control,PREMISES,CLEANING & DOMESTIC SUPPLIES
Economic Growth & Neighbourhood Services,Planning & Development Implementation,STEVE HORNER ENVIRONMENTAL SERVICES,55577524,11/07/2024,520,Pest Control,PREMISES,CLEANING & DOMESTIC SUPPLIES
Economic Growth & Neighbourhood Services,Planning Policy & Economic Strategy,APSE PUBLICATIONS,55576764,30/06/2024,"2,395.00",Memberships,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS
Economic Growth & Neighbourhood Services,Planning Policy & Economic Strategy,OPINION RESEARCH SERVICES,55575201,17/06/2024,"5,000.00",Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,AGGREGATE INDUSTRIES UK LTD,55573991,04/06/2024,622.6,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,AGGREGATE INDUSTRIES UK LTD,55574275,06/06/2024,929.4,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,AGGREGATE INDUSTRIES UK LTD,55573412,30/05/2024,622.6,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
