Directorate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
COMMISSIONING,DISABLED FACILITIES GRANT,EASIBATHE LTD,11163717,04/09/2024,"4,041.18",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,EASIBATHE LTD,11164024,30/09/2024,"7,985.60",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,EASIBATHE LTD,11164030,30/09/2024,"1,853.95",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,HES GROUP UK LTD,11164031,30/09/2024,"5,640.00",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,HES GROUP UK LTD,11163721,04/09/2024,"11,189.00",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,LOCKWISE LTD,11164029,30/09/2024,"2,543.00",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,M & R DEVELOPMENTS & CONTRACTORS LTD,11164022,30/09/2024,"7,407.00",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,M & R DEVELOPMENTS & CONTRACTORS LTD,11164027,30/09/2024,"5,449.00",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,M & R DEVELOPMENTS & CONTRACTORS LTD,11163793,12/09/2024,"4,619.00",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,M & R DEVELOPMENTS & CONTRACTORS LTD,11163794,12/09/2024,"9,466.20",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,MDS JOINERY & BUILDING LTD,11163832,16/09/2024,"3,432.00",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,PEART ACCESS RAMPS LTD,11163800,13/09/2024,"6,124.00",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,PEART ACCESS RAMPS LTD,11163801,13/09/2024,"3,094.00",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,PEART ACCESS RAMPS LTD,11163803,13/09/2024,"1,816.00",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,PEART ACCESS RAMPS LTD,11163805,13/09/2024,"1,215.00",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,TK ACCESS SOLUTION LTD,11163796,12/09/2024,"6,406.00",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,TK ACCESS SOLUTION LTD,11163833,16/09/2024,"1,578.36",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,TK ACCESS SOLUTION LTD,11163718,04/09/2024,"6,150.96",Capital Grants,Capital Expenditure,Capital Other
COMMISSIONING,DISABLED FACILITIES GRANT,TK ACCESS SOLUTION LTD,11163720,04/09/2024,"3,447.60",Capital Grants,Capital Expenditure,Capital Other
ECONOMIC GROWTH,Balance Sheet,ADVANCED INNERGY SOLUTIONS LTD,55581948,16/08/2024,"115,705.30",Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,Balance Sheet,UPNORTH ENGINEERING SERVICES LTD,55581420,20/08/2024,"3,642.00",Furniture Equipment,Capital Expenditure,Capital Equipment
ECONOMIC GROWTH,CAPITAL PROJECTS,AECOM LIMITED,55580999,15/08/2024,"10,184.80",Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,CAPITAL PROJECTS,BLOOM PROCUREMENT SERVICES LTD,55580868,04/09/2024,"4,706.43",Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,CAPITAL PROJECTS,CANDIVA ENTERPRISES LTD,55581259,10/09/2024,"1,250.00",Compensation Payments,Capital Expenditure,Capital Other
ECONOMIC GROWTH,CAPITAL PROJECTS,DDE SOLUTIONS LTD,55580973,14/08/2024,"1,500.00",Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,CAPITAL PROJECTS,ECO SURV,55580798,13/08/2024,650,Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,CAPITAL PROJECTS,ELECTRONIC SECURITY SOLUTIONS LTD,55578061,18/07/2024,"51,857.00",Sce(R) - Education,Capital Income,Capital Borrowing
ECONOMIC GROWTH,CAPITAL PROJECTS,EXPERT FIRE SOLUTIONS LIMITED,55581370,19/08/2024,"1,362.50",Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,CAPITAL PROJECTS,LANES GROUP PLC,55581935,27/08/2024,"1,765.00",Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,CAPITAL PROJECTS,MIDDLESBROUGH BOROUGH COUNCIL,55581800,27/08/2024,"7,683.71",Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,CAPITAL PROJECTS,SCURATOR LTD,55580971,15/08/2024,"7,050.00",Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,CAPITAL PROJECTS,SOLMEK/HYMAS GEOENVIRONMENTAL LTD,55581218,19/08/2024,"5,340.00",Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,CAPITAL PROJECTS,SPACE ARCHITECTS (EUROPE) LTD,55582483,30/08/2024,500,Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,CAPITAL PROJECTS,SPACE ARCHITECTS (EUROPE) LTD,55581019,14/08/2024,500,Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,ECONOMIC INITIATIVE,HOMES BY ESH,55582135,29/08/2024,"3,234.60",Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,ECONOMIC INITIATIVE,RWO ASSOCIATES (GEOTECHNICAL) LTD,55580900,15/08/2024,"7,620.00",Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,ECONOMIC INITIATIVE,WARD HADAWAY SOLICITORS,55582263,12/09/2024,"3,700.00",Legal Fees,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,ECONOMIC INITIATIVE,WARD HADAWAY SOLICITORS,55582178,20/09/2024,"2,500.00",Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,REGULATORY SERVICES,WARD HADAWAY SOLICITORS,55582199,29/08/2024,500,Legal Fees,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,TRANSPORT,ARRIVA NORTH EAST LIMITED,55580181,23/05/2024,"2,562.00",Advertising,Capital Expenditure,Capital Other
ECONOMIC GROWTH,TRANSPORT,MIDDLESBROUGH BOROUGH COUNCIL,55581801,28/08/2024,"7,579.47",Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,TRANSPORT,NATIONWIDE DATA COLLECTION,55581344,19/08/2024,"1,650.00",Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
ECONOMIC GROWTH,TRANSPORT,ST ASTIER LTD,55579583,31/07/2024,"77,073.60",Consultants - Other,Capital Expenditure,Capital Fees
NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,ANGLIAN WINDOWS LTD,55580843,12/08/2024,"140,305.91",Other Contractor Payments,Capital Expenditure,Capital Construction
NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,ANGLIAN WINDOWS LTD,55581177,12/08/2024,"13,041.20",Other Contractor Payments,Capital Expenditure,Capital Construction
NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,B & Q PLC,55580626,11/08/2024,833.33,Other Contractor Payments,Capital Expenditure,Capital Construction
NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,DARLINGTON DOOR SERVICES LTD,55581003,14/08/2024,738.67,Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,EASBY FLOORING LTD,55577935,01/06/2024,"16,995.23",Other Contractor Payments,Capital Expenditure,Capital Construction
NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,JOHN FLOWERS LIMITED (GRANTS),55581663,31/08/2024,"182,822.15",Other Contractor Payments,Capital Expenditure,Capital Construction
NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,MITIE PROPERTY SERVICES (NORTH EAST) LTD,55581247,16/08/2024,"4,212.52",Other Contractor Payments,Capital Expenditure,Capital Construction
NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,MITIE PROPERTY SERVICES (NORTH EAST) LTD,55582279,16/08/2024,"16,752.00",Other Contractor Payments,Capital Expenditure,Capital Construction
NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,QUALITY SERVICES TODAY LTD,55578841,23/07/2024,"1,437.94",Other Contractor Payments,Capital Expenditure,Capital Construction
NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,QUALITY SERVICES TODAY LTD,55578842,23/07/2024,683,Other Contractor Payments,Capital Expenditure,Capital Construction
NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,QUALITY SERVICES TODAY LTD,55579997,02/08/2024,"1,122.20",Other Contractor Payments,Capital Expenditure,Capital Construction
NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,QUALITY SERVICES TODAY LTD,55579999,02/08/2024,919.49,Other Contractor Payments,Capital Expenditure,Capital Construction
NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,QUALITY SERVICES TODAY LTD,55579940,01/08/2024,816.35,Other Contractor Payments,Capital Expenditure,Capital Construction
NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,QUALITY SERVICES TODAY LTD,55579942,01/08/2024,"1,171.00",Other Contractor Payments,Capital Expenditure,Capital Construction
NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,SAMUEL MOORE ROOFING LTD,55580352,08/08/2024,"10,310.00",Other Contractor Payments,Capital Expenditure,Capital Construction
NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,TK ACCESS SOLUTION LTD,55580476,08/08/2024,"2,334.26",Other Contractor Payments,Capital Expenditure,Capital Construction
Children and Adults Services,ADULT SOCIAL CARE,1ST ENABLE LTD,57718712,18/09/2024,"13,916.94",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,39 ESSEX CHAMBERS,55580590,09/07/2024,750,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,AGE UK DARLINGTON,57716941,02/09/2024,955.14,Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,AGE UK DARLINGTON,57716941,02/09/2024,969.49,Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,AGE UK DARLINGTON,57716940,02/09/2024,546.3,Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,AGE UK DARLINGTON,57719968,30/09/2024,"1,201.86",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,AGE UK DARLINGTON,57719969,30/09/2024,"1,024.32",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,AGE UK DARLINGTON,57719969,30/09/2024,"1,027.90",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,AMBITO SALUTEM SHARED SERVICES III LTD,57718178,09/09/2024,"13,621.09",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,AMBITO SALUTEM SHARED SERVICES III LTD,57719970,30/09/2024,"13,621.09",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ANCHOR HANOVER GROUP,57718645,16/09/2024,"3,140.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,AP & D CONSULTANCY,55582560,08/08/2024,"1,341.25",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE (NORTH EAST) LTD,57718647,16/09/2024,"9,900.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE (NORTH EAST) LTD,57718701,16/09/2024,"40,560.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE (NORTH EAST) LTD,57718701,16/09/2024,"11,693.14",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE AGENCY LTD,57719971,30/09/2024,"7,180.88",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE AGENCY LTD,57719971,30/09/2024,"5,405.94",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE AGENCY LTD,57719971,30/09/2024,"5,238.19",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE AGENCY LTD,57719971,30/09/2024,"14,439.84",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE AGENCY LTD,57716942,02/09/2024,"5,410.52",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE AGENCY LTD,57716942,02/09/2024,805.56,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE AGENCY LTD,57716942,02/09/2024,"7,180.88",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE AGENCY LTD,57716942,02/09/2024,"15,435.34",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,BENFIELD HALL,57718646,16/09/2024,"2,716.61",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,BENFIELD HALL,57718646,16/09/2024,"7,822.99",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,BONDCARE WILLINGTON LTD,57716943,02/09/2024,"7,620.53",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,BONDCARE WILLINGTON LTD,57719972,30/09/2024,"7,532.33",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,BRIARDENE CARE HOME,57718649,16/09/2024,"3,990.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,BYKARE SERVICES LTD,57719973,30/09/2024,"26,616.00",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,BYKARE SERVICES LTD,57716944,02/09/2024,"26,616.00",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,C/O CARELINE LIFESTYLES LTD,57718656,16/09/2024,"3,002.40",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CADE CARE (BLUE RIBBON),57718652,16/09/2024,"13,797.28",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARE MATTERS,57716945,02/09/2024,"5,271.14",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARE MATTERS,57719974,30/09/2024,"9,285.48",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,Care TaylorMade Ltd,57720008,30/09/2024,"1,620.00",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,Care TaylorMade Ltd,57716977,02/09/2024,"11,250.00",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARE UK COMMUNITY PARTNERSHIPS LTD,57718697,16/09/2024,"8,785.61",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARE-ABILITY,55578696,23/07/2024,"1,839.19",Occupational Therapy Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,ADULT SOCIAL CARE,CARE-ABILITY,55579022,29/07/2024,"2,123.81",Occupational Therapy Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57716946,02/09/2024,"16,760.25",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57716946,02/09/2024,"1,947.65",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57716946,02/09/2024,"2,335.19",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57716946,02/09/2024,"20,836.76",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57716946,02/09/2024,"39,894.09",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57719975,30/09/2024,"1,657.10",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57719975,30/09/2024,"32,396.23",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57719975,30/09/2024,"14,933.40",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57719975,30/09/2024,"19,019.84",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57719975,30/09/2024,"2,163.28",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARELINE LIFESTYLES,57718695,16/09/2024,"3,018.40",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CASTLE CENTRAL SERVICES LIMITED,55581224,25/07/2024,"95,810.71",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CASTLE CENTRAL SERVICES LIMITED,55581225,25/07/2024,"157,029.94",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CASTLE CENTRAL SERVICES LIMITED,55581226,25/07/2024,"124,473.57",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CASTLE CENTRAL SERVICES LIMITED,55581222,25/07/2024,"117,812.28",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CASTLE CENTRAL SERVICES LIMITED,55581234,22/08/2024,"168,904.41",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CASTLE CENTRAL SERVICES LIMITED,55581235,22/08/2024,"143,516.11",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CASTLE CENTRAL SERVICES LIMITED,55581236,22/08/2024,"122,515.72",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CASTLE CENTRAL SERVICES LIMITED,55581237,22/08/2024,"81,515.73",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CHOICES & VOICES,55582578,22/07/2024,"2,475.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,CLARENCE COURT,57718653,16/09/2024,"3,328.40",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CREATIVE SUPPORT LIMITED,57719976,30/09/2024,"4,199.04",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CREATIVE SUPPORT LIMITED,57719976,30/09/2024,"2,629.04",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CREATIVE SUPPORT LIMITED,57716947,02/09/2024,"11,279.10",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CREATIVE SUPPORT LIMITED,57719976,30/09/2024,"12,368.35",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CREATIVE SUPPORT LIMITED,57716947,02/09/2024,"4,043.52",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CREATIVE SUPPORT LIMITED,57716947,02/09/2024,"2,617.18",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CROWN CARE,57718016,04/09/2024,"6,302.40",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CROWN CARE,57718644,16/09/2024,"2,205.84",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CYGNET (DH) LTD,57718654,16/09/2024,"5,950.75",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CYGNET (DH) LTD,57718654,16/09/2024,"21,195.44",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CYGNET (DH) LTD,57718666,16/09/2024,"22,539.48",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DARLINGTON ASSOCIATION ON DISABILITY LTD,57718179,09/09/2024,"8,454.80",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DARLINGTON ASSOCIATION ON DISABILITY LTD,57719977,30/09/2024,"8,017.30",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DARLINGTON MIND,57716964,02/09/2024,884.34,Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DARLINGTON MIND,57719995,30/09/2024,910.17,Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DIMENSIONS (UK) LTD,57719979,30/09/2024,"50,030.91",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
