Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",PHIL ANDERSON SIGNS,40027,03/09/2024,10638227,3250.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4009,"Equipment, Furniture & Materials",20154,MUSEUMS MANAGEMENT & PRESTON HALL,25/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ABC COUNSELLING PLAY THERAPY & FAMILY SOLUTIONS,64622,05/09/2024,10638259,920.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,20185,SPECIAL GUARDIANSHIP,25/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTH EAST TRUCK & VAN,35127,03/09/2024,10638274,949.36,381400,Vehicle Management,Maintenance,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,50380,VEHICLES,25/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TEMP RECRUITMENT LTD,35951,06/09/2024,10638311,2231.75,261400,Human Resources,Temporary & Agency Staff,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,1140,Pay - Agency Staff & External Salary Contributions,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,28/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FRONTIER CONSULTING LTD,78609,10/09/2024,10638490,15756.48,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,QUALITY AND IMPROVEMENT,4037,"Professional, Consultancy and Hired Services",21144,QUALITY AND IMPROVEMENT,13/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",INITIAL WASHROOM SOLUTIONS,37116,18/09/2024,10638499,-703.42,131312,Cleaning & Janitorial,Washroom Sanitation Service,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2029,Cleaning and Domestic Services,40336,FACILITIES MANAGEMENT,02/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,XENTRALL,CANON (UK) LTD,33052,05/09/2024,10638565,643.33,192000,Facilities & Management Services,Reprographics,Not Classified,no,REVENUE,ICT AND DESIGN & PRINT,4009,"Equipment, Furniture & Materials",90042,D&P COPYING,08/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",SEATON SPRING,37495,10/09/2024,10638581,880.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4009,"Equipment, Furniture & Materials",20593,SIRF,31/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,IDEAGEN LIMITED,45773,04/09/2024,10638628,8177.40,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,PROCUREMENT & GOVERNANCE,4021,ICT Costs,40021,PROCUREMENT & GOVERNANCE TEAM,26/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,AUTISM INITIATIVES,59255,06/09/2024,10638643,2259.60,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,31/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,AUTISM INITIATIVES,59255,11/09/2024,10638644,1016.82,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,31/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,AUTISM INITIATIVES,59255,06/09/2024,10638645,1016.82,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,31/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,AUTISM INITIATIVES,59255,06/09/2024,10638646,866.18,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,31/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CAUSEWAY TECHNOLOGIES LTD,34022,06/09/2024,10638769,4860.00,231810,"Works - Construction, Repair & Maintenance",Roads,Surveys,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4037,"Professional, Consultancy and Hired Services",10033,HIGHWAY MAINTENANCE,31/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING CAPITAL",THYSSENKRUPP ENCASA,34786,19/09/2024,10638774,6359.24,321311,Social Community Care Supplies & Services ,Supplies,Equipment,no,CAPITAL,HOUSING,C610,PAYMENT OF CAPITAL GRANT,C5004,DISABLED FACILITY GRANTS,30/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,NATIONAL YOUTH ADVOCACY SERVICE,39894,06/09/2024,10638861,1785.00,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30121,CIOC-SUPPORT,31/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PARENTS AND CHILDREN TOGETHER,65412,11/09/2024,10638893,11700.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30882,ADOPTION TEES VALLEY,31/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,YMCA WEARSIDE LTD,72461,05/09/2024,10638926,800.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21152,UNACCOMPANIED ASYLUM SEEKING CHILDREN,02/04/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,YMCA WEARSIDE LTD,72461,05/09/2024,10638929,800.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21152,UNACCOMPANIED ASYLUM SEEKING CHILDREN,26/12/2023,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,YMCA WEARSIDE LTD,72461,05/09/2024,10638931,800.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21152,UNACCOMPANIED ASYLUM SEEKING CHILDREN,26/12/2023,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,YMCA WEARSIDE LTD,72461,05/09/2024,10638933,800.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21152,UNACCOMPANIED ASYLUM SEEKING CHILDREN,26/03/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,COMMUNITY CAMPUS 87 LTD,26006,19/09/2024,10638976,1490.82,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21152,UNACCOMPANIED ASYLUM SEEKING CHILDREN,31/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,DVN EDUCATION LTD T/A DEERNESS VALLEY NURSERY,74338,03/09/2024,10638983,690.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",20185,SPECIAL GUARDIANSHIP,31/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,NEXT STAGE YOUTH DEVELOPMENT,77446,12/09/2024,10639001,5852.49,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21007,STAYING PUT / SUPPORT LODGINGS,31/07/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",IPL PLASTICS (UK) T/A IPL HULL,35696,03/09/2024,10639019,10029.60,182011,Environmental Services,Waste Management,Consumables,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50323,DOMESTIC/REFUSE COLL,19/06/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SIRIUS ACADEMY WEST,74049,12/09/2024,10639031,4700.95,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",4037,"Professional, Consultancy and Hired Services",20077,SCITT,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,COLEHOUSE COMMUNICATIONS,76795,12/09/2024,10639033,810.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",4037,"Professional, Consultancy and Hired Services",20077,SCITT,15/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,FELICITY HERDMAN,74477,18/09/2024,10639089,970.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,LEGAL SERVICES,4037,"Professional, Consultancy and Hired Services",30067,CHILDRENS IN-HOUSE CASES - EXTERNAL COSTS,22/03/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,COTTONGRASS HOMES LTD,79308,05/09/2024,10639105,3600.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21152,UNACCOMPANIED ASYLUM SEEKING CHILDREN,21/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",VIA CREATIVE CONSULTANTS LTD,63702,18/09/2024,10639124,720.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,4037,"Professional, Consultancy and Hired Services",30757,TEESWIDE SAFEGUARDING ADULTS TEAM,21/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,BUTTERWICK HOSPICE CARE,37170,18/09/2024,10639128,2175.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,21/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,FOREVER CARE- (NORTH EAST) SUPPORTED LIVING,69397,18/09/2024,10639129,14798.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21153,SUPPORTED ACCOMMODATION,21/08/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,GINNINTON ASSOCIATES LTD,78374,03/09/2024,10639169,10000.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",21161,CARE EXPERIENCED,01/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BOSS EVENT MANAGEMENT,72826,10/09/2024,10639193,864.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4037,"Professional, Consultancy and Hired Services",50462,CITY SCALE EVENTS / OTHER TOWN CENTRE EVENTS,01/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"FINANCE, DEVELOPMENT & REGEN",TRUSTMARQUE SOLUTIONS LTD,35823,03/09/2024,10639203,4419.86,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,STOCKTON ICT & XENTRALL,4021,ICT Costs,90064,PLATFORM (SERVERS),01/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ROSEDENE NURSERIES LTD,35443,03/09/2024,10639222,576.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30121,CIOC-SUPPORT,01/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,COMMUNITY CAMPUS 87 LTD,26006,19/09/2024,10639237,2040.00,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21152,UNACCOMPANIED ASYLUM SEEKING CHILDREN,01/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,COMMUNITY CAMPUS 87 LTD,26006,19/09/2024,10639238,4673.10,321000,Social Community Care Supplies & Services,Adult,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21152,UNACCOMPANIED ASYLUM SEEKING CHILDREN,01/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,THE NORTON NURSERY,40810,03/09/2024,10639245,912.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30121,CIOC-SUPPORT,07/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ORIGIN AMENITY SOLUTIONS LTD,35472,17/09/2024,10639256,678.00,240000,Horticultural,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4009,"Equipment, Furniture & Materials",50236,GROUNDS - GENERAL,02/08/2024,0,0,2024,202406,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SANCTUARY HOUSING ASSOCIATION,62350,10/09/2024,10639268,1536.63,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21007,STAYING PUT / SUPPORT LODGINGS,02/08/2024,0,0,2024,202406,SBC
