Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,TILE HILL INTERIM & EXECUTIVE LTD,77427,02/08/2024,10634222,3040,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,DIRECTOR OF CHILDREN'S SERVICES,4037,"Professional, Consultancy and Hired Services",21131,SENIOR LEADERSHIP TEAM,05/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,LEXTOX,66595,06/08/2024,10634289,2318.6,311600,Healthcare,Services,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,05/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,LA TAXIS,78251,06/08/2024,10634662,680,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",3001,Travel Costs - Staff,30080,PROFESSIONAL SERVICES,24/12/2023,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",RICHARDSON (REMOVAL & STORAGE CONTRACTORS) LTD,35455,14/08/2024,10634984,1000,191900,Facilities & Management Services,Removals,Not Classified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4009,"Equipment, Furniture & Materials",20193,THIS HOUSE SPARKS JOY NLHF GRANT,17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"FINANCE, DEVELOPMENT & REGEN",CANON (UK) LTD,33052,01/08/2024,10635038,8078.28,192000,Facilities & Management Services,Reprographics,Not Classified,no,REVENUE,STOCKTON ICT & XENTRALL,4021,ICT Costs,40349,LOCAL PRINTERS (MFDs),04/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CORE HIGHWAYS,71775,09/08/2024,10635143,547,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",5014,Private Contractors,50462,CITY SCALE EVENTS / OTHER TOWN CENTRE EVENTS,18/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",PREMIER ROADMARKINGS,63341,09/08/2024,10635174,1255.23,391400,"Works - Construction, Repair & Maintenance",Roads,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2021,Repairs and Maintenance,10033,HIGHWAY MAINTENANCE,19/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",C G ROBINSON LTD,35476,09/08/2024,10635244,1032,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,50257,CORE,12/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",C G ROBINSON LTD,35476,09/08/2024,10635244,688,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,50257,CORE,12/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ARK GROUP,78608,07/08/2024,10635268,1465.65,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",5014,Private Contractors,21153,SUPPORTED ACCOMMODATION,10/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,THPSYCHOLOGY,77649,06/08/2024,10635318,1100,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",4037,"Professional, Consultancy and Hired Services",20360,EDUCATIONAL PSYCHOLOGY,20/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,ROYAL MAIL GROUP PLC,38863,27/08/2024,10635406,5364.02,300000,Mail Services ,Not Classified,Not Classified,no,REVENUE,DEMOCRATIC SERVICES,4050,Mail Services,70005,PARLIAMENTARY ELECTIONS,18/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,ROYAL MAIL GROUP PLC,38863,27/08/2024,10635407,2584.26,300000,Mail Services ,Not Classified,Not Classified,no,REVENUE,DEMOCRATIC SERVICES,4050,Mail Services,70005,PARLIAMENTARY ELECTIONS,08/07/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ALPHABIOLABS,59626,06/08/2024,10635411,903,311600,Healthcare,Services,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,22/05/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ALPHABIOLABS,59626,06/08/2024,10635419,748,311600,Healthcare,Services,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,22/05/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,XENTRALL,CANON (UK) LTD,33052,02/08/2024,10635570,1925.72,192000,Facilities & Management Services,Reprographics,Not Classified,no,REVENUE,ICT AND DESIGN & PRINT,4021,ICT Costs,90042,D&P COPYING,05/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,XENTRALL,CANON (UK) LTD,33052,01/08/2024,10635572,1499.69,192000,Facilities & Management Services,Reprographics,Not Classified,no,REVENUE,ICT AND DESIGN & PRINT,4009,"Equipment, Furniture & Materials",90042,D&P COPYING,04/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,XENTRALL,CANON (UK) LTD,33052,01/08/2024,10635574,750,192000,Facilities & Management Services,Reprographics,Not Classified,no,REVENUE,ICT AND DESIGN & PRINT,4009,"Equipment, Furniture & Materials",90042,D&P COPYING,04/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,XENTRALL,CANON (UK) LTD,33052,01/08/2024,10635575,1672.52,192000,Facilities & Management Services,Reprographics,Not Classified,no,REVENUE,ICT AND DESIGN & PRINT,4021,ICT Costs,90042,D&P COPYING,04/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,ROYAL MAIL GROUP PLC,38863,27/08/2024,10635581,3040.3,300000,Mail Services ,Not Classified,Not Classified,no,REVENUE,DEMOCRATIC SERVICES,4037,"Professional, Consultancy and Hired Services",70005,PARLIAMENTARY ELECTIONS,05/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH CAPITAL,CINOS LIMITED,77512,07/08/2024,10635613,27187.99,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,INCLUSIVE GROWTH & DEVELOPMENT,C301,FURNITURE,C7041,DUNEDIN HOUSE REFURBISHMENT,21/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH CAPITAL,CINOS LIMITED,77512,07/08/2024,10635614,21773.98,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,INCLUSIVE GROWTH & DEVELOPMENT,C301,FURNITURE,C7041,DUNEDIN HOUSE REFURBISHMENT,07/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,BLOOM PROCUREMENT SERVICES LTD,63038,30/08/2024,10635677,6706.05,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,LEGAL SERVICES,4037,"Professional, Consultancy and Hired Services",70037,LEGAL SERVICES,12/07/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,BLOOM PROCUREMENT SERVICES LTD,63038,02/08/2024,10635678,11219.48,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,LEGAL SERVICES,4037,"Professional, Consultancy and Hired Services",70037,LEGAL SERVICES,03/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,MRS HELEN ROBINSON,51449,08/08/2024,10635704,625,280000,Legal Services,Not Classified,Not Classified,no,REVENUE,LEGAL SERVICES,4037,"Professional, Consultancy and Hired Services",30067,CHILDRENS IN-HOUSE CASES - EXTERNAL COSTS,26/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH CAPITAL,CINOS LIMITED,77512,02/08/2024,10635777,9846.01,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,INCLUSIVE GROWTH & DEVELOPMENT,C301,FURNITURE,C7041,DUNEDIN HOUSE REFURBISHMENT,26/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",STOCKTON ARTS CENTRE LTD,36782,22/08/2024,10635846,1380,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4009,"Equipment, Furniture & Materials",20593,SIRF,27/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",WHIPPET UP CIC,72004,02/08/2024,10635847,900,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4037,"Professional, Consultancy and Hired Services",20593,SIRF,27/06/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,REACH PSYCHOLOGY SERVICES LTD,76391,06/08/2024,10635859,1300,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",4037,"Professional, Consultancy and Hired Services",20360,EDUCATIONAL PSYCHOLOGY,27/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH CAPITAL,IDENTITY CONSULT LTD,66530,06/08/2024,10635937,2707.5,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,TOWN CENTRE INVESTMENT,C210,PROFESSIONAL & CONSULTANCY,C2178,PRESTON PARK (LUF),30/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH CAPITAL,CINOS LIMITED,77512,07/08/2024,10636001,11672.28,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,INCLUSIVE GROWTH & DEVELOPMENT,C301,FURNITURE,C7041,DUNEDIN HOUSE REFURBISHMENT,28/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",NHS NORTH OF ENGLAND  COMMISSIONING SUPPORT UNIT,78321,01/08/2024,10636019,6400.41,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,PUBLIC HEALTH,4037,"Professional, Consultancy and Hired Services",30859,ASST DIRECTOR OF PUBLIC HEALTH & TEAM,28/06/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PEGASUS PSYCHOLOGY LIMITED,64346,06/08/2024,10636087,1300,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",4037,"Professional, Consultancy and Hired Services",20360,EDUCATIONAL PSYCHOLOGY,30/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH CAPITAL,EM1 LTD,79026,14/08/2024,10636089,790,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,TOWN CENTRE INVESTMENT,C201,CONTRACTOR PAYMENTS,C2178,PRESTON PARK (LUF),30/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,LIGHTHOUSE EDUCATIONAL PSCHOLOGY LTD,75090,06/08/2024,10636119,1100,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",4037,"Professional, Consultancy and Hired Services",20360,EDUCATIONAL PSYCHOLOGY,30/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",PREMIER TRAFFIC MANAGEMENT LTD,35234,09/08/2024,10636176,1740,350000,Street & Traffic Management,Not Classified,Not Classified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",5014,Private Contractors,50462,CITY SCALE EVENTS / OTHER TOWN CENTRE EVENTS,30/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,BLOOM PROCUREMENT SERVICES LTD,63038,08/08/2024,10636206,6706.05,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,LEGAL SERVICES,4037,"Professional, Consultancy and Hired Services",70037,LEGAL SERVICES,24/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"FINANCE, DEVELOPMENT & REGEN",CANON (UK) LTD,33052,14/08/2024,10636209,4821.68,192000,Facilities & Management Services,Reprographics,Not Classified,no,REVENUE,STOCKTON ICT & XENTRALL,4021,ICT Costs,40349,LOCAL PRINTERS (MFDs),17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"FINANCE, DEVELOPMENT & REGEN",CANON (UK) LTD,33052,14/08/2024,10636210,6368.59,192000,Facilities & Management Services,Reprographics,Not Classified,no,REVENUE,STOCKTON ICT & XENTRALL,4021,ICT Costs,40349,LOCAL PRINTERS (MFDs),17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"FINANCE, DEVELOPMENT & REGEN",CANON (UK) LTD,33052,14/08/2024,10636211,5169.87,192000,Facilities & Management Services,Reprographics,Not Classified,no,REVENUE,STOCKTON ICT & XENTRALL,4021,ICT Costs,40349,LOCAL PRINTERS (MFDs),17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,Fiona Ranson,70284,13/08/2024,10636298,600,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",4037,"Professional, Consultancy and Hired Services",20222,EDUCATION,21/04/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES CAPITAL,HOWARTH LITCHFIELD PARTNERSHIP,65913,06/08/2024,10636303,1387,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,SCHOOL CAPITAL PROGRAMME,C201,CONTRACTOR PAYMENTS,C2663,LOOSE FURNITURE & EQUIPMENT - SEND PROVISION,30/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH CAPITAL,HOWARTH LITCHFIELD PARTNERSHIP,65913,13/08/2024,10636307,2280,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,TOWN CENTRE INVESTMENT,C210,PROFESSIONAL & CONSULTANCY,C6033,TOWNSCAPE HERITAGE,30/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EUROMUNICIPAL,63747,02/08/2024,10636308,1560,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3004,Vehicle Hire/Lease,50326,GREEN WASTE,30/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH CAPITAL,IDENTITY CONSULT LTD,66530,13/08/2024,10636313,911.72,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,TOWN CENTRE INVESTMENT,C210,PROFESSIONAL & CONSULTANCY,C2177,YARM PUBLIC REALM (LUF),30/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH CAPITAL,IDENTITY CONSULT LTD,66530,13/08/2024,10636319,1261.95,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,TOWN CENTRE INVESTMENT,C210,PROFESSIONAL & CONSULTANCY,C2177,YARM PUBLIC REALM (LUF),30/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,INTERACTIVE HEALTH & SAFETY COMPANY IHASCO,55843,06/08/2024,10636322,640,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,PROCUREMENT & GOVERNANCE,1701,"Recruitment, Retention & Training",40021,PROCUREMENT & GOVERNANCE TEAM,04/01/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ENVIRONMENT, CULTURE, LEISURE & EVENTS CAPITAL",ALLEN PLANT & TOOL HIRE,67754,20/08/2024,10636344,662,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,LIBRARIES,C210,PROFESSIONAL & CONSULTANCY,C5358,HONEY POT WOOD,31/05/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,REACH PUBLISHING SERVICES LTD,61873,06/08/2024,10636358,662.4,191000,Facilities & Management Services,Advertising,Not Classified,no,REVENUE,COMMUNICATIONS,4030,Advertising / Publicity,60064,PLANNING NOTICES,23/06/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ALPHABIOLABS,59626,06/08/2024,10636369,596,311600,Healthcare,Services,Not Classified,no,REVENUE,"SAFEGUARDING, EARLY HELP & CIOC",4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,04/08/2023,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TEMP RECRUITMENT LTD,35951,02/08/2024,10636387,16070.52,261400,Human Resources,Temporary & Agency Staff,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,1140,Pay - Agency Staff & External Salary Contributions,50236,GROUNDS - GENERAL,07/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH,COSTAR UK LTD,74296,08/08/2024,10636395,2341.02,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,INCLUSIVE GROWTH & DEVELOPMENT,4037,"Professional, Consultancy and Hired Services",11330,INCLUSIVE GROWTH & DEV MANAGER,01/07/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",NEW AUTO LTD T/A MOGO UK,38237,01/08/2024,10636413,542.9,381713,Vehicle Management,Signage & Livery,Not Classified,no,REVENUE,COMMUNITY SAFETY & REGULATED SERVICES,4009,"Equipment, Furniture & Materials",50037,TAXI LICENSING,01/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"FINANCE, DEVELOPMENT & REGEN",CANON (UK) LTD,33052,14/08/2024,10636422,579.03,192000,Facilities & Management Services,Reprographics,Not Classified,no,REVENUE,STOCKTON ICT & XENTRALL,4021,ICT Costs,40349,LOCAL PRINTERS (MFDs),17/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING CAPITAL",THYSSENKRUPP ENCASA,34786,07/08/2024,10636464,1910.9,321311,Social Community Care Supplies & Services ,Supplies,Equipment,no,CAPITAL,HOUSING,C610,PAYMENT OF CAPITAL GRANT,C5004,DISABLED FACILITY GRANTS,04/07/2024,0,0,2024,202405,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",MCCARTHY PUBLISHING LIMITED,35247,01/08/2024,10636467,654,191000,Facilities & Management Services,Advertising,Not Classified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4030,Advertising / Publicity,20593,SIRF,04/07/2024,0,0,2024,202404,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",METRO MOTELS LTD,63759,01/08/2024,10636470,1254.17,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,HOUSING & FAIRER STOCKTON,4037,"Professional, Consultancy and Hired Services",50542,BED & BREAKFAST,04/07/2024,0,0,2024,202404,SBC
