Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name 
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182372,10.34,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50142,BOWESFIELD LANE,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182372,10.77,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50142,BOWESFIELD LANE,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182372,3.90,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50142,BOWESFIELD LANE,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182372,6.42,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50142,BOWESFIELD LANE,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182372,2.29,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50142,BOWESFIELD LANE,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182372,14.92,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50142,BOWESFIELD LANE,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182372,25.52,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50142,BOWESFIELD LANE,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182373,66.00,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,59074,CATERING - NORTHFIELD SCHOOL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182373,8.85,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,59074,CATERING - NORTHFIELD SCHOOL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182373,51.00,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,59074,CATERING - NORTHFIELD SCHOOL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182373,63.78,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,59074,CATERING - NORTHFIELD SCHOOL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182373,18.30,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,59074,CATERING - NORTHFIELD SCHOOL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182373,48.60,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,59074,CATERING - NORTHFIELD SCHOOL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182373,7.70,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,59074,CATERING - NORTHFIELD SCHOOL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182373,156.60,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,59074,CATERING - NORTHFIELD SCHOOL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182373,156.60,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,59074,CATERING - NORTHFIELD SCHOOL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182373,156.60,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,59074,CATERING - NORTHFIELD SCHOOL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182373,8.08,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,59074,CATERING - NORTHFIELD SCHOOL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182373,11.76,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,59074,CATERING - NORTHFIELD SCHOOL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182373,80.64,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,59074,CATERING - NORTHFIELD SCHOOL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,15.54,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,11.02,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,84.12,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,4.39,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,6.66,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,16.02,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,12.12,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,8.08,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,3.88,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,29.44,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,11.49,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,6.89,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,14.98,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,12.96,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,12.76,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,2.56,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,11.89,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,14.13,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,15.99,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182374,21.24,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50173,CROOKSBARN PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,26.31,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,28.96,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,19.30,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,15.99,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,21.24,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,14.00,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,3.92,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,8.05,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,31.39,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,16.02,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,8.08,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,11.78,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,4.57,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,6.38,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,12.69,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,15.99,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,9.18,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,31.56,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,10.64,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,8.14,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182375,2.56,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50189,TILERY PRIMARY,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182376,7.08,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50156,HOLY TRINITY - ROSEHILL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182376,4.57,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50156,HOLY TRINITY - ROSEHILL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182376,22.70,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50156,HOLY TRINITY - ROSEHILL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182376,7.49,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50156,HOLY TRINITY - ROSEHILL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182376,4.98,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50156,HOLY TRINITY - ROSEHILL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182376,11.89,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50156,HOLY TRINITY - ROSEHILL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182376,30.27,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50156,HOLY TRINITY - ROSEHILL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182376,5.40,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50156,HOLY TRINITY - ROSEHILL,27/04/2024,0,0,2024,202403,SBC
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BESTWAY WHOLESALE LIMITED,50961,27/04/2024,42182376,4.58,111200,Catering,Food & Beverages,Not Classified,yes,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,50156,HOLY TRINITY - ROSEHILL,27/04/2024,0,0,2024,202403,SBC
