DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211371,614.80,Central/East MH Memory Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211372,614.80,Central/East MH Memory Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211373,614.80,Central/East MH Memory Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211380,628.80,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211381,652.00,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211383,614.80,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211384,652.00,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211385,652.00,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211386,652.00,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211387,652.00,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211388,652.00,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211389,652.00,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211390,652.00,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211391,652.00,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211392,652.00,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211393,652.00,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211394,652.00,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211395,862.35,Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211396,"1,006.08",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211397,"1,006.08",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211398,"1,006.08",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211399,"1,006.08",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211400,"1,006.08",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211401,"1,006.08",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211402,"1,006.08",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211404,646.77,Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211405,"1,043.20",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211406,"1,043.20",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211407,"1,043.20",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211408,"1,043.20",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211409,"1,043.20",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211410,"1,043.20",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211411,"1,043.20",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211412,"1,043.20",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211413,"1,043.20",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211414,"1,043.20",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211415,"1,043.20",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211416,"1,043.20",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211417,555.52,West/South MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211418,555.56,Central/East MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211423,694.40,West/South MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211432,555.56,Central/East MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211435,694.40,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211436,555.52,West/South MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211437,555.56,Central/East MH PD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211441,"1,180.48",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211442,555.56,Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211444,763.84,Central/East MH Memory Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211446,868.00,West/South MH Memory Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211447,"1,111.04",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,26/10/2023,00047896,211450,555.52,Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211451,"1,040.48",Central/East MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211453,972.41,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211454,972.41,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,BHANDAL CARE LIMITED,26/10/2023,00048136,211456,884.44,South OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,BHANDAL CARE LIMITED,26/10/2023,00048136,211458,773.75,East OP (over 65) Mental Health - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211460,"1,040.48",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211461,"1,040.48",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211463,"1,459.92",East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211464,"1,459.92",East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211470,689.76,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211471,639.33,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211475,780.36,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211476,780.36,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211478,"1,329.72",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211479,"1,329.72",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211481,"1,131.80",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211482,"1,450.12",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211486,"1,040.48",Central/East MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211488,539.84,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211489,539.84,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211490,"1,190.00",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211491,"1,190.00",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,BHANDAL CARE LIMITED,26/10/2023,00048136,211494,884.44,South OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211501,"1,459.92",East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211502,"1,459.92",East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211504,949.02,East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211505,503.44,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211506,520.24,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211507,596.60,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211508,780.36,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211510,780.36,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211511,780.36,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211513,"1,329.72",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211514,"1,329.72",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,WISE HOME CARE LIMITED,26/10/2023,00048069,211515,936.68,East OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,WISE HOME CARE LIMITED,26/10/2023,00048069,211516,"1,482.92",East OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,WISE HOME CARE LIMITED,26/10/2023,00048069,211517,"1,842.92",Central OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WISE HOME CARE LIMITED,26/10/2023,00048069,211518,902.96,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,WISE HOME CARE LIMITED,26/10/2023,00048069,211519,546.24,Central/East MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,WISE HOME CARE LIMITED,26/10/2023,00048069,211520,546.24,Central/East MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WISE HOME CARE LIMITED,26/10/2023,00048069,211523,"1,594.08",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WISE HOME CARE LIMITED,26/10/2023,00048069,211524,"1,594.08",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,26/10/2023,00048136,211525,"1,450.12",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,KE 247 STAFFING SOLUTIONS LTD,26/10/2023,00048115,211527,"2,683.80",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,KE 247 STAFFING SOLUTIONS LTD,26/10/2023,00048115,211528,"7,056.00",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211530,706.56,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211531,"1,144.59",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211532,"1,176.08",West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211533,"1,244.76",West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211538,741.00,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211539,"1,337.80",West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211540,"1,287.24",East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211541,"1,287.24",East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211542,629.84,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211543,"1,002.48",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211545,930.52,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211546,889.08,East OP (under 65) Mental Health - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211547,889.08,East OP (under 65) Mental Health - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211550,"1,203.64",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211552,939.68,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211553,539.84,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211554,520.24,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211555,615.07,West/South MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211556,520.24,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211559,627.82,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211562,503.44,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211564,"1,030.04",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211565,"1,030.04",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211566,838.72,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211567,819.08,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211574,569.84,East OP (over 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211575,760.45,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211579,"1,190.00",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211580,"1,023.68",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211581,"1,002.48",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211582,"1,002.48",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211584,520.24,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211585,992.11,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211586,"1,287.24",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211587,"1,287.24",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211590,"1,203.64",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211591,"3,528.11",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211592,"2,568.30",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211596,"1,040.48",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211597,"1,040.48",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211598,805.03,West OP (under 65) Mental Health - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211601,640.08,South Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211603,"1,040.48",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211605,"1,306.00",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211607,650.16,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,26/10/2023,00048081,211610,942.48,East OP (over 65) Physical - DP/Mgd,,SME
