DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
Corporate Resources,Digital Services & Customer Management,Digital Services & Customer Management,Customer Management,PAYPOINT PAYMENT SERVICES LTD,01/06/2023,11118,57923,"3,913.80",Local Assistance,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,DRAGON ASPHALT LTD,01/06/2023,11113,57934,"1,244.70",Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,01/06/2023,10968,57954,892.19,Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,01/06/2023,10968,57974,"2,021.61",Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,01/06/2023,10968,57986,"2,532.06",Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,"Trading Standards, Food and Safety, Bere",Bereavement Services,REDACTED,01/06/2023,11165,58351,614.17,Crematorium,,Public/Government Agency
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,H W MARTIN PLANT LTD,01/06/2023,11122,58360,"1,608.99",Vehicle Maintenance,,Company
Communities & Place,Planning & Transportation,Highways Assest and Engineering,Engineering,MATCHTECH GROUP PLC,01/06/2023,10935,58369,"1,164.46",Engineering Section,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,CTE UK LTD,01/06/2023,10978,58371,828.15,Vehicle Maintenance,,SME
Communities & Place,City Development & Growth,Economic Development,DEGF,KATAPULT LTD,01/06/2023,10931,58383,"1,954.00",Ascend Revenue,,SME
Communities & Place,Planning & Transportation,Highways Assest and Engineering,Engineering,MATCHTECH GROUP PLC,01/06/2023,10935,58384,635.16,Engineering Section,,SME
People Services - Children & Young People,Non-Schools,Directorate Budgets,Management Team,THE ADCS LTD,01/06/2023,10971,58386,893,Central Budget,,Company
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,01/06/2023,10968,58394,"2,534.36",Highways Maintenance Works,,SME
Corporate Resources,"Legal, Procurement and Democratic Servic","Legal, Procurement and Democratic Servic",Democracy - Electoral Services/ Land Cha,CDW LTD,01/06/2023,11008,58395,"13,108.00",Registration Of Electors,,Company
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,01/06/2023,10968,58405,841.41,Highways Maintenance Works,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,01/06/2023,10917,58407,600,Housing Options (Private),,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,01/06/2023,10917,58412,560,Housing Options (Private),,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,01/06/2023,10917,58414,700,Housing Options (Private),,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,01/06/2023,10917,58418,700,Housing Options (Private),,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,01/06/2023,10917,58428,800,Housing Options (Private),,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,01/06/2023,10917,58433,"1,000.00",Housing Options (Private),,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,01/06/2023,10927,58443,"3,529.00",Rechargeable Work,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,01/06/2023,10927,58444,"3,529.00",Rechargeable Work,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,KONE PLC,01/06/2023,10941,58445,625.73,Repair & Maintenance Works,,Company
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,ADT FIRE & SECURITY PLC.,01/06/2023,10923,58450,607.53,Repair & Maintenance Works,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,ADT FIRE & SECURITY PLC.,01/06/2023,10923,58458,"4,110.00",Council House - Detailed Survey,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,ADT FIRE & SECURITY PLC.,01/06/2023,10923,58459,"3,086.00",Council House - Detailed Survey,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,EXPRESSION MEDIA LTD,01/06/2023,10944,58460,"1,728.00",Repair & Maintenance Works,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,01/06/2023,10955,58465,522.5,Repair & Maintenance Works,,Company
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,01/06/2023,10955,58469,"1,212.58",Repair & Maintenance Works,,Company
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,SAFE ZONE SECURITY SERVICES,01/06/2023,11086,58470,960,Repair & Maintenance Works,,Sole Trader
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,HICKTON QUALITY CONTROL LTD,01/06/2023,11130,58471,940.5,Market Hall Replacement - Phase 2,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,HICKTON QUALITY CONTROL LTD,01/06/2023,11130,58472,"1,188.00",Market Hall Replacement - Phase 2,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,BEM SERVICES,01/06/2023,11084,58474,"1,170.00",Springwood Leisure Centre - Heating System Improvements,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,01/06/2023,10955,58479,"1,350.84",Building Services,,Company
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,HIGHFIELD JOINERY AND BUILD SERVS LTD,01/06/2023,10938,58481,950,Repair & Maintenance Works,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,B & K PROPERTY SERVICES LTD,01/06/2023,10940,58482,697,Repair & Maintenance Works,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,SJS 4 LIMITED,01/06/2023,11076,58487,"149,146.97",New Becketwell Performance Venue,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,EXPRESSION MEDIA LTD,01/06/2023,10944,58488,724,Repair & Maintenance Works,,SME
Communities & Place,"Leisure, Culture and Tourism",Parks & Healthy Living,Parks & Outdoor Recreation,ATLOW CONTRACTING LIMITED.,01/06/2023,11022,58496,999.1,Markeaton Park & Mundy Play Centre,,SME
Children and Young People,Children and Young People,Children and Young People,Children and Young People,ATLOW CONTRACTING LIMITED.,01/06/2023,11022,58497,"1,115.00",Oakwood Park Improvements,,SME
Children and Young People,Children and Young People,Children and Young People,Children and Young People,ATLOW CONTRACTING LIMITED.,01/06/2023,11022,58499,"1,388.25",Oakwood Park Improvements,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,01/06/2023,10917,58517,700,Housing Options (Private),,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,01/06/2023,10917,58523,560,Housing Options (Private),,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,01/06/2023,10917,58527,560,Housing Options (Private),,SME
