DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,RIDGEWAY NURSING HOME,22/08/2023,31058,143760,"1,783.60",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,RIDGEWAY NURSING HOME,22/08/2023,31058,143761,"3,920.00",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,RIVERSIDE CARE HOME,22/08/2023,31739,143762,"2,271.04",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,RIVERSIDE CARE HOME,22/08/2023,31739,143763,"2,271.04",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,RIVERSIDE CARE HOME,22/08/2023,31739,143764,"1,928.96",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,RIVERSIDE CARE HOME,22/08/2023,31739,143765,"1,648.96",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,RUTLAND MANOR NURSING HOME,22/08/2023,31024,143766,"1,405.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,RUTLAND MANOR NURSING HOME,22/08/2023,31024,143768,"2,314.56",East OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,RUTLAND MANOR NURSING HOME,22/08/2023,31024,143770,"2,700.32",East OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,RUTLAND MANOR NURSING HOME,22/08/2023,31024,143772,"2,700.32",East OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,RUTLAND MANOR NURSING HOME,22/08/2023,31024,143774,"2,700.32",East OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,RUTLAND MANOR NURSING HOME,22/08/2023,31024,143779,"2,337.84",East OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,RUTLAND MANOR NURSING HOME,22/08/2023,31024,143781,"2,727.48",East OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,RUTLAND MANOR NURSING HOME,22/08/2023,31024,143783,"2,727.48",East OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,RUTLAND MANOR NURSING HOME,22/08/2023,31024,143785,"2,727.48",East OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,RUTLAND MANOR NURSING HOME,22/08/2023,31024,143787,"2,727.48",East OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,RUTLAND MANOR NURSING HOME,22/08/2023,31024,143789,"2,727.48",East OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,ACACIA LODGE,22/08/2023,31458,143791,"1,547.72",Central Adults (under 65) LD - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ROSMEAD HEALTHCARE LTD,22/08/2023,31855,143792,"2,104.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ROSMEAD HEALTHCARE LTD,22/08/2023,31855,143793,"1,200.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ROSMEAD HEALTHCARE LTD,22/08/2023,31855,143794,"1,243.20",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HC ONE OVAL LTD,22/08/2023,31234,143795,"2,173.32",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,BROOMHOUSE,22/08/2023,31142,143796,"4,200.00",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,BROOMHOUSE,22/08/2023,31142,143797,"4,763.24",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,BROOMHOUSE,22/08/2023,31142,143798,"2,400.00",East OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,BROOMHOUSE,22/08/2023,31142,143799,"2,697.72",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,BROOMHOUSE,22/08/2023,31142,143800,"4,200.00",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,BROOMHOUSE,22/08/2023,31142,143801,"3,000.00",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,BROOMHOUSE,22/08/2023,31142,143802,"3,548.00",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,BROOMHOUSE,22/08/2023,31142,143803,"1,097.39",Ordinary Lives LD (over 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,BROOMHOUSE,22/08/2023,31142,143804,"5,121.16",Ordinary Lives LD (over 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,BROOMHOUSE,22/08/2023,31142,143805,"5,121.16",Ordinary Lives LD (over 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,BROOMHOUSE,22/08/2023,31142,143806,"5,121.16",Ordinary Lives LD (over 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,MGB CARE SERVICES,22/08/2023,31077,143807,"6,778.76",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,MGB CARE SERVICES,22/08/2023,31077,143808,"1,796.88",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,MGB CARE SERVICES,22/08/2023,31077,143811,"3,085.72",Ordinary Lives LD (over 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,MGB CARE SERVICES,22/08/2023,31077,143812,"6,171.44",Ordinary Lives LD (over 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,MGB CARE SERVICES,22/08/2023,31077,143813,"6,171.44",Ordinary Lives LD (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,DALE TOPCO LTD,22/08/2023,31516,143814,"2,570.40",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,DALE TOPCO LTD,22/08/2023,31516,143815,"1,713.60",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,DALE TOPCO LTD,22/08/2023,31516,143816,"1,713.60",West/South MH Memory Support (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,DALE TOPCO LTD,22/08/2023,31516,143817,"2,570.40",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,DALE TOPCO LTD,22/08/2023,31516,143818,"2,416.16",West/South MH PD Support (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,DALE TOPCO LTD,22/08/2023,31516,143819,"2,570.40",Central OP (over 65) Sensory - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,DALE TOPCO LTD,22/08/2023,31516,143820,"2,570.40",South OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CANAL VUE,22/08/2023,31786,143821,"2,452.80",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CANAL VUE,22/08/2023,31786,143822,"1,147.20",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CASTLE DONINGTON NH,22/08/2023,31071,143823,"1,500.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,CASTLE DONINGTON NH,22/08/2023,31071,143824,"3,600.00",South OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CAXTON LODGE,22/08/2023,31164,143825,"5,564.52",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CEDAR COURT NURSING HOME YOUR HEALTH LTD,22/08/2023,31057,143826,"2,423.68",Ordinary Lives MH Support (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,LIME TREE CARE LTD,22/08/2023,31844,143827,"6,200.00",Central OP (over 65) Sensory - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CYGNET LEARNING DISABILITIES MIDLANDS LIMITED,22/08/2023,31619,143828,"7,522.60",Central Adults (under 65) LD - R/N,,Company
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,ELIZABETH FITZROY HOMES,22/08/2023,30989,143830,"6,741.56",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DEVONSHIRE COURT,22/08/2023,31182,143831,"1,842.08",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,SENSE,22/08/2023,31147,143832,"9,320.20",East OP (under 65) Sensory - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE CARE LTD,22/08/2023,31282,143833,"9,456.40",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE 2 LTD,22/08/2023,31263,143834,"7,887.80",Ordinary Lives LD (under 65) - R/N,,Company
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DERBY ROAD CARE HOME,22/08/2023,31127,143835,"10,208.40",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,WINSLOW COURT LTD,22/08/2023,31929,143836,"14,347.12",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,WINSLOW COURT LTD,22/08/2023,31929,143837,"13,844.96",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MINSTER CARE GROUP,22/08/2023,31758,143838,"2,096.08",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ARBORY RESIDENTIAL HOME,22/08/2023,31822,143840,"8,960.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,ASH VILLA CARE HOME,22/08/2023,31155,143841,"5,922.60",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,ASH VILLA CARE HOME,22/08/2023,31155,143842,"5,660.68",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,ASH VILLA CARE HOME,22/08/2023,31155,143843,"1,221.84",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,ASHFIELD SPECIALIST CARE LIMITED,22/08/2023,31656,143844,"3,963.24",Central OP (under 65) Sensory - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,ASHFIELD SPECIALIST CARE LIMITED,22/08/2023,31656,143845,"2,800.00",East OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ASHFIELDS,22/08/2023,31025,143846,881.52,West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ASHFIELDS,22/08/2023,31025,143847,"2,999.64",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASHFIELDS,22/08/2023,31025,143848,"1,564.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASHFIELDS,22/08/2023,31025,143849,"1,904.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASHFIELDS,22/08/2023,31025,143850,"1,904.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASHFIELDS,22/08/2023,31025,143851,"1,904.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASHFIELDS,22/08/2023,31025,143852,"1,904.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ASHFIELDS,22/08/2023,31025,143853,"1,904.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,SUNBREEZE HEALTHCARE LTD,22/08/2023,31594,143855,"2,169.32",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,JAMES HUDSON BUILDERS LTD,22/08/2023,689,143858,"3,070.57",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,JAMES HUDSON BUILDERS LTD,22/08/2023,689,143859,"2,283.00",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,BEARWARDCOTE HALL,22/08/2023,31144,143860,631.48,West OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,BEARWARDCOTE HALL,22/08/2023,31144,143861,"1,983.60",West OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,RAVENSWOOD RESIDENTIAL CARE NORSACA,22/08/2023,31055,143862,"4,430.64",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,ELMCARE LTD,22/08/2023,31089,143863,"4,036.44",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,ELMCARE LTD,22/08/2023,31089,143864,"4,933.40",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,ELMCARE LTD,22/08/2023,31089,143865,"4,036.44",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,ELMCARE LTD,22/08/2023,31089,143866,"4,036.44",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,ELMCARE LTD,22/08/2023,31089,143867,"4,036.44",South OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BELPER VIEWS RESIDENTIAL HOME,22/08/2023,31030,143869,"1,226.40",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,FULLWOOD HOUSE ACH LTD,22/08/2023,31365,143870,"3,206.52",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,FULLWOOD HOUSE ACH LTD,22/08/2023,31365,143871,"1,500.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,FULLWOOD HOUSE ACH LTD,22/08/2023,31365,143872,"2,400.44",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,GILBY HOUSE NURSING HOME,22/08/2023,31457,143873,992.6,Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,S2 CARE LTD GOKUL VRANDAVAN RESIDENTIAL HOME,22/08/2023,32130,143874,"2,507.12",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,VALORUM CARE LTD,22/08/2023,31685,143876,"5,008.00",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VALORUM CARE LTD,22/08/2023,31685,143877,"4,589.20",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VALORUM CARE LTD,22/08/2023,31685,143878,"4,589.20",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VALORUM CARE LTD,22/08/2023,31685,143879,"6,940.08",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,MGB CARE SERVICES,22/08/2023,31077,143880,"10,910.12",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,MGB CARE SERVICES,22/08/2023,31077,143881,"7,618.56",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,MGB CARE SERVICES,22/08/2023,31077,143882,"8,635.96",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,MGB CARE SERVICES,22/08/2023,31077,143883,"3,617.72",Central OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,MGB CARE SERVICES,22/08/2023,31077,143884,"6,416.88",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,MONARCH CONSULTANTS LIMITED,22/08/2023,31661,143885,"1,221.68",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CRAEGMOOR HEALTHCARE,22/08/2023,31111,143886,"1,604.60",West OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,HAREWOOD PARK NURSING HOME,22/08/2023,31015,143887,"2,149.99",Central OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,HAREWOOD PARK NURSING HOME,22/08/2023,31015,143888,"3,541.16",Central OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,HAREWOOD PARK NURSING HOME,22/08/2023,31015,143889,"3,541.16",Central OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,HAREWOOD PARK NURSING HOME,22/08/2023,31015,143890,"3,541.16",Central OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WOODLANDS NURSING HOME,22/08/2023,31931,143892,"2,636.48",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WOODLANDS NURSING HOME,22/08/2023,31931,143894,"1,789.04",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WOODLANDS NURSING HOME,22/08/2023,31931,143895,883.44,Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WOODLANDS NURSING HOME,22/08/2023,31931,143897,"2,748.48",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WOODLANDS NURSING HOME,22/08/2023,31931,143899,"2,748.48",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WOODLANDS NURSING HOME,22/08/2023,31931,143901,"2,748.48",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WOODLANDS NURSING HOME,22/08/2023,31931,143903,"2,748.48",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WOODLANDS NURSING HOME,22/08/2023,31931,143905,"2,748.48",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WOODLANDS NURSING HOME,22/08/2023,31931,143907,"2,748.48",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WOODLANDS NURSING HOME,22/08/2023,31931,143911,"2,463.99",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WOODLANDS NURSING HOME,22/08/2023,31931,143913,"2,999.64",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WOODLANDS NURSING HOME,22/08/2023,31931,143915,"2,999.64",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WOODLANDS NURSING HOME,22/08/2023,31931,143917,"2,999.64",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WOODLANDS NURSING HOME,22/08/2023,31931,143919,"2,999.64",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,WOODLANDS NURSING HOME,22/08/2023,31931,143920,"2,999.64",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,VOYAGE CARE LTD,22/08/2023,31282,143922,"6,058.56",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,YARNINGDALE HEALTHCARE,22/08/2023,31319,143924,"1,634.72",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,YARNINGDALE HEALTHCARE,22/08/2023,31319,143926,"4,102.42",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,YARNINGDALE HEALTHCARE,22/08/2023,31319,143928,"1,498.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,YARNINGDALE HEALTHCARE,22/08/2023,31319,143932,"3,269.44",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,YARNINGDALE HEALTHCARE,22/08/2023,31319,143933,"8,204.84",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,YARNINGDALE HEALTHCARE,22/08/2023,31319,143934,"2,996.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,YARNINGDALE HEALTHCARE,22/08/2023,31319,143938,"3,269.44",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,YARNINGDALE HEALTHCARE,22/08/2023,31319,143939,"8,204.84",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,YARNINGDALE HEALTHCARE,22/08/2023,31319,143940,"2,996.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,YARNINGDALE HEALTHCARE,22/08/2023,31319,143944,"3,269.44",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,YARNINGDALE HEALTHCARE,22/08/2023,31319,143945,"8,204.84",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,YARNINGDALE HEALTHCARE,22/08/2023,31319,143946,"2,996.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,YARNINGDALE HEALTHCARE,22/08/2023,31319,143950,"3,269.44",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,YARNINGDALE HEALTHCARE,22/08/2023,31319,143951,"8,204.84",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,YARNINGDALE HEALTHCARE,22/08/2023,31319,143952,"2,996.00",Central/East MH Support OP (over 65) - R/N,,SME
