DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,12/12/2023,60427,259215,"2,212.50",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,259220,"1,609.30",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,259223,"2,458.60",Home To School Transport - SEN,,SME
Communities & Place,City Sustainability,Highways Assest and Engineering,Engineering,WATERMAN ASPEN LTD,12/12/2023,60256,259229,"14,400.00",Engineering Section,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,259230,"2,403.50",Home To School Transport - SEN,,SME
Communities & Place,City Sustainability,Highways Assest and Engineering,Engineering,WATERMAN ASPEN LTD,12/12/2023,60256,259231,"4,320.00",Engineering Section,,SME
Communities & Place,City Sustainability,Highways Assest and Engineering,Engineering,MATCHTECH GROUP PLC,12/12/2023,60407,259234,"1,746.03",Engineering Section,,SME
Communities & Place,City Sustainability,Highways Assest and Engineering,Engineering,MATCHTECH GROUP PLC,12/12/2023,60407,259242,"1,821.88",Projects Water & Flood Risk Management,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,259244,"1,890.00",Home To School Transport - SEN,,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,MOTUS COMMERCIALS MOTUS GROUP UK LTD,12/12/2023,61083,259254,"2,137.99",Vehicle Maintenance,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,259258,"1,478.20",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,259261,"1,985.50",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,259263,"1,305.70",Home To School Transport - SEN,,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,ECON ENGINEERING LTD,12/12/2023,60390,259266,"3,775.37",Vehicle Maintenance,,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",JOHN E WRIGHT & CO LTD,12/12/2023,60275,259269,"2,627.00",Derby Live - Presented,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,259273,"1,400.30",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,A2B CARS,12/12/2023,60655,259276,"1,896.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,259279,"1,571.30",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,A2B CARS,12/12/2023,60655,259283,"2,189.60",Home To School Transport - SEN,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALVASTON ACHIEVERS DAY NURSERY LIMITED,12/12/2023,60880,259285,"2,576.76",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ASHWOOD SPENCER ACADEMY (INTERFACE),12/12/2023,60993,259286,"2,444.40",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST ASTERDALE PRIMARY SCHOOL,12/12/2023,61013,259287,775.5,Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,BRAMBLEBROOK PRE SCHOOL PLAYGROUP,12/12/2023,60415,259289,601.58,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD ASH CROFT PRIMARY ACADEMY,12/12/2023,60932,259290,"2,285.92",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,BREADSALL HILLTOP PRIMARY SCHOOL,12/12/2023,60876,259291,753,Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,12/12/2023,61255,259292,"1,302.36",Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST BROOKFIELD PRIMARY SCHOOL,12/12/2023,61046,259293,"2,016.30",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,BUSY BEES DAY NURSERY AT DERBY OAKWOOD PART OF BUSY BEES DAY NURSERIES TRADING L,12/12/2023,61372,259294,"1,069.76",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,BUSY BEES PLAYGROUP,12/12/2023,60449,259295,"1,686.72",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,CARLTON PRIVATE DAY NURSERY,12/12/2023,60248,259296,858.92,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,CHADDESDEN PARK PRIMARY SCHOOL,12/12/2023,60935,259297,843,Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY MONTESSORI SCHOOL,12/12/2023,60397,259299,"5,033.76",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ONE ACADEMY TRUST DERWENT PRIMARY SCHOOL,12/12/2023,61194,259300,"2,683.20",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD CARLYLE INFANT AND NURSERY SCHOOL,12/12/2023,60930,259301,813,Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY HIGH SCHOOL,12/12/2023,60246,259302,"1,409.40",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST FIRS PRIMARY SCHOOL,12/12/2023,60922,259303,"1,259.86",Nursery Education Grant,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,259305,"1,567.50",Home To School Transport - SEN,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST CASTLEWARD SPENCER ACADEMY,12/12/2023,60972,259306,"1,174.50",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD HACKWOOD PRIMARY ACADEMY,12/12/2023,60933,259307,"1,013.70",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,12/12/2023,61322,259310,783,Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,KING GEORGE V PRE SCHOOL,12/12/2023,61156,259311,606.96,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,FIELD LANE PLAYGROUP,12/12/2023,60263,259314,"1,717.84",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD.,12/12/2023,60927,259316,527.1,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LITTLE SCHOLARS NURSERY,12/12/2023,61271,259317,"3,141.92",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LITTLE ANGELS PLAYSCHOOL,12/12/2023,60644,259318,"2,811.32",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LITTLE OWLS NURSERY (DERBY) LIMITED,12/12/2023,61548,259319,"2,576.76",Nursery Education Grant,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LA PETITE ACADEMY,12/12/2023,60269,259322,758.7,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LITTLE ANGELS DAY NURSERY,12/12/2023,60860,259324,"2,094.64",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,PLAYCORNER PRIVATE DAY NURSERY,12/12/2023,61251,259325,782.4,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. REIGATE PARK PRIMARY ACADEMY,12/12/2023,60928,259326,"1,764.90",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SINFIN COMMUNITY CHILDCARE,12/12/2023,60408,259329,858.92,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST ANDREWS PRE SCHOOL,12/12/2023,60262,259330,"2,621.44",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST OAK GRANGE NURSERY AND PRIMARY SCHOOL,12/12/2023,61069,259331,"4,500.43",Nursery Education Grant,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE ORCHARD PRIVATE DAY NURSERY,12/12/2023,60394,259332,"1,717.84",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,12/12/2023,60505,259334,"1,207.50",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,RYDALE CHILDRENS NURSERY LTD,12/12/2023,61035,259335,"3,082.56",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE ORCHARD GARDEN PRIVATE DAY NURSERY,12/12/2023,60393,259337,"1,032.60",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TINY TOTS PRIVATE DAY NURSERY,12/12/2023,61024,259339,858.92,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. VILLAGE PRIMARY ACADEMY,12/12/2023,60929,259340,"2,029.20",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,WALTER EVANS CE PRIMARY,12/12/2023,60789,259341,620.4,Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,COTTAGE PRIVATE  DAY NURSERY,12/12/2023,60285,259343,"1,633.54",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE WHITE HOUSE KIDS CLUB,12/12/2023,60425,259344,858.92,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,WYNDHAM PRIMARY ACADEMY,12/12/2023,60597,259347,"1,558.50",Nursery Education Grant,,Public/Government Agency
Communities & Place,Communities,Strategic Housing,Housing and Advice,HOUSING AUDIT SERVICES LIMITED,12/12/2023,61066,259352,"8,331.35",DASH Project,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,12/12/2023,60387,259376,709.31,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,12/12/2023,60341,259407,725.69,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,12/12/2023,60291,259437,806.04,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,12/12/2023,60291,259438,821.43,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,12/12/2023,60291,259441,806.04,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,12/12/2023,60291,259442,821.43,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,12/12/2023,60479,259445,"1,176.69",Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,12/12/2023,60479,259446,985.71,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,12/12/2023,61102,259487,836.54,Adoption,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,12/12/2023,60577,259521,866.27,Adoption,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,12/12/2023,61584,259699,540.85,Fostering Allowances,,Individual (Non Business)
