DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Home First,Social Care Activities,Home First - Social Care Activities,STANNAH LIFT SERVICES LTD,21/09/2023,38821,173482,"1,388.60",Occupational Therapy Team,,Company
Communities & Place,"Leisure, Culture and Tourism","Culture, Business Development & Tourism",Libraries,OVERDRIVE GLOBAL LIMITED,21/09/2023,39031,173488,"3,589.00",City Book Fund,,SME
Corporate Resources,"Legal, Procurement and Democratic Servic","Legal, Procurement and Democratic Servic",Procurement and Contracting,EQUIFAX LTD,21/09/2023,38978,173499,"5,005.00",Financial Services Procurement,,Company
People Services - Adults and Health,Mental Health,Social Care Activities,Mental Health - Social Care Activities,THE UNIVERSITY OF BIRMINGHAM,21/09/2023,38824,173506,"1,013.70",Adult Workforce Learning and Development,,Public/Government Agency
People Services - Adults and Health,Mental Health,Social Care Activities,Mental Health - Social Care Activities,THE UNIVERSITY OF BIRMINGHAM,21/09/2023,38824,173513,"1,013.70",Adult Workforce Learning and Development,,Public/Government Agency
People Services - Adults and Health,Mental Health,Social Care Activities,Mental Health - Social Care Activities,THE UNIVERSITY OF BIRMINGHAM,21/09/2023,38824,173516,"1,013.70",Adult Workforce Learning and Development,,Public/Government Agency
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,JC BALLS AND SONS,21/09/2023,38910,173522,570,Highways Maintenance Reactionary Works,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,TERBERG MATEC UK,21/09/2023,38970,173661,"2,034.04",Vehicle Maintenance,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,TEACHING PERSONNEL LTD.,21/09/2023,38806,173664,"1,311.10",Out of Authority Education Placements,,SME
Communities & Place,"Leisure, Culture and Tourism",Parks & Healthy Living,Parks & Outdoor Recreation,ASPLI SAFETY LTD,21/09/2023,38901,173665,983.1,Outdoor Amenities,,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,CARTER JONAS LLP,21/09/2023,39030,173667,"6,916.00",Castleward Enhancement of Public Square,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TEACHING PERSONNEL LTD.,21/09/2023,38806,173670,"1,085.04",Pupil Premium Grant,,SME
Corporate Resources,Human Resources and Organisational Devel,Human Resources and Organisational Devel,Human Resources,WEIGHTMANS LLP,21/09/2023,38906,173673,681.5,Job Evaluation Reserve Project,,SME
Corporate Resources,Human Resources and Organisational Devel,Human Resources and Organisational Devel,Human Resources,WEIGHTMANS LLP,21/09/2023,38906,173674,"11,614.50",Job Evaluation Reserve Project,,SME
Communities & Place,City Development & Growth,Economic Development,DEGF,SCENARIIO LTD,21/09/2023,39073,173675,502.67,Ascend Revenue,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EQUAL EDUCATION LIMITED,21/09/2023,38972,173676,"3,250.00",Pupil Premium Grant,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,CAR ACCIDENT REPAIR SERVICE LTD,21/09/2023,38881,173683,"1,926.76",Fleet Hire,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,HALSALL LLOYD LLP,21/09/2023,39048,173687,"2,798.74",Pre-Development Costs: Ivy House School - Bateman St.,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,SUNBELT RENTALS LIMITED,21/09/2023,39019,173689,553.15,Highways Maintenance Works,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,CURTINS CONSULTING LIMITED,21/09/2023,39055,173694,"2,750.00",The Knoll NB,,SME
Corporate Resources,Property,Facilities Management,Cleaning & Caretaking,BUNZL CLEANING AND HYGIENE SUPPLIES,21/09/2023,38803,173695,546.2,Cleaning Operating Account,,SME
Communities & Place,"Leisure, Culture and Tourism",Parks & Healthy Living,Parks & Outdoor Recreation,BUNZL CLEANING AND HYGIENE SUPPLIES,21/09/2023,38803,173703,908.39,Outdoor Amenities,,SME
People Services - Children & Young People,Non-Schools,Learning & Inclusion,Adult Learning - SFA,CITY AND GUILDS,21/09/2023,38810,173710,772.2,ESOL Curriculum,,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,TETRA TECH LIMITED,21/09/2023,39066,173713,"16,100.83",Bus Service Improvement Grant 2022/23 allocation,,Company
People Services - Children & Young People,Non-Schools,Learning & Inclusion,Adult Learning - SFA,**NCFE.,21/09/2023,38861,173717,"1,070.00",LLDD & Skills Curriculum,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,21/09/2023,39074,173720,958.14,Legal Fees,,Sole Trader
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,NOTTINGHAM CITY COUNCIL,21/09/2023,38812,173723,"29,058.00",Out of Authority Education Placements,,Public/Government Agency
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,NOTTINGHAM CITY COUNCIL,21/09/2023,38812,173724,"36,294.71",Out of Authority Education Placements,,Public/Government Agency
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,NOTTINGHAM CITY COUNCIL,21/09/2023,38812,173726,"18,680.49",Out of Authority Education Placements,,Public/Government Agency
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,RUSHCLIFFE SPECIALIST SCHOOLS MICKLEOVER LTD,21/09/2023,39034,173730,"34,634.94",Out of Authority Education Placements,,Public/Government Agency
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,PHILLIP DOUGHTY CONSULTANCY,21/09/2023,38862,173734,"1,220.00",DASH Project,,Sole Trader
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Early Help Services Locality 1/5,ALLSIGNS INTERNATIONAL LTD. ALLSIGNS,21/09/2023,38927,173743,"3,857.22",Family Hubs,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,173744,"1,792.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,173746,"3,265.00",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOMA PSYCHOLOGY LTD,21/09/2023,39045,173749,700.00,High Needs Contingency,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,173752,"1,485.00",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,173755,"1,792.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,21/09/2023,39042,173756,942.4,Home To School Transport - SEN,,Individual (Non Business)
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,DENNIS EAGLE LTD,21/09/2023,38813,173757,988.53,Vehicle Maintenance,,Company
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,DENNIS EAGLE LTD,21/09/2023,38813,173763,"1,129.30",Vehicle Maintenance,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,173765,"1,942.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,173771,"1,612.50",Home To School Transport - SEN,,Sole Trader
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,21/09/2023,38887,173774,975.1,Highways Maintenance Works,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,173775,"1,417.50",Home To School Transport - SEN,,Sole Trader
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,JS AND MB BUILDING CONTRACTORS LTD,21/09/2023,39022,173779,"7,102.97",REFCUS - Disabled Facilities Grant 96 Act,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,A M PROPERTY SERVICES LTD,21/09/2023,38815,173780,708,REFCUS - Healthy Housing Assistance,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,WHITEHOUSE CONSTRUCTION CO LTD,21/09/2023,38792,173783,"108,496.97","Land Drainage: Sitwell Street, Spondon",,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,A M PROPERTY SERVICES LTD,21/09/2023,38815,173784,"2,590.00",REFCUS - Healthy Housing Assistance,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,A M PROPERTY SERVICES LTD,21/09/2023,38815,173787,720,REFCUS - Disabled Facilities Grant 96 Act,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,J & K DEVELOPMENTS LTD,21/09/2023,38843,173790,"10,200.00",REFCUS - Disabled Facilities Grant 96 Act,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,173793,"1,567.50",Home To School Transport - SEN,,Sole Trader
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,WHITEHOUSE CONSTRUCTION CO LTD,21/09/2023,38792,173796,"139,083.71",Land Drainage: Rykneld Road Phase 4 & 5,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,173798,"2,212.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,173810,"1,867.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,173816,825,Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,173819,"2,392.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,21/09/2023,39088,173821,"5,299.10",Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,21/09/2023,38856,174324,"3,560.00",Home To School Transport - SEN,,Individual (Non Business)
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,S G TRANSPORT TRAINING AND LOGISTICS LTD,21/09/2023,38907,174382,"1,483.32",Fleet Hire,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Refuse Collection,IPL PLASTICS (UK) LIMITED,21/09/2023,38975,174383,"12,900.00",Refuse Collection,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,EUROVIA INFRASTRUCTURE LTD,21/09/2023,38919,174384,"144,152.19",TCF Tranche 2 - Interchange Hubs: Derby Bus Station vehicula,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,EUROVIA INFRASTRUCTURE LTD,21/09/2023,38919,174388,"257,058.71",TCF Tranche 2 - Interchange Hubs: City centre to rail statio,,SME
Resources,Resources,Resources,Resources,HAYS SPECIALIST RECRUITMENT LTD,21/09/2023,38801,174398,739.5,Major IT Systems Developments,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,21/09/2023,38820,174400,888.75,Repair & Maintenance Works,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,21/09/2023,38820,174431,532.31,Repair & Maintenance Works,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,21/09/2023,38820,174434,"1,509.75",Building Services,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,21/09/2023,38820,174436,"1,076.08",Kingsmead,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MANOR ELECTRICAL SERVICES,21/09/2023,38858,174439,"16,638.39",Repair & Maintenance Works,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,SEDDON CONSTRUCTION LTD,21/09/2023,38896,174441,"3,574.33",UPRN 10110 - Public Transport - Public Transport,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,JDF FLOORING LTD,21/09/2023,38859,174442,"5,103.00",Rechargeable Work,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,LANGLEY GATES AND RAILINGS LTD,21/09/2023,38835,174445,"9,300.00",Rechargeable Work,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,LANGLEY GATES AND RAILINGS LTD,21/09/2023,38835,174446,"8,000.00",Rechargeable Work,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,LANGLEY GATES AND RAILINGS LTD,21/09/2023,38835,174447,"7,900.00",Rechargeable Work,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,21/09/2023,38872,174456,965.83,Repair & Maintenance Works,,Company
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,21/09/2023,38872,174457,568.42,Repair & Maintenance Works,,Company
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,21/09/2023,38872,174462,510.6,Building Services,,Company
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,21/09/2023,38872,174464,951.73,Building Services,,Company
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,21/09/2023,38872,174468,998.56,Repair & Maintenance Works,,Company
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,21/09/2023,38872,174473,936.84,Repair & Maintenance Works,,Company
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,HIGHFIELD JOINERY AND BUILD SERVS LTD,21/09/2023,38845,174474,"4,660.00",Rechargeable Work,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,TETRA TECH LIMITED,21/09/2023,39066,174478,"233,087.00",Our City Our River - Package 2,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,21/09/2023,38856,174484,"2,670.00",Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,174486,"1,567.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,174487,"1,237.50",Home To School Transport - SEN,,Sole Trader
Children and Young People,Children and Young People,Children and Young People,Children and Young People,STEPNELL LIMITED,21/09/2023,39057,174488,"13,261.10",MULTIPLE - Design works for schemes to be completed in 2013/,,SME
Children and Young People,Children and Young People,Children and Young People,Children and Young People,STEPNELL LIMITED,21/09/2023,39057,174489,"114,447.88",MULTIPLE - Design works for schemes to be completed in 2013/,,SME
Children and Young People,Children and Young People,Children and Young People,Children and Young People,STEPNELL LIMITED,21/09/2023,39057,174490,"176,814.13",MULTIPLE - Design works for schemes to be completed in 2013/,,SME
Children and Young People,Children and Young People,Children and Young People,Children and Young People,STEPNELL LIMITED,21/09/2023,39057,174492,"177,010.85",MULTIPLE - Design works for schemes to be completed in 2013/,,SME
Children and Young People,Children and Young People,Children and Young People,Children and Young People,STEPNELL LIMITED,21/09/2023,39057,174493,"13,530.20",MULTIPLE - Design works for schemes to be completed in 2013/,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,S S SYSTEMS LTD,21/09/2023,38855,174494,"1,681.21",Alvaston Infants,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,CLYMAC LTD,21/09/2023,38837,174497,577.36,Repair & Maintenance Works,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,174500,"2,392.50",Home To School Transport - SEN,,Sole Trader
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,NOVAR SYSTEMS LTD,21/09/2023,38863,174501,565.54,Repair & Maintenance Works,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,NOVAR SYSTEMS LTD,21/09/2023,38863,174503,565.54,Repair & Maintenance Works,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,CLYMAC LTD,21/09/2023,38837,174506,511.69,Repair & Maintenance Works,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,174519,"1,867.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,174521,"1,342.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,174522,"1,271.25",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,174525,660,Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,21/09/2023,39087,174526,727.2,Home To School Transport - SEN,,Individual (Non Business)
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,TECH TONIC VEHICLE REPAIR LIMITED,21/09/2023,39026,174527,510.40,Vehicle Maintenance,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,WHITEHOUSE CONSTRUCTION CO LTD,21/09/2023,38792,174531,"166,228.60",Kingsway Retail Park Signals,,SME
Corporate Resources,Digital Services & Customer Management,Digital Services & Customer Management,Digital Services,CDW LTD,21/09/2023,38946,174550,969.83,IT Infrastructure,,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,HALSALL LLOYD LLP,21/09/2023,39048,174551,850,Pre-Development Costs,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,SJSCO LIMITED,21/09/2023,39071,174552,600,West Team,,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,ALLIANCE LEISURE SERVICES LIMITED,21/09/2023,39039,174553,"523,290.25",Parklife Strategic Footbal Hub,,SME
Corporate Resources,Property,Facilities Management,Accommodation Buildings,PHS GROUP PLC,21/09/2023,38827,174556,"1,004.96",Kedleston Road,,Company
Communities & Place,Planning & Transportation,Traffic & Transportation,Parking Services,PARKSAFE,21/09/2023,38811,174560,"26,666.67",Parking Services,,SME
Corporate Resources,Financial Services,Financial Services,Business Support,RESTORE PLC,21/09/2023,38947,174570,"3,708.15",Transactional Services,,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,SAYMEZ CARS,21/09/2023,39023,174573,"1,293.00",Normanton Under 11's Team,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,CAR ACCIDENT REPAIR SERVICE LTD,21/09/2023,38881,174577,"2,354.19",Fleet Hire,,SME
Corporate Resources,Financial Services,Financial Services,Business Support,DIAMOND PRINT LTD,21/09/2023,38870,174581,"1,215.00",Transactional Services,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,VIVACITY LABS LIMITED,21/09/2023,39053,174586,600,Future Transport Zone,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Early Help Services Locality 2,YMCA,21/09/2023,38830,174588,"1,463.36",8 - 18 MAT Team E - Locality 2,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,21/09/2023,38887,174593,"1,120.59",Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,21/09/2023,38887,174594,"1,072.28",Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,21/09/2023,38887,174595,"1,524.15",Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,21/09/2023,38887,174596,"1,298.84",Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,21/09/2023,38887,174597,"1,116.50",Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,21/09/2023,38887,174598,"1,255.25",Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,MOTUS GROUP UK LTD MOTUS COMMERCIALS,21/09/2023,38996,174603,822.69,Vehicle Maintenance,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Integrated Commissioning,GLOBAL TRANSLATION SERVICES,21/09/2023,38994,174604,"1,002.10",Interpreting and Translation,,SME
Corporate Resources,Property,Strategic Asset Management,Strategic Asset Management,HAYS SPECIALIST RECRUITMENT LTD,21/09/2023,38801,174606,"6,068.00",Valuation,,SME
People Services - Children & Young People,Non-Schools,Learning & Inclusion,Inclusion & Intervention,REDACTED,21/09/2023,39069,174610,"1,000.00",Special Education Needs Support,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,174614,674.25,Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,174616,"1,267.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,174617,"1,717.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,174618,"1,642.50",Home To School Transport - SEN,,Sole Trader
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Refuse Collection,STORM ENVIRONMENTAL LTD,21/09/2023,38875,174619,"8,940.30",Refuse Collection,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,174620,"1,274.25",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,NOTTINGHAM SPECIALIST TRANSPORT LTD,21/09/2023,39041,174621,"138,364.62",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,174622,862.5,Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,21/09/2023,38877,174624,"1,312.50",Home To School Transport - SEN,,Sole Trader
Corporate Resources,Financial Services,Financial Services,Business Support,ESCALLA TS LTD,21/09/2023,39077,174630,"1,295.00",Service Support,,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,EAGLE CITY CARS,21/09/2023,38877,174631,"1,267.50",Chellaston Team,,Sole Trader
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,J & K DEVELOPMENTS LTD,21/09/2023,38843,174632,"5,602.00",REFCUS - Disabled Facilities Grant 96 Act,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,J & K DEVELOPMENTS LTD,21/09/2023,38843,174639,"5,515.00",REFCUS - Disabled Facilities Grant 96 Act,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,J & K DEVELOPMENTS LTD,21/09/2023,38843,174663,"2,680.00",REFCUS - Disabled Facilities Grant 96 Act,,SME
Communities & Place,Planning & Transportation,Traffic & Transportation,Traffic and Transport other,AVISON YOUNG,21/09/2023,38973,174671,"1,933.82",Central Traffic Management,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST THOMAS AQUINAS CATHOLIC MULTI ACADEMY TRUST,21/09/2023,38993,174673,"3,091.00",Pupil Premium Grant,,SME
Communities & Place,"Leisure, Culture and Tourism",Parks & Healthy Living,Parks & Outdoor Recreation,HOWARTH TIMBER AND BUILDING SUPPLIES.,21/09/2023,38902,174688,"1,597.70",Outdoor Amenities,,Company
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,ESTEEM MULTI ACADEMY TRUST BENNERLEY FIELDS SCHOOL,21/09/2023,38969,174695,"4,660.67",Out of Authority Education Placements,,Public/Government Agency
People Services - Children & Young People,Non-Schools,Integrated Services,Residential Children's Homes,OFSTED,21/09/2023,38890,174702,"3,742.00",Shine,,Company
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Refuse Collection,AMA SUPPLIES LTD,26/09/2023,39199,43008,729.2,Refuse Collection,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,26/09/2023,40020,119854,550,Legal Fees,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,QUESTECH RECRUITMENT LIMITED,26/09/2023,40056,133155,"4,464.00",Vehicle Maintenance,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Refuse Collection,DENNIS EAGLE LTD,26/09/2023,39148,141880,"10,339.50",Refuse Collection,,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HORIZON CARE AND EDUCATION LTD,26/09/2023,39465,142824,"7,177.47",Agency Residential,,SME
People Services - Adults and Health,Commissioning,Integrated Commissioning,Integrated Commissioning,CITIZENS ADVICE MID MERCIA,26/09/2023,39793,159638,"9,460.50",Integrated Commissioning,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,SUPER SKIM MIDLANDS,26/09/2023,40213,159912,"1,083.33",Littleover Team,,Sole Trader
Communities & Place,Public Protection and Streetride,"Trading Standards, Food and Safety, Bere",Bereavement Services,EMS SECURITY SERVICES LTD,26/09/2023,39565,164871,842,Crematorium,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,YORKSHIRE ENERGY SERVICES CIC,26/09/2023,40037,166498,"1,463.20",Green Home Grant Local Authority Delivery - Phase 3,,SME
