DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,28/11/2023,00056393,242429,"1,924.00",Property Maintenance,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,28/11/2023,00056393,242430,"1,850.00",Property Maintenance,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,28/11/2023,00055973,242433,"2,041.67",Housing Options (Private),,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,28/11/2023,00056393,242438,693.00,Property Maintenance,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,28/11/2023,00056393,242441,"1,850.00",Property Maintenance,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,28/11/2023,00056393,242444,"1,924.00",Property Maintenance,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,DRAINAGE 2000 LIMITED,28/11/2023,00056720,242445,"12,275.00",Land Drainage: LDFD Data Capture,,SME
Communities & Place,Communities,Community Safety & Localities,Partnerships,ATLAS ENFORCEMENT LTD,28/11/2023,00055978,242450,"1,908.90",CCTV,,SME
Communities & Place,Communities,Community Safety & Localities,Partnerships,ATLAS ENFORCEMENT LTD,28/11/2023,00055978,242451,"3,245.13",CCTV,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,PSS UK,28/11/2023,00056748,242452,"1,759.64",Preparing for adulthood LD - Shared Lives,,SME
Communities & Place,Communities,Community Safety & Localities,Partnerships,ATLAS ENFORCEMENT LTD,28/11/2023,00055978,242453,"1,484.70",CCTV,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,PSS UK,28/11/2023,00056748,242461,"1,938.12",Preparing for adulthood LD - Shared Lives,,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,ARRIVING LTD,28/11/2023,00056169,242468,818.71,Highways Maintenance Works,,SME
People Services - Children & Young People,Non-Schools,Learning & Inclusion,Adult Learning - SFA,THE SKILLS NETWORK LIMITED,28/11/2023,00056730,242469,"31,220.22",Adult Learning Service - Operational,,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,ARRIVING LTD,28/11/2023,00056169,242470,997.00,Highways Maintenance Works,,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,ARRIVING LTD,28/11/2023,00056169,242471,"10,460.00",Highways Maintenance Works,,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,ARRIVING LTD,28/11/2023,00056169,242473,"11,325.00",Highways Maintenance Works,,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,ARRIVING LTD,28/11/2023,00056169,242475,"3,517.50",Highways Maintenance Works,,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,ARRIVING LTD,28/11/2023,00056169,242476,"2,033.00",Highways Maintenance Works,,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,ARRIVING LTD,28/11/2023,00056169,242477,"1,380.00",Highways Maintenance Works,,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,ARRIVING LTD,28/11/2023,00056169,242478,"1,290.00",Highways Maintenance Works,,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,ALPHA RAIL LTD,28/11/2023,00055989,242479,"1,175.00",Highways Maintenance Works,,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,ALPHA RAIL LTD,28/11/2023,00055989,242480,847.50,Highways Maintenance Reactionary Works,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Early Help Services Locality 1/5,CHUBB FIRE AND SECURITY LTD,28/11/2023,00056126,242493,974.79,Mackworth Youth Centre,,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",DISTRIBUTION ZONE LIMITED,28/11/2023,00056641,242494,534.64,Derby Live - Outdoor Events,,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",SOUND OF MUSIC LTD,28/11/2023,00056259,242497,"1,313.50",Derby Live - Head Quarters,,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",SOUND OF MUSIC LTD,28/11/2023,00056259,242498,"3,499.00",Derby Live - Head Quarters,,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",SOUND OF MUSIC LTD,28/11/2023,00056259,242499,"2,153.50",Derby Live - Head Quarters,,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",SOUND OF MUSIC LTD,28/11/2023,00056259,242500,"10,836.50",Derby Live - Head Quarters,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,28/11/2023,00056734,242528,840.00,Housing Options (Private),,Sole Trader
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,AVISON YOUNG,28/11/2023,00056434,242536,"9,840.00",Castleward Enhancement of Public Square,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,28/11/2023,00056734,242538,560.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,28/11/2023,00056734,242539,560.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,28/11/2023,00056734,242544,630.00,Housing Options (Private),,Sole Trader
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,28/11/2023,00056054,242562,"2,050.84",Highways Maintenance Works,,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,28/11/2023,00056054,242568,"1,431.81",Highways Maintenance Works,,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,Digital Enablement & Automation,Digital Services,BT PLC S98 1BT,28/11/2023,00055885,242585,"1,517.01",IT Infrastructure,,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,GREENHATCH GROUP LIMITED,28/11/2023,00056608,242587,"1,995.00",Design of Future Years Schemes,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,28/11/2023,00056077,242750,866.27,Adoption,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,28/11/2023,00056526,243116,836.54,Adoption,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,28/11/2023,00056894,243145,540.85,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,28/11/2023,00055919,243204,725.69,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,28/11/2023,00056501,243626,545.54,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,28/11/2023,00056538,243637,634.48,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,28/11/2023,00056623,243687,639.00,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,28/11/2023,00056739,243926,513.38,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,28/11/2023,00056341,243935,626.83,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,28/11/2023,00056760,243940,620.33,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,28/11/2023,00056760,243941,620.33,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,28/11/2023,00056763,243960,688.00,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,28/11/2023,00056926,244005,515.86,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,28/11/2023,00055919,244117,888.00,Leaving & After Care,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,28/11/2023,00056799,244153,698.00,Special Guardianship,,Individual (Non Business)
Chief Executives,Finance & Business Support,Business Support & Information Governance,Business Support,SPECIALIST COMPUTER CENTRES PLC,28/11/2023,00056820,244173,"57,200.00",Transactional Services,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,J & K DEVELOPMENTS LTD,28/11/2023,00055960,244232,"5,194.00",REFCUS - Disabled Facilities Grant 96 Act,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,28/11/2023,00056167,244305,"1,000.00",Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,28/11/2023,00056522,244317,561.85,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,28/11/2023,00056797,244319,558.00,Kedleston Team,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,28/11/2023,00056797,244320,558.00,Kedleston Team,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,28/11/2023,00056786,244322,"1,250.00",Leaving & After Care,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,28/11/2023,00056920,244325,813.94,Fostering Allowances,,Individual (Non Business)
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,DMC WESTON LTD WESTONS,28/11/2023,00056839,244327,"1,310.00",REFCUS - Disabled Facilities Grant 96 Act,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,J & K DEVELOPMENTS LTD,28/11/2023,00055960,244331,"2,500.00",REFCUS - Disabled Facilities Grant 96 Act,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,J & K DEVELOPMENTS LTD,28/11/2023,00055960,244333,"1,005.12",REFCUS - Disabled Facilities Grant 96 Act,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,DERBY GUESTHOUSE LTD,28/11/2023,00056201,244337,700.00,Housing Options (Private),,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,FOOTSTEPS NURSERY AND FOREST SCHOOL,28/11/2023,00056898,244361,509.31,Sinfin Team,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,28/11/2023,00056518,244362,"1,347.40",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,28/11/2023,00056518,244364,"1,050.00",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,28/11/2023,00056518,244365,"1,367.40",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,28/11/2023,00056518,244366,936.00,Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,28/11/2023,00056577,244367,"1,030.50",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,28/11/2023,00056577,244370,987.00,Home To School Transport - SEN,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,CLOSOMAT LTD,28/11/2023,00056407,244373,"6,092.45",REFCUS - Disabled Facilities Grant 96 Act,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,CLOSOMAT LTD,28/11/2023,00056407,244378,"6,341.00",REFCUS - Disabled Facilities Grant 96 Act,,SME
Corporate Resources,Property,Strategic Asset Management,Strategic Asset Management,HAYS SPECIALIST RECRUITMENT LTD,28/11/2023,00055875,244382,"4,598.92",Valuation,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,PREMIER MOBILITY (UK) LIMITED,28/11/2023,00055985,244389,"2,089.87",REFCUS - Disabled Facilities Grant 96 Act,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,STEPNELL LIMITED,28/11/2023,00056789,244392,"316,290.20",Preliminary Design- Structural and Buildings at risk,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,A M PROPERTY SERVICES LTD,28/11/2023,00055896,244394,790.00,REFCUS - Healthy Housing Assistance,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,28/11/2023,00056416,244419,592.12,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,28/11/2023,00056416,244420,724.08,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,28/11/2023,00056416,244421,"1,078.12",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,28/11/2023,00056416,244422,"1,059.44",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,28/11/2023,00056416,244423,"1,218.72",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ARCHWAY LEARNING TRUST ALVASTON MOOR ACADEMY,28/11/2023,00056348,244424,678.48,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ARCHWAY LEARNING TRUST ALVASTON MOOR ACADEMY,28/11/2023,00056348,244425,678.48,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ARCHWAY LEARNING TRUST ALVASTON MOOR ACADEMY,28/11/2023,00056348,244426,844.72,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ARCHWAY LEARNING TRUST ALVASTON MOOR ACADEMY,28/11/2023,00056348,244427,"1,769.60",High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ARCHWAY LEARNING TRUST ALVASTON MOOR ACADEMY,28/11/2023,00056348,244428,678.44,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,28/11/2023,00056432,244430,619.24,Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,28/11/2023,00056432,244431,708.44,Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,28/11/2023,00056432,244432,853.04,Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,28/11/2023,00056432,244433,932.48,Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,28/11/2023,00056432,244434,"1,077.56",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,28/11/2023,00056432,244435,"1,059.44",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,28/11/2023,00056432,244436,806.32,Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,28/11/2023,00056432,244438,708.44,Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,28/11/2023,00056432,244439,"1,059.44",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,28/11/2023,00056432,244440,"1,059.44",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,28/11/2023,00056432,244441,643.23,Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,28/11/2023,00056432,244442,"1,059.44",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,28/11/2023,00056432,244443,"1,059.44",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244445,841.88,High Needs Contingency,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244446,"1,142.84",High Needs Contingency,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244447,"1,173.56",High Needs Contingency,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244448,667.04,High Needs Contingency,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244449,758.28,High Needs Contingency,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244450,"1,039.44",High Needs Contingency,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244451,878.32,Element 3 Funding,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244452,"1,054.64",Element 3 Funding,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244453,883.64,Element 3 Funding,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244454,"1,152.64",Element 3 Funding,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244455,"1,389.28",Element 3 Funding,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244456,"1,164.84",Element 3 Funding,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244457,"1,105.32",Element 3 Funding,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244458,"1,606.68",Element 3 Funding,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244459,"1,020.44",Element 3 Funding,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244460,739.24,Element 3 Funding,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244461,727.84,Element 3 Funding,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244462,672.12,Element 3 Funding,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244463,720.24,Element 3 Funding,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244464,708.44,Element 3 Funding,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244465,708.44,Element 3 Funding,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,28/11/2023,00056301,244466,"1,059.44",Element 3 Funding,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244467,"1,551.48",High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244468,"1,083.84",High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244469,678.48,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244470,"1,059.44",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244471,"1,235.92",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244472,922.76,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244473,"1,044.92",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244474,"1,220.32",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244475,"1,220.32",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244476,"1,220.32",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244477,"1,059.44",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244478,"1,236.60",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244479,"1,236.60",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244480,708.44,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244481,"1,059.44",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244482,708.44,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244483,708.44,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244484,708.44,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244485,825.44,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244486,591.44,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244487,708.44,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244488,708.44,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST,28/11/2023,00056598,244490,"1,236.60",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE CITY OF DERBY ACADEMY,28/11/2023,00056116,244492,"1,232.24",High Needs Contingency,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE CITY OF DERBY ACADEMY,28/11/2023,00056116,244493,"1,442.88",High Needs Contingency,,SME
