Body Name,Body,Service Division,Expense Type,Date Paid,Transaction Ref,Invoice Amount,Supplier Name
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Grounds Maintenance Contract (External),06/06/2024,30034486,350.00 ,Wold Tree Works Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Grounds Maintenance Contract (External),06/06/2024,30034487,300.00 ,Wold Tree Works Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Agency Staff,06/06/2024,30034494,"2,038.32 ",The Workshop (Wisbech) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,06/06/2024,30034495,"1,458.00 ",Sid Dennis and Sons Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Agency Staff,06/06/2024,30034514,888.00 ,The One Group
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Maintenance,06/06/2024,30034474,693.50 ,The Tractor Shop
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Materials and Consumables,06/06/2024,30034135,355.25 ,Eastern Shires Purchasing Organisation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Works to Buildings (Main Contractor),06/06/2024,30034469,"1,219.08 ",The Workshop (Wisbech) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Agency Staff,06/06/2024,30034506,"5,127.38 ",Red Rock Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Regulation,Professional and Contractors Fees,11/06/2024,30034608,"7,264.00 ",Boston Borough Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Regulation,Professional Fees,11/06/2024,30034584,377.09 ,Hill Phelan Equine Farm Vet Surgeons
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Other Miscellaneous Expenses,11/06/2024,30034255,895.00 ,Image Skool
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Performers and Entertainers Fees,11/06/2024,30034510,"1,055.08 ",Popcorn Media
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Performers and Entertainers Fees,11/06/2024,30034544,550.00 ,Popcorn Media
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Lincolnshire Legal Services,11/06/2024,30034587,"28,879.50 ",Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Furniture and Equipment,11/06/2024,30034550,329.99 ,Faulkners
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions - Where a Service is Received,11/06/2024,30034602,"20,000.00 ",Charis Grants Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,11/06/2024,30034563,"10,000.00 ",Spilsby Christian Fellowship
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,11/06/2024,30034570,"10,000.00 ",Mablethorpe and Sutton on Sea Coastal Community Team
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,11/06/2024,30034571,"5,000.00 ",Horncastle Crisis Support Team
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,11/06/2024,30034551,299.00 ,Class Cleaning of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,11/06/2024,30034552,220.00 ,Waste Away Clearance Service
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Programmed,11/06/2024,30034591,535.22 ,TVF UK Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Building Control,Professional and Contractors Fees,11/06/2024,30034608,"3,632.00 ",Boston Borough Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Enforcement,Clothing Uniforms And Laundry,11/06/2024,30033871,568.51 ,Arco Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions - Where a Service is Received,11/06/2024,30034602,"20,000.00 ",Charis Grants Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,11/06/2024,30034563,"10,000.00 ",Spilsby Christian Fellowship
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,11/06/2024,30034570,"10,000.00 ",Mablethorpe and Sutton on Sea Coastal Community Team
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,11/06/2024,30034571,"5,000.00 ",Horncastle Crisis Support Team
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Furniture and Equipment,11/06/2024,30034550,329.99 ,Faulkners
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Other Miscellaneous Expenses,11/06/2024,30034551,299.00 ,Class Cleaning of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Other Miscellaneous Expenses,11/06/2024,30034552,220.00 ,Waste Away Clearance Service
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Cleaning Contract,11/06/2024,30034248,435.00 ,Carlton Cleaning UK Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Agency Staff,11/06/2024,30034649,"3,219.31 ",The Workshop (Wisbech) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Clothing Uniforms And Laundry,11/06/2024,30034475,415.20 ,Engelbert Strauss
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Materials and Consumables,11/06/2024,30034166,401.20 ,Eastern Shires Purchasing Organisation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Materials and Consumables,11/06/2024,30034533,312.00 ,Greenaway
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,11/06/2024,30034437,"1,594.93 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,11/06/2024,30034496,880.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,11/06/2024,30034626,324.00 ,Sid Dennis and Sons Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Grants and Contributions to Outside Bodies - No Service Received,11/06/2024,30034565,400.00 ,East and West Barkwith Parish Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",PSPS Recharges to Services,11/06/2024,30034502,"1,317.65 ",Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Rent Payments,11/06/2024,30034638,975.00 ,Gipsey Bridge Methodist Chapel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Responsive,11/06/2024,30034569,380.00 ,Second Element Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Legal Fees,11/06/2024,30034579,"24,150.00 ",CMS Cameron McKenna Nabarro Olswang LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Materials and Consumables,11/06/2024,30034634,"6,068.00 ",Mitsubishi Electric Europe B.V
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Other Private Contractors,11/06/2024,30034597,"1,490.00 ",S Campbell Electrical
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Rent Payments,11/06/2024,30034526,"1,494.67 ",Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),11/06/2024,30034555,"6,038.20 ",Westone Housing Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Agency Staff,11/06/2024,30034426,"1,358.49 ",Red Rock Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,External Printing and Design Costs,11/06/2024,30034317,565.95 ,Systematic Print Management Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,External Printing and Design Costs,11/06/2024,30034523,482.79 ,Systematic Print Management Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Vehicle Hire,11/06/2024,30033339,653.33 ,Lincs Van Hire
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Vehicle Hire,11/06/2024,30033340,537.14 ,Lincs Van Hire
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,11/06/2024,30034525,"4,963.89 ",Sharmans of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Economic Growth,Professional Fees,13/06/2024,30034598,"5,484.46 ",Heritage Trust of Lincolnshire Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034521,"8,911.20 ",Louth Navigation Trust
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034545,"68,981.30 ",Active Lincolnshire
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Other Miscellaneous Expenses,13/06/2024,30034689,"1,120.00 ",The Sessions House CIC
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional Fees,13/06/2024,30034598,"5,484.46 ",Heritage Trust of Lincolnshire Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Insurance,13/06/2024,30034457,"20,557.98 ",Zurich Municipal Insurance Co
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,13/06/2024,30034429,"8,500.00 ",Stem Architects Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,13/06/2024,30034430,"3,000.00 ",Stem Architects Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034675,"10,000.00 ",Alford Hub
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034677,"10,000.00 ",The Storehouse Church Skegness
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034678,"10,000.00 ",The Storehouse Church Alford
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034679,"10,000.00 ",New Life Community Church
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034680,"5,000.00 ",Woodhall Spa and Kirkby on Bain
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034681,"25,000.00 ",Lincolnshire Community Foundation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034688,"10,000.00 ",AGE UK LINDSEY
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034740,"2,000.00 ",The LighthouseProject
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,13/06/2024,30034421,255.00 ,Keystone Locks
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,13/06/2024,30034698,500.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Programmed,13/06/2024,30034432,300.00 ,Nugent Pump Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Programmed,13/06/2024,30034433,300.00 ,Nugent Pump Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Development Control,Legal Fees,13/06/2024,30034676,"7,683.65 ",Masons (Rural) Co Unlimited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Development Control,Legal Fees,13/06/2024,30034683,"2,000.00 ",South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,13/06/2024,30034429,"8,500.00 ",Stem Architects Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,13/06/2024,30034430,"3,000.00 ",Stem Architects Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Buildings Maintenance - Responsive,13/06/2024,30034631,50.00 ,Petwood Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Rent Payments,13/06/2024,30034631,374.42 ,Petwood Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Environmental Health,Professional and Contractors Fees,13/06/2024,30034172,250.00 ,Foundations and Buildings Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Other Miscellaneous Expenses,13/06/2024,30034703,390.00 ,F Hunt (Coach Hire) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Professional and Contractors Fees,13/06/2024,30034610,"4,491.66 ",Rose Regeneration Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Shared Management,13/06/2024,30034725,"4,976.72 ",South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Shared Management,13/06/2024,30034726,"2,750.29 ",South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034675,"10,000.00 ",Alford Hub
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034677,"10,000.00 ",The Storehouse Church Skegness
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034678,"10,000.00 ",The Storehouse Church Alford
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034679,"10,000.00 ",New Life Community Church
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034680,"5,000.00 ",Woodhall Spa and Kirkby on Bain
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034681,"25,000.00 ",Lincolnshire Community Foundation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034688,"10,000.00 ",AGE UK LINDSEY
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034740,"2,000.00 ",The LighthouseProject
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Other Miscellaneous Expenses,13/06/2024,30034421,255.00 ,Keystone Locks
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Other Miscellaneous Expenses,13/06/2024,30034698,500.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Computer Software Licence Costs,13/06/2024,30035104,"2,017.42 ",Known Keep
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Other Communication Costs,13/06/2024,30034422,300.00 ,Digicube Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Other Communication Costs,13/06/2024,30034423,300.00 ,Digicube Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Buildings Maintenance - Responsive,13/06/2024,30034655,660.00 ,Second Element Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Buildings Maintenance - Responsive,13/06/2024,30034684,568.50 ,Second Element Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Maintenance,13/06/2024,30034704,540.99 ,Ams Bobcat Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Materials and Consumables,13/06/2024,30034628,388.80 ,Eastern Shires Purchasing Organisation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Organisation Improvement & Development,Staff Training Expenses (Non-Payroll),13/06/2024,30034682,480.00 ,Imagine Public Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Agency Staff,13/06/2024,30034713,888.00 ,The One Group
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Planning Policy,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034549,"13,534.98 ",Persimmon Homes (Nottingham)
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Responsive,13/06/2024,30034655,660.00 ,Second Element Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Responsive,13/06/2024,30034684,568.50 ,Second Element Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Legal Fees,13/06/2024,30034419,"2,000.00 ",Freeths LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Grants and Contributions to Outside Bodies - No Service Received,13/06/2024,30034399,"38,652.00 ",Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Agency Staff,13/06/2024,30034720,"5,415.82 ",Red Rock Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Agency Staff,13/06/2024,30034721,"2,320.33 ",Red Rock Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Computer Software Licence Costs,13/06/2024,30034630,"9,252.00 ",Dennis Eagle Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Professional and Contractors Fees,13/06/2024,30034588,238.77 ,Vending Enterprises
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,13/06/2024,30034428,"9,261.43 ",Vaculug Technologies Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Regulation,Subscriptions to Organisations and Other Bodies,14/06/2024,30034838,154.98 ,Institute of Licensing  Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Enforcement,Subscriptions to Organisations and Other Bodies,14/06/2024,30034838,155.04 ,Institute of Licensing  Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Environmental Health,Subscriptions to Organisations and Other Bodies,14/06/2024,30034838,310.02 ,Institute of Licensing  Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Economic Growth,Professional Fees,18/06/2024,30034617,"723,172.17 ",TEC Partnership
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Economic Growth,Professional Fees,18/06/2024,30034734,"11,436.15 ",Heritage Trust of Lincolnshire Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Economic Growth,Professional Fees,18/06/2024,30034735,"5,812.04 ",Heritage Trust of Lincolnshire Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Economic Growth,Professional Fees,18/06/2024,30034738,"13,633.37 ",Heritage Trust of Lincolnshire Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Regulation,Agency Staff,18/06/2024,30034880,"3,955.50 ",BRG Interim Solutions Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Regulation,Subscriptions to Organisations and Other Bodies,18/06/2024,30034835,"5,000.00 ",Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,18/06/2024,30033129,"367,560.24 ",South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,18/06/2024,30034599,"3,171.00 ",Sutton Sheds
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Works to Buildings (Sub Contractors),18/06/2024,30034801,"7,407.68 ",Parochial Church Council of Old Bollingbroke Parish
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Works to Buildings (Sub Contractors),18/06/2024,30034808,"10,153.28 ",Parochial Church Council of Old Bollingbroke Parish
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Works to Buildings (Sub Contractors),18/06/2024,30034813,"2,252.00 ",Scorer Hawkins Properties
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional Fees,18/06/2024,30034617,"723,172.17 ",TEC Partnership
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional Fees,18/06/2024,30034734,"11,436.15 ",Heritage Trust of Lincolnshire Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional Fees,18/06/2024,30034735,"5,812.04 ",Heritage Trust of Lincolnshire Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional Fees,18/06/2024,30034738,"13,633.37 ",Heritage Trust of Lincolnshire Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Works to Buildings (Main Contractor),18/06/2024,30034718,"849,053.48 ",Alliance Leisure Services Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Staff Training Expenses (Non-Payroll),18/06/2024,30034693,"4,918.00 ",Get Sorted Manufacturing
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other local authorities,18/06/2024,30034604,"94,019.40 ",West Lindsey District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Other Miscellaneous Expenses,18/06/2024,30034729,625.00 ,“Personal Information Redacted”
