Body Name,Body,Service Division,Expense Type,Date Paid,Transaction Ref,Invoice Amount,Supplier Name
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Professional and Contractors Fees,09/04/2024,30032486,429.29 ,Vending Enterprises
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,09/04/2024,30032353,864.16 ,Sharmans of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,09/04/2024,30032369,"9,541.43 ",Vaculug Technologies Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,09/04/2024,30032461,448.00 ,B A Bush and Son Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,09/04/2024,30032466,380.00 ,M J Windscreens Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Regulation,Buildings Maintenance - Responsive,11/04/2024,30032478,774.08 ,Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional and Contractors Fees,11/04/2024,30032579,"215,860.00 ",G F Tomlinson Building Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional and Contractors Fees,11/04/2024,30032591,"2,905.00 ",The Oyster Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,PSPS Non-Base Contract Costs,11/04/2024,30032524,"26,496.92 ",Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Shared Management,11/04/2024,30032513,"627,149.04 ",South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),11/04/2024,30032377,"1,050.00 ",Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),11/04/2024,30032378,950.00 ,Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),11/04/2024,30032379,"1,050.00 ",Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Bed and Breakfast Accommodation (Homelessness Service),11/04/2024,30032380,"1,050.00 ",Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,11/04/2024,30032443,500.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,11/04/2024,30032444,420.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Programmed,11/04/2024,30031608,"23,958.32 ",Abacus Lighting Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Programmed,11/04/2024,30032478,"32,217.18 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Leisure Management,11/04/2024,30032436,"870,857.00 ",Magna Vitae
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Strategic Projects,Buildings Maintenance - Responsive,11/04/2024,30032478,863.47 ,Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Building Control,Buildings Maintenance - Responsive,11/04/2024,30032478,387.04 ,Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Climate Change and Environment,Professional and Contractors Fees,11/04/2024,30031991,"1,005.00 ",WSP UK Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),11/04/2024,30032377,"1,050.00 ",Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),11/04/2024,30032378,950.00 ,Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),11/04/2024,30032379,"1,050.00 ",Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Bed and Breakfast Accommodation (Homelessness Service),11/04/2024,30032380,"1,050.00 ",Beeston Lodge Hotel
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Grants and Contributions to Outside Bodies - No Service Received,11/04/2024,30032443,500.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Grants and Contributions to Outside Bodies - No Service Received,11/04/2024,30032444,420.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Mobile Phones,11/04/2024,30032540,"7,799.58 ",Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Agency Staff,11/04/2024,30032564,"4,998.84 ",The Workshop (Wisbech) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Buildings Maintenance - Responsive,11/04/2024,30032478,"23,631.38 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Materials and Consumables,11/04/2024,30032457,238.10 ,Reactec Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Materials and Consumables,11/04/2024,30032614,"1,021.90 ",Eastern Shires Purchasing Organisation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,11/04/2024,30032563,600.00 ,Sid Dennis and Sons Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,11/04/2024,30032565,700.00 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,11/04/2024,30032581,370.00 ,EKM Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Agency Staff,11/04/2024,30032585,720.00 ,The One Group
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Agency Staff,11/04/2024,30032586,684.00 ,The One Group
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Agency Staff,11/04/2024,30032587,888.00 ,The One Group
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Agency Staff,11/04/2024,30032588,882.00 ,The One Group
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Agency Staff,11/04/2024,30032589,876.00 ,The One Group
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Employee Related Schemes (Non-Payroll),11/04/2024,30032610,214.75 ,Terryberry Reward
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Grants and Contributions to Outside Bodies - No Service Received,11/04/2024,30032596,750.00 ,Spilsby Town Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Programmed,11/04/2024,30032478,"7,926.87 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Programmed,11/04/2024,30032508,"7,500.00 ",Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Programmed,11/04/2024,30032618,"36,441.02 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Responsive,11/04/2024,30032478,"23,631.38 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Legal Fees,11/04/2024,30032926,"2,605.00 ",Marrons Planning
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Professional and Contractors Fees,11/04/2024,30032581,370.00 ,EKM Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,"Purchase of Plant, Machinery and Equipment",11/04/2024,30032478,"20,000.00 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Vehicle Hire,11/04/2024,30032625,"3,200.00 ",RCV TECH Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,11/04/2024,30032383,305.00 ,N T Shaw of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,11/04/2024,30032463,375.00 ,M J Windscreens Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Gas,12/04/2024,30032932,"1,415.23 ",Espo Gas and Electricity
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Gas,12/04/2024,30032933,"1,677.95 ",Espo Gas and Electricity
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Gas,12/04/2024,30032935,"1,002.81 ",Espo Gas and Electricity
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Gas,12/04/2024,30032938,"3,405.34 ",Espo Gas and Electricity
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Regulation,Agency Staff,16/04/2024,30032635,"3,950.10 ",BRG Interim Solutions Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Regulation,Professional and Contractors Fees,16/04/2024,30032823,"4,831.92 ",Boston Borough Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Growth and Development,Grants and Contributions to Outside Bodies - No Service Received,16/04/2024,30032776,"2,249.00 ",RF and PM Taylor Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional and Contractors Fees,16/04/2024,30032288,"17,250.00 ",Arcadis
