,,,,May 2023 £500 spend,,,,
24/05/2023,868821,0,7850,PRECISION RESOURCE GROUP LIMITED,10094600,Agency Staff,Adults & Health,Health & Wellbeing
02/05/2023,868822,0,12650,PRECISION RESOURCE GROUP LIMITED,10094600,Agency Staff,Adults & Health,Health & Wellbeing
16/05/2023,868823,0,1877.88,PREMIER INN,dd,Temporary Accomodation,Place,Neighbourhoods
26/05/2023,868824,0,3341.63,PREMIER LODGE DAY NURSERY,4200009100,Top-up funding PVI,Children's Services,Schools
26/05/2023,868825,0,2000,PREPAID FINANCIAL SERVICES,8137300,Looked After Child U18 Support,Children's Services,Children Social Care & Safegua
26/05/2023,868826,0,2000,PREPAID FINANCIAL SERVICES,8137300,Looked After Child U18 Support,Children's Services,Children Social Care & Safegua
26/05/2023,868827,0,2000,PREPAID FINANCIAL SERVICES,8137300,Looked After Child U18 Support,Children's Services,Children Social Care & Safegua
17/05/2023,868828,0,4816.04,PREPAID FINANCIAL SERVICES,8137305,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
03/05/2023,868829,0,6000,PREPAID FINANCIAL SERVICES,8137301,Under18 Asylum Subs & Support,Children's Services,Children Social Care & Safegua
26/05/2023,868830,0,4285.32,PRIORY MEWS HEALTHCARE,8400482500,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,868831,0,-1028.16,PRIORY MEWS HEALTHCARE,8400482500,CRAG income - Nursing,Adults & Health,Bexley Care
26/05/2023,868832,0,-986.84,PRIORY MEWS HEALTHCARE,8400482500,CRAG income - Nursing,Adults & Health,Bexley Care
26/05/2023,868833,0,-608.68,PRIORY MEWS HEALTHCARE,8400482500,CRAG income - Res Em Respite,Adults & Health,Bexley Care
26/05/2023,868834,0,1974.39,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,868835,0,2648.96,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,868836,0,2912.84,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,868837,0,2912.84,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,868838,0,2912.84,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,868839,0,2912.84,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,868840,0,3000,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,868841,0,3090,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,868842,0,4614.96,PRIORY MEWS HEALTHCARE,8400482500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,868843,0,2540.44,PRIORY MEWS HEALTHCARE,8400482500,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
30/05/2023,868844,0,1810.14,PRISM MEDICAL UK LTD,6929900,Grants Paid,Finance & Corporate,Central Finance
09/05/2023,868845,0,1235,PRO CLEAN BINS,8433900,RepairRecyclingContainersWaste,Place,Neighbourhoods
17/05/2023,868846,0,1235,PRO CLEAN BINS,8433900,RepairRecyclingContainersWaste,Place,Neighbourhoods
10/05/2023,868847,0,1360,PRO CLEAN BINS,8433900,RepairRecyclingContainersWaste,Place,Neighbourhoods
02/05/2023,868848,0,520,PROSPERO GROUP LIMITED,10127500,Top-up funding Primary,Children's Services,Schools
31/05/2023,868849,0,520,PROSPERO GROUP LIMITED,10127500,Top-up funding Primary,Children's Services,Schools
24/05/2023,868850,0,520,PROSPERO GROUP LIMITED,10127500,Top-up funding Primary,Children's Services,Schools
10/05/2023,868851,0,500,PROSPERO GROUP LIMITED,10127500,Top-up funding Secondary,Children's Services,Schools
24/05/2023,868852,0,500,PROSPERO GROUP LIMITED,10127500,Top-up funding Secondary,Children's Services,Schools
31/05/2023,868853,0,500,PROSPERO GROUP LIMITED,10127500,Top-up funding Secondary,Children's Services,Schools
10/05/2023,868854,0,520,PROSPERO GROUP LIMITED,10127500,Top-up funding Secondary,Children's Services,Schools
24/05/2023,868855,0,520,PROSPERO GROUP LIMITED,10127500,Top-up funding Secondary,Children's Services,Schools
24/05/2023,868856,0,520,PROSPERO GROUP LIMITED,10127500,Top-up funding Secondary,Children's Services,Schools
31/05/2023,868857,0,520,PROSPERO GROUP LIMITED,10127500,Top-up funding Secondary,Children's Services,Schools
31/05/2023,868858,0,520,PROSPERO GROUP LIMITED,10127500,Top-up funding Secondary,Children's Services,Schools
31/05/2023,868859,0,580,PROSPERO GROUP LIMITED,10127500,Top-up funding Secondary,Children's Services,Schools
31/05/2023,868860,0,728,PROSPERO GROUP LIMITED,10127500,Top-up funding Secondary,Children's Services,Schools
02/05/2023,868861,0,780,PROSPERO GROUP LIMITED,10127500,Top-up funding Secondary,Children's Services,Schools
02/05/2023,868862,0,780,PROSPERO GROUP LIMITED,10127500,Top-up funding Secondary,Children's Services,Schools
24/05/2023,868863,0,780,PROSPERO GROUP LIMITED,10127500,Top-up funding Secondary,Children's Services,Schools
24/05/2023,868864,0,780,PROSPERO GROUP LIMITED,10127500,Top-up funding Secondary,Children's Services,Schools
26/05/2023,868865,0,4145.52,PUDDINGSTONE GRANGE,8400043700,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,868866,0,3103.96,PUDDINGSTONE GRANGE,8400043700,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,868867,0,3406.28,PUDDINGSTONE GRANGE,8400043700,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,868868,0,3607.88,PUDDINGSTONE GRANGE,8400043700,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,868869,0,5200,PURDY CONTRACTS LTD,8721200,Building Acquisition Costs,Finance & Corporate,Central Finance
26/05/2023,868870,0,8705,PURDY CONTRACTS LTD,8721200,Building Acquisition Costs,Finance & Corporate,Central Finance
12/05/2023,868871,0,12991.2,PURDY CONTRACTS LTD,8721200,Grants Paid,Finance & Corporate,Central Finance
26/05/2023,868872,0,1049.21,PURDY CONTRACTS LTD,8721200,Major Repairs and Structural,Place,Housing and Strategic Planning
26/05/2023,868873,0,7542.57,PURDY CONTRACTS LTD,8721200,Major Repairs and Structural,Place,Housing and Strategic Planning
26/05/2023,868874,0,55497.29,PURDY CONTRACTS LTD,8721200,Major Repairs and Structural,Place,Housing and Strategic Planning
26/05/2023,868875,0,844.6,PURDY CONTRACTS LTD,8721200,Reactive Repairs,Place,Housing and Strategic Planning
26/05/2023,868876,0,868.74,PURDY CONTRACTS LTD,8721200,Reactive Repairs,Place,Housing and Strategic Planning
26/05/2023,868877,0,1593.39,PURDY CONTRACTS LTD,8721200,Reactive Repairs,Place,Housing and Strategic Planning
26/05/2023,868878,0,1758.68,PURDY CONTRACTS LTD,8721200,Reactive Repairs,Place,Housing and Strategic Planning
26/05/2023,868879,0,3091.31,PURDY CONTRACTS LTD,8721200,Reactive Repairs,Place,Housing and Strategic Planning
26/05/2023,868880,0,7141.69,PURDY CONTRACTS LTD,8721200,Reactive Repairs,Place,Housing and Strategic Planning
26/05/2023,868881,0,26589.67,PURDY CONTRACTS LTD,8721200,Reactive Repairs,Place,Housing and Strategic Planning
26/05/2023,868882,0,40181.16,PURDY CONTRACTS LTD,8721200,Reactive Repairs,Place,Housing and Strategic Planning
26/05/2023,868883,0,634.8,PURDY CONTRACTS LTD,8721200,Responsive Repairs Costs,Place,Housing and Strategic Planning
26/05/2023,868884,0,3892.79,PURDY CONTRACTS LTD,8721200,Responsive Repairs Costs,Place,Housing and Strategic Planning
26/05/2023,868885,0,1090.27,PURPLE WILLOWS,4200013900,Top-up funding PVI,Children's Services,Schools
12/05/2023,868886,0,15844.08,QUALIFIED CARE RESIDENTIAL SERVICES,10046500,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
12/05/2023,868887,0,17541.66,QUALIFIED CARE RESIDENTIAL SERVICES,10046500,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
12/05/2023,868888,0,23741.66,QUALIFIED CARE RESIDENTIAL SERVICES,10046500,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
24/05/2023,868889,0,3600,R A ENGINEERING SOLUTIONS LTD,8674900,Professional Services General,Place,Housing and Strategic Planning
03/05/2023,868890,0,670,R C  SERVICES (KENT) LIMITED,6645900,GM Reactive Works,Place,Neighbourhoods
03/05/2023,868891,0,750,R C  SERVICES (KENT) LIMITED,6645900,GM Reactive Works,Place,Neighbourhoods
03/05/2023,868892,0,1190,R C  SERVICES (KENT) LIMITED,6645900,GM Reactive Works,Place,Neighbourhoods
31/05/2023,868893,0,1020,R C  SERVICES (KENT) LIMITED,6645900,Repair & Maint Refuse/Recyclin,Place,Neighbourhoods
31/05/2023,868894,0,636,R C  SERVICES (KENT) LIMITED,6645900,Routine Roads Expenditure,Place,Neighbourhoods
26/05/2023,868895,0,1490,R C  SERVICES (KENT) LIMITED,6645900,Routine Roads Expenditure,Place,Neighbourhoods
05/05/2023,868896,0,1938.46,RADICAL SERVICES LTD,10029300,Looked After Child U18 Support,Children's Services,Children Social Care & Safegua
10/05/2023,868897,0,4200,RADICAL SERVICES LTD,10029300,Looked After Child U18 Support,Children's Services,Children Social Care & Safegua
19/05/2023,868898,0,33942.86,RADICAL SERVICES LTD,10029300,Specialist Placements Resid,Children's Services,Children Social Care & Safegua
02/05/2023,868899,0,1630,RAINBOW OFFICE DESIGN LIMITED,10061500,Furniture and non IT Equipment,Finance & Corporate,Central Finance
02/05/2023,868900,0,9245,RAINBOW OFFICE DESIGN LIMITED,10061500,Furniture and non IT Equipment,Finance & Corporate,Central Finance
10/05/2023,868901,0,5985,R-COM CONSULTING LTD,8470200,Private Contractors - ICT serv,Finance & Corporate,Corporate Services
26/05/2023,868902,0,3990.52,RECTORY LODGE,8400036600,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,868903,0,1712.76,RECTORY LODGE,8400036600,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,868904,0,3667,RECTORY LODGE,8400036600,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,868905,0,3824.52,RECTORY LODGE,8400036600,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,868906,0,4033.12,RECTORY LODGE,8400036600,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
30/05/2023,868907,0,504,REDACTED PERSONAL DATA,4200023300,2 year old funding,Children's Services,Schools
30/05/2023,868908,0,517,REDACTED PERSONAL DATA,4200027600,2 year old funding,Children's Services,Schools
30/05/2023,868909,0,517,REDACTED PERSONAL DATA,4200011900,2 year old funding,Children's Services,Schools
30/05/2023,868910,0,517,REDACTED PERSONAL DATA,4200010000,2 year old funding,Children's Services,Schools
30/05/2023,868911,0,517,REDACTED PERSONAL DATA,4200025300,2 year old funding,Children's Services,Schools
10/05/2023,868912,0,518,REDACTED PERSONAL DATA,4200026300,2 year old funding,Children's Services,Schools
30/05/2023,868913,0,776,REDACTED PERSONAL DATA,4200021700,2 year old funding,Children's Services,Schools
30/05/2023,868914,0,528,REDACTED PERSONAL DATA,4200028600,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868915,0,570,REDACTED PERSONAL DATA,4200022800,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868916,0,608,REDACTED PERSONAL DATA,4200016000,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868917,0,611,REDACTED PERSONAL DATA,4200029600,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868918,0,611,REDACTED PERSONAL DATA,4200015300,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868919,0,611,REDACTED PERSONAL DATA,4200017200,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868920,0,611,REDACTED PERSONAL DATA,6414600,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868921,0,611,REDACTED PERSONAL DATA,4200017800,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868922,0,611,REDACTED PERSONAL DATA,4200021000,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868923,0,611,REDACTED PERSONAL DATA,4200015100,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868924,0,692,REDACTED PERSONAL DATA,4200020801,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868925,0,719,REDACTED PERSONAL DATA,4200010300,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868926,0,814,REDACTED PERSONAL DATA,4200020000,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868927,0,814,REDACTED PERSONAL DATA,4200013100,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868928,0,814,REDACTED PERSONAL DATA,8202600,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868929,0,814,REDACTED PERSONAL DATA,4200014700,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868930,0,814,REDACTED PERSONAL DATA,8315200,3 & 4 year old funding,Children's Services,Schools
26/05/2023,868931,0,923,REDACTED PERSONAL DATA,8508300,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868932,0,1018,REDACTED PERSONAL DATA,4200010601,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868933,0,1018,REDACTED PERSONAL DATA,4200021700,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868934,0,1018,REDACTED PERSONAL DATA,4200003300,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868935,0,1018,REDACTED PERSONAL DATA,4200024700,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868936,0,1018,REDACTED PERSONAL DATA,4200017900,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868937,0,1073,REDACTED PERSONAL DATA,4200010400,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868938,0,1120,REDACTED PERSONAL DATA,4200015900,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868939,0,1181,REDACTED PERSONAL DATA,4200025300,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868940,0,1221,REDACTED PERSONAL DATA,4200015400,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868941,0,1269,REDACTED PERSONAL DATA,4200020700,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868942,0,1289,REDACTED PERSONAL DATA,4200022101,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868943,0,1384,REDACTED PERSONAL DATA,8200100,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868944,0,1629,REDACTED PERSONAL DATA,4200022200,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868945,0,1629,REDACTED PERSONAL DATA,4200008100,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868946,0,1629,REDACTED PERSONAL DATA,4200006200,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868947,0,1629,REDACTED PERSONAL DATA,4200011900,3 & 4 year old funding,Children's Services,Schools
12/05/2023,868948,0,1800,REDACTED PERSONAL DATA,4200015500,3 & 4 year old funding,Children's Services,Schools
12/05/2023,868949,0,1800,REDACTED PERSONAL DATA,4200001300,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868950,0,1832,REDACTED PERSONAL DATA,4200006100,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868951,0,1832,REDACTED PERSONAL DATA,4200020300,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868952,0,1859,REDACTED PERSONAL DATA,4200009600,3 & 4 year old funding,Children's Services,Schools
26/05/2023,868953,0,2239,REDACTED PERSONAL DATA,4200018601,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868954,0,2307,REDACTED PERSONAL DATA,8131100,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868955,0,2443,REDACTED PERSONAL DATA,8299000,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868956,0,2647,REDACTED PERSONAL DATA,4200027600,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868957,0,4479,REDACTED PERSONAL DATA,4200010000,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868958,0,7220,REDACTED PERSONAL DATA,4200025300,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868959,0,7590,REDACTED PERSONAL DATA,4200023300,3 & 4 year old funding,Children's Services,Schools
30/05/2023,868960,0,17685,REDACTED PERSONAL DATA,4200026700,3 & 4 year old funding,Children's Services,Schools
17/05/2023,868961,0,705.51,REDACTED PERSONAL DATA,1000007200,Adoption Allowance,Children's Services,Children Social Care & Safegua
24/05/2023,868962,0,705.51,REDACTED PERSONAL DATA,1000007200,Adoption Allowance,Children's Services,Children Social Care & Safegua
31/05/2023,868963,0,705.51,REDACTED PERSONAL DATA,1000007200,Adoption Allowance,Children's Services,Children Social Care & Safegua
03/05/2023,868964,0,745.8,REDACTED PERSONAL DATA,1000003400,Adoption Allowance,Children's Services,Children Social Care & Safegua
10/05/2023,868965,0,745.8,REDACTED PERSONAL DATA,1000003400,Adoption Allowance,Children's Services,Children Social Care & Safegua
17/05/2023,868966,0,745.8,REDACTED PERSONAL DATA,1000003400,Adoption Allowance,Children's Services,Children Social Care & Safegua
24/05/2023,868967,0,745.8,REDACTED PERSONAL DATA,1000003400,Adoption Allowance,Children's Services,Children Social Care & Safegua
31/05/2023,868968,0,745.8,REDACTED PERSONAL DATA,1000003400,Adoption Allowance,Children's Services,Children Social Care & Safegua
03/05/2023,868969,0,1066.46,REDACTED PERSONAL DATA,1000007200,Adoption Allowance,Children's Services,Children Social Care & Safegua
10/05/2023,868970,0,1066.46,REDACTED PERSONAL DATA,1000007200,Adoption Allowance,Children's Services,Children Social Care & Safegua
24/05/2023,868971,0,1318.4,REDACTED PERSONAL DATA,1000045000,Adoption Allowance,Children's Services,Children Social Care & Safegua
03/05/2023,868972,0,1944.28,REDACTED PERSONAL DATA,1000067800,Adoption Allowance,Children's Services,Children Social Care & Safegua
31/05/2023,868973,0,1944.28,REDACTED PERSONAL DATA,1000067800,Adoption Allowance,Children's Services,Children Social Care & Safegua
03/05/2023,868974,0,528,REDACTED PERSONAL DATA,2000015300,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,868975,0,528,REDACTED PERSONAL DATA,2000015300,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,868976,0,563.2,REDACTED PERSONAL DATA,2000014100,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,868977,0,563.2,REDACTED PERSONAL DATA,2000014100,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,868978,0,566.92,REDACTED PERSONAL DATA,2000019800,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,868979,0,595.24,REDACTED PERSONAL DATA,2000007701,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,868980,0,616,REDACTED PERSONAL DATA,2000017701,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,868981,0,616,REDACTED PERSONAL DATA,2000017500,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,868982,0,616,REDACTED PERSONAL DATA,2000020700,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,868983,0,616,REDACTED PERSONAL DATA,2000017701,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,868984,0,616,REDACTED PERSONAL DATA,2000012400,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,868985,0,616,REDACTED PERSONAL DATA,2000017500,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,868986,0,616,REDACTED PERSONAL DATA,2000020700,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,868987,0,638.85,REDACTED PERSONAL DATA,2000001600,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,868988,0,704,REDACTED PERSONAL DATA,2000019300,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,868989,0,704,REDACTED PERSONAL DATA,2000019300,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,868990,0,751.36,REDACTED PERSONAL DATA,2000014300,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,868991,0,792,REDACTED PERSONAL DATA,2000011800,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,868992,0,792,REDACTED PERSONAL DATA,2000011800,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,868993,0,880,REDACTED PERSONAL DATA,2000005900,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,868994,0,880,REDACTED PERSONAL DATA,2000005900,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,868995,0,924,REDACTED PERSONAL DATA,2000014200,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,868996,0,924,REDACTED PERSONAL DATA,2000014200,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,868997,0,1056,REDACTED PERSONAL DATA,2000010300,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,868998,0,1056,REDACTED PERSONAL DATA,2000026800,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,868999,0,1056,REDACTED PERSONAL DATA,2000010300,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,869000,0,1056,REDACTED PERSONAL DATA,2000026800,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,869001,0,1104,REDACTED PERSONAL DATA,2000006700,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,869002,0,1144,REDACTED PERSONAL DATA,2000019000,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,869003,0,1210,REDACTED PERSONAL DATA,2000029700,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,869004,0,1320,REDACTED PERSONAL DATA,2000007701,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,869005,0,1672,REDACTED PERSONAL DATA,2000004000,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,869006,0,1672,REDACTED PERSONAL DATA,2000027600,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,869007,0,1672,REDACTED PERSONAL DATA,2000004000,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,869008,0,1672,REDACTED PERSONAL DATA,2000027600,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,869009,0,1848,REDACTED PERSONAL DATA,2000025600,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
30/05/2023,869010,0,1848,REDACTED PERSONAL DATA,2000025600,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,869011,0,2112,REDACTED PERSONAL DATA,2000014300,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,869012,0,2530,REDACTED PERSONAL DATA,2000030100,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
03/05/2023,869013,0,5357,REDACTED PERSONAL DATA,2000006700,ChildwithDisabilityDirectPyts,Children's Services,Children Social Care & Safegua
26/05/2023,869014,0,-1145.86,REDACTED PERSONAL DATA,8300031000,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869015,0,-1145.86,REDACTED PERSONAL DATA,8300031000,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869016,0,-907.48,REDACTED PERSONAL DATA,8300100800,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869017,0,511.98,REDACTED PERSONAL DATA,8300056400,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869018,0,511.98,REDACTED PERSONAL DATA,8300097800,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869019,0,518.56,REDACTED PERSONAL DATA,8300002501,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869020,0,518.56,REDACTED PERSONAL DATA,8300060300,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869021,0,525.04,REDACTED PERSONAL DATA,8300031000,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869022,0,548.8,REDACTED PERSONAL DATA,8300049900,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869023,0,555.6,REDACTED PERSONAL DATA,8300082300,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869024,0,583.38,REDACTED PERSONAL DATA,8300101800,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869025,0,592.64,REDACTED PERSONAL DATA,8300095500,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869026,0,592.64,REDACTED PERSONAL DATA,8300098500,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869027,0,597.31,REDACTED PERSONAL DATA,8300052300,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869028,0,597.31,REDACTED PERSONAL DATA,8300078000,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869029,0,597.31,REDACTED PERSONAL DATA,8300080100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869030,0,616,REDACTED PERSONAL DATA,8300002400,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869031,0,682.64,REDACTED PERSONAL DATA,8300019100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869032,0,682.64,REDACTED PERSONAL DATA,8300032800,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869033,0,685.24,REDACTED PERSONAL DATA,8300068100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869034,0,691.6,REDACTED PERSONAL DATA,8300026500,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869035,0,720,REDACTED PERSONAL DATA,8300087000,CommServs-DirectPayOP,Adults & Health,Bexley Care
24/05/2023,869036,0,740.8,REDACTED PERSONAL DATA,8300080700,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869037,0,740.8,REDACTED PERSONAL DATA,8300077600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869038,0,740.8,REDACTED PERSONAL DATA,8300080900,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869039,0,767.97,REDACTED PERSONAL DATA,8300094500,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869040,0,767.97,REDACTED PERSONAL DATA,8300095300,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869041,0,777.84,REDACTED PERSONAL DATA,8300087100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869042,0,777.84,REDACTED PERSONAL DATA,8300094400,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869043,0,780.16,REDACTED PERSONAL DATA,8300086200,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869044,0,804.54,REDACTED PERSONAL DATA,8300096500,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869045,0,814.88,REDACTED PERSONAL DATA,8300076700,CommServs-DirectPayOP,Adults & Health,Bexley Care
