Body Name,Transaction Number,Account Code Description,Expenses Type,Service Code,Service Area Categorisation,Supplier Name,Date,Amount
Bath and North East Somerset Council,11066613,HN1,Electricity,P05,Neighbourhood Services,EDF ENERGY,11/12/2023,986.60
Bath and North East Somerset Council,11066799,LL1,Services to/for Clients,P29,Children and Young People & Communities,MEDGEN HEALTHCARE RECRUITMENT,11/12/2023,1072.03
Bath and North East Somerset Council,11066709,KA3,Fuel,P05,Neighbourhood Services,ENGIE EV SOLUTIONS,11/12/2023,1079.25
Bath and North East Somerset Council,81242976,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,REDACTED,11/12/2023,1207.74
Bath and North East Somerset Council,81242990,LE1,Education Payment (independent school),P29,Children and Young People & Communities,KALEIDOSCOPE MULTI ACADEMY TRUST ASHCOMBE PRIMARY SCHOOL,11/12/2023,1174.00
Bath and North East Somerset Council,81242988,LE1,Education Payment (independent school),P29,Children and Young People & Communities,MALMESBURY SCHOOL,11/12/2023,1200.00
Bath and North East Somerset Council,81242862,LA7,Purchases for Resale,P04,Leader,WESTAIR REPRODUCTIONS LIMITED,11/12/2023,1206.08
Bath and North East Somerset Council,11066717,DB1,Agency Staff,P28,Adult Services & Council House Building,NEWCROSS HEALTHCARE SOLUTIONS LTD,11/12/2023,1226.79
Bath and North East Somerset Council,11066808,LA1,Equipment Purchase (Non Medical),P28,Adult Services & Council House Building,DRIVE DEVILBISS HEALTHCARE LIMITED,11/12/2023,1266.90
Bath and North East Somerset Council,11066532,LJ2,Legal Fees,P29,Children and Young People & Communities,OLSEN RADIOLOGY LTD,11/12/2023,1272.00
Bath and North East Somerset Council,11066723,HP8,Service Charges,P26,Economic Development & Resources,AK LLP CLIENT RE BRISTOL BUSINESS PARK MA,11/12/2023,1321.50
Bath and North East Somerset Council,81242856,LA7,Purchases for Resale,P04,Leader,TEMPLE ISLAND COLLECTIONS,11/12/2023,1375.00
Bath and North East Somerset Council,11066702,KB1,Hire of Vehicles,P05,Neighbourhood Services,LEEDS COMMERCIAL LTD,11/12/2023,1452.00
Bath and North East Somerset Council,11066704,KB1,Hire of Vehicles,P05,Neighbourhood Services,LEEDS COMMERCIAL LTD,11/12/2023,1452.00
Bath and North East Somerset Council,11066468,LJ4,Contracts,P25,Transport,RADSTOCK TAXIS,11/12/2023,1497.32
Bath and North East Somerset Council,11066610,HV4,Cleaning Materials,P04,Leader,AVANTI HYGIENE LTD,11/12/2023,1521.69
Bath and North East Somerset Council,11066813,LA1,Equipment Purchase (Non Medical),P28,Adult Services & Council House Building,GORDON ELLIS & CO,11/12/2023,1641.24
Bath and North East Somerset Council,81242992,LE1,Education Payment (independent school),P29,Children and Young People & Communities,MIDSOMER NORTON SCHOOLS PARTNERSHIP,11/12/2023,537.45
Bath and North East Somerset Council,11066604,KB2,Vehicle Leasing,P26,Economic Development & Resources,TUSKER DIRECT LTD,11/12/2023,1716.88
Bath and North East Somerset Council,11066719,DB1,Agency Staff,P28,Adult Services & Council House Building,NEWCROSS HEALTHCARE SOLUTIONS LTD,11/12/2023,1746.96
Bath and North East Somerset Council,81242987,LE1,Education Payment (independent school),P29,Children and Young People & Communities,CABOT LEARNING FEDERATION,11/12/2023,1760.00
Bath and North East Somerset Council,11066509,LJ4,Contracts,P25,Transport,TOMMY JUKES,11/12/2023,1764.00
Bath and North East Somerset Council,81242974,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,REDACTED,11/12/2023,834.96
Bath and North East Somerset Council,11066396,LG4,Interpreting Services,P29,Children and Young People & Communities,LANGUAGE EMPIRE LTD,11/12/2023,1810.60
Bath and North East Somerset Council,11066746,3C4,Building Works,P25,Transport,SPRINGFIELD ROAD SURFACING CO,11/12/2023,1840.00
Bath and North East Somerset Council,81242872,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,11/12/2023,1000.00
Bath and North East Somerset Council,81242860,LA7,Purchases for Resale,P04,Leader,TINKER TAILOR LTD,11/12/2023,1998.15
Bath and North East Somerset Council,11066615,HN1,Electricity,P26,Economic Development & Resources,EDF ENERGY,11/12/2023,2024.59
Bath and North East Somerset Council,81242859,LA7,Purchases for Resale,P04,Leader,TINKER TAILOR LTD,11/12/2023,2079.00
Bath and North East Somerset Council,11066805,LA1,Equipment Purchase (Non Medical),P28,Adult Services & Council House Building,AIDAPT BATHROOMS LTD,11/12/2023,2087.50
Bath and North East Somerset Council,11066725,LJ4,Contracts,P05,Neighbourhood Services,WASTEPARTS UK LTD,11/12/2023,2123.40
Bath and North East Somerset Council,11066670,KB1,Hire of Vehicles,P05,Neighbourhood Services,LIMESQUARE VEHICLE RENTAL LTD,11/12/2023,2221.71
Bath and North East Somerset Council,11066743,LK1,Fees,P31,"Economic Development, Regeneration & Growth",SAFE AND SOUND UK LIMITED,11/12/2023,2400.00
Bath and North East Somerset Council,81242861,LA7,Purchases for Resale,P04,Leader,TOWER MINT LTD,11/12/2023,2430.00
Bath and North East Somerset Council,11066638,3N7,Misc. Costs,P23,"Housing, Planning & Economic Development",For and behalf of Mobius Works,11/12/2023,2459.37
Bath and North East Somerset Council,11066459,LJ4,Contracts,P25,Transport,HIGHWAY TAXIS & TRAVEL,11/12/2023,2526.04
Bath and North East Somerset Council,11066746,3C4,Building Works,P25,Transport,SPRINGFIELD ROAD SURFACING CO,11/12/2023,2760.00
Bath and North East Somerset Council,11066691,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,TACT,11/12/2023,2787.60
Bath and North East Somerset Council,81242854,LA7,Purchases for Resale,P04,Leader,REDACTED,11/12/2023,1350.00
Bath and North East Somerset Council,81242858,LA7,Purchases for Resale,P04,Leader,TEMPLE ISLAND COLLECTIONS,11/12/2023,2915.50
Bath and North East Somerset Council,11066685,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,TACT,11/12/2023,2937.60
Bath and North East Somerset Council,11066692,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,TACT,11/12/2023,2967.00
Bath and North East Somerset Council,11066696,KB1,Hire of Vehicles,P05,Neighbourhood Services,DAWSONGROUP ENVIRONMENTAL MUNICIPAL CIVIL LIMITED,11/12/2023,2992.00
Bath and North East Somerset Council,11066510,LJ4,Contracts,P25,Transport,TRAVELBILLITY LTD,11/12/2023,3150.00
Bath and North East Somerset Council,81242989,LE1,Education Payment (independent school),P29,Children and Young People & Communities,SOUTH GLOUCESTERSHIRE COUNCIL,11/12/2023,1230.00
Bath and North East Somerset Council,11066631,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,BY THE BRIDGE LIMITED,11/12/2023,3300.26
Bath and North East Somerset Council,11066636,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,BY THE BRIDGE LIMITED,11/12/2023,3300.26
Bath and North East Somerset Council,11066639,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,BY THE BRIDGE LIMITED,11/12/2023,3300.26
Bath and North East Somerset Council,11066640,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,BY THE BRIDGE LIMITED,11/12/2023,3300.26
Bath and North East Somerset Council,11066653,LJ4,Contracts,P25,Transport,HCRG CARE SERVICES LTD,11/12/2023,3333.33
Bath and North East Somerset Council,11066686,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,TACT,11/12/2023,3349.50
Bath and North East Somerset Council,11066687,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,TACT,11/12/2023,3349.50
Bath and North East Somerset Council,11066688,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,TACT,11/12/2023,3349.50
Bath and North East Somerset Council,11066809,LA1,Equipment Purchase (Non Medical),P28,Adult Services & Council House Building,ETAC LIMITED,11/12/2023,3381.04
Bath and North East Somerset Council,11066619,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,HORIZON FOSTERING SERVICES,11/12/2023,3407.10
Bath and North East Somerset Council,11066548,3C4,Building Works,P19,Resources,BPM CONTRACTING SERVICES LTD,11/12/2023,3450.00
Bath and North East Somerset Council,11066757,KB1,Hire of Vehicles,P05,Neighbourhood Services,NATIONWIDE PLATFORMS,11/12/2023,3465.44
Bath and North East Somerset Council,11066677,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,11/12/2023,3468.90
Bath and North East Somerset Council,11066644,LJ4,Contracts,P29,Children and Young People & Communities,MIAG LTD,11/12/2023,3500.00
Bath and North East Somerset Council,11066603,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,THE FOSTER CARE CHARITY,11/12/2023,3582.90
Bath and North East Somerset Council,11066645,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,FOSTER CARE ASSOCIATES LTD,11/12/2023,3616.82
Bath and North East Somerset Council,11066649,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,FOSTER CARE ASSOCIATES LTD,11/12/2023,3616.82
Bath and North East Somerset Council,11066689,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,TACT,11/12/2023,3660.00
Bath and North East Somerset Council,11066618,HN1,Electricity,P05,Neighbourhood Services,EDF ENERGY,11/12/2023,3671.65
Bath and North East Somerset Council,11066652,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,FOSTER CARE ASSOCIATES LTD,11/12/2023,3755.03
Bath and North East Somerset Council,11066690,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,TACT,11/12/2023,3871.50
Bath and North East Somerset Council,11066678,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,11/12/2023,3912.82
Bath and North East Somerset Council,11066647,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,FOSTER CARE ASSOCIATES LTD,11/12/2023,3922.74
Bath and North East Somerset Council,11066651,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,FOSTER CARE ASSOCIATES LTD,11/12/2023,3922.74
Bath and North East Somerset Council,11066745,LK1,Fees,P31,"Economic Development, Regeneration & Growth",RIDER LEVETT BUCKNALL UK LTD,11/12/2023,3950.00
Bath and North East Somerset Council,11066624,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,PARALLEL PARENTS,11/12/2023,3985.20
Bath and North East Somerset Council,11066596,LK1,Fees,P31,"Economic Development, Regeneration & Growth",ATKINS WALTERS & WEBSTER LTD,11/12/2023,4000.00
Bath and North East Somerset Council,11066604,KB2,Vehicle Leasing,P26,Economic Development & Resources,TUSKER DIRECT LTD,11/12/2023,4125.60
Bath and North East Somerset Council,11066245,LK1,Fees,P04,Leader,HARDSTAFF BARRIERS,11/12/2023,4208.25
Bath and North East Somerset Council,11066467,LJ4,Contracts,P25,Transport,PLUTO ENTERPRISES LTD T/A A.F.C. TAXIS,11/12/2023,4491.96
Bath and North East Somerset Council,11066597,LK1,Fees,P31,"Economic Development, Regeneration & Growth",ATKINS WALTERS & WEBSTER LTD,11/12/2023,4500.00
Bath and North East Somerset Council,11066774,LL1,Services to/for Clients,P29,Children and Young People & Communities,THORNBURY NURSING SERVICES,11/12/2023,4601.08
Bath and North East Somerset Council,11066468,LJ4,Contracts,P25,Transport,RADSTOCK TAXIS,11/12/2023,4713.82
Bath and North East Somerset Council,11066595,LK1,Fees,P31,"Economic Development, Regeneration & Growth",ATKINS WALTERS & WEBSTER LTD,11/12/2023,5000.00
Bath and North East Somerset Council,11066730,LJ1,Consultants Fees,P29,Children and Young People & Communities,YOUTH CONNECT SOUTH WEST,11/12/2023,5210.00
Bath and North East Somerset Council,11066708,LK1,Fees,P29,Children and Young People & Communities,ROYAL HIGH SCHOOL,11/12/2023,5716.00
Bath and North East Somerset Council,11066657,LJ1,Consultants Fees,P28,Adult Services & Council House Building,FRASER HEAD,11/12/2023,5820.00
Bath and North East Somerset Council,11066588,LJ4,Contracts,P04,Leader,VENTURE SECURITY MANAGEMENT LTD,11/12/2023,5940.60
Bath and North East Somerset Council,11066509,LJ4,Contracts,P25,Transport,TOMMY JUKES,11/12/2023,5945.54
Bath and North East Somerset Council,11066716,DB1,Agency Staff,P28,Adult Services & Council House Building,NEWCROSS HEALTHCARE SOLUTIONS LTD,11/12/2023,6336.36
Bath and North East Somerset Council,11066773,LJ4,Contracts,P05,Neighbourhood Services,GOODALL BATES & TODD LTD T/A GB LUBRICANTS,11/12/2023,7016.78
Bath and North East Somerset Council,11066633,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,TRUE FOSTERING LIMITED,11/12/2023,7085.67
Bath and North East Somerset Council,11066715,DB1,Agency Staff,P28,Adult Services & Council House Building,NEWCROSS HEALTHCARE SOLUTIONS LTD,11/12/2023,7590.29
Bath and North East Somerset Council,11066554,3N7,Misc. Costs,P24,Community Services,MONKEY BUSINESS DESIGN,11/12/2023,8045.40
Bath and North East Somerset Council,11066611,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,DYNAMIC YOUTH SUPPORT SERVICES,11/12/2023,9215.10
Bath and North East Somerset Council,11066612,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,DYNAMIC YOUTH SUPPORT SERVICES,11/12/2023,9215.10
Bath and North East Somerset Council,11066548,HA1,Responsive Maintenance,P26,Economic Development & Resources,BPM CONTRACTING SERVICES LTD,11/12/2023,9658.00
Bath and North East Somerset Council,11066732,LJ1,Consultants Fees,P25,Transport,ETHOS ENVIRONMENTAL PLANNING LTD,11/12/2023,11270.00
Bath and North East Somerset Council,11066731,LJ4,Contracts,P04,Leader,BATH ARTS WORKSHOP LTD,11/12/2023,11423.50
Bath and North East Somerset Council,11066665,LK1,Fees,P27,Climate Emergency & Sustainable Travel,TRAFFIC SURVEY PARTNERS (TSP) UK LTD,11/12/2023,12113.00
Bath and North East Somerset Council,11066554,3N7,Misc. Costs,P24,Community Services,MONKEY BUSINESS DESIGN,11/12/2023,12332.80
Bath and North East Somerset Council,11066701,LJ4,Contracts,P04,Leader,BATH ARTS WORKSHOP LTD,11/12/2023,13793.49
Bath and North East Somerset Council,11066694,KA3,Fuel,P05,Neighbourhood Services,ALLSTAR BUSINESS SOLUTIONS LTD,11/12/2023,13920.10
Bath and North East Somerset Council,11066693,LE1,Education Payment (independent school),P29,Children and Young People & Communities,PHOENIX BAY LTD,11/12/2023,14663.00
Bath and North East Somerset Council,11066730,LJ1,Consultants Fees,P29,Children and Young People & Communities,YOUTH CONNECT SOUTH WEST,11/12/2023,15951.00
Bath and North East Somerset Council,11066736,LK1,Fees,P29,Children and Young People & Communities,PENNA PLC T/A CIPFA-PENNA,11/12/2023,17072.00
Bath and North East Somerset Council,11066452,3F7,External Fees,P19,Resources,GLEEDS MANAGEMENT SERVICES LTD,11/12/2023,21363.00
Bath and North East Somerset Council,11066669,KA1,Repairs & Maintenance,P05,Neighbourhood Services,TRUCTYRE FLEET MANAGEMENT LTD,11/12/2023,26261.15
Bath and North East Somerset Council,11066684,LV1,Grants to Voluntary Bodies,P29,Children and Young People & Communities,YOUTH CONNECT SOUTH WEST,11/12/2023,47904.98
Bath and North East Somerset Council,11066540,3C4,Building Works,P25,Transport,DYER & BUTLER LTD,11/12/2023,105738.05
Bath and North East Somerset Council,11066646,LJ4,Contracts,P25,Transport,WEST OF ENGLAND COMBINED AUTHORITY,11/12/2023,288788.96
Bath and North East Somerset Council,11066661,3C4,Building Works,P19,Resources,NORTHSTONE (NI) LIMITED,11/12/2023,1161941.88
Bath and North East Somerset Council,11066923,LF4,Stationery,P26,Economic Development & Resources,ACS LTD,13/12/2023,58.71
Bath and North East Somerset Council,81243214,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,13/12/2023,580.00
Bath and North East Somerset Council,81243216,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,13/12/2023,580.00
Bath and North East Somerset Council,11067033,LW9,Other Expenses,P29,Children and Young People & Communities,B&NES COUNCIL -  OFFICE SERVICES,13/12/2023,2763.52
Bath and North East Somerset Council,11066664,LJ2,Legal Fees,P29,Children and Young People & Communities,KENNEDYS OFFICE ACCOUNT,13/12/2023,305.00
Bath and North East Somerset Council,11066955,LJ4,Contracts,P05,Neighbourhood Services,WESTBURY HYDRAULICS T/A PIRTEK WESTBURY,13/12/2023,437.41
Bath and North East Somerset Council,11067098,KE3,Transport & Travel,P29,Children and Young People & Communities,SOUTH GLOUCESTERSHIRE COUNCIL,13/12/2023,493.27
Bath and North East Somerset Council,11066713,LL6,Needs & Services,P29,Children and Young People & Communities,MIDSOMER NORTON SCHOOLS PARTNERSHIP,13/12/2023,500.00
Bath and North East Somerset Council,11067044,LK1,Fees,P27,Climate Emergency & Sustainable Travel,WESSEX WATER SERVICES LIMITED,13/12/2023,533.03
Bath and North East Somerset Council,81243141,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,13/12/2023,550.00
Bath and North East Somerset Council,11067019,LA1,Equipment Purchase (Non Medical),P05,Neighbourhood Services,HURLEY ENGINE SERVICES LTD,13/12/2023,575.00
Bath and North East Somerset Council,11066900,HA1,Responsive Maintenance,P04,Leader,AVON ALARMS LIMITED,13/12/2023,576.50
Bath and North East Somerset Council,11067060,HA1,Responsive Maintenance,P04,Leader,BS3 SERVICES LTD,13/12/2023,596.40
Bath and North East Somerset Council,11066959,HE5,Security of Premises,P25,Transport,SAFE AND SOUND UK LIMITED,13/12/2023,622.38
Bath and North East Somerset Council,81243307,LE2,Statementing Payment to other LEAs/Schools,P29,Children and Young People & Communities,ST BERNADETTE CATHOLIC SECONDARY SCHOOL,13/12/2023,625.17
Bath and North East Somerset Council,11066853,LL1,Services to/for Clients,P29,Children and Young People & Communities,MEDGEN HEALTHCARE RECRUITMENT,13/12/2023,628.19
Bath and North East Somerset Council,11066989,HA1,Responsive Maintenance,P04,Leader,MEGA-ROD,13/12/2023,650.00
Bath and North East Somerset Council,11066988,3N7,Misc. Costs,P25,Transport,MIDLAND SURVEY LTD,13/12/2023,650.00
Bath and North East Somerset Council,11067068,HN2,Gas,P28,Adult Services & Council House Building,TOTAL GAS & POWER,13/12/2023,681.19
Bath and North East Somerset Council,11067013,PB4,Payments to Private Contractors,P05,Neighbourhood Services,PROFESSIONAL HYGIENE LTD,13/12/2023,689.14
Bath and North East Somerset Council,11066936,LK2,Licences (non IT),P30,Planning & Licensing,RESOLUTION DATA MANAGEMENT LTD,13/12/2023,695.00
Bath and North East Somerset Council,11066849,LL1,Services to/for Clients,P29,Children and Young People & Communities,MEDGEN HEALTHCARE RECRUITMENT,13/12/2023,695.01
Bath and North East Somerset Council,11067054,HE5,Security of Premises,P05,Neighbourhood Services,RELYON GUARDING & SECURITY SERVICES,13/12/2023,705.00
Bath and North East Somerset Council,11066880,LJ4,Contracts,P25,Transport,T WESTLAKE ACCESS TRAVEL,13/12/2023,707.70
Bath and North East Somerset Council,11066952,LJ4,Contracts,P25,Transport,ROMAN CONTRACTS (BATH) LTD,13/12/2023,770.00
Bath and North East Somerset Council,11067012,PB4,Payments to Private Contractors,P05,Neighbourhood Services,PROFESSIONAL HYGIENE LTD,13/12/2023,813.33
Bath and North East Somerset Council,81243179,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,13/12/2023,500.00
Bath and North East Somerset Council,81243180,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,13/12/2023,500.00
Bath and North East Somerset Council,11066978,LJ4,Contracts,P25,Transport,1ST AVENUE TRAVEL,13/12/2023,868.14
Bath and North East Somerset Council,11066876,LX2,Floral Decorations,P05,Neighbourhood Services,ANEMONE T/A PULTENEY BRIDGE FLOWERS,13/12/2023,875.00
Bath and North East Somerset Council,81243311,LE2,Statementing Payment to other LEAs/Schools,P29,Children and Young People & Communities,BRIDGWATER COLLEGE TRUST,13/12/2023,887.58
Bath and North East Somerset Council,11067052,HE5,Security of Premises,P26,Economic Development & Resources,RS SECURITY LTD,13/12/2023,966.00
Bath and North East Somerset Council,11066910,LJ4,Contracts,P05,Neighbourhood Services,HAKO MACHINES LTD,13/12/2023,976.68
Bath and North East Somerset Council,11067028,KA1,Repairs & Maintenance,P05,Neighbourhood Services,TDL EQUIPMENT,13/12/2023,990.00
Bath and North East Somerset Council,11067017,3C4,Building Works,P19,Resources,OTIS LTD,13/12/2023,999.00
Bath and North East Somerset Council,11067005,LV1,Grants to Voluntary Bodies,P04,Leader,MUSEUM OF BATH AT WORK,13/12/2023,1000.00
Bath and North East Somerset Council,11066821,DB1,Agency Staff,P28,Adult Services & Council House Building,RETAIN HEALTHCARE LTD,13/12/2023,1003.88
Bath and North East Somerset Council,11066939,HE1,General Maintenance,P25,Transport,BUS SHELTERS LTD,13/12/2023,1021.73
Bath and North East Somerset Council,11066933,PB4,Payments to Private Contractors,P05,Neighbourhood Services,R J KING & SONS,13/12/2023,1054.50
Bath and North East Somerset Council,11066937,HE1,General Maintenance,P25,Transport,BUS SHELTERS LTD,13/12/2023,1081.30
Bath and North East Somerset Council,81243008,LL9,Special Guardianship,P29,Children and Young People & Communities,REDACTED,13/12/2023,507.28
Bath and North East Somerset Council,81243293,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,FIRST STEPS NURSERY,13/12/2023,764.16
Bath and North East Somerset Council,11067038,LK6,Photography/Artworks/Graphics,P04,Leader,LAUREN FLOOD ROWLAND,13/12/2023,1130.00
Bath and North East Somerset Council,81243308,LE2,Statementing Payment to other LEAs/Schools,P29,Children and Young People & Communities,FUTURA LEARNING PARTNERSHIP,13/12/2023,2090.51
Bath and North East Somerset Council,11067085,KB1,Hire of Vehicles,P05,Neighbourhood Services,ROBERTS (BATH) LTD,13/12/2023,1170.00
Bath and North East Somerset Council,11066733,3N7,Misc. Costs,,,HEALTHY BEAN LTD,13/12/2023,1217.40
Bath and North East Somerset Council,11066855,LL1,Services to/for Clients,P29,Children and Young People & Communities,MEDGEN HEALTHCARE RECRUITMENT,13/12/2023,1302.02
Bath and North East Somerset Council,11066996,LJ4,Contracts,P25,Transport,KEYNSHAM CARS,13/12/2023,1305.92
Bath and North East Somerset Council,11066854,LL1,Services to/for Clients,P29,Children and Young People & Communities,MEDGEN HEALTHCARE RECRUITMENT,13/12/2023,1330.79
Bath and North East Somerset Council,11067021,3E5,IT Hardware,P19,Resources,MAINTEL EUROPE LTD,13/12/2023,1341.34
Bath and North East Somerset Council,11066867,LA1,Equipment Purchase (Non Medical),P28,Adult Services & Council House Building,TVM CHELTENHAM LTD,13/12/2023,1369.00
Bath and North East Somerset Council,11066884,LJ4,Contracts,P25,Transport,BATH TRANSFERS & TOURS LIMITED,13/12/2023,1375.00
Bath and North East Somerset Council,11066819,LA1,Equipment Purchase (Non Medical),P28,Adult Services & Council House Building,THE HELPING HAND CO LTD,13/12/2023,1400.00
Bath and North East Somerset Council,11066846,LL1,Services to/for Clients,P29,Children and Young People & Communities,MEDGEN HEALTHCARE RECRUITMENT,13/12/2023,1458.29
Bath and North East Somerset Council,81243309,LE2,Statementing Payment to other LEAs/Schools,P29,Children and Young People & Communities,WELLSWAY SCHOOL,13/12/2023,1465.34
Bath and North East Somerset Council,11067118,LP5,Software Support,P28,Adult Services & Council House Building,NORTH SOMERSET COUNCIL,13/12/2023,1477.00
Bath and North East Somerset Council,11066958,HA2,Servicing,P26,Economic Development & Resources,FIREMARK LTD,13/12/2023,1489.22
Bath and North East Somerset Council,11066913,LK1,Fees,P26,Economic Development & Resources,RIDER LEVETT BUCKNALL UK LTD,13/12/2023,1507.50
Bath and North East Somerset Council,81243139,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,13/12/2023,500.00
Bath and North East Somerset Council,11066663,LJ2,Legal Fees,P29,Children and Young People & Communities,KENNEDYS OFFICE ACCOUNT,13/12/2023,1530.00
Bath and North East Somerset Council,11066832,LK1,Fees,P05,Neighbourhood Services,VIVEDIA LTD T/A OBITUS,13/12/2023,1539.00
Bath and North East Somerset Council,11066978,LJ4,Contracts,P25,Transport,1ST AVENUE TRAVEL,13/12/2023,1539.12
Bath and North East Somerset Council,11066973,LJ4,Contracts,P25,Transport,CHANDLERS COACH TRAVEL,13/12/2023,1540.00
Bath and North East Somerset Council,81243195,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,13/12/2023,500.00
Bath and North East Somerset Council,11066902,PB4,Payments to Private Contractors,P05,Neighbourhood Services,R J KING & SONS,13/12/2023,1552.00
Bath and North East Somerset Council,11066887,LJ4,Contracts,P25,Transport,BATH TRANSFERS & TOURS LIMITED,13/12/2023,1620.00
Bath and North East Somerset Council,81243117,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,13/12/2023,580.00
Bath and North East Somerset Council,81243036,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,13/12/2023,500.00
Bath and North East Somerset Council,11066891,LJ4,Contracts,P25,Transport,BATH TRANSFERS & TOURS LIMITED,13/12/2023,1632.40
Bath and North East Somerset Council,11066999,LJ4,Contracts,P25,Transport,KEYNSHAM CARS,13/12/2023,1651.48
Bath and North East Somerset Council,11066830,LA5,Materials,P05,Neighbourhood Services,FACULTATIEVE TECHNOLOGIES LTD,13/12/2023,1687.07
Bath and North East Somerset Council,11066879,LJ4,Contracts,P25,Transport,T WESTLAKE ACCESS TRAVEL,13/12/2023,1760.00
Bath and North East Somerset Council,11066882,LJ4,Contracts,P25,Transport,BATH TRANSFERS & TOURS LIMITED,13/12/2023,1760.00
Bath and North East Somerset Council,11066931,LJ4,Contracts,P25,Transport,NEED TO GET HOME? TAXI COMPANY,13/12/2023,1786.68
Bath and North East Somerset Council,11067081,LJ4,Contracts,P05,Neighbourhood Services,L&F COMMERCIAL PARTS,13/12/2023,1788.85
Bath and North East Somerset Council,81243151,LM5,Fostering Families Allowance,P29,Children and Young People & Communities,REDACTED,13/12/2023,520.00
Bath and North East Somerset Council,81243224,LL9,Special Guardianship,P29,Children and Young People & Communities,REDACTED,13/12/2023,820.00
Bath and North East Somerset Council,81243225,LL9,Special Guardianship,P29,Children and Young People & Communities,REDACTED,13/12/2023,820.00
Bath and North East Somerset Council,81243133,LL9,Special Guardianship,P29,Children and Young People & Communities,REDACTED,13/12/2023,517.73
Bath and North East Somerset Council,11066851,LL1,Services to/for Clients,P29,Children and Young People & Communities,MEDGEN HEALTHCARE RECRUITMENT,13/12/2023,1858.77
Bath and North East Somerset Council,81243236,LL9,Special Guardianship,P29,Children and Young People & Communities,REDACTED,13/12/2023,740.00
Bath and North East Somerset Council,81243237,LL9,Special Guardianship,P29,Children and Young People & Communities,REDACTED,13/12/2023,740.00
Bath and North East Somerset Council,81243066,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,13/12/2023,1040.00
Bath and North East Somerset Council,81243083,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,13/12/2023,580.00
Bath and North East Somerset Council,11066885,LJ4,Contracts,P25,Transport,BATH TRANSFERS & TOURS LIMITED,13/12/2023,1980.00
Bath and North East Somerset Council,11066822,DB1,Agency Staff,P28,Adult Services & Council House Building,RETAIN HEALTHCARE LTD,13/12/2023,1986.50
Bath and North East Somerset Council,11066852,KE2,Payment to Parents/Students,P29,Children and Young People & Communities,REDACTED,13/12/2023,504.00
Bath and North East Somerset Council,11066877,LJ4,Contracts,P25,Transport,T WESTLAKE ACCESS TRAVEL,13/12/2023,2000.00
Bath and North East Somerset Council,11066956,LL1,Services to/for Clients,P28,Adult Services & Council House Building,VEEZU LTD,13/12/2023,2182.10
Bath and North East Somerset Council,11066862,LK1,Fees,P25,Transport,CHIPSIDE LIMITED,13/12/2023,2192.70
Bath and North East Somerset Council,11066894,LJ4,Contracts,P25,Transport,BATH TRANSFERS & TOURS LIMITED,13/12/2023,2200.00
Bath and North East Somerset Council,11066881,LJ4,Contracts,P25,Transport,BATH TRANSFERS & TOURS LIMITED,13/12/2023,2229.48
