Body Name,Transaction Number,Account Code Description,Expenses Type,Service Code,Service Area Categorisation,Supplier Name,Date,Amount
Bath and North East Somerset Council,81175859,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,131.11
Bath and North East Somerset Council,81175859,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,149.84
Bath and North East Somerset Council,81175859,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,149.84
Bath and North East Somerset Council,81175859,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,150.32
Bath and North East Somerset Council,81175859,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,150.32
Bath and North East Somerset Council,81175859,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,150.32
Bath and North East Somerset Council,81175859,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,169.11
Bath and North East Somerset Council,81175859,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,169.11
Bath and North East Somerset Council,81175859,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,187.90
Bath and North East Somerset Council,81175859,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,187.90
Bath and North East Somerset Council,81175859,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,187.90
Bath and North East Somerset Council,81175859,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,206.69
Bath and North East Somerset Council,81175859,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,206.69
Bath and North East Somerset Council,81175859,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,262.22
Bath and North East Somerset Council,81175859,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,263.06
Bath and North East Somerset Council,81175859,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,263.06
Bath and North East Somerset Council,81175859,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,462.80
Bath and North East Somerset Council,81175859,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,486.10
Bath and North East Somerset Council,81175859,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,486.10
Bath and North East Somerset Council,81175859,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,580.72
Bath and North East Somerset Council,81175859,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,581.46
Bath and North East Somerset Council,81175859,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,678.38
Bath and North East Somerset Council,81175859,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,972.19
Bath and North East Somerset Council,81175859,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/01/2023,2142.06
Bath and North East Somerset Council,81175825,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/01/2023,709.14
Bath and North East Somerset Council,81175825,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/01/2023,709.16
Bath and North East Somerset Council,81175825,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/01/2023,1438.80
Bath and North East Somerset Council,81175825,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/01/2023,1493.50
Bath and North East Somerset Council,81175825,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/01/2023,1493.50
Bath and North East Somerset Council,81175825,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/01/2023,1493.50
Bath and North East Somerset Council,81175825,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/01/2023,1493.50
Bath and North East Somerset Council,81175825,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/01/2023,1550.00
Bath and North East Somerset Council,81175825,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/01/2023,1590.00
Bath and North East Somerset Council,81175825,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/01/2023,1600.00
Bath and North East Somerset Council,81175825,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/01/2023,1600.00
Bath and North East Somerset Council,81175825,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/01/2023,1650.00
Bath and North East Somerset Council,81175825,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/01/2023,1650.00
Bath and North East Somerset Council,81175825,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/01/2023,1750.00
Bath and North East Somerset Council,81175825,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/01/2023,1750.00
Bath and North East Somerset Council,81175825,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/01/2023,1750.00
Bath and North East Somerset Council,81175814,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/01/2023,462.00
Bath and North East Somerset Council,81175814,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/01/2023,750.00
Bath and North East Somerset Council,81175814,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/01/2023,750.00
Bath and North East Somerset Council,81175814,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/01/2023,1078.00
Bath and North East Somerset Council,81175814,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/01/2023,1438.80
Bath and North East Somerset Council,81175814,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/01/2023,1493.50
Bath and North East Somerset Council,81175814,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/01/2023,1540.00
Bath and North East Somerset Council,81175814,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/01/2023,1540.00
Bath and North East Somerset Council,81175814,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/01/2023,1550.00
Bath and North East Somerset Council,81175814,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/01/2023,1590.00
Bath and North East Somerset Council,81175814,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/01/2023,1625.20
Bath and North East Somerset Council,81175814,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/01/2023,1750.00
Bath and North East Somerset Council,81175814,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/01/2023,1777.56
Bath and North East Somerset Council,81175718,LM3,Residential Care,P28,Adult Services & Council House Building,AUTISM SPECIALISED CARE HOMES LTD,03/01/2023,2773.30
Bath and North East Somerset Council,81175793,LM3,Residential Care,P28,Adult Services & Council House Building,AVERY HOMES DOWNEND LIMITED,03/01/2023,1200.00
Bath and North East Somerset Council,81175793,LM3,Residential Care,P28,Adult Services & Council House Building,AVERY HOMES DOWNEND LIMITED,03/01/2023,1200.00
Bath and North East Somerset Council,81175793,LM3,Residential Care,P28,Adult Services & Council House Building,AVERY HOMES DOWNEND LIMITED,03/01/2023,9942.86
Bath and North East Somerset Council,11030127,LW9,Other Expenses,P29,"Children & Young People, Communities & Culture",B&NES COUNCIL -  OFFICE SERVICES,03/01/2023,5212.71
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,418.38
Bath and North East Somerset Council,81175823,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,739.10
Bath and North East Somerset Council,81175684,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,806.88
Bath and North East Somerset Council,81175823,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,1432.16
Bath and North East Somerset Council,81175823,LM3,Residential Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,1540.00
Bath and North East Somerset Council,81175823,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,1669.68
Bath and North East Somerset Council,81175823,LM3,Residential Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,1700.00
Bath and North East Somerset Council,81175823,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,1724.58
Bath and North East Somerset Council,81175823,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,2378.40
Bath and North East Somerset Council,81175823,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,2512.00
Bath and North East Somerset Council,81175823,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,2520.00
Bath and North East Somerset Council,81175823,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,2600.00
Bath and North East Somerset Council,81175823,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,2800.00
Bath and North East Somerset Council,81175823,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,2862.00
Bath and North East Somerset Council,81175289,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,2892.00
Bath and North East Somerset Council,81175823,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,2920.00
Bath and North East Somerset Council,81175823,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,2960.00
Bath and North East Somerset Council,81175823,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,3018.38
Bath and North East Somerset Council,81175823,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/01/2023,3300.00
Bath and North East Somerset Council,81175677,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/01/2023,418.38
Bath and North East Somerset Council,81175677,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/01/2023,418.38
Bath and North East Somerset Council,81175677,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/01/2023,418.38
Bath and North East Somerset Council,81175677,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/01/2023,418.38
Bath and North East Somerset Council,81175677,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/01/2023,418.38
Bath and North East Somerset Council,81175677,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/01/2023,418.38
Bath and North East Somerset Council,81175677,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/01/2023,418.38
Bath and North East Somerset Council,81175677,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/01/2023,418.38
Bath and North East Somerset Council,81175677,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/01/2023,418.38
Bath and North East Somerset Council,81175677,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/01/2023,418.38
Bath and North East Somerset Council,81175677,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/01/2023,418.38
Bath and North East Somerset Council,81175677,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/01/2023,418.38
Bath and North East Somerset Council,81175677,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/01/2023,418.38
