Body Name,Transaction Number,Account Code Description,Expenses Type,Service Code,Service Area Categorisation,Supplier Name,Date,Amount
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,21.05
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,42.1
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,42.1
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,42.1
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,42.1
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,42.1
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,42.1
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,63.15
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,63.15
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,84.2
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,84.2
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,84.2
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,84.2
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,84.2
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,105.25
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,105.25
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,105.25
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,105.25
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,105.25
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,105.25
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,126.3
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,126.3
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,126.3
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,126.3
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,126.3
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,168.4
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,168.4
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,168.4
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,168.4
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,189.45
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,189.45
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,210.5
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,210.5
Bath and North East Somerset Council,11050468,LK6,Photography/Artworks/Graphics,P04,Leader,HARROW GREEN,03/07/2023,143.83
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,210.5
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,210.5
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,231.55
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,231.55
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,252.6
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,252.6
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,294.7
Bath and North East Somerset Council,81211984,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,294.7
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,294.7
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,519.84
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,544.56
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,544.56
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,616.74
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,653.48
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,762.38
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,1089.13
Bath and North East Somerset Council,81211984,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,03/07/2023,1173.33
Bath and North East Somerset Council,81211948,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/07/2023,786.7
Bath and North East Somerset Council,81211948,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/07/2023,786.7
Bath and North East Somerset Council,81211948,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/07/2023,1573.4
Bath and North East Somerset Council,81211948,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/07/2023,1633.4
Bath and North East Somerset Council,81211948,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/07/2023,1633.4
Bath and North East Somerset Council,81211948,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/07/2023,1633.4
Bath and North East Somerset Council,81211948,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/07/2023,1650
Bath and North East Somerset Council,81211948,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/07/2023,1650
Bath and North East Somerset Council,81211948,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/07/2023,1750
Bath and North East Somerset Council,81211948,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/07/2023,1750
Bath and North East Somerset Council,81211948,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/07/2023,1800
Bath and North East Somerset Council,81211948,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/07/2023,1850
Bath and North East Somerset Council,81211948,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,03/07/2023,1934.6
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,472.02
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,786.7
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,786.7
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,1101.38
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,1573.4
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,1633.4
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,1633.4
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,1633.4
Bath and North East Somerset Council,11050525,HE1,General Maintenance,P05,Neighbourhood Services,M JENNINGS,03/07/2023,175
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,1750
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,1750
Bath and North East Somerset Council,81211399,LM6,Nursing Care,P28,Adult Services & Council House Building,ST MONICAS GENERAL ACCOUNT,03/07/2023,185.2
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,1777.56
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,1790
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,1790
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,1990
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,1990
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,1990
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,7032.14
Bath and North East Somerset Council,81211937,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,03/07/2023,7857.15
Bath and North East Somerset Council,81211833,LM3,Residential Care,P28,Adult Services & Council House Building,AUTISM SPECIALISED CARE HOMES LTD,03/07/2023,2773.3
Bath and North East Somerset Council,81211914,LM3,Residential Care,P28,Adult Services & Council House Building,AUTONOMY LIFE LTD,03/07/2023,5322
Bath and North East Somerset Council,81211909,LM3,Residential Care,P28,Adult Services & Council House Building,AVERY HOMES DOWNEND LIMITED,03/07/2023,1200
Bath and North East Somerset Council,81211909,LM3,Residential Care,P28,Adult Services & Council House Building,AVERY HOMES DOWNEND LIMITED,03/07/2023,1200
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,439.42
Bath and North East Somerset Council,81211802,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,1161.32
Bath and North East Somerset Council,81211946,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,1546.64
Bath and North East Somerset Council,81211946,LM3,Residential Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,1573.4
Bath and North East Somerset Council,81211946,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,1669.68
Bath and North East Somerset Council,81211946,LM3,Residential Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,1700
Bath and North East Somerset Council,81211946,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,2378.4
Bath and North East Somerset Council,81211946,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,2500
Bath and North East Somerset Council,81211946,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,2512
Bath and North East Somerset Council,81211946,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,2520
Bath and North East Somerset Council,81211946,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,2600
Bath and North East Somerset Council,81211946,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,2600
Bath and North East Somerset Council,81211946,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,2862
Bath and North East Somerset Council,81211946,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,2900
Bath and North East Somerset Council,81211946,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,2960
Bath and North East Somerset Council,81211946,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,3018.38
Bath and North East Somerset Council,81211415,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,3050
Bath and North East Somerset Council,81211946,LM3,Residential Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,3085.71
Bath and North East Somerset Council,81211946,LM3,Residential Care,P28,Adult Services & Council House Building,BARCHESTER HEALTH CARE,03/07/2023,3220
Bath and North East Somerset Council,81211834,LM3,Residential Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE,03/07/2023,3324
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211795,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,439.42
Bath and North East Somerset Council,81211928,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,500
Bath and North East Somerset Council,81211928,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,1500
Bath and North East Somerset Council,81211928,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,1546.64
Bath and North East Somerset Council,81211928,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,1546.64
Bath and North East Somerset Council,81211928,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,1546.64
Bath and North East Somerset Council,81211928,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,1546.64
Bath and North East Somerset Council,81211928,LM3,Residential Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,1573.4
Bath and North East Somerset Council,81211928,LM3,Residential Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,1573.4
Bath and North East Somerset Council,81211928,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,1596.4
Bath and North East Somerset Council,81211928,LM6,Nursing Care,P28,Adult Services & Council House Building,BARCHESTER HEALTHCARE HOMES LTD,03/07/2023,1630.28
