Body,Directorate,Division,Service Area,Expenditure Category,Supplier Name,Pay Date,Amount,Transaction reference,Narrative,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45870,460,21063690,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45870,2448,21063680,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45870,2448,21063681,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45870,4100.8,21063647,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45870,4100.8,21063651,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45891,681.6,21066856,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45891,816,21066861,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45890,968.96,21066582,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45890,1116,21066839,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45870,1294.3,21063642,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45870,1310.05,21063646,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45870,1539.6,21063638,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45870,2107.2,21063695,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45891,3469.41,21066850,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45873,3873.6,21064298,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45870,4995.9,21063644,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45884,5078.03,21065866,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45884,8301.45,21065049,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Kids Activities and Bootcamps,45870,1740,21064296,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Mark J Dixon Ltd,45898,520,21065502,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,NW Life Story Services,45890,8250,21064115,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Real Care Childrens Services Limited,45883,848.4,21051471,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,REDACTED - Personal data,45876,700,21065092,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,REDACTED - Personal data,45875,632,21065118,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,REDACTED - Personal data,45882,15,22002888,,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Rock Pool Life CIC,45890,3300,21063613,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,2.4,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,2.4,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,11.85,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,13.33,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,17.63,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,18.06,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,27.95,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,32.68,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,36.98,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,73.96,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,75.65,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,75.65,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,623.47,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,623.47,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,748.14,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,748.14,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,1475.21,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,1475.21,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,1801.16,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,1803.03,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,1830.02,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,1830.02,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,1830.04,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,1831.87,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,1831.87,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,1831.89,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,1895.88,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,1895.88,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,1903.67,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,1925.13,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,1991.34,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,2429.81,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,4.5,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,4.8,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,7.88,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,7.9,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,9.07,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,9.64,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,11.18,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,12.9,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,14.79,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,14.98,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,18.92,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,24.08,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,40.85,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,53.32,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,60.63,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,63.48,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,64.07,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,72.67,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,78.69,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,84.28,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,111.74,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,136.39,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,245.1,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,255.16,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,291.9,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,331.7,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,392.16,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,490.6,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,510.32,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,578.36,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,591.49,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,685.95,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,741,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,1084.19,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,1256.17,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,1386.29,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,1614.6,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45891,1780.47,11118548,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Agency Supply Staff,Matrix Scm Limited,45884,1790.8,11114247,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Consultancy Services,Attenti Ltd,45882,3900,21064751,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Consultancy Services,Attenti Ltd,45891,3900,21065977,,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Internal Overhead Recharges - Expenditure,Willowbrook Hospice Trading Co,45891,510,21066479,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45891,4.73,11118548,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45884,8.6,11114247,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45877,24.94,11114246,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45870,27.09,11112125,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45870,1468.9,11112125,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45877,1468.9,11114246,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45884,1468.9,11114247,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45898,1468.9,11120830,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45884,1830.02,11114247,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45891,1830.02,11118548,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45884,1831.89,11114247,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45898,29.24,11120830,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45884,45.8,11114247,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45891,122.98,11118548,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45891,204.12,11118548,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45891,635.2,11118548,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45891,712.62,11118548,,
St Helens BC,People Services,Children's Social Services,Youth Justice,IT Software Maintenance,Caci,45891,1100,21063880,,
St Helens BC,People Services,Children's Social Services,Youth Justice,IT Software Purchase,Do-It Solutions Limited,45890,250.93,21063734,,
St Helens BC,People Services,Children's Social Services,Youth Justice,IT Software Purchase,Do-It Solutions Limited,45890,487.5,21063734,,
St Helens BC,People Services,Children's Social Services,Youth Justice,Other Hired & Contracting Services,Rock And River Outdoor Pursuits Ltd,45898,287.5,21065836,,
St Helens BC,People Services,Commissioning & Service Delivery,Commissioning & Business Support,IT Software Purchase,Access Uk Limited,Various,4562.5,Various,,
St Helens BC,People Services,Commissioning & Service Delivery,Commissioning & Business Support,Staff Training Expenses - Non Payroll,Escalla Limited,Various,1295,Various,,
St Helens BC,People Services,Commissioning & Service Delivery,Commissioning & Business Support,Training/Workshops - Non Staff,Escalla Limited,Various,1295,Various,,
St Helens BC,People Services,Commissioning & Service Delivery,Performance & Complaints,Agency Supply Staff,Matrix Scm Limited,Various,7074.69,Various,,
St Helens BC,Place Services,Community Safety,Crime Reduction,Subscriptions (non staff),Association Of Town Centre Management,45898,935,21065451,,
St Helens BC,Corporate,Corporate & Democratic Core,Corporate Management,IT Hardware Purchase,Stone Technologies Limited,45877,1088.87,21062302,,
St Helens BC,Corporate,Corporate & Democratic Core,Democratic Representation & Mgmt,"Grants, Contributions & Donations",Portico Vine Arlfc,45890,600,21066917,,
St Helens BC,Corporate,Corporate & Democratic Core,Democratic Representation & Mgmt,"Grants, Contributions & Donations",Bleak Hill Youth Club,45890,600,21066994,,
St Helens BC,Corporate,Corporate & Democratic Core,Democratic Representation & Mgmt,"Grants, Contributions & Donations",Eccleston Lane Ends Parent Teacher Association,45898,710,21067636,,
St Helens BC,Corporate,Corporate & Democratic Core,Democratic Representation & Mgmt,"Grants, Contributions & Donations",40th St Helens Brownies,45890,1000,21066993,,
St Helens BC,Corporate,Corporate & Democratic Core,Democratic Representation & Mgmt,"Grants, Contributions & Donations",Parkdale Sidac FC,45890,1231.19,21063348,,
St Helens BC,Corporate,Corporate & Democratic Core,Democratic Representation & Mgmt,"Grants, Contributions & Donations",Revive Wellness CIC,45870,1500,21064418,,
St Helens BC,Corporate,Corporate & Democratic Core,Democratic Representation & Mgmt,"Grants, Contributions & Donations",Haydock Hedgehog Helpers Rescue,45898,1600,21067632,,
St Helens BC,Corporate,Corporate & Democratic Core,Democratic Representation & Mgmt,"Grants, Contributions & Donations",Sankey Canal Restoration Society,45877,1726,21061066,,
St Helens BC,Corporate,Corporate & Democratic Core,Democratic Representation & Mgmt,Other Hired & Contracting Services,Alba Service And Supply (St Helens) Ltd,45898,600,21064638,,
St Helens BC,Corporate,Corporate & Democratic Core,Democratic Representation & Mgmt,Other Hired & Contracting Services,Pr Chauffeuring Services Ltd,45898,3104,21066598,,
St Helens BC,Centralised,Cross Division,Cross Service Area,General insurance,Protector Insurance,45881,750,21065738,,
St Helens BC,Centralised,Cross Division,Cross Service Area,General insurance,Protector Insurance,45881,6352.5,21065787,,
St Helens BC,Centralised,Cross Division,Cross Service Area,Other Hired & Contracting Services,Aon Uk Limited,45870,8000,21061290,,
St Helens BC,Centralised,Cross Division,Cross Service Area,Other Supplies & Services,Yorkshire Purchasing Org,45870,844.67,22002870,,
St Helens BC,Centralised,Cross Division,Cross Service Area,Other Supplies & Services,Yorkshire Purchasing Org,45877,647.61,22002883,,
St Helens BC,Centralised,Cross Division,Cross Service Area,Other Supplies & Services,Yorkshire Purchasing Org,45877,65.98,22002883,,
St Helens BC,Centralised,Cross Division,Cross Service Area,Other Supplies & Services,Yorkshire Purchasing Org,45884,1222.43,22002891,,
St Helens BC,Centralised,Cross Division,Cross Service Area,Other Supplies & Services,Yorkshire Purchasing Org,45891,888.89,22002930,,
St Helens BC,Centralised,Cross Division,Cross Service Area,Telephones,Virgin Media Payments Limited,45891,958.34,21064620,,
St Helens BC,People Services,Cross Division Services,Cross Service Area,IT Hardware Purchase,Telefonica Uk Limited,Various,2665.93,21061749,,
St Helens BC,Corporate,Cross Division Services,Cross Service Area,Mobile Phones,Telefonica Uk Limited,Various,2650.69,11112200,,
St Helens BC,People Services,Cross Division Services,Cross Service Area,Mobile Phones,Telefonica Uk Limited,Various,818.12,Various,,
St Helens BC,Place Services,Cross Division Services,Cross Service Area,Mobile Phones,Telefonica Uk Limited,45874,6796.85,11112200,,
St Helens BC,People Services,Generic Services,Generic Services,Home to School Transport,Veezu North Ltd T/A Veezu,Various,491.9,Various,,
St Helens BC,People Services,Generic Services,Generic Services,IT Software Purchase,Access Uk Limited,Various,7146.33,Various,,
St Helens BC,People Services,Generic Services,Generic Services,Payments to Voluntary Organisations,St Helens Citizens Advice Bureau Ltd,Various,32829.14,Various,,
St Helens BC,People Services,Generic Services,Generic Services,Payments to Voluntary Organisations,Chrysalis Centre For Change,Various,16918.41,Various,,
St Helens BC,People Services,Generic Services,Generic Services,Payments to Voluntary Organisations,Stroke Association,Various,16537.5,Various,,
St Helens BC,People Services,Generic Services,Generic Services,Personal Allowance,Mental Health Care (Uk) Ltd,Various,200,Various,,
St Helens BC,People Services,Generic Services,Generic Services,Personal Allowance,Rossall Nursing Home,Various,150,Various,,
St Helens BC,People Services,Generic Services,Generic Services,Personal Allowance,Wingate Care Hms Ltd,Various,120,Various,,
St Helens BC,People Services,Generic Services,Generic Services,Personal Allowance,Griffin Care Homes Limited,Various,102.6,Various,,
St Helens BC,People Services,Generic Services,Generic Services,Personal Allowance,Park Homes (Uk) Ltd,Various,80,Various,,
St Helens BC,People Services,Generic Services,Generic Services,Personal Allowance,Capital Health Care T/A Ainsdale Court,Various,60,Various,,
St Helens BC,People Services,Generic Services,Generic Services,Transport - Client Reimbursement,Veezu North Ltd T/A Veezu,Various,1475.7,Various,,
St Helens BC,Place Services,Highways Maintenance,Construction,Payments to Contractors,Bloom Procurement Services Limited,45891,2981.16,21066512,,
St Helens BC,Place Services,Highways Maintenance,Construction,Payments to Contractors,Matrix Scm Limited,45870,144502.62,21060761,,
St Helens BC,Place Services,Highways Maintenance,Construction,Payments to Private Contractors,George Cox & Sons Limited,45880,54820.24,21062040,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45870,1369.74,21060742,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45877,1369.74,21061953,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45877,576,21061965,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45884,1369.74,21063128,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45884,864,21063140,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45891,864,21063989,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45891,576,21063996,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45891,1369.74,21064004,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45898,1369.74,21064811,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matrix Scm Limited,45870,712.62,11112125,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matrix Scm Limited,45884,712.62,11114247,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matrix Scm Limited,45877,857.07,11114246,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matrix Scm Limited,45898,423.72,11120830,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Wilde Consulting Engineers,45870,7782.19,21060440,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Electricity,Npower (Electricity) Ltd,45875,3933.77,21044329,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Electricity,Npower (Electricity) Ltd,45875,12224.53,21044341,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Electricity,Npower (Electricity) Ltd,45875,9760.9,21056646,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Electricity,Npower (Electricity) Ltd,45875,3120.25,21056652,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Electricity,Npower (Electricity) Ltd,45875,11169.46,21056815,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Electricity,Npower (Electricity) Ltd,45875,3532.34,21056841,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Hire of Plant,Gap Group Ltd,45898,460,21065078,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Hire of Plant,Speedy Asset Services,45877,635.95,21060481,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Hire of Plant,Speedy Asset Services,45898,661.25,21065288,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,IT Hardware Purchase,Masternaut Uk Limited,45898,420.64,21065192,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,PAT Testing,Swan Test & Calibration,45884,88.65,21063252,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,PAT Testing,Swan Test & Calibration,45884,68.65,21063252,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,PAT Testing,Swan Test & Calibration,45884,117.4,21063252,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,PAT Testing,Swan Test & Calibration,45884,47.25,21063252,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Payments to Private Contractors,Premier Traffic Management Ltd,45898,646.8,21065734,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Purchase of Equipment,Glowbar Supplies & Power Tools,45877,320.9,21065016,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Purchase of Equipment,Glowbar Supplies & Power Tools,45877,165,21065016,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Purchase of Equipment,P F Cusack (Tools Supplies) Ltd,45875,69,21061363,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Purchase of Equipment,P F Cusack (Tools Supplies) Ltd,45875,60,21061363,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Purchase of Equipment,P F Cusack (Tools Supplies) Ltd,45875,480,21061363,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Purchase of Equipment,P F Cusack (Tools Supplies) Ltd,45875,94.5,21061363,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45870,876,21061178,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45877,808.11,21062145,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45880,808.11,21062329,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45882,876,21062567,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45890,871.62,21063725,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45891,978.93,21064047,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45891,978.93,21064218,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45891,871.62,21064371,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45870,869.43,21060687,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45870,768.69,21060687,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45870,595.2,21061239,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45874,1441.02,21061375,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45875,716.13,21061586,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45876,709.56,21061696,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45877,67.89,21062145,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45877,705.18,21062313,,
