Body,Directorate,Division,Service Area,Expenditure Category,Supplier Name,Pay Date,Amount,Transaction reference,Narrative,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Harbour Healthcare,Various,3636,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Tree Tops Residential Homes,Various,3544,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Griffin Care Homes Limited,Various,3378.08,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Living Developments Ltd,Various,3372,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,The Rosevilla,Various,3212,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Four Seasons Health Care,Various,3125.56,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Amberley Court Care Home,Various,3100,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Ashberry Healthcare Limited,Various,3060,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Lyngate Healthcare Ltd,Various,3016,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Parkside (St Helens) Ltd,Various,3016,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Thomas House Ltd,Various,3016,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Greenfields Care Home,Various,2820,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Glenthorne Rest Home Ltd,Various,2780,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Chestnut House Care Home,Various,1753.28,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Housing With Care Ltd,Various,682.49,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Respite,Hc-One Oval Limited,Various,12839.84,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Respite,Lentulus Properties Ltd T/A Alexandra Care Home,Various,12762.29,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Respite,Victoria Care Home Harbour Healthcare (North) Ltd,Various,10468,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Respite,Key Healthcare,Various,9348.43,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Respite,Chestnut House Care Home,Various,8749.58,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Respite,Sandstone Care North West Limited,Various,7720.06,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Respite,Living Developments Ltd,Various,7667,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Respite,Tree Tops Residential Homes,Various,4854,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Respite,Croftwood Care Uk Ltd,Various,4262.15,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Respite,Glenarie Manor Nursing Home,Various,3275.16,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Respite,Housing With Care Ltd,Various,1986.79,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Respite,Cedric House,Various,1885.72,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Respite,Shawcross Care Ltd,Various,1364.57,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Respite,Harbour Healthcare,Various,374.17,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Service User Cont Nursing Care Long Term,DHCH14 Ashton View,Various,934.62,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Service User Cont Residential Care Long Term,Advinia Care Homes Limited,Various,567.46,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Service User Cont Residential Care Long Term,Four Seasons Health Care,Various,536.13,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Supported Living,Human Support Group,Various,15239.76,Various,,
St Helens BC,Place Services,Traded Services,Caretaking,Minor Repairs and Maintenance,Numatic International Ltd,45884,479.78,21063114,,
St Helens BC,Place Services,Traded Services,Catering,Agency Supply Staff,Matrix Scm Limited,45877,245.1,11114246,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45874,20.58,21063562,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45874,14.99,21063562,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45874,24.98,21063562,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45874,23.99,21063562,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45874,17.49,21063562,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45874,21.99,21063562,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45874,43.44,21063562,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45874,25.29,21063562,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45874,46.98,21063562,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45874,11.99,21063562,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45874,19.52,21063562,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45874,67.2,21063562,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45874,68.64,21063562,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45874,66.12,21063562,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45874,8.98,21063562,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45890,95.06,21063720,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45890,99.78,21063720,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45890,140.96,21063720,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ale & Beer Supplies Ltd,45890,114.24,21063720,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Hopwells Ltd,Various,20418.19,21061292,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Hopwells Ltd,Various,21816.37,21062330,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Hopwells Ltd,Various,16986.7,21063373,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Morris Quality Bakers Limited,Various,2233.2,21061734,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Morris Quality Bakers Limited,Various,2118.26,21062328,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Morris Quality Bakers Limited,Various,1430.9,21063414,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Paul Bentley W/S Ltd,45870,636.93,21063161,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Paul Bentley W/S Ltd,45891,59.34,21065779,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Paul Bentley W/S Ltd,45898,59.34,21066572,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Paul Bentley W/S Ltd,45870,470,21062023,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Paul Bentley W/S Ltd,45870,669.14,21063164,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Paul Bentley W/S Ltd,45877,491.3,21063151,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Paul Bentley W/S Ltd,45883,616.82,21062880,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Paul Bentley W/S Ltd,45883,777.4,21064111,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Paul Bentley W/S Ltd,45883,24.12,21064111,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Paul Bentley W/S Ltd,45884,593.8,21064886,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Paul Bentley W/S Ltd,45889,479,21066521,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Paul Bentley W/S Ltd,45889,417,21066531,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Paul Bentley W/S Ltd,45889,634.9,21066532,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Paul Bentley W/S Ltd,45891,376.77,21065779,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Paul Bentley W/S Ltd,45898,380.3,21066572,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,8.55,21061289,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,4.95,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,11.95,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,11.95,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,111.4,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,11.95,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,11.95,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,20.5,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,24.95,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,11.95,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,42.75,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,8.55,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,14.65,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,24.95,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,14.95,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,14.05,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,14.05,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,40.6,21061296,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,216.75,21061305,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,134.66,21061305,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,192.27,21061305,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45870,3.8,21061305,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45877,116.89,21062308,,
St Helens BC,Place Services,Traded Services,Catering,Catering,Ralph Livesey Ltd,45877,8.55,21062332,,
