EXECUTIVE DIRECTOR,BODY,BODY NAME,DATE,TRANSACTION NUMBER,INVOICE NUMBER,AMOUNT,SUPPLIER NAME,SUPPLIER ID,SERVICE THEME,EXPENSE TYPE,EXPENSE CODE,EXPENSE CODE DESCRIPTION
EXECUTIVE DIRECTOR (CHIEF EXECUTIVE),00BX,KMBC,26/07/2023,300000092959773,# 6,150000,THE BIG HELP PROJECT,3.00000021614398E14,COUNCIL WIDE,GRANTS AND SUBSCRIPTIONS,4661,MINOR GRANTS TO VOLUNTARY ORGANISATIONS
EXECUTIVE DIRECTOR (CHIEF EXECUTIVE),00BX,KMBC,21/07/2023,300000084783287,SI-2647522,19.3,YORKSHIRE PURCHASING,3.00000021606908E14,COUNCIL WIDE,MISCELLANEOUS EXPENSES,4697,PUBLICITY AND ADVERTISING AND PUBLICATIONS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,28/07/2023,300000093412060,INV-KMBC-30,1000,(THE SCHOOL EP LTD),3.00000040093338E14,EDUCATION AND INCLUSION,SERVICES,4403,CONSULTANCY FEES
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,11/07/2023,300000088980591,INV-KMBC-29,1000,(THE SCHOOL EP LTD),3.00000040093338E14,EDUCATION AND INCLUSION,SERVICES,4403,CONSULTANCY FEES
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,05/07/2023,300000087744468,INV-KMBC-28,1000,(THE SCHOOL EP LTD),3.00000040093338E14,EDUCATION AND INCLUSION,SERVICES,4403,CONSULTANCY FEES
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,27/07/2023,300000093256478,INV/ZN28,650,18 ST JOHN STREET CHAMBERS,3.00000031029334E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,SERVICES,4418,COUNSEL FEES
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,27/07/2023,300000093425811,INV/ZN24,830,18 ST JOHN STREET CHAMBERS,3.00000031029334E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,SERVICES,4418,COUNSEL FEES
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,25/07/2023,300000092051053,DM-2584548,1182.48,4IMPRINT DIRECT LTD,3.00000087744967E14,EDUCATION AND INCLUSION,"EQUIPMENT, FURNITURE AND MATERIALS",4007,EQUIPMENT PURCHASE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,11/07/2023,300000089075320,5010,34580,A1 TAXI'S,3.00000045632138E14,EDUCATION AND INCLUSION,CONTRACT HIRE AND OPERATING LEASES,3403,TRANSPORT HOME - SCHOOL CONTRACT
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,20/07/2023,300000091424200,2002,3535,A1 TAXI'S,3.00000045632138E14,EDUCATION AND INCLUSION,PUBLIC TRANSPORT,3606,TAXI-FARES
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,24/07/2023,300000092056651,INV-0647,54453.16,AABAN PARTNERSHIP LTD,3.00000035595018E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,14/07/2023,300000088106514,9421,1000,ABBEYVIEW GROUNDS MAINTENANCE,3.00000021659496E14,EDUCATION AND INCLUSION,PLANNED MAINTENANCE,2220,PLANNED MAINTENANCE GENERAL
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,28/07/2023,300000093396053,INV/AL3,825,REDACTED,3.00000047843844E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,SERVICES,4418,COUNSEL FEES
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,26/07/2023,300000093256363,INV/AL4,1316.25,REDACTED,3.00000047843844E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,SERVICES,4418,COUNSEL FEES
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,26/07/2023,300000085839296,09/23494,2700,ACAS,3.00000052548279E14,EDUCATION AND INCLUSION,OTHER ESTABLISHMENTS,5202,SCHOOL IMPROVEMENT
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,28/07/2023,300000088037789,102513,14663.63,ACORN CARE & EDUCATION LTD,3.0000002164538E14,EDUCATION AND INCLUSION,OTHER LOCAL AUTHORITIES,5067,TOP UP FUNDING
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,05/07/2023,300000087711911,102512,24373.33,ACORN CARE & EDUCATION LTD,3.0000002164538E14,EDUCATION AND INCLUSION,OTHER LOCAL AUTHORITIES,5067,TOP UP FUNDING
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,28/07/2023,300000087711846,102511,7108.89,ACORN CARE & EDUCATION LTD,3.0000002164538E14,EDUCATION AND INCLUSION,OTHER LOCAL AUTHORITIES,5067,TOP UP FUNDING
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,31/07/2023,300000093636264,R31IN2/00003729,2678.55,ACTION FOR CHILDRENS SERVICES LTD,3.00000021613604E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,14/07/2023,300000083557260,2480,480,ACTIVE TT SCHOOLING LTD,3.00000021658643E14,EDUCATION AND INCLUSION,"RENT, RATES AND WATER SERVICES",2546,SERVICE CHARGE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,28/07/2023,300000087531268,2521,480,ACTIVE TT SCHOOLING LTD,3.00000021658643E14,EDUCATION AND INCLUSION,"RENT, RATES AND WATER SERVICES",2546,SERVICE CHARGE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,07/07/2023,300000080879672,2468,480,ACTIVE TT SCHOOLING LTD,3.00000021658643E14,EDUCATION AND INCLUSION,"RENT, RATES AND WATER SERVICES",2546,SERVICE CHARGE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000084820379,2492,480,ACTIVE TT SCHOOLING LTD,3.00000021658643E14,EDUCATION AND INCLUSION,"RENT, RATES AND WATER SERVICES",2546,SERVICE CHARGE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,06/07/2023,300000080359396,Sl-36359,1864,ADCS LTD,3.00000021630434E14,EDUCATION AND INCLUSION,GRANTS AND SUBSCRIPTIONS,4662,SUBSCRIPTIONS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000084453820,207047,1181.4,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,19/07/2023,300000084111435,207007,710,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000084922415,207055,768.3,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000084820782,207042,464.8,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000085838956,207054,290.5,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,19/07/2023,300000084111448,207013,241.5,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000084111464,207018,596.1,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000084820785,207046,624.9,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,14/07/2023,300000088980676,207051,1551.9,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000084922421,207058,203.3,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000085839002,207065,307.8,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,19/07/2023,300000084111409,206997,635.75,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000084922427,207064,270,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000084922418,207057,551.4,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000085838993,207056,575.6,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,19/07/2023,300000084111454,207014,1704,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000084922407,207031,542.4,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000084922410,207036,624.9,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000084820773,207039,614.1,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000085839023,207067,37.8,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000084820776,207041,809.1,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000084820789,207049,792.8,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,19/07/2023,300000084111372,206992,1625.5,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,19/07/2023,300000084111424,206999,261.25,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,19/07/2023,300000084111438,207012,471,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,19/07/2023,300000084111470,207022,1160.4,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,19/07/2023,300000084111473,207024,605.8,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,19/07/2023,300000084111460,207017,597.7,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,19/07/2023,300000084111430,207000,1004.5,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000084820792,207052,1119.1,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,19/07/2023,300000084111457,207016,377.95,ADOPTION MATTERS,3.00000021614812E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,11/07/2023,300000089075376,ABCP16S032,24353.15,ALL BLACK CABS LTD,3.00000021642843E14,EDUCATION AND INCLUSION,CONTRACT HIRE AND OPERATING LEASES,3403,TRANSPORT HOME - SCHOOL CONTRACT
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,11/07/2023,300000089075379,ABCCS006,24140.6,ALL BLACK CABS LTD,3.00000021642843E14,EDUCATION AND INCLUSION,CONTRACT HIRE AND OPERATING LEASES,3403,TRANSPORT HOME - SCHOOL CONTRACT
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,25/07/2023,300000092787628,INV-GB-143467001-2023-1902,629.98,AMAZON PAYMENTS UK LTD,3.00000021652437E14,EDUCATION AND INCLUSION,"EQUIPMENT, FURNITURE AND MATERIALS",4007,EQUIPMENT PURCHASE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,21/07/2023,300000091423511,0000139916,19133.77,AMBITO CARE AND EDUCATION,3.00000042004427E14,EDUCATION AND INCLUSION,OTHER LOCAL AUTHORITIES,5067,TOP UP FUNDING
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,26/07/2023,300000085749805,SH 700,31060.22,APEX CHILDREN SERVICES LTD,3.00000036459042E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,28/07/2023,300000093257260,I023171,600,ARMSTRONG YORK ASBESTOS ENVIROMENTAL,3.00000021633191E14,EDUCATION AND INCLUSION,NON REVENUE CAPITAL,8111,BUILDING CONSTRUCTION/CONVERSION
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,07/07/2023,300000088447035,I023131,600,ARMSTRONG YORK ASBESTOS ENVIROMENTAL,3.00000021633191E14,EDUCATION AND INCLUSION,NON REVENUE CAPITAL,8111,BUILDING CONSTRUCTION/CONVERSION
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,07/07/2023,300000080516471,I022889,600,ARMSTRONG YORK ASBESTOS ENVIROMENTAL,3.00000021633191E14,EDUCATION AND INCLUSION,NON REVENUE CAPITAL,8111,BUILDING CONSTRUCTION/CONVERSION
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,10/07/2023,300000088571979,0000926,750,ASHTON SHAW SPECIALIST PSYCHOLOGY SERVICES LTD,3.00000027422941E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,"EQUIPMENT, FURNITURE AND MATERIALS",4211,PROJECT COSTS
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,31/07/2023,300000094100312,KNOWSLE1 325464,60,BEDSPACE RESOURCE LTD,3.0000002163006E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5356,LIVING ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,12/07/2023,300000083556351,KNOWSLE1 319614,1250,BEDSPACE RESOURCE LTD,3.0000002163006E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,31/07/2023,300000094100750,KNOWSLE1 325120,1250,BEDSPACE RESOURCE LTD,3.0000002163006E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,31/07/2023,300000093636299,KNOWSLE1 324143,1250,BEDSPACE RESOURCE LTD,3.0000002163006E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,12/07/2023,300000083228148,KNOWSLE1 318942,60,BEDSPACE RESOURCE LTD,3.0000002163006E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5356,LIVING ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,31/07/2023,300000094100757,KNOWSLE1 326353,1190,BEDSPACE RESOURCE LTD,3.0000002163006E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,31/07/2023,300000094100757,KNOWSLE1 326353,60,BEDSPACE RESOURCE LTD,3.0000002163006E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5356,LIVING ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,31/07/2023,300000094100346,KNOWSLE1 323486,60,BEDSPACE RESOURCE LTD,3.0000002163006E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5356,LIVING ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,31/07/2023,300000094100338,KNOWSLE1 325870,100,BEDSPACE RESOURCE LTD,3.0000002163006E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5356,LIVING ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,31/07/2023,300000093636304,KNOWSLE1 324646,60,BEDSPACE RESOURCE LTD,3.0000002163006E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,05/07/2023,300000088037599,CTI0037161,29450,BRANAS ISAF PERSONAL DEVELOPMENT CENTRE LTD,3.00000021645428E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,05/07/2023,300000088037602,CTI0040115,28500,BRANAS ISAF PERSONAL DEVELOPMENT CENTRE LTD,3.00000021645428E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,14/07/2023,300000083846468,SC01,13073.16,BRIGHT FUTURES CARE LTD,3.00000021670663E14,EDUCATION AND INCLUSION,OTHER LOCAL AUTHORITIES,5067,TOP UP FUNDING
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,26/07/2023,300000085850385,RC48,27183,BRIGHT FUTURES CARE LTD,3.00000021670663E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,31/07/2023,300000094100498,EG 6,15046.65,BROOKS AND BROOKS RECRUITMENT LTD,3.00000033518468E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,31/07/2023,300000094100518,EG 7,15043.5,BROOKS AND BROOKS RECRUITMENT LTD,3.00000033518468E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,31/07/2023,300000094100528,EG 8,15057.9,BROOKS AND BROOKS RECRUITMENT LTD,3.00000033518468E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,31/07/2023,300000093703457,1165,12428.57,BUILDING BRIDGES,3.0000004653359E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,05/07/2023,300000085850421,COM000237,81908,CARE AT HOME GROUP.,3.00000039559115E14,EDUCATION AND INCLUSION,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,27/07/2023,300000093425866,000013,1285.71,CARE MATTERS LTD,3.00000052503342E14,EDUCATION AND INCLUSION,OTHER LOCAL AUTHORITIES,5067,TOP UP FUNDING
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,27/07/2023,300000093425866,000013,23571.39,CARE MATTERS LTD,3.00000052503342E14,EARLY HELP AND CHILDREN'S SOCIAL CARE,PRIVATE,5334,PLACEMENT ALLOWANCE
EXECUTIVE DIRECTOR (CHILDRENS SERVICES),00BX,KMBC,11/07/2023,300000088980518,SIN23100723,4841.29,CAREER CONNECT,3.00000021643312E14,EDUCATION AND INCLUSION,GRANTS AND SUBSCRIPTIONS,4646,SUPPORT TO ORGANISATIONS
