Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (£),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre No,Directorate
RBC Legal Entity,03/01/2023,4753288,352045,CARE4U WE LTD,LD Community Services,3285.74,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753289,352045,CARE4U WE LTD,Mental Health Community Services,1766.8,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753290,352045,CARE4U WE LTD,LD Community Services,3450.34,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753291,352045,CARE4U WE LTD,Mental Health Community Services,2469.22,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753292,352045,CARE4U WE LTD,LD Community Services,2890.7,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753293,352045,CARE4U WE LTD,LD Community Services,4238.38,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753294,352045,CARE4U WE LTD,Mental Health Community Services,2890.7,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753295,352045,CARE4U WE LTD,PS Acquired Community Services,3285.74,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753296,352045,CARE4U WE LTD,Mental Health Community Services,2140.02,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753297,352045,CARE4U WE LTD,LD Community Services,3711.66,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753298,352045,CARE4U WE LTD,LD Community Services,3154.06,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753299,352045,CARE4U WE LTD,LD Community Services,2541.64,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753300,352045,CARE4U WE LTD,LD Community Services,2469.22,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753301,352045,CARE4U WE LTD,Mental Health Community Services,790.4,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753301,352045,CARE4U WE LTD,LD Community Services,1915.84,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753302,352045,CARE4U WE LTD,PS Acquired Community Services,3053.26,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753303,352045,CARE4U WE LTD,LD Community Services,2824.86,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753304,352045,CARE4U WE LTD,LD Community Services,3549.1,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753305,352045,CARE4U WE LTD,PS Acquired Community Services,2789.9,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4753306,352045,CARE4U WE LTD,LD Community Services,8929.2,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4749788,352046,PLANTS LTD,Streetscene,15155,Materials Direct,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4749721,352047,JAMIE DE BURGOS,JLT Disbursements,600,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/01/2023,4749871,352048,LUKE EATON,JLT Disbursements,165,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/01/2023,4749871,352048,LUKE EATON,JLT Disbursements,750,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/01/2023,4747851,352049,MEDICAL SERVICES NORTHERN LTD,Coroner,1170,Medical Fees,Third Party Supplier,STANDARD,4605,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4748122,352050,GUGLIELMO MICCOLUPI,Community Solar,750,Conference Expenses,INDIVIDUAL,STANDARD,2023,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4753210,352051,CHIRON CARE (UK) LTD,Mental Health Community Services,2901.9,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4748261,352052,EMT FIRST AID & LIFEGUARD TRAINING,Compass Recovery College,350,Health Auth. Contributions,Third Party Supplier,STANDARD,5006,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4748261,352052,EMT FIRST AID & LIFEGUARD TRAINING,Compass Recovery College,500,Health Auth. Contributions,Third Party Supplier,STANDARD,5006,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4749870,352053,SPECIAL OCCASION LINEN,Town Hall Operations,10,Laundry,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4749870,352053,SPECIAL OCCASION LINEN,Town Hall Operations,473.28,Laundry,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4752917,352054,ELAINE MITCHELL,JLT Disbursements,1654.19,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/01/2023,4749472,352068,SIGNWAY SUPPLIES,Highways and Drainage,780.35,Materials Direct,SUB-CONTRACTOR,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4748258,352069,READIBUS LTD,Strategic Transport & Concessionary Fares,112500,Payments to Operators,SUPPLIER,STANDARD,4726,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750796,352070,MORRIS & BLUNT,Repairs,4226.87,Responsive Repairs,SUB-CONTRACTOR,STANDARD,5970,HAAA-Housing Revenue Account
RBC Legal Entity,03/01/2023,4746628,352073,M&R SERVICES,Repairs,770,Estate Maintenance,SUB-CONTRACTOR,STANDARD,5970,HAAA-Housing Revenue Account
RBC Legal Entity,03/01/2023,4748358,352074,GEORGE LINES LTD,Highways and Drainage,202.56,Materials Direct,Third Party Supplier,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4748358,352074,GEORGE LINES LTD,Highways and Drainage,236,Materials Direct,Third Party Supplier,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4748358,352074,GEORGE LINES LTD,Highways and Drainage,283.75,Materials Direct,Third Party Supplier,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4753360,352077,LODDON DOOR SERVICES LTD,Corporate Maintenance Services,547.9,Agency + Contracted Serv  Mng,SUB-CONTRACTOR,STANDARD,4080,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,6.45,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,8.4,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,8.9,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,11.5,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,11.76,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,11.99,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,12.88,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,17.84,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,19.58,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,19.91,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,27.12,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,31.73,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,36.21,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,36.48,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,38.16,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,38.5,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,53.35,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,70.2,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,76.23,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,80.52,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,158.16,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750699,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,188.7,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4751809,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,792.09,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4751809,352078,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,4241.75,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4749810,352079,WSP UK LTD,HRA portfolio expansion,4000,External Fees  Misc.,Third Party Supplier,STANDARD,8518,ZZZC-Capital
RBC Legal Entity,03/01/2023,4749810,352079,WSP UK LTD,HRA portfolio expansion,4000,External Fees  Misc.,Third Party Supplier,STANDARD,8518,ZZZC-Capital
RBC Legal Entity,03/01/2023,4750036,352079,WSP UK LTD,Local Sustainable Transport Fund (LSTF),1621.67,Contractors,Third Party Supplier,STANDARD,8801,ZZZC-Capital
RBC Legal Entity,03/01/2023,4753376,352079,WSP UK LTD,LEP Projects,977.48,Contractors,Third Party Supplier,STANDARD,8806,ZZZC-Capital
RBC Legal Entity,03/01/2023,4753513,352080,CAPITA BUSINESS SERVICES LTD,Revenues & Benefits Systems,1282.5,TPP  Contract,Third Party Supplier,STANDARD,2266,LAAA-Directorate of Resources
RBC Legal Entity,03/01/2023,4749819,352082,HAMBLIN WATERMAINS,Homes for Reading – Market Rent,720,Responsive Repairs,SUB-CONTRACTOR,STANDARD,5875,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4751763,352084,CHRISTIAN COMMUNITY ACTION,Closing The Gap,833.33,Payments to Operators,Third Party Supplier,STANDARD,5307,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4751776,352085,CHURCHES IN READING DROP IN CENTRE,Closing The Gap,833.33,Payments to Operators,Third Party Supplier,STANDARD,5307,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4752064,352086,BOWAK LTD,Building Cleaning,671.29,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4752065,352086,BOWAK LTD,Town Hall Operations,5.61,Cleaning Materials,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4752065,352086,BOWAK LTD,Town Hall Operations,15.63,Cleaning Materials,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4752065,352086,BOWAK LTD,Town Hall Operations,24.72,Cleaning Materials,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4752065,352086,BOWAK LTD,Town Hall Operations,39.2,Cleaning Materials,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4752065,352086,BOWAK LTD,Town Hall Operations,45.36,Cleaning Materials,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4752065,352086,BOWAK LTD,Town Hall Operations,55.72,Cleaning Materials,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4752065,352086,BOWAK LTD,Town Hall Operations,59.88,Cleaning Materials,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4752065,352086,BOWAK LTD,Town Hall Operations,61.44,Cleaning Materials,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4752065,352086,BOWAK LTD,Town Hall Operations,72.44,Cleaning Materials,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4752065,352086,BOWAK LTD,Town Hall Operations,107.52,Cleaning Materials,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4752066,352086,BOWAK LTD,Building Cleaning,437.13,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4752803,352086,BOWAK LTD,Crematorium,458.2,Cleaning Materials,Third Party Supplier,STANDARD,4606,LAAA-Directorate of Resources
RBC Legal Entity,03/01/2023,4751779,352087,BERKSHIRE AUTISTIC SOCIETY,Closing The Gap,1083.33,Payments to Operators,Third Party Supplier,STANDARD,5307,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4750879,352088,TREVAL CLEANING SERVICES,South Street Operations,1900,Office Cleaning,SUPPLIER,STANDARD,1220,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4749678,352091,RADIS COMMUNITY CARE,PS Acquired Community Services,8701.28,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4750707,352092,BRITISH TELECOMMUNICATIONS PLC,Network Management,1319,TPP to Others,SUB-CONTRACTOR,STANDARD,4703,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4750708,352092,BRITISH TELECOMMUNICATIONS PLC,Network Management,11488.57,TPP to Others,SUB-CONTRACTOR,STANDARD,4703,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/01/2023,4751750,352093,COMMUNICARE (READING),Closing The Gap,1666.66,Payments to Operators,SUPPLIER,STANDARD,5307,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/01/2023,4751762,352093,COMMUNICARE (READING),Closing The Gap,2500,Payments to Operators,SUPPLIER,STANDARD,5307,JAAA-Directorate of Social Care and Health Services
