Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (£),Purpose,Supplier Type (internal Classification),Invoice Type (Internal Classification),Cost Centre No,Directorate
RBC Legal Entity,01/02/2023,4762766,354558,BUPA CARE SERVICES,PS Acquired Nursing,5557,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762767,354558,BUPA CARE SERVICES,PS Acquired Nursing,5557,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762769,354558,BUPA CARE SERVICES,PS Acquired Nursing,5557,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762771,354558,BUPA CARE SERVICES,PS Acquired Nursing,5557,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762773,354558,BUPA CARE SERVICES,PS Acquired Nursing,5557,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762775,354558,BUPA CARE SERVICES,PS Acquired Nursing,-13694.03,Purchased Care,SUPPLIER,CREDIT,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762805,354558,BUPA CARE SERVICES,PS Acquired Nursing,5557,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762806,354558,BUPA CARE SERVICES,PS Acquired Nursing,5557,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762808,354558,BUPA CARE SERVICES,Mental Health Nursing,1881.16,Purchased Care,SUPPLIER,STANDARD,5733,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762815,354558,BUPA CARE SERVICES,PS Acquired Nursing,5363.52,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762867,354558,BUPA CARE SERVICES,Mental Health Nursing,1747.04,Purchased Care,SUPPLIER,STANDARD,5733,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762885,354558,BUPA CARE SERVICES,PS Acquired Nursing,5725.36,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762952,354558,BUPA CARE SERVICES,PS Acquired Nursing,5583.24,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763028,354558,BUPA CARE SERVICES,PS Acquired Nursing,4342,Enhanced Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763028,354558,BUPA CARE SERVICES,PS Acquired Nursing,20679.92,Free Nursing Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763028,354558,BUPA CARE SERVICES,PS Acquired Nursing,123032.88,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763041,354560,DIVINE CARE SOLUTIONS,LD Residential,2738.6,Purchased Care,SUPPLIER,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4759504,354562,BOWAK LTD,Building Cleaning,671.1,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,1.97,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,5,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,5,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,5,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,6.3,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,9.6,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,9.6,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,10,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,10.62,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,13.4,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,19.2,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,22.5,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,22.5,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,32.94,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,40.32,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,46.8,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,48.06,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,54.24,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,54.96,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,130,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4759505,354562,BOWAK LTD,Building Cleaning,199.3,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,01/02/2023,4762882,354563,AUSTEN HOUSE BARCHESTER HEALTHCARE,Mental Health Nursing,3782.16,Purchased Care,Third Party Supplier,STANDARD,5733,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762886,354563,AUSTEN HOUSE BARCHESTER HEALTHCARE,PS Acquired Nursing,-3136.79,Purchased Care,Third Party Supplier,CREDIT,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762891,354563,AUSTEN HOUSE BARCHESTER HEALTHCARE,M&C Acquired Nursing,3297.64,Purchased Care,Third Party Supplier,STANDARD,5753,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762843,354564,PURLEY PARK TRUST LTD,LD Residential,4716.6,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762845,354564,PURLEY PARK TRUST LTD,LD Residential,4359.6,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762848,354564,PURLEY PARK TRUST LTD,LD Residential,-614.4,Client Contrib. Residential,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762848,354564,PURLEY PARK TRUST LTD,LD Residential,4927.68,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762850,354564,PURLEY PARK TRUST LTD,LD Residential,-627.8,Client Contrib. Residential,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762850,354564,PURLEY PARK TRUST LTD,LD Residential,4716.6,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762861,354564,PURLEY PARK TRUST LTD,LD Residential,5086,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762899,354564,PURLEY PARK TRUST LTD,LD Residential,7149.6,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762919,354564,PURLEY PARK TRUST LTD,PS Lifelong Residential,4716.6,Purchased Care,Third Party Supplier,STANDARD,5782,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762922,354564,PURLEY PARK TRUST LTD,LD Residential,4716.6,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763006,354564,PURLEY PARK TRUST LTD,LD Residential,3254.44,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763007,354564,PURLEY PARK TRUST LTD,LD Residential,4716.6,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762974,354565,HOLLIES CARE HOME,PS Acquired Nursing,3129.12,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763064,354565,HOLLIES CARE HOME,M&C Acquired Residential,3400,Purchased Care,SUPPLIER,STANDARD,5752,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763074,354565,HOLLIES CARE HOME,PS Acquired Nursing,3400,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763027,354566,DUNRAVEN HOUSE,M&C Acquired Residential,-627.8,Client Contrib. Residential,SUPPLIER,CREDIT,5752,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763027,354566,DUNRAVEN HOUSE,M&C Acquired Residential,2103.4,Purchased Care,SUPPLIER,STANDARD,5752,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762880,354567,NORWOOD SCHOOLS LIMITED,LD Residential,14065.56,Purchased Care,SUPPLIER,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762983,354567,NORWOOD SCHOOLS LIMITED,LD Residential,9320.92,Purchased Care,SUPPLIER,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762849,354568,CHOICE LIMITED,LD Residential,9302.58,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762855,354568,CHOICE LIMITED,LD Residential,11230.69,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762858,354568,CHOICE LIMITED,LD Residential,8160.22,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762862,354568,CHOICE LIMITED,LD Residential,8793.04,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762865,354568,CHOICE LIMITED,LD Residential,10397.35,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762871,354568,CHOICE LIMITED,LD Residential,2075.23,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762889,354568,CHOICE LIMITED,LD Residential,9399.2,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762906,354568,CHOICE LIMITED,LD Residential,9360.27,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762907,354568,CHOICE LIMITED,LD Residential,8640.24,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762909,354568,CHOICE LIMITED,LD Residential,8323.91,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762910,354568,CHOICE LIMITED,LD Residential,7286.59,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762912,354568,CHOICE LIMITED,LD Residential,8145.8,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762924,354568,CHOICE LIMITED,Mental Health Residential,7515.98,Purchased Care,Third Party Supplier,STANDARD,5732,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762955,354568,CHOICE LIMITED,PS Acquired Residential,4119.04,Purchased Care,Third Party Supplier,STANDARD,5772,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762965,354568,CHOICE LIMITED,LD Residential,7977.74,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762981,354568,CHOICE LIMITED,Mental Health Residential,2999.16,Purchased Care,Third Party Supplier,STANDARD,5732,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762985,354568,CHOICE LIMITED,LD Residential,4156.16,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763016,354568,CHOICE LIMITED,LD Residential,10493.01,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763018,354568,CHOICE LIMITED,LD Residential,4130.89,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763019,354568,CHOICE LIMITED,LD Residential,8640.24,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763020,354568,CHOICE LIMITED,LD Residential,8160.22,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763029,354568,CHOICE LIMITED,Mental Health Residential,7737.72,Purchased Care,Third Party Supplier,STANDARD,5732,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762853,354569,UNITED RESPONSE,LD Residential,-438.8,Client Contrib. Residential,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762853,354569,UNITED RESPONSE,LD Residential,5746.28,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763056,354570,KERNOW HOUSE,Mental Health Residential,3281.76,Purchased Care,Third Party Supplier,STANDARD,5732,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762967,354571,SENSE,LD Residential,-438.8,Client Contrib. Residential,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762967,354571,SENSE,LD Residential,10914.2,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762936,354573,NORTHCOURT LODGE CARE HOME LTD,PS Acquired Nursing,3643.48,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762958,354573,NORTHCOURT LODGE CARE HOME LTD,PS Acquired Nursing,6342.86,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762991,354573,NORTHCOURT LODGE CARE HOME LTD,PS Acquired Nursing,3698.12,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763009,354573,NORTHCOURT LODGE CARE HOME LTD,PS Acquired Nursing,4622.72,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763010,354573,NORTHCOURT LODGE CARE HOME LTD,PS Acquired Nursing,3643.56,Purchased Care,SUPPLIER,STANDARD,5773,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762799,354575,VOYAGE CARE,LD Residential,26800.23,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762854,354575,VOYAGE CARE,LD Residential,-438.8,Client Contrib. Residential,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762854,354575,VOYAGE CARE,LD Residential,5741.24,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762856,354575,VOYAGE CARE,LD Residential,-438.8,Client Contrib. Residential,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762856,354575,VOYAGE CARE,LD Residential,6136.44,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762857,354575,VOYAGE CARE,LD Residential,-371.8,Client Contrib. Residential,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762857,354575,VOYAGE CARE,LD Residential,5151,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762860,354575,VOYAGE CARE,LD Residential,6584,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762868,354575,VOYAGE CARE,LD Residential,-438.8,Client Contrib. Residential,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762868,354575,VOYAGE CARE,LD Residential,5486.64,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762898,354575,VOYAGE CARE,LD Residential,5483.24,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762904,354575,VOYAGE CARE,LD Residential,6671.76,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762913,354575,VOYAGE CARE,LD Residential,-438.8,Client Contrib. Residential,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762913,354575,VOYAGE CARE,LD Residential,5741.24,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762914,354575,VOYAGE CARE,LD Residential,-430.8,Client Contrib. Residential,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762914,354575,VOYAGE CARE,LD Residential,6375.84,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762917,354575,VOYAGE CARE,LD Residential,-438.8,Client Contrib. Residential,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762917,354575,VOYAGE CARE,LD Residential,9302,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762932,354575,VOYAGE CARE,LD Residential,-2453.78,Purchased Care,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762938,354575,VOYAGE CARE,LD Residential,6661.8,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762950,354575,VOYAGE CARE,LD Residential,7417.24,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762963,354575,VOYAGE CARE,LD Residential,-438.8,Client Contrib. Residential,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762963,354575,VOYAGE CARE,LD Residential,8012.88,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762969,354575,VOYAGE CARE,LD Residential,-438.8,Client Contrib. Residential,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762969,354575,VOYAGE CARE,LD Residential,6105.48,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762970,354575,VOYAGE CARE,LD Residential,6375.84,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762971,354575,VOYAGE CARE,LD Residential,7402.96,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762976,354575,VOYAGE CARE,LD Residential,7652.72,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762978,354575,VOYAGE CARE,LD Residential,7448.92,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762995,354575,VOYAGE CARE,Sensory Support Residential,7362.24,Purchased Care,Third Party Supplier,STANDARD,5712,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762996,354575,VOYAGE CARE,LD Residential,8143.32,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4762999,354575,VOYAGE CARE,LD Residential,11510.12,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763013,354575,VOYAGE CARE,LD Residential,5784.44,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763017,354575,VOYAGE CARE,LD Residential,-438.8,Client Contrib. Residential,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763017,354575,VOYAGE CARE,LD Residential,7073.8,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763022,354575,VOYAGE CARE,LD Residential,6310.68,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763023,354575,VOYAGE CARE,LD Residential,-438.8,Client Contrib. Residential,Third Party Supplier,CREDIT,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,01/02/2023,4763023,354575,VOYAGE CARE,LD Residential,6105.48,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
