* Expenditure Category,* Date,TOTAL,* SUPPLIER FINAL
Computer Expenditure - H&S,45342,560,THRIIVER LTD FORMERLY HANDS FREE COMPUTING LTD
Training Expenses (External),45335,1000,THE WISH CENTRE
Police - Qualification Training,45328,570,THE UNIVERSITY OF SALFORD
Food Provisions General,45335,1084.5,THIRD PARTY SUPPLIER
Partnership Grants,45330,1078.92,THE POLICE & CRIME COMMISSIONER FOR CUMBRIA
Police - Other Third Party Payments,45349,3045.98,THE POLICE & CRIME COMMISSIONER FOR CUMBRIA
Clothing & Uniform,45330,3467.75,THE OUTDOORS COMPANY UK LIMITED
Clothing & Uniform,45330,2967.43,THE OUTDOORS COMPANY UK LIMITED
Partnership Grants,45351,8000,THE OPEN UNIVERSITY
Travelling Expenses General,45351,892.3,THE KINGSHAM CONSULTANCY LIMITED
Training Expenses (External),45330,580,THE CHARTERED INSTITUTE OF LEGAL EXECUTIVES
Training Expenses (External),45330,580,THE CHARTERED INSTITUTE OF LEGAL EXECUTIVES
Consultant Fees,45351,111200,THE BRIDGE (IT RECRUITMENT) LIMITED
IT Consultancy,45351,159775,THE BRIDGE (IT RECRUITMENT) LIMITED
Training Expenses (External),45328,7200,THE ATACC GROUP
Training Expenses (External),45328,1200,THE ATACC GROUP
Training Expenses (External),45328,800,THE ATACC GROUP
Police - Firearms Ammunition,45349,2067,T V LICENSING
Police - Health & Safety - Occ Health,45344,1600,SURESCREEN DIAGNOSTICS LIMITED
Police - Other Investigative Expenses,45330,1320,THIRD PARTY SUPPLIER
Subsistence,45330,656.25,SUDELL SANDWICHES
Subsistence,45337,735,SUDELL SANDWICHES
Subsistence,45337,577.5,SUDELL SANDWICHES
Programmed Service Contracts,45329,-593.46,STONE TECHNICAL SERVICES GROUP LTD
Training Expenses (External),45330,1461,NDORS TRAINER
Training Expenses (External),45328,640,NDORS TRAINER
Recruitment - Expenses,45337,2545.43,STANLEY HOUSE
Other Energy Costs,45328,3089.39,STANDARD FUEL OILS LTD
PCC Commissioning - Community Liason,45328,10000,ST ANNES ON THE SEA TOWN COUNCIL
Equipment General,45330,591.65,SPECIALISED CANVAS (FORMERLY FLAGMAKERS)
Equipment General,45342,1077.75,SPANSET LTD
Police - Airwave,45342,1395,SONIC COMMUNICATIONS (INTERNATIONAL) LTD
Vehicle Purchase,45342,2400,SONIC COMMUNICATIONS (INTERNATIONAL) LTD
Computer Equipment (Hardware),45328,3454.5,THIRD PARTY SUPPLIER
Computer Hardware,45330,28496.57,THIRD PARTY SUPPLIER
ICT Stock / Stores,45344,799,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45344,1955.5800000000002,THIRD PARTY SUPPLIER
ICT Stock / Stores,45344,1151.5,THIRD PARTY SUPPLIER
Delegated Grounds Maintenance,45328,586.42,SOCIETE GENERALE EQUIPMENT FINANCE LTD
Clothing & Uniform,45337,752.5999999999999,SMART IMAGE WORKWEAR LTD
Equipment General,45335,1425.6,SLINGERS IRONMONGERS
Police - Guest Speakers,45351,600,SIMON BLAKEBROUGH
Clothing & Uniform,45329,-1074.94,SHORROCKS DEVELOPMENT
Police - Tyres,45337,1040.82,SHORROCK MOTORCYCLES LTD
Police - Scientific Support Equipment,45344,2451.98,THIRD PARTY SUPPLIER
Police Reactive Maintenance - Building Services,45330,3916.29,SECURITY SOLUTIONS
Police Reactive Maintenance - Building Services,45330,3634.4,SECURITY SOLUTIONS
Police Reactive Maintenance - Building Services,45344,5616.75,SECURITY SOLUTIONS
Equipment General,45344,515.7800000000001,SCREWFIX DIRECT LTD (T/AS TRADE UK)
Equipment General,45330,1199.99,SCREWFIX DIRECT LTD (T/AS TRADE UK)
Water,45351,8291.7,SCOTTISH WATER BUSINESS STREAM
Police - Scientific Support Equipment,45328,624.26,SCENESAFE
Police - Scientific Support Equipment,45328,1487.73,SCENESAFE
Police - Scientific Support Equipment,45335,2604.14,SCENESAFE
Police - Scientific Support Equipment,45335,2604.14,SCENESAFE
Police - Scientific Support Equipment,45335,2604.14,SCENESAFE
Equipment General,45335,595.16,SCENESAFE
Police - Scientific Support Equipment,45335,2604.14,SCENESAFE
Equipment General,45337,2719.6900000000005,SCENESAFE
Equipment General,45342,876.62,SCENESAFE
Equipment General,45342,840.44,SCENESAFE
Equipment General,45342,581,SCENESAFE
Equipment General,45349,1159.8700000000001,SCENESAFE
Police - Scientific Support Equipment,45349,2345.2500000000005,SCENESAFE
Equipment General,45349,920,SCENESAFE
Equipment General,45349,1265,SCENESAFE
Equipment General,45351,563.23,SCENESAFE
Equipment General,45351,3281.7000000000007,SCENESAFE
Equipment General,45328,987.21,SCC
Equipment General,45328,849.96,SCC
Training Expenses (External),45328,636.01,SCC
Computer Licences,45335,24969.21,SCC
Computer Licences,45335,7745.68,SCC
Equipment,45335,3990,SCC
Computer Equipment (Hardware),45342,1649.96,SCC
Training Expenses (External),45342,1603.88,SCC
Computer Hardware,45342,541.4200000000001,SCC
Computer Hardware,45342,577.3,SCC
Police - Airwave,45349,2034.8999999999999,SCC
Postage & Carriage,45351,1911,SCC
Equipment General,45351,847.5,SCC
Computer Licences,45351,25239.42,SCC
Police - Other Third Party Payments,45330,965.7,THIRD PARTY SUPPLIER
Police - Waste Collection - ERP,45337,2795,SAME DAY PLC GUARDIAN SERVICES
Police - Waste Collection - ERP,45337,3642,SAME DAY PLC GUARDIAN SERVICES
Waste Collection Charges,45351,3262,SAME DAY PLC GUARDIAN SERVICES
Waste Collection Charges,45351,3435,SAME DAY PLC GUARDIAN SERVICES
Police - Dog Expenses,45328,3000,SAFE SOLUTIONS (DBG) LTD
Training Expenses (External),45330,1294,NDORS TRAINER
Police - Vehicle Workshop Parts,45328,1322.1,RYBROOK
Police - Vehicle Workshop Parts,45335,1301.62,RYBROOK
Postage & Carriage,45330,4567.160000000001,ROYAL MAIL NW & NW
Postage & Carriage,45335,870,ROYAL MAIL NW & NW
Postage & Carriage,45344,3639.89,ROYAL MAIL NW & NW
Postage & Carriage,45349,870,ROYAL MAIL NW & NW
Postage & Carriage,45351,3689.47,ROYAL MAIL NW & NW
Postage & Carriage,45328,4041.73,ROYAL MAIL GROUP LTD
IT Consultancy,45328,2850,RISUAL GROUP LTD
Training Expenses (External),45328,800,NDORS TRAINER
Vehicle & Plant R&M (External),45330,554.63,RIBBLESDALE AUTO ELECTRICS UNITS LTD
Police -Stray / Dangerous Animals,45342,583.51,ANIMAL RELATED SERVICES
Waste Collection Charges,45330,515.7,RESTORE DATASHRED LTD (PRE. DATA SOLUTIONS 2016 LTD)
Police - Vehicle Cleaning,45351,573,RELIANCE MEDICAL LTD
Consultant Fees,45328,1350.36,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45330,2351.25,REED SPECIALIST RECRUITMENT LTD
Police - Other Third Party Payments,45328,1742.64,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45328,1350.36,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45330,3971,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45330,3971,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45330,3971,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45330,7576.25,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45330,4598,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45330,15048,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45330,2351.25,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45330,4023.25,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45335,1350.36,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45337,3762,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45342,2665.29,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45342,4598,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45342,7837.5,REED SPECIALIST RECRUITMENT LTD
Police - Other Third Party Payments,45344,982.18,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45344,1367.52,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45344,1567.5,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45344,6034.88,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45349,26125,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,6452.88,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,5225,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,627.05,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,4754.75,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,7445.62,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,3971,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,12540,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,9405,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,3971,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,6583.5,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,6792.5,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,1672,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,559.2,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,731.5,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,12540,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,15800.4,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,16929,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45351,4389,REED SPECIALIST RECRUITMENT LTD
Consolidated invoice suspense,45328,148309.09,REED CALIFORNIA
Consolidated invoice suspense,45351,124577.27,REED CALIFORNIA
Rents - General,45328,5021.64,THIRD PARTY SUPPLIER
Rents - General,45328,2383.16,THIRD PARTY SUPPLIER
Police - Other Investigative Expenses,45349,900,THIRD PARTY
Postage & Carriage,45330,4000,QUADIENT UK LTD
Training Expenses (External),45351,1816,QA LTD
Police - Vehicle Workshop Parts,45344,666.4,PVL UK LIMITED
Equipment General,45330,737,PSL PRINT MANAGEMENT LTD
Printing - External,45330,650,PSL PRINT MANAGEMENT LTD
Printing - External,45335,1448,PSL PRINT MANAGEMENT LTD
Printing - External,45349,840,PSL PRINT MANAGEMENT LTD
Printing - External,45349,2504,PSL PRINT MANAGEMENT LTD
Printing - External,45349,1100,PSL PRINT MANAGEMENT LTD
Equipment General,45349,890.25,PSL PRINT MANAGEMENT LTD
Printing - External,45349,1279,PSL PRINT MANAGEMENT LTD
Printing - External,45351,941.96,PSL PRINT MANAGEMENT LTD
Police - Statutory Maintenance,45351,1190,PROTEC FIRE DETECTION PLC
Police - Vehicle Workshop Parts,45337,1643.61,PRESTON TPS (TRADING PARTS SPECIALIST)
Police - Vehicle Workshop Parts,45342,539.55,PRESTON TPS (TRADING PARTS SPECIALIST)
Police - Vehicle Workshop Parts,45342,1196.99,PRESTON TPS (TRADING PARTS SPECIALIST)
Police - Vehicle Workshop Parts,45344,2254.56,PRESTON TPS (TRADING PARTS SPECIALIST)
Police - Vehicle Workshop Parts,45351,600.6,PRESTON TPS (TRADING PARTS SPECIALIST)
Police - Vehicle Workshop Parts,45351,678.6,PRESTON TPS (TRADING PARTS SPECIALIST)
Police - Other Third Party Payments,45351,2357.3,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45351,6525.8099999999995,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
IT Consultancy,45351,902.34,PREMIERTEC CONSULTING LTD T/A CLAREMONT
Police - Planned Preventative Maintenance,45330,680,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45335,2344,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45351,552,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45351,809.6,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45328,4919.31,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45328,3856.3199999999997,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45328,659.8399999999999,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45328,2035.68,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45330,2696.6,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45330,1391.6,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45330,939.5799999999999,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45330,2377.96,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45330,1020.5999999999999,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45330,1110.4499999999998,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45330,5297.5199999999995,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45337,2241.6499999999996,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45337,1388,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45342,751.94,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45342,1764,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45344,2976.4100000000003,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45344,3890.73,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45344,2322.68,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45344,976,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45344,558.72,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45344,2881.6,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45344,4278.6,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45349,2684.8,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45349,4270.19,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45351,2478.62,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45351,559.08,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45351,724.25,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45351,875.52,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45351,4323.8,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Fabric,45351,3349.76,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45351,1640.77,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45351,2239.63,PREMIER OF LYTHAM  LTD
Programmed Service Contracts,45351,7098,PREMIER OF LYTHAM  LTD
Training Expenses (External),45351,1320,POTENTIAL UNEARTHED LTD
Computer Software,45330,8560,POLICE DIGITAL SERVICE
Training Expenses (External),45344,2750,POLICE AND CRIME COMMISSIONER FOR KENT
Police - Other Specialist Operational Equipment,45351,595,POINT SOUTH LIMITED
Police Reactive Maintenance - Building Fabric,45330,613.31,PILKINGTON BROS (CHURCH) LTD
Police Reactive Maintenance - Building Services,45335,1969.1,PICKERINGS EUROPE LIMITED
Police Reactive Maintenance - Building Services,45337,820.56,PICKERINGS EUROPE LIMITED
Police Reactive Maintenance - Building Services,45342,881.7,PICKERINGS EUROPE LIMITED
Ext  Adapt  Improv  Etc,45349,31313.26,PICKERINGS EUROPE LIMITED
Police - Waste Collection Charges - Clinical,45335,1033.45,PHS GROUP PLC
Cleaning & Domestic General,45337,738.77,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45337,1363.18,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45337,1108.74,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45337,1131.71,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45337,802.12,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45342,1071.74,PHS GROUP PLC
Training Expenses (External),45348,-1430,PERSONAL BEST LIFE COACHING
Police - Mutual assistance,45342,1592.72,PCC FOR NORTHUMBRIA
Police - Telecom Forensics,45335,1085,PAYPOINT NETWORKS LTD
Training Expenses (External),45330,654,NDORS TRAINER
Police - Vehicle Workshop Parts,45351,-1962.87,PARTS PLUS
Police - Vehicle Workshop Parts,45351,24892.08,PARTS PLUS
Police - Vehicle Workshop Parts,45351,-805.98,PARTS PLUS
Police - Pathologists Fees,45330,2863.1,PAEDIATRIC & PERINATAL PATHOLOGY SERVICES LTD
Police - Pathologists Fees,45349,1757.5,PAEDIATRIC & PERINATAL PATHOLOGY SERVICES LTD
Police - Other Third Party Payments,45344,1950,OXFORD UNIVERSITY PRESS
Police - Other Third Party Payments,45344,2250,OXFORD UNIVERSITY PRESS
Vehicle & Plant R&M (External),45330,575,OLYMPIC LOCK & SAFEGUARDS LTD
Furniture General,45337,695,OFFICE CHAIR RENOVATION
Furniture General,45351,780,OFFICE CHAIR RENOVATION
Police - Vehicle Workshop Parts,45351,28896.98,OECONNECTION LTD
Police - Vehicle Workshop Parts,45351,-1133.59,OECONNECTION LTD
Police - Horse Expenses,45342,819.05,ANIMAL RELATED SERVICES
Delegated Grounds Maintenance,45351,623.7,NURTURE LANDSCAPES LTD
Electricity,45328,-28998.13,NPOWER LTD
Electricity,45328,3653.87,NPOWER LTD
Electricity,45328,3653.87,NPOWER LTD
Electricity,45328,2698.7,NPOWER LTD
Electricity,45328,5580.86,NPOWER LTD
Electricity,45328,5870.04,NPOWER LTD
Electricity,45328,-31808.47,NPOWER LTD
Electricity,45328,31754.23,NPOWER LTD
Electricity,45328,28939.78,NPOWER LTD
Electricity,45328,5870.04,NPOWER LTD
Electricity,45328,5580.86,NPOWER LTD
Other Expenses,45349,604.14,NORTH WEST VENDING LTD
Police - Media Campaigns,45342,2462,NLA MEDIA ACCESS LTD
Equipment General,45351,2709.99,NISBETS PLC
Recruitment - Advertising,45349,2500,NEWSQUEST MEDIA GROUP
Recruitment - Advertising,45349,2500,NEWSQUEST MEDIA GROUP
Training Expenses (External),45349,1246.5,NEC SOFTWARE SOLUTIONS (FORMERLY NORTHGATE PUBLIC SERVICES (UK) LTD)
Vehicle & Plant R&M (External),45330,606.5,NATIONAL WINDSCREENS NW
Training Expenses (External),45330,1172,NATIONAL CRIME AGENCY
Clothing & Uniform,45328,2100,MWUK Ltd T/AS YAFFY
Clothing & Uniform,45328,10152,MWUK Ltd T/AS YAFFY
Police - Counsel Fees,45349,1350,MS VICTORIA VON WACHTER
Police - Counsel Fees,45349,562.5,MS VICTORIA VON WACHTER
Police - Counsel Fees,45349,600,MS VICTORIA VON WACHTER
Police - Other Third Party Payments,45330,546.08,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45344,540.68,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45344,598.76,THIRD PARTY SUPPLIER
Training Expenses (External),45328,1104,NDORS TRAINER
Training Expenses (External),45328,1360,NDORS TRAINER
Training Expenses (External),45351,1040,NDORS TRAINER
Training Expenses (External),45351,654,NDORS TRAINER
Police - Counsel Fees,45330,1460,MR NADIM BASHIR
Training Expenses (External),45328,2000,NDORS TRAINER
Training Expenses (External),45328,1200,NDORS TRAINER
Police - Counsel Fees,45330,1440,MR LEE BONNER
Police - Agents Fees,45337,-1000,MR LEE BONNER
Police - Agents Fees,45337,1002,MR LEE BONNER
Training Expenses (External),45328,1388,NDORS TRAINER
Police - Counsel Fees,45349,4225.44,MR DIJEN BASU
Training Expenses (External),45328,734,NDORS TRAINER
Police - Other Third Party Payments,45342,1257.88,MORECAMBE FC COMMUNITY SPORTS
Equipment General,45337,1232.24,MLR NETWORKS LTD
Police - Counsel Fees,45328,1150,MISS CHELSEA BROOKE WARD
Training Expenses (External),45328,1920,NDORS TRAINER
Police - Compensation,45335,1417.18,MISHCON DE REYA LLP
Equipment General,45330,1151.23,MILLERS UK LTD
Training Expenses (External),45328,880,NDORS TRAINER
Computer Licences,45342,11625,MERSEYSIDE POLICE AUTHORITY
Consultant Fees,45328,56700,MERSEY & WEST LANCASHIRE TEACHING HOSPITAL NHS TRUST
Police - Other Third Party Payments,45344,897.91,MERLIN ENTERTAINMENTS (BLACKPOOL) LTD
Clothing & Uniform,45328,5066,MEHLER VARIO SYSTEM GMBH
Clothing & Uniform,45328,18480.6,MEHLER VARIO SYSTEM GMBH
Clothing & Uniform,45342,1027.5,MC PRODUCTS
Training Expenses (External),45328,1040,NDORS TRAINER
Training Expenses (External),45344,640,NDORS TRAINER
Police - Other Third Party Payments,45328,581.18,THIRD PARTY
Police - Other Third Party Payments,45344,504.31,THIRD PARTY
Police - Other Third Party Payments,45344,595.44,THIRD PARTY
Police - Counsel Fees,45344,1890.75,THIRD PARTY SUPPLIER
Training Expenses (External),45323,5456.62,THIRD PARTY FORENSIC SERVICES
Works Fees (External),45351,11298.18,MACE LTD
Agency Staff,45351,6119.53,MACE LTD
Police - Counsel Fees,45328,560,LUJZKA HALSALL-FISCHEL
Police - Vehicle Workshop Parts,45351,5522.04,LQK EURO CAR PARTS LTD
Training Expenses (External),45328,3034.8,NDORS TRAINER
Equipment General,45349,1373.3,LEVEL PEAKS ASSOCIATES LTD
Equipment General,45349,1373.3,LEVEL PEAKS ASSOCIATES LTD
Equipment General,45344,1495,LASER TECH UK LTD
Consolidated invoice suspense,45349,680739.85,LASER ENERGY BUYING GROUP
Consolidated invoice suspense,45349,166174.58000000002,LASER ENERGY BUYING GROUP
Electricity,45349,2650.75,LASER ENERGY BUYING GROUP
Gas,45349,916.42,LASER ENERGY BUYING GROUP
Police - Interpreters,45330,21910.33,LANGUAGE LINE TI LTD
Police - Other Third Party Payments,45328,1775.36,LANCASHIRE POLICE FEDERATION
Rents - General,45330,2471.33,LANCASHIRE COUNTY DEVELOPMENTS (PROPERTY) LTD
Rents - General,45349,2471.33,LANCASHIRE COUNTY DEVELOPMENTS (PROPERTY) LTD
Rents - General,45349,2471.33,LANCASHIRE COUNTY DEVELOPMENTS (PROPERTY) LTD
Police - Other Third Party Payments,45328,61697.01,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45330,104932.96000000004,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45330,104932.96000000004,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45330,104932.96000000004,LANCASHIRE COUNTY COUNCIL (200398)
Partnership Grants,45337,170228,LANCASHIRE COUNTY COUNCIL (200398)
Police - Financial Services - Pensions,45349,19978.42,LANCASHIRE COUNTY COUNCIL (200398)
Police - Financial Services - Pensions,45349,19978.42,LANCASHIRE COUNTY COUNCIL (200398)
Police - Financial Services - Pensions,45349,19978.42,LANCASHIRE COUNTY COUNCIL (200398)
Police - Financial Services - Pensions,45349,19978.42,LANCASHIRE COUNTY COUNCIL (200398)
Police - Financial Services - Pensions,45349,19978.42,LANCASHIRE COUNTY COUNCIL (200398)
Police - Financial Services - Pensions,45349,19978.42,LANCASHIRE COUNTY COUNCIL (200398)
Police - Financial Services - Pensions,45349,19978.42,LANCASHIRE COUNTY COUNCIL (200398)
Police - Financial Services - Pensions,45349,19978.42,LANCASHIRE COUNTY COUNCIL (200398)
PCC Commissioning - Community Liason,45349,29093.5,LANCASHIRE COUNTY COUNCIL (200398)
Computer Hardware,45351,1031.98,LANCASHIRE COUNTY COUNCIL (200398)
Partnership Grants,45335,3467,LANCASHIRE CONSTABULARY SPORTS & SOCIAL CLUB
