* Expenditure Category,* Date,TOTAL,* SUPPLIER FINAL
Police - Mutual assistance,45363,3169.83,THE POLICE & CRIME COMMISSIONER FOR CUMBRIA
Hospitality,45363,589.5,THE LUNCHBOX (A & D LTD)
Training Expenses (External),45365,1995,THE KNOWLEDGE ACADEMY LTD
Police - Guest Speakers,45377,892.3,THE KINGSHAM CONSULTANCY LIMITED
Travelling Expenses General,45377,892.3,THE KINGSHAM CONSULTANCY LIMITED
Training Expenses (External),45356,16000,THE ATACC GROUP
Training Expenses (External),45356,3200,THE ATACC GROUP
Training Expenses (External),45379,13200,THE ATACC GROUP
Training Expenses (External),45379,13200,THE ATACC GROUP
Training Expenses (External),45379,13200,THE ATACC GROUP
Training Expenses (External),45379,13200,THE ATACC GROUP
PCC Commissioning - Community Liason,45363,2152.42,TANTERTON VILLAGE CENTRE LTD
Subsistence,45379,840,SUDELL SANDWICHES
Training Expenses (External),45358,1214,NDORS TRAINER
Hospitality,45356,1254.57,STANLEY HOUSE
Hospitality,45365,3800,STANLEY HOUSE
Hospitality,45365,3800,STANLEY HOUSE
Other Energy Costs,45370,743.1,STANDARD FUEL OILS LTD
Petrol,45377,2284.5,STANDARD FUEL OILS LTD
Police - Health & Safety - Occ Health,45365,3750,ST JAMES MEDICAL CENTRE
Equipment General,45358,1611.02,SPECIALISED CANVAS (FORMERLY FLAGMAKERS)
Equipment General,45358,1611.02,SPECIALISED CANVAS (FORMERLY FLAGMAKERS)
Equipment General,45370,619.5,SPANSET LTD
Stationery,45356,3750,SOUTH RIBBLE BOROUGH COUNCIL
Equipment General,45363,2745,SOLON SECURITY LTD
ICT Stock / Stores,45365,688.1,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45377,1810.88,THIRD PARTY SUPPLIER
ICT Stock / Stores,45377,5325.85,THIRD PARTY SUPPLIER
ICT Stock / Stores,45377,5325.85,THIRD PARTY SUPPLIER
ICT Stock / Stores,45377,5325.85,THIRD PARTY SUPPLIER
ICT Stock / Stores,45377,5325.85,THIRD PARTY SUPPLIER
ICT Stock / Stores,45377,5325.85,THIRD PARTY SUPPLIER
ICT Stock / Stores,45377,5325.85,THIRD PARTY SUPPLIER
Computer Hardware,45377,1548.36,THIRD PARTY SUPPLIER
Computer Hardware,45377,2322.54,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45377,1810.88,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45377,1810.88,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45377,1810.88,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45377,1810.88,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45377,1810.88,THIRD PARTY SUPPLIER
Delegated Grounds Maintenance,45356,586.42,SOCIETE GENERALE EQUIPMENT FINANCE LTD
Recruitment - Advertising,45358,16899,SOCIALLY RECRUITED LTD
Rents - General,45379,7496.25,SKM PROPERTY HOLDINGS LTD
Rents - General,45379,6500,SKM PROPERTY HOLDINGS LTD
Police - Other Third Party Payments,45377,800,SIX TILL SIX LIMITED
Training Expenses (External),45379,1550,SITE ENERGY SERVICES LTD T/A SES TRAINING SOLUTIONS
Police - Guest Speakers,45356,600,SIMON BLAKEBROUGH
Equipment General,45372,890.42,SHORROCK TRICHEM LTD
Police - Vehicle Workshop Parts,45377,1272.22,SHORROCK MOTORCYCLES LTD
Police - Other Third Party Payments,45379,14250,SFJ AWARDS LTD
Police - Health & Safety - Occ Health,45372,3092.18,SEVRON LTD
Police - Health & Safety - Occ Health,45372,3092.18,SEVRON LTD
Equipment General,45356,545.5500000000001,SETON
Police Reactive Maintenance - Building Services,45358,885,SECURITY SOLUTIONS
Police Reactive Maintenance - Building Services,45358,2105.9,SECURITY SOLUTIONS
Police Reactive Maintenance - Building Fabric,45365,509.15,SECURITY SOLUTIONS
Police Reactive Maintenance - Building Services,45379,1206.48,SECURITY SOLUTIONS
Water,45363,79336.43999999999,SCOTTISH WATER BUSINESS STREAM
Water,45363,79336.43999999999,SCOTTISH WATER BUSINESS STREAM
Water,45363,79336.43999999999,SCOTTISH WATER BUSINESS STREAM
Water,45377,5313.48,SCOTTISH WATER BUSINESS STREAM
Water,45377,5313.48,SCOTTISH WATER BUSINESS STREAM
Water,45377,5313.48,SCOTTISH WATER BUSINESS STREAM
Water,45377,5313.48,SCOTTISH WATER BUSINESS STREAM
Equipment General,45370,862.78,SCENESAFE
Equipment General,45372,1717.6100000000001,SCENESAFE
Equipment General,45372,1694.9399999999998,SCENESAFE
Equipment General,45372,630.62,SCENESAFE
Equipment General,45372,1235.0400000000002,SCENESAFE
Equipment General,45372,1235.0400000000002,SCENESAFE
Equipment General,45372,1235.0400000000002,SCENESAFE
Equipment General,45372,1235.0400000000002,SCENESAFE
Equipment General,45372,1235.0400000000002,SCENESAFE
Equipment General,45372,1694.9399999999998,SCENESAFE
Equipment General,45372,1694.9399999999998,SCENESAFE
Equipment General,45372,1694.9399999999998,SCENESAFE
Equipment General,45372,1694.9399999999998,SCENESAFE
Equipment General,45377,1354.76,SCENESAFE
Equipment General,45377,1354.76,SCENESAFE
Equipment General,45377,1354.76,SCENESAFE
Equipment General,45377,1354.76,SCENESAFE
Computer Hardware,45365,3642.56,SCC
Computer Licences,45370,515.38,SCC
Computer Maintenance,45370,168587.24,SCC
Computer Maintenance,45372,28931.13,SCC
Telecommunications Equipment,45372,34966.86,SCC
Computer Licences,45372,7045.92,SCC
Equipment General,45377,980.89,SCC
Equipment General,45377,980.89,SCC
Equipment General,45379,7798.920000000001,SCC
Equipment General,45379,7798.920000000001,SCC
Equipment General,45379,7798.920000000001,SCC
Equipment General,45379,7798.920000000001,SCC
Equipment General,45379,7798.920000000001,SCC
Equipment General,45379,7798.920000000001,SCC
Equipment General,45379,7798.920000000001,SCC
Equipment General,45379,7798.920000000001,SCC
Equipment General,45379,7798.920000000001,SCC
Equipment General,45379,7798.920000000001,SCC
Equipment General,45379,7798.920000000001,SCC
Equipment General,45379,7798.920000000001,SCC
Equipment General,45379,7798.920000000001,SCC
Equipment General,45379,7798.920000000001,SCC
Computer Licences,45379,26906.29,SCC
Equipment General,45379,7798.920000000001,SCC
Equipment General,45379,7798.920000000001,SCC
Equipment General,45379,7798.920000000001,SCC
Equipment General,45379,7798.920000000001,SCC
Police - Other Third Party Payments,45379,537.12,THIRD PARTY SUPPLIER
Waste Collection Charges,45372,2715,SAME DAY PLC GUARDIAN SERVICES
Training Expenses (External),45363,720,NDORS TRAINER
Police - Vehicle Workshop Parts,45363,572.11,RYBROOK
Police - Vehicle Workshop Parts,45372,518.44,RYBROOK
Postage & Carriage,45355,4186.61,ROYAL MAIL NW & NW
Postage & Carriage,45365,4657.4,ROYAL MAIL NW & NW
Postage & Carriage,45372,4168.68,ROYAL MAIL NW & NW
Stationery,45356,2992,ROSSENDALE BOROUGH COUNCIL
Equipment General,45358,790.83,RICOH UK LTD
Training Expenses (External),45358,640,NDORS TRAINER
Police - Vehicle Workshop Parts,45358,800,RIBBLESDALE AUTO ELECTRICS UNITS LTD
Police - Vehicle Workshop Parts,45377,992.25,RHINO PRODUCTS LIMITED
Rents - General,45356,1725,REVOE LEARNING ACADEMY
Consultant Fees,45358,10502.25,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45358,546.95,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45358,12540,REED SPECIALIST RECRUITMENT LTD
Police - Other Third Party Payments,45358,627.48,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45363,1320,REED SPECIALIST RECRUITMENT LTD
Recruitment - Expenses,45363,576,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45365,6217.75,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45365,1367.52,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45365,3762,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45370,4754.75,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45370,31350,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45370,1367.52,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45370,9563.84,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45370,4180,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45370,13260,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45370,5460.12,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45370,1321.92,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45370,1379.4,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45370,5172.75,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45370,15959.24,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45370,758.46,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45372,8438.38,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45372,6583.5,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45377,2194.5,REED SPECIALIST RECRUITMENT LTD
Police - Other Third Party Payments,45377,10417.42,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45377,7942,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45377,6792.5,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45377,1672,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45377,6204.69,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45377,4963.75,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45377,10450,REED SPECIALIST RECRUITMENT LTD
Consolidated invoice suspense,45379,146210.32,REED SPECIALIST RECRUITMENT LTD
Police Reactive Maintenance - Building Fabric,45372,1560,RED ROSE BUILDING MAINTENANCE
Fixture & Fittings - General,45370,1500,RED ROSE BLINDS
Postage & Carriage,45358,4000,QUADIENT UK LTD
Postage & Carriage,45379,4000,QUADIENT UK LTD
Postage & Carriage,45376,4000,QUADIENT LTD. CREDIFON RBV ACCOUNT
Printing - External,45377,590,PSL PRINT MANAGEMENT LTD
Printing - External,45377,590,PSL PRINT MANAGEMENT LTD
Printing - External,45377,1449.75,PSL PRINT MANAGEMENT LTD
Printing - External,45377,1449.75,PSL PRINT MANAGEMENT LTD
Printing - External,45377,1449.75,PSL PRINT MANAGEMENT LTD
Printing - External,45377,1449.75,PSL PRINT MANAGEMENT LTD
Printing - External,45379,4350,PSL PRINT MANAGEMENT LTD
Equipment General,45379,2160,PSL PRINT MANAGEMENT LTD
Police - Pathologists Fees,45370,3080,PROFESSOR SAFA T AL-SARRAJ
Police - Vehicle Workshop Parts,45358,678.6,PRESTON TPS (TRADING PARTS SPECIALIST)
Police - Vehicle Workshop Parts,45365,563.64,PRESTON TPS (TRADING PARTS SPECIALIST)
Police - Vehicle Workshop Parts,45372,563.64,PRESTON TPS (TRADING PARTS SPECIALIST)
Police - Vehicle Workshop Parts,45372,563.64,PRESTON TPS (TRADING PARTS SPECIALIST)
Police - Vehicle Workshop Parts,45372,873.02,PRESTON TPS (TRADING PARTS SPECIALIST)
Police - Vehicle Workshop Parts,45372,563.64,PRESTON TPS (TRADING PARTS SPECIALIST)
Police - Other Third Party Payments,45379,2357.3,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45379,8552.41,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45379,8552.41,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45379,2357.3,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
PCC Commissioning - Community Liason,45365,3833.33,PRESTON MARRIOTT HOTEL
Police - Planned Preventative Maintenance,45358,700,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45358,2354.36,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45358,2354.36,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45358,1704.5,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45365,4439.4,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45365,1222.5,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45365,1687.1000000000001,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45365,520.65,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45365,4591.2,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45370,2935.0699999999997,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45370,4040.75,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45370,2272,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45370,2527.8199999999997,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45370,6517.299999999999,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45372,2814.93,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45372,8878.400000000001,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45372,4291.9,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45377,734.03,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45377,734.03,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45377,596,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45377,596,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45377,596,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45377,596,PREMIER OF LYTHAM  LTD
Police - Other Third Party Payments,45358,44837.91,POLICE AND CRIME COMMISSIONER FOR CHESHIRE
Police - Other Third Party Payments,45363,1500,POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA
Clothing & Uniform,45356,1191,POINT SOUTH LIMITED
Police - Firearms Ammunition,45358,2353,POINT SOUTH LIMITED
Police - Firearms Ammunition,45379,5168,POINT SOUTH LIMITED
Police - Staff Engagement,45377,9900,PLANNING EXPRESS LTD
Police Reactive Maintenance - Building Fabric,45365,1285.02,PILKINGTON BROS (CHURCH) LTD
Police Reactive Maintenance - Building Fabric,45365,640.71,PILKINGTON BROS (CHURCH) LTD
Computer Expenditure - H&S,45365,500,PICO EDUCATIONAL SYSTEMS LIMITED
Ext  Adapt  Improv  Etc,45370,11473.18,PICKERINGS EUROPE LIMITED
Cleaning & Domestic General,45370,729.98,PHS GROUP PLC
Cleaning & Domestic General,45370,1057.9599999999998,PHS GROUP PLC
Cleaning & Domestic General,45370,1057.9599999999998,PHS GROUP PLC
Cleaning & Domestic General,45370,1057.9599999999998,PHS GROUP PLC
Cleaning & Domestic General,45370,738.77,PHS GROUP PLC
Cleaning & Domestic General,45370,738.77,PHS GROUP PLC
Cleaning & Domestic General,45370,738.77,PHS GROUP PLC
Cleaning & Domestic General,45370,738.77,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45370,1033.45,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45370,1072.26,PHS GROUP PLC
Cleaning & Domestic General,45370,1363.18,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45370,1131.71,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45370,802.12,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45372,1363.18,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45372,1363.18,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45372,1363.18,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45372,1363.18,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45372,1363.18,PHS GROUP PLC
Cleaning & Domestic General,45379,1071.7400000000002,PHS GROUP PLC
Cleaning & Domestic General,45379,1071.7400000000002,PHS GROUP PLC
Works Fees (External),45379,4700,PERFECT CIRCLE JV LTD
Police - Vehicle Cleaning,45363,875,PENNINE FIRE & SAFETY LTD
Police - Telecom Forensics,45370,1155,PAYPOINT NETWORKS LTD
Training Expenses (External),45363,727,NDORS TRAINER
Other Expenses,45356,5000.34,THIRD PARTY SUPPLIER
Police - Vehicle Workshop Parts,45363,-775.81,PARTS PLUS
Police - Vehicle Workshop Parts,45379,16066.32,PARTS PLUS
Police - Vehicle Workshop Parts,45379,-798.09,PARTS PLUS
Training Expenses (External),45372,1884,P W AUTOMOTIVE TRAINING LTD
Police - Other Third Party Payments,45358,10500,OXFORD UNIVERSITY PRESS
Police - Scientific Support Equipment,45356,873,THIRD PARTY
Police - Other Specialist Operational Equipment,45370,756.25,OPTICS WAREHOUSE LIMITED
Police - Vehicle Workshop Parts,45379,24079.45,OECONNECTION LTD
Police - Horse Expenses,45377,1858.22,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1858.22,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1858.22,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1858.22,ANIMAL RELATED SERVICES
Police - Horse Expenses,45379,2245.36,ANIMAL RELATED SERVICES
Police - Horse Expenses,45379,2245.36,ANIMAL RELATED SERVICES
Police - Horse Expenses,45379,2245.36,ANIMAL RELATED SERVICES
Police - Horse Expenses,45379,2245.36,ANIMAL RELATED SERVICES
Police - Counselling,45358,600,NORTH WEST POLICE BENEVOLENT FUND
Police - Other Third Party Payments,45370,23400,NORTH WEST POLICE BENEVOLENT FUND
Police - Health & Safety - Occ Health,45372,900,NORTH WEST POLICE BENEVOLENT FUND
Computer Maintenance,45372,955.23,NOMINET UK
Equipment General,45379,799.99,NISBETS PLC
Police - Other Third Party Payments,45370,521.44,THIRD PARTY SUPPLIER
PCC Commissioning - Community Liason,45379,15000,NHS LANCASHIRE AND SOUTH CUMBRIA ICB
Computer Maintenance,45370,865523,NEC SOFTWARE SOLUTIONS (FORMERLY NORTHGATE PUBLIC SERVICES (UK) LTD)
Computer Software,45370,6000,NEC SOFTWARE SOLUTIONS (FORMERLY NORTHGATE PUBLIC SERVICES (UK) LTD)
Computer Software,45370,4575,NEC SOFTWARE SOLUTIONS (FORMERLY NORTHGATE PUBLIC SERVICES (UK) LTD)
Computer Software,45370,29138.55,NEC SOFTWARE SOLUTIONS (FORMERLY NORTHGATE PUBLIC SERVICES (UK) LTD)
PCC Commissioning - Community Liason,45363,9850,NATURE WARRIORS
Vehicle & Plant R&M (External),45356,583.65,NATIONAL WINDSCREENS NW
Vehicle & Plant R&M (External),45358,776,NATIONAL WINDSCREENS NW
Vehicle & Plant R&M (External),45358,606.5,NATIONAL WINDSCREENS NW
Vehicle & Plant R&M (External),45358,583.65,NATIONAL WINDSCREENS NW
Vehicle & Plant R&M (External),45358,583.65,NATIONAL WINDSCREENS NW
Vehicle & Plant R&M (External),45363,704.5,NATIONAL WINDSCREENS NW
Vehicle & Plant R&M (External),45363,616.2,NATIONAL WINDSCREENS NW
Police - Vehicle Workshop Parts,45370,547.93,NATIONAL WINDSCREENS NW
Vehicle & Plant R&M (External),45377,773,NATIONAL WINDSCREENS NW
Training Expenses (External),45356,950,NATIONAL CRIME AGENCY
Training Expenses (External),45356,690,NATIONAL CRIME AGENCY
Training Expenses (External),45370,1172,NATIONAL CRIME AGENCY
Clothing & Uniform,45370,131582.5,MWUK Ltd T/AS YAFFY
Equipment,45365,1820.03,MUNICIPAL SECURITY LTD
Police - Found & Unclaimed Cash,45358,588.31,THIRD PARTY
Police - Other Third Party Payments,45370,610.94,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45370,546.08,THIRD PARTY SUPPLIER
Training Expenses (External),45356,501,NDORS TRAINER
Training Expenses (External),45358,501,NDORS TRAINER
Training Expenses (External),45358,1520,NDORS TRAINER
Training Expenses (External),45356,1200,NDORS TRAINER
Police - Counsel Fees,45370,904,MR JASON BEER
Training Expenses (External),45356,894,NDORS TRAINER
Police - Counsel Fees,45370,900,MR CHARLES APTHORP
Equipment,45363,300069.80000000005,MOTOROLA LTD [229816]
Police - Airwave,45365,1593,MOTOROLA LTD [229816]
ICT Stock / Stores,45365,1804,MOTOROLA LTD [229816]
Police - Other Third Party Payments,45370,1159.88,MORECAMBE FC COMMUNITY SPORTS
Police - Other Third Party Payments,45370,1811.65,MORECAMBE FC COMMUNITY SPORTS
Police - Counsel Fees,45370,800,MISS JOANNE KANE
Police - Doctors Statements,45377,2462.4,MISS H M FERNANDES
Training Expenses (External),45358,2000,NDORS TRAINER
Equipment General,45358,1013.8,MILLERS UK LTD
Training Expenses (External),45358,640,NDORS TRAINER
Police - Collaboration Regional Toxicology Service,45377,12011,MERSEYSIDE POLICE AUTHORITY
Equipment,45363,1188362.7899999998,MERSEYSIDE POLICE AUTHORITY
Consultant Fees,45372,7125,MERSEYSIDE POLICE AUTHORITY
Police - Mutual assistance,45377,2798.41,MERSEYSIDE POLICE AUTHORITY
