1. YEAR,2. MONTH,3. DATE INCURRED,4. DATE PAID,5. BENEFICIARY,6. SUPPLIER NO.,7. DEPARTMENT,8. PURPOSE OF EXPENDITURE,9. MERCHANT CATEGORY,Total
2023/24,OCTOBER,02/10/23,13/10/23,23 CONSULT LTD,818316,J6010 R & M - CIVIC BUILDINGS,200000 REPAIRS & MAINTENANCE,151900 CONSULTANCY / MANAGEMENT," £ 47,351.25 "
2023/24,OCTOBER,07/09/23,16/10/23,23 CONSULT LTD,818316,J6010 R & M - CIVIC BUILDINGS,440040 CONSULTANCY FEES,151900 CONSULTANCY / MANAGEMENT," £ 11,643.75 "
2023/24,OCTOBER,07/09/23,16/10/23,23 CONSULT LTD,818316,J6010 R & M - CIVIC BUILDINGS,200000 REPAIRS & MAINTENANCE,151900 CONSULTANCY / MANAGEMENT," £ 7,331.25 "
2023/24,OCTOBER,07/09/23,13/10/23,23 CONSULT LTD,818316,J6010 R & M - CIVIC BUILDINGS,200000 REPAIRS & MAINTENANCE,151900 CONSULTANCY / MANAGEMENT," £ 33,475.35 "
2023/24,OCTOBER,10/09/23,18/10/23,360 CIRCLE OF CARE LTD,824532,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 1,523.88 "
2023/24,OCTOBER,11/10/23,18/10/23,3DJB (CHAMBERS OF AYESHA HASAN)         ,S20293DJ10571,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,100004 LBH  / SUNDRY," £ 1,250.00 "
2023/24,OCTOBER,18/10/23,25/10/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 825.00 
2023/24,OCTOBER,26/09/23,16/10/23,4 BRICK COURT LTD,801389,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 600.00 
2023/24,OCTOBER,24/10/23,31/10/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 600.00 
2023/24,OCTOBER,08/09/23,03/10/23,4 BRICK COURT LTD,801389,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 600.00 
2023/24,OCTOBER,08/09/23,03/10/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 600.00 
2023/24,OCTOBER,08/09/23,12/10/23,4 BRICK COURT LTD,801389,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 2,380.00 "
2023/24,OCTOBER,13/09/23,09/10/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 700.00 
2023/24,OCTOBER,06/09/23,03/10/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 1,150.00 "
2023/24,OCTOBER,06/09/23,04/10/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 555.00 
2023/24,OCTOBER,06/05/21,09/10/23,4 BRICK COURT LTD,801389,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 600.00 
2023/24,OCTOBER,03/05/23,26/10/23,4 PAPER BUILDINGS,801470,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 800.00 
2023/24,OCTOBER,01/09/23,03/10/23,4-5 GRAYS INN SQUARE TPA,812094,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 600.00 
2023/24,OCTOBER,13/09/23,09/10/23,4-5 GRAYS INN SQUARE TPA,812094,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 650.00 
2023/24,OCTOBER,15/09/23,19/10/23,4-5 GRAYS INN SQUARE TPA,812094,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 600.00 
2023/24,OCTOBER,17/08/23,26/10/23,4-5 GRAYS INN SQUARE TPA,812094,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 700.00 
2023/24,OCTOBER,13/10/23,23/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 950.00 
2023/24,OCTOBER,10/10/23,20/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 625.00 
2023/24,OCTOBER,18/10/23,23/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 350.00 
2023/24,OCTOBER,18/10/23,25/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 625.00 
2023/24,OCTOBER,04/10/23,23/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,OCTOBER,23/10/23,31/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 625.00 
2023/24,OCTOBER,29/09/23,19/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 675.00 
2023/24,OCTOBER,19/10/23,27/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 1,150.00 "
2023/24,OCTOBER,22/09/23,19/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 625.00 
2023/24,OCTOBER,22/09/23,12/10/23,42 BEDFORD ROW CHAMBERS,817288,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 800.00 
2023/24,OCTOBER,01/09/23,13/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 675.00 
2023/24,OCTOBER,01/10/23,09/10/23,42 BEDFORD ROW CHAMBERS,817288,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 800.00 
2023/24,OCTOBER,07/09/23,03/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,OCTOBER,08/09/23,16/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,OCTOBER,13/09/23,23/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 350.00 
2023/24,OCTOBER,14/09/23,19/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 350.00 
2023/24,OCTOBER,04/09/23,03/10/23,42 BEDFORD ROW CHAMBERS,817288,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 475.00 
2023/24,OCTOBER,08/08/23,20/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 962.50 
2023/24,OCTOBER,24/08/23,03/10/23,42 BEDFORD ROW CHAMBERS,817288,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 625.00 
2023/24,OCTOBER,24/08/23,03/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,OCTOBER,04/08/23,20/10/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 600.00 
2023/24,OCTOBER,27/07/23,05/10/23,4PLAY SOUND SYSTEM                      ,S20294Pl10486,H0151 STREET MARKETS,500005 EXTERNAL CONTRACTORS,100004 LBH  / SUNDRY, £ 450.00 
2023/24,OCTOBER,16/10/23,20/10/23,A.I.C SOLUTIONS LTD/ T/A RAINBOW BAKERY ,S2029A.I10584,H0677 PREVENT AND COUNTER EXTREMISM,500005 EXTERNAL CONTRACTORS,100004 LBH  / SUNDRY, £ 280.00 
2023/24,OCTOBER,03/10/23,13/10/23,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 13,989.56 "
2023/24,OCTOBER,03/10/23,13/10/23,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 1,757.68 "
2023/24,OCTOBER,03/10/23,13/10/23,ABBEY CARE COMPLEX,820656,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 3,709.08 "
2023/24,OCTOBER,04/10/23,11/10/23,ABBOTT TOXICOLOGY LTD,818120,F0210 MULTI AGENCY SAFEGUARDING HUB,200000 REPAIRS & MAINTENANCE,311300 HEALTHCARE / EQUIPMENT, £ 274.78 
2023/24,OCTOBER,23/08/23,17/10/23,ABBOTT TOXICOLOGY LTD,818120,F0050 CHILDREN IN NEED,520270 LAC INCIDENTAL EXPENDITURE,311300 HEALTHCARE / EQUIPMENT, £ 518.00 
2023/24,OCTOBER,31/08/23,20/10/23,ABILITY FACILITIES MANAGEMENT LTD T/A AB,823374,F9110 ANN TAYLOR CHILDREN CENTRE,200000 REPAIRS & MAINTENANCE,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / REPAIR & MAINTENANCE", £ 898.00 
2023/24,OCTOBER,29/09/23,10/10/23,ABILITY NORTH LONDON,820508,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,100020 LBH  / GRANTS OR STATUTORY PAYMENTS / OTHER," £ 13,898.00 "
2023/24,OCTOBER,13/10/23,26/10/23,ABNEY PARK TRUST,749728,A2103 FILM LOCATION MANAGEMENT,500005 EXTERNAL CONTRACTORS,129999 CEMETERY & CREMATORIUM / NOT ELSEWHERE CLASSIFIED," £ 2,000.00 "
2023/24,OCTOBER,30/09/23,17/10/23,ACADEMY 21 LIMITED,825646,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,EDUCATION, £ 900.00 
2023/24,OCTOBER,30/09/23,05/10/23,ACADEMY CONSULTANCY & DESIGN LTD,824859,J6004 ESTATES MANAGEMENT (HRA),200000 REPAIRS & MAINTENANCE,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / NOT ELSEWHERE CLASSIFIED"," £ 5,676.00 "
2023/24,OCTOBER,03/10/23,13/10/23,ACCEDO CARE LIMITED,825922,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / INDEPENDENT SUPPORTED LIVING," £ 15,507.80 "
2023/24,OCTOBER,13/10/23,25/10/23,ACCESS TO SPORTS PROJECT,733326,F0362 YH: COMMISSIONING,500085 OTHER AGENCIES,291400 ARTS & LEISURE SERVICES / SPORT & FITNESS," £ 75,000.00 "
2023/24,OCTOBER,27/09/23,03/10/23,ACCESS UK LTD,822705,F7416 CONTINGENCY,440040 CONSULTANCY FEES,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 9,500.00 "
2023/24,OCTOBER,01/09/23,05/10/23,ACCESS UK LTD,822705,N2002 INTERNAL LEGAL SERVICES,430025 COMPUTER LICENCE COSTS,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 5,530.32 "
2023/24,OCTOBER,01/08/23,05/10/23,ACCESS UK LTD,822705,N2002 INTERNAL LEGAL SERVICES,430025 COMPUTER LICENCE COSTS,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 5,376.70 "
2023/24,OCTOBER,03/10/23,13/10/23,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED," £ 3,900.00 "
2023/24,OCTOBER,03/10/23,13/10/23,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED, £ 878.84 
2023/24,OCTOBER,03/10/23,13/10/23,ACHIEVE TOGETHER,811168,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 17,125.28 "
2023/24,OCTOBER,03/10/23,13/10/23,ACHIEVE TOGETHER,811168,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 3,956.88 "
2023/24,OCTOBER,18/09/23,27/10/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 43,241.03 "
2023/24,OCTOBER,18/09/23,26/10/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 34,124.91 "
2023/24,OCTOBER,14/08/23,03/10/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 1,501.63 "
2023/24,OCTOBER,21/08/23,03/10/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 75,285.55 "
2023/24,OCTOBER,03/10/23,13/10/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 325,984.06 "
2023/24,OCTOBER,03/10/23,13/10/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 25,284.62 "
2023/24,OCTOBER,03/10/23,13/10/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 11,494.12 "
2023/24,OCTOBER,03/10/23,13/10/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,920180 CRAG INCOME,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 10,224.11 "
2023/24,OCTOBER,03/10/23,13/10/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 70,511.24 "
2023/24,OCTOBER,03/10/23,13/10/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 14,940.28 "
2023/24,OCTOBER,03/10/23,13/10/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,920180 CRAG INCOME,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 8,875.93 "
2023/24,OCTOBER,03/10/23,13/10/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 6,971.12 "
2023/24,OCTOBER,03/10/23,13/10/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 8,200.00 "
2023/24,OCTOBER,03/10/23,13/10/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 3,001.04 "
2023/24,OCTOBER,03/10/23,13/10/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 1,757.68 "
2023/24,OCTOBER,13/10/23,18/10/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 16,023.11 "
2023/24,OCTOBER,13/10/23,18/10/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE), £ 847.45 
2023/24,OCTOBER,09/10/23,13/10/23,ACORN TRUCK SALES LTD,823858,W8904 VEHICLE MAINTENANCE WORKSHOP,Y70004 VEHICLES,VEHICLE MANAGEMENT / MAINTENANCE," £ 52,833.34 "
2023/24,OCTOBER,03/10/23,13/10/23,ACORN VILLAGE COMMUNITY,067090,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 7,846.12 "
2023/24,OCTOBER,03/10/23,11/10/23,ACTION FIRST ASSESSMENTS LTD,825681,D0858 SAFEGUARDING TEAM,500005 EXTERNAL CONTRACTORS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - CHILDREN / SPECIALIST NEEDS / PARENT & CHILD ASSESSMENTS," £ 4,750.00 "
2023/24,OCTOBER,30/09/23,05/10/23,ACTION FOR CHILDREN,412552,F0101 LAC - UNDER 18S,510000 VOLUNTARY SECTOR CONTRACTS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 14,870.57 "
2023/24,OCTOBER,26/09/23,04/10/23,ACTIVE ASSISTANCE,722469,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 3,980.80 "
2023/24,OCTOBER,03/10/23,13/10/23,ACTIVE LIVES LTD,811367,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,179999 EDUCATION / NOT ELSEWHERE CLASSIFIED, £ 736.84 
2023/24,OCTOBER,03/10/23,13/10/23,ADELAIDE CARE LTD,812666,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 15,504.96 "
2023/24,OCTOBER,03/10/23,13/10/23,ADICOCARE LTD,825839,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 5,531.16 "
2023/24,OCTOBER,03/10/23,13/10/23,ADICOCARE LTD,825839,D0824 SUPPORT WITH MEMORY & COGNITIO,520040 RESIDENTIAL CARE,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 3,800.00 "
2023/24,OCTOBER,03/10/23,13/10/23,ADICOCARE LTD,825839,D0829 MENTAL HEALTH SUPPORT (ELFT),520040 RESIDENTIAL CARE,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 3,475.68 "
2023/24,OCTOBER,08/09/23,09/10/23,ADLER AND ALLAN LTD,506993,H0351 MILLFIELDS OVERHEAD,200000 REPAIRS & MAINTENANCE,"391111 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / REPAIR & MAINTENANCE"," £ 9,182.76 "
2023/24,OCTOBER,23/10/23,30/10/23,ADSO,814630,N2100 GOVERNANCE SERVICES MANAGEMENT,470010 SUBSCRIPTIONS,281100 LEGAL SERVICES / ELECTION SERVICES, £ 327.25 
2023/24,OCTOBER,27/09/23,13/10/23,ADVANCE BUILDING &                      ,S1055Adv07171,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 10,347.93 "
2023/24,OCTOBER,03/10/23,13/10/23,ADVANCE HOUSING & SUPPORT LIMITED,815049,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,171010 EDUCATION / ADULT & FURTHER EDUCATION SERVICES," £ 49,205.06 "
2023/24,OCTOBER,13/10/23,18/10/23,ADVANCE HOUSING & SUPPORT LIMITED,815049,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,171010 EDUCATION / ADULT & FURTHER EDUCATION SERVICES," £ 402,192.00 "
2023/24,OCTOBER,25/09/23,06/10/23,ADVANCE HOUSING & SUPPORT LIMITED,815049,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,171010 EDUCATION / ADULT & FURTHER EDUCATION SERVICES," £ 34,836.01 "
2023/24,OCTOBER,05/09/23,06/10/23,ADVANCE HOUSING & SUPPORT LIMITED,815049,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,171010 EDUCATION / ADULT & FURTHER EDUCATION SERVICES," £ 9,022.12 "
