1. YEAR,2. MONTH,3. DATE INCURRED,4. DATE PAID,5. BENEFICIARY,6. SUPPLIER NO.,7. DEPARTMENT,8. PURPOSE OF EXPENDITURE,9. MERCHANT CATEGORY,Total
2023/24,JUNE,28/09/22,30/06/23,4 BRICK COURT LTD,801389,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 2,950.00 "
2023/24,JUNE,28/09/22,27/06/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 825.00 
2023/24,JUNE,07/09/22,23/06/23,4 BRICK COURT LTD,801389,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 2,425.00 "
2023/24,JUNE,07/09/22,23/06/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 475.00 
2023/24,JUNE,07/09/22,27/06/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 425.00 
2023/24,JUNE,05/10/22,27/06/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 475.00 
2023/24,JUNE,05/10/22,23/06/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 475.00 
2023/24,JUNE,08/11/22,23/06/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 950.00 
2023/24,JUNE,29/04/22,27/06/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 850.00 
2023/24,JUNE,18/10/22,23/06/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 550.00 
2023/24,JUNE,18/01/23,23/06/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 475.00 
2023/24,JUNE,31/05/23,22/06/23,42 BEDFORD ROW CHAMBERS,817288,N2001 EXTERNAL LEGAL SERVICES,440030 LEGAL FEES,281000 LEGAL SERVICES / ADVOCACY," £ 1,575.00 "
2023/24,JUNE,21/06/23,27/06/23,42 BEDFORD ROW CHAMBERS,817288,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 650.00 
2023/24,JUNE,15/06/23,30/06/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,JUNE,19/06/23,29/06/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,JUNE,02/06/23,29/06/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 400.00 
2023/24,JUNE,24/05/23,20/06/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 6,312.50 "
2023/24,JUNE,26/05/23,21/06/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 825.00 
2023/24,JUNE,26/05/23,20/06/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 750.00 
2023/24,JUNE,05/05/23,13/06/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 400.00 
2023/24,JUNE,18/04/23,14/06/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,440030 LEGAL FEES,281000 LEGAL SERVICES / ADVOCACY," £ 1,150.00 "
2023/24,JUNE,18/04/23,27/06/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,JUNE,04/05/23,13/06/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 1,150.00 "
2023/24,JUNE,23/03/23,20/06/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 600.00 
2023/24,JUNE,17/05/23,15/06/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 1,275.00 "
2023/24,JUNE,17/05/23,23/06/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,JUNE,09/05/23,20/06/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,JUNE,21/03/23,15/06/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 712.50 
2023/24,JUNE,11/05/23,20/06/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 400.00 
2023/24,JUNE,15/06/23,28/06/23,4-5 GRAYS INN SQUARE TPA,812094,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,JUNE,30/05/23,09/06/23,4-5 GRAYS INN SQUARE TPA,812094,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 700.00 
2023/24,JUNE,13/06/23,26/06/23,4-5 GRAYS INN SQUARE TPA,812094,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 500.00 
2023/24,JUNE,02/06/23,14/06/23,4-5 GRAYS INN SQUARE TPA,812094,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,JUNE,22/05/23,14/06/23,4-5 GRAYS INN SQUARE TPA,812094,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 600.00 
2023/24,JUNE,31/05/23,15/06/23,5 PUMP COURT CHAMBERS,802523,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 550.00 
2023/24,JUNE,22/06/23,27/06/23,5 PUMP COURT CHAMBERS,802523,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 250.00 
2023/24,JUNE,15/06/23,21/06/23,5 PUMP COURT CHAMBERS,802523,F0050 CHILDREN IN NEED,440030 LEGAL FEES,281000 LEGAL SERVICES / ADVOCACY," £ 4,900.00 "
2023/24,JUNE,22/12/22,30/06/23,5 PUMP COURT CHAMBERS,802523,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 550.00 
2023/24,JUNE,24/03/23,14/06/23,5 ST ANDREWS HILL,817091,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 2,175.00 "
2023/24,JUNE,24/03/23,26/06/23,5 ST ANDREWS HILL,817091,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 675.00 
2023/24,JUNE,21/02/23,19/06/23,5 ST ANDREWS HILL,817091,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 1,850.00 "
2023/24,JUNE,07/03/23,23/06/23,5 ST ANDREWS HILL,817091,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 675.00 
2023/24,JUNE,22/03/23,26/06/23,5 ST ANDREWS HILL,817091,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 825.00 
2023/24,JUNE,24/11/22,20/06/23,5 ST ANDREWS HILL,817091,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 900.00 
2023/24,JUNE,19/06/23,23/06/23,A TOUCH OF CLASS,824085,D0251 CULTURAL SERVICES,500005 EXTERNAL CONTRACTORS,HORTICULTURAL / NOT ELSEWHERE CLASSIFIED," £ 5,439.00 "
2023/24,JUNE,14/06/23,23/06/23,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 16,189.68 "
2023/24,JUNE,14/06/23,23/06/23,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 2,636.52 "
2023/24,JUNE,14/06/23,23/06/23,ABBEY CARE COMPLEX,820656,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 3,709.08 "
2023/24,JUNE,29/05/23,06/06/23,ABILITY NORTH LONDON,820508,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,100020 LBH  / GRANTS OR STATUTORY PAYMENTS / OTHER," £ 13,302.00 "
2023/24,JUNE,22/06/23,29/06/23,ACADEMIC DAY NURSERY,816990,F5101 SFF PVI'S SETTINGS,500105 DELEGATED EARLY YEARS DSG,321116 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CRECHES (SERVICE)," £ 10,459.80 "
2023/24,JUNE,05/06/23,21/06/23,ACADEMIC DAY NURSERY,816990,F9108 TWO YEAR OLDS DSG,500105 DELEGATED EARLY YEARS DSG,321116 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CRECHES (SERVICE), £ 715.65 
2023/24,JUNE,09/06/23,14/06/23,ACADEMIC DAY NURSERY,816990,F5101 SFF PVI'S SETTINGS,500105 DELEGATED EARLY YEARS DSG,321116 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CRECHES (SERVICE)," £ 10,459.80 "
2023/24,JUNE,07/06/23,13/06/23,ACCESS UK LTD,822705,D0512 MGMNT & ADMIN SUPPORT TEAM,430015 COMPUTER SOFTWARE,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 2,673.44 "
2023/24,JUNE,31/03/23,16/06/23,ACCESS UK LTD,822705,F7413 EDUC INFORMATION & DATA SERVIC,470010 SUBSCRIPTIONS,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 15,000.00 "
2023/24,JUNE,29/05/23,05/06/23,ACCESS UK LTD,822705,D0512 MGMNT & ADMIN SUPPORT TEAM,430015 COMPUTER SOFTWARE,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE, £ 809.68 
2023/24,JUNE,02/06/23,19/06/23,ACCOUNTABILITY,823731,D0817 ADULT SOCIAL CARE MANAGEMENT,440005 BANK & CREDIT CARD CHGS,HUMAN RESOURCES," £ 7,375.00 "
2023/24,JUNE,26/04/23,26/06/23,ACE CATERING ENGINEERS LTD,822803,T9028 BSF LC EARLY FAILURE CONTING,Y30003 CONTRACTORS - CONSTRUCTION,CATERING / EQUIPMENT & UTENSILS / REPAIRS," £ 4,220.00 "
2023/24,JUNE,14/06/23,26/06/23,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED," £ 3,900.00 "
2023/24,JUNE,14/06/23,26/06/23,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED, £ 878.84 
2023/24,JUNE,14/06/23,23/06/23,ACHIEVE TOGETHER,811168,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 8,746.92 "
2023/24,JUNE,08/03/23,05/06/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 79,202.48 "
2023/24,JUNE,17/03/23,05/06/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 22,158.67 "
2023/24,JUNE,27/03/23,05/06/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE), £ 506.99 
2023/24,JUNE,22/12/22,05/06/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 12,416.07 "
2023/24,JUNE,06/03/23,05/06/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 10,156.06 "
2023/24,JUNE,11/11/21,30/06/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 12,588.52 "
2023/24,JUNE,21/03/22,30/06/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 12,588.52 "
2023/24,JUNE,28/10/21,30/06/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 7,386.93 "
2023/24,JUNE,27/07/21,30/06/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 3,764.28 "
2023/24,JUNE,04/03/21,30/06/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 3,764.28 "
2023/24,JUNE,11/06/21,30/06/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 3,764.28 "
2023/24,JUNE,24/01/22,30/06/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 3,693.45 "
2023/24,JUNE,25/06/21,30/06/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 3,642.86 "
2023/24,JUNE,01/05/23,13/06/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 75,488.90 "
2023/24,JUNE,08/05/23,13/06/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 1,970.89 "
2023/24,JUNE,14/06/23,23/06/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 106,978.43 "
2023/24,JUNE,14/06/23,23/06/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 17,694.84 "
2023/24,JUNE,14/06/23,23/06/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,920210 FREE NURSING CARE INCOME,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 12,728.21 "
2023/24,JUNE,14/06/23,23/06/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 11,927.12 "
2023/24,JUNE,14/06/23,23/06/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,920180 CRAG INCOME,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 6,972.22 "
2023/24,JUNE,14/06/23,23/06/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 82,811.24 "
2023/24,JUNE,14/06/23,23/06/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 16,697.96 "
2023/24,JUNE,14/06/23,23/06/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 6,971.12 "
2023/24,JUNE,14/06/23,23/06/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,920180 CRAG INCOME,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 2,971.59 "
