1. YEAR,2. MONTH,3. DATE INCURRED,4. DATE PAID,5. BENEFICIARY,6. SUPPLIER NO.,7. DEPARTMENT,8. PURPOSE OF EXPENDITURE,9. MERCHANT CATEGORY,Total
2023/24,MARCH,14/02/24,18/03/24,42BR BARRISTERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,MARCH,13/02/24,19/03/24,42BR BARRISTERS,817288,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 475.00 
2023/24,MARCH,13/02/24,15/03/24,42BR BARRISTERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,MARCH,07/02/24,18/03/24,42BR BARRISTERS,817288,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 700.00 
2023/24,MARCH,30/01/24,15/03/24,42BR BARRISTERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 475.00 
2023/24,MARCH,14/01/24,13/03/24,42BR BARRISTERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,MARCH,14/01/24,18/03/24,42BR BARRISTERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 250.00 
2023/24,MARCH,12/02/24,27/03/24,4I SOLUTIONS                            ,S2029Ade10344,H0909 HOUSING TRANSFORMATION,120010 CONFERENCE EXPENSES,100004 LBH  / SUNDRY," £ 3,015.40 "
2023/24,MARCH,29/02/24,05/03/24,A. S. BINES LTD T/A NORTH LONDON PLANT H,037785,H3009 REACTIVE REPAIRS,400000 EQUIPMENT,381300 VEHICLE MANAGEMENT / INDUSTRIAL," £ 4,692.00 "
2023/24,MARCH,30/10/23,26/03/24,A. S. BINES LTD T/A NORTH LONDON PLANT H,037785,H3009 REACTIVE REPAIRS,400000 EQUIPMENT,381300 VEHICLE MANAGEMENT / INDUSTRIAL," £ 1,104.00 "
2023/24,MARCH,19/12/23,07/03/24,A. S. BINES LTD T/A NORTH LONDON PLANT H,037785,H3016 LEGAL DISREPAIR WORKS TEAM,400000 EQUIPMENT,381300 VEHICLE MANAGEMENT / INDUSTRIAL," £ 1,380.00 "
2023/24,MARCH,02/01/24,26/03/24,A. S. BINES LTD T/A NORTH LONDON PLANT H,037785,H3007 VOIDS,400000 EQUIPMENT,381300 VEHICLE MANAGEMENT / INDUSTRIAL," £ 1,380.00 "
2023/24,MARCH,05/12/23,26/03/24,A. S. BINES LTD T/A NORTH LONDON PLANT H,037785,H3016 LEGAL DISREPAIR WORKS TEAM,400000 EQUIPMENT,381300 VEHICLE MANAGEMENT / INDUSTRIAL," £ 1,380.00 "
2023/24,MARCH,11/08/23,26/03/24,A. S. BINES LTD T/A NORTH LONDON PLANT H,037785,H3016 LEGAL DISREPAIR WORKS TEAM,400000 EQUIPMENT,381300 VEHICLE MANAGEMENT / INDUSTRIAL, £ 414.00 
2023/24,MARCH,02/03/24,20/03/24,A.R.C.S ENVIRONMENTAL LIMITED,815467,T9028 BSF LC EARLY FAILURE CONTING,Y30003 CONTRACTORS - CONSTRUCTION,181000 ENVIRONMENTAL SERVICES / DEMOLITION & ASBESTOS REMOVAL (SERVICE), £ 750.00 
2023/24,MARCH,02/03/24,19/03/24,A.R.C.S ENVIRONMENTAL LIMITED,815467,X7017 HOSTELS - MAJOR REPAIRS,Y31075 ASBESTOS SURVEY,181000 ENVIRONMENTAL SERVICES / DEMOLITION & ASBESTOS REMOVAL (SERVICE), £ 650.00 
2023/24,MARCH,02/03/24,19/03/24,A.R.C.S ENVIRONMENTAL LIMITED,815467,J6004 ESTATES MANAGEMENT (HRA),200000 REPAIRS & MAINTENANCE,181000 ENVIRONMENTAL SERVICES / DEMOLITION & ASBESTOS REMOVAL (SERVICE), £ 600.00 
2023/24,MARCH,02/03/24,19/03/24,A.R.C.S ENVIRONMENTAL LIMITED,815467,J6013 VOLUNTARY SECTOR PROPERTIES GF,440060 SURVEY FEES,181000 ENVIRONMENTAL SERVICES / DEMOLITION & ASBESTOS REMOVAL (SERVICE), £ 300.00 
2023/24,MARCH,02/03/24,12/03/24,A.R.C.S ENVIRONMENTAL LIMITED,815467,T9042 EDUCATION ASBESTOS REMOVAL,Y30003 CONTRACTORS - CONSTRUCTION,181000 ENVIRONMENTAL SERVICES / DEMOLITION & ASBESTOS REMOVAL (SERVICE), £ 750.00 
2023/24,MARCH,02/03/24,12/03/24,A.R.C.S ENVIRONMENTAL LIMITED,815467,X7017 HOSTELS - MAJOR REPAIRS,Y31075 ASBESTOS SURVEY,181000 ENVIRONMENTAL SERVICES / DEMOLITION & ASBESTOS REMOVAL (SERVICE), £ 400.00 
2023/24,MARCH,17/01/24,26/03/24,AATOS LTD                               ,S2029Ade10344,S5541 PARKS STRATEGY - INFRASTRUCT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 2,960.00 "
2023/24,MARCH,16/02/24,01/03/24,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 10,244.16 "
2023/24,MARCH,16/02/24,01/03/24,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE), £ 878.84 
2023/24,MARCH,16/02/24,01/03/24,ABBEY CARE COMPLEX,820656,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 3,709.08 "
2023/24,MARCH,19/03/24,27/03/24,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 10,244.16 "
2023/24,MARCH,19/03/24,27/03/24,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE), £ 878.84 
2023/24,MARCH,19/03/24,27/03/24,ABBEY CARE COMPLEX,820656,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 3,709.08 "
2023/24,MARCH,29/02/24,05/03/24,ABBOTT TOXICOLOGY LTD,818120,F0050 CHILDREN IN NEED,520025 SECTION 17 1989 CHILDREN'S ACT,311300 HEALTHCARE / EQUIPMENT," £ 1,038.52 "
2023/24,MARCH,28/02/24,25/03/24,ABBOTT TOXICOLOGY LTD,818120,F0202 ACCESS AND ASSESSMENT,440105 OTHER PROFESSIONAL FEES,311300 HEALTHCARE / EQUIPMENT, £ 289.13 
2023/24,MARCH,04/03/24,20/03/24,ABILITY FACILITIES MANAGEMENT LTD T/A AB,823374,F9110 ANN TAYLOR CHILDREN CENTRE,200021 STATUTORY TESTS AND INSPECTION,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / REPAIR & MAINTENANCE", £ 540.00 
2023/24,MARCH,06/02/24,27/03/24,ABILITY FACILITIES MANAGEMENT LTD T/A AB,823374,F9115 ANN TAYLOR CC EXT SERV'CS,200000 REPAIRS & MAINTENANCE,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / REPAIR & MAINTENANCE", £ 255.00 
2023/24,MARCH,25/02/24,06/03/24,ABILITY NORTH LONDON,820508,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,100020 LBH  / GRANTS OR STATUTORY PAYMENTS / OTHER," £ 17,908.00 "
2023/24,MARCH,27/02/24,04/03/24,ACADEMIC DAY NURSERY,816990,F5101 THREE AND FOUR-YEAR-OLDS DSG,500105 DELEGATED EARLY YEARS DSG,321116 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CRECHES (SERVICE)," £ 13,231.20 "
2023/24,MARCH,20/12/23,08/03/24,ACADEMY 21 LIMITED,825646,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,EDUCATION," £ 1,600.00 "
2023/24,MARCH,15/12/23,08/03/24,ACADEMY 21 LIMITED,825646,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,EDUCATION," £ 1,750.00 "
2023/24,MARCH,15/11/23,08/03/24,ACADEMY 21 LIMITED,825646,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,EDUCATION, £ 900.00 
2023/24,MARCH,31/03/23,08/03/24,ACADEMY 21 LIMITED,825646,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,EDUCATION," £ 2,448.00 "
2023/24,MARCH,25/09/23,08/03/24,ACADEMY 21 LIMITED,825646,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,EDUCATION," £ 1,750.00 "
2023/24,MARCH,25/02/24,27/03/24,ACADEMY OF SUCCESS,824824,F9532 ADULT LEARNING,500005 EXTERNAL CONTRACTORS,EDUCATION," £ 2,013.60 "
2023/24,MARCH,16/02/24,01/03/24,ACCEDO CARE LIMITED,825922,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / INDEPENDENT SUPPORTED LIVING," £ 15,507.80 "
2023/24,MARCH,19/03/24,27/03/24,ACCEDO CARE LIMITED,825922,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / INDEPENDENT SUPPORTED LIVING," £ 15,507.80 "
2023/24,MARCH,05/03/24,12/03/24,ACCESS TO SPORTS PROJECT,733326,H2815 RESIDENT PARTICIPATION TEAM,470005 OTHER GRANTS PAID,291400 ARTS & LEISURE SERVICES / SPORT & FITNESS," £ 6,000.00 "
2023/24,MARCH,06/02/23,11/03/24,ACCESS TO SPORTS PROJECT,733326,F0362 YH: COMMISSIONING,500085 OTHER AGENCIES,291400 ARTS & LEISURE SERVICES / SPORT & FITNESS," £ 75,000.00 "
2023/24,MARCH,02/03/24,20/03/24,ACCESS UK LTD,822705,F7413 EDUC INFORMATION & DATA SERVIC,470010 SUBSCRIPTIONS,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 52,106.00 "
2023/24,MARCH,14/03/24,22/03/24,ACCOUNTABILITY,823731,D0817 ADULT SOCIAL CARE MANAGEMENT,440005 BANK & CREDIT CARD CHGS,HUMAN RESOURCES," £ 7,375.00 "
2023/24,MARCH,29/02/24,07/03/24,ACE PAINTERS AND DECORATORS,826514,D0057 DIVSIONAL SUPPORT,500005 EXTERNAL CONTRACTORS,BUILDING CONSTRUCTION MATERIALS / PAINT & FINISHING," £ 1,450.00 "
2023/24,MARCH,16/02/24,01/03/24,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED," £ 3,900.00 "
2023/24,MARCH,16/02/24,01/03/24,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED, £ 878.84 
2023/24,MARCH,19/03/24,27/03/24,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED," £ 3,900.00 "
2023/24,MARCH,19/03/24,27/03/24,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED, £ 878.84 
2023/24,MARCH,16/02/24,01/03/24,ACHIEVE TOGETHER,811168,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 23,118.08 "
2023/24,MARCH,16/02/24,01/03/24,ACHIEVE TOGETHER,811168,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 3,956.88 "
2023/24,MARCH,19/03/24,27/03/24,ACHIEVE TOGETHER,811168,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 23,118.08 "
2023/24,MARCH,19/03/24,27/03/24,ACHIEVE TOGETHER,811168,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 3,956.88 "
2023/24,MARCH,05/03/24,22/03/24,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 2,346.30 "
2023/24,MARCH,12/02/24,22/03/24,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE), £ 392.04 
2023/24,MARCH,29/01/24,22/03/24,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 2,737.35 "
2023/24,MARCH,05/02/24,22/03/24,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 74,587.61 "
2023/24,MARCH,25/02/24,22/03/24,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 2,502.72 "
2023/24,MARCH,15/01/24,22/03/24,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE), £ 547.47 
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 161,026.31 "
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 20,621.35 "
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 15,200.27 "
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,920210 FREE NURSING CARE INCOME,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 3,438.54 "
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,920180 CRAG INCOME,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE), £ 650.22 
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 122,804.50 "
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 28,031.43 "
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 17,137.38 "
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 8,200.00 "
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 3,001.04 "
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 1,757.68 "
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0823 SENSORY SUPPORT,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 8,306.46 "
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0823 SENSORY SUPPORT,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE), £ 564.97 
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0829 MENTAL HEALTH SUPPORT (ELFT),520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 6,792.62 "
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0829 MENTAL HEALTH SUPPORT (ELFT),920210 FREE NURSING CARE INCOME,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 1,224.10 "
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0827 ASYLUM SEEKERS SUPPORT,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 6,315.94 "
2023/24,MARCH,16/02/24,01/03/24,ACORN LODGE,802546,D0827 ASYLUM SEEKERS SUPPORT,920210 FREE NURSING CARE INCOME,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 1,224.10 "
2023/24,MARCH,19/03/24,27/03/24,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 180,141.05 "
2023/24,MARCH,19/03/24,27/03/24,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 31,779.97 "
2023/24,MARCH,19/03/24,27/03/24,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 10,378.84 "
2023/24,MARCH,19/03/24,27/03/24,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,920180 CRAG INCOME,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 9,712.59 "
2023/24,MARCH,19/03/24,27/03/24,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 151,141.42 "
2023/24,MARCH,19/03/24,27/03/24,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,920210 FREE NURSING CARE INCOME,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 43,033.22 "
2023/24,MARCH,19/03/24,27/03/24,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 10,546.08 "
2023/24,MARCH,19/03/24,27/03/24,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 7,485.56 "
2023/24,MARCH,19/03/24,27/03/24,ACORN LODGE,802546,D0825 LEARNING DISABILITY SUPPORT,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 21,758.73 "
