Organisation Name,Organisation Code,Payment Date,Invoice Amount Paid,Supplier or Party Name,Directorate,Service Area,Subjective Code Description,BVACOP class,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1116.27,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,814.75,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,686.21,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1084.08,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,431.02,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,891.43,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,687.9,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,630.19,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,546.36,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1316.93,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,424.5,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1296.29,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,542.76,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,736.3,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,655.05,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,626.46,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,642.21,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,997.07,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,642.21,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,570.43,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,566.48,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,718.34,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,640,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,653.52,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,547.29,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,486.54,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,710.61,Tuskerdirect Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,Lease Car Monthly Payments,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,403.24,TMP (UK) Ltd,Corporate Director Place,Development Management,Promotions/Marketing Expenses,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,357.14,TMP (UK) Ltd,Corporate Director Place,Development Management,Promotions/Marketing Expenses,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1669.78,TMP (UK) Ltd,Corporate Director Place,Highways Assets Manager,Promotions/Marketing Expenses,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,394.87,TMP (UK) Ltd,Corporate Director Place,Highways Assets Manager,Promotions/Marketing Expenses,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,274.69,TMP (UK) Ltd,Corporate Director Place,Local Highways & Streetscene,Promotions/Marketing Expenses,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,463.5,TMP (UK) Ltd,Corporate Director Place,Highways Assets Manager,Promotions/Marketing Expenses,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,733.07,TMP (UK) Ltd,Corporate Director Place,Local Highways & Streetscene,Promotions/Marketing Expenses,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,270.96,TMP (UK) Ltd,Corporate Director Place,Development Management,Promotions/Marketing Expenses,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,502.01,TMP (UK) Ltd,Corporate Director Place,Development Management,Promotions/Marketing Expenses,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,636.08,Complete Pool Controls Ltd,Corporate Director Place,Leisure Centres - Insourced,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,8737.2,Cityfibre Ltd,Corporate Director Resources,Information Services,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,15750,Penna Plc,Corporate Director People,Children in Care,Promotions/Marketing Expenses,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1404,Imagesound Plc,Corporate Director Place,Leisure Centres - Insourced,IT leasing  charges,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,550,Kennet Furniture Refurbiz,Corporate Director People,Housing Operations & People,Other Grants,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,560,Kennet Furniture Refurbiz,Corporate Director People,Housing Operations & People,Other Grants,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,4950,The Pound Arts Trust Ltd,Corporate Director Place,leisure Culture and Communities Developm,Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1628.7,Blue Sky Fostering,Corporate Director People,Placements,Foster Carer Allowances,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,2689.5,Blue Sky Fostering,Corporate Director People,Placements,Foster Carer Allowances,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,3439.8,Blue Sky Fostering,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,6420,Blue Sky Fostering,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,6300,Blue Sky Fostering,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,4103.1,Blue Sky Fostering,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,3645.6,Blue Sky Fostering,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,47341.5,Turning Point Services Ltd,Corporate Director People,PP Community Protection,Medical Examinations,Employee Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,305.65,Technology Within Limited,Corporate Director Place,Enterprise Network,Telephony,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,340.2,Technology Within Limited,Corporate Director Place,Enterprise Network,Telephony,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1854,Technology Within Limited,Corporate Director Place,Enterprise Network,ICT Support,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,7645.71,Iron Mountain Offsite Data Protection,Chief Executive Directorates,Democracy,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,281.33,Example IT Limited,Corporate Director Resources,Health & Safety & Occupational Health,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1656,A-Class Roofing Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,408.84,Barchester Healthcare,Corporate Director People,18+ Care,Tsprt Mileage & Fuel,Transport Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,3451.2,Bureau Veritas,Corporate Director Resources,Operational Portfolio (FM),Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,939.4,Global Media Group Services Limited,Corporate Director Place,Climate Programme,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,7645,Minerva's Virtual Academy,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1021.1,REDACTED - PERSONAL DATA,Corporate Director People,18+ Care,Other Income,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1160,Home School Tutoring Wiltshire Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,500,Sharon Turnbull,Corporate Director People,Children in Care,Additional Allowance,Capital charges and Expenditure,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1699.99,CMS Project Managers & Surveyors Ltd,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,2140.28,CMS Project Managers & Surveyors Ltd,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1699.2,CMS Project Managers & Surveyors Ltd,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,3307.86,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,615.94,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,174938.1,Wessex Electricals (Shaftesbury) Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,343.2,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Equipment Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,789.66,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,705.6,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,657.26,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,12339.13,Wessex Electricals (Shaftesbury) Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,367.94,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,322.78,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,441.7,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,262.9,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,360.4,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1221.14,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,5797.27,Ashwoods Lightfoot Limited,Corporate Director Place,Highways Operations,Licences and Permits,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,688.73,Caring for Communities and People,Corporate Director People,Children in Care,Adult Supported Living,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,14850,Reed Talent Solutions Ltd,Corporate Director People,SEND Inclusion,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,4128,Kendall Kingscott,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,2106,Kendall Kingscott,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,2482,1st Choice Stairlifts,Not Reported to Cabinet,Capital Project Codes,Other Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1905,1st Choice Stairlifts,Not Reported to Cabinet,Capital Project Codes,Other Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1469,1st Choice Stairlifts,Not Reported to Cabinet,Capital Project Codes,Other Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,709.99,Spaldings Uk Ltd,HRA,HRA Repairs & Maintenance,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,2880,PS TAX is a trading style of Lavat Consulting Ltd,Corporate Director Place,Economic Regeneration,Consultancy Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,400.94,Lyreco UK Ltd,Corporate Director Place,Leisure Centres - Insourced,Cleaning Mats -Bldgs,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,760.37,U Drive Limited,Not Reported to Cabinet,Cranborne Chase,Pool car hire,Transport Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1242.85,U Drive Limited,Corporate Director People,LDAS and Moving On Service,Pool car hire,Transport Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1200,Rob Beale Ltd,Not Reported to Cabinet,Capital Project Codes,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,196602.19,Milestone Infrastructure Ltd,Corporate Director Place,Highways Assets Manager,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1672.15,Compass Minerals,Corporate Director Place,Winter Maintenance,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,4131,Launch 2 Learning Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,66326.51,Tarmac Trading Ltd,Not Reported to Cabinet,Capital Project Codes,Highways Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1415.4,Dorset & Wiltshire Fire and Rescue,Corporate Director People,Safeguarding & Prevention,Purchase of Materials & Supplies,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1470,DJD Propery Maintenance Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,4251.43,Connect Fostering Services Ltd,Corporate Director People,Children in Care,Childrens Respite Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,4251.43,Connect Fostering Services Ltd,Corporate Director People,Children in Care,Childrens Respite Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,5529.6,Smallbrook Environmental Limited,Corporate Director Place,Waste Services,Consultancy Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,422.4,Smallbrook Environmental Limited,Corporate Director Place,Waste Services,Consultancy Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,428.4,Totally Wicked Ltd,Corporate Director People,Health Improvement,Purchase of Materials & Supplies,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,619.37,Gavin Jones Ltd,Corporate Director Place,Enterprise Network,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,5400,Method Consulting LLP,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1608,Blake Morgan LLP,Corporate Director People,18+ Care,Legal Fees Other,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,583.44,Blake Morgan LLP,Chief Executive Directorates,Legal Services,Legal Fees Other,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,714.6,Innovations 4 Leisure T/A P81,Corporate Director Place,Leisure Centres,Chemicals,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,959.95,Crown Paints Ltd,HRA,HRA Repairs & Maintenance,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1509.54,Matrix SCM Ltd,Corporate Director People,LDAS and Moving On Service,Agency Staff,Employee Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,459.86,Matrix SCM Ltd,Corporate Director People,Children in Care,Agency Staff,Employee Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1667.26,Matrix SCM Ltd,Corporate Director People,Living Well Other,Agency Staff,Employee Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,504,Northcrest Healthcare Ltd,Corporate Director People,SEN Social Care,Client Support,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1513.94,Burbidge Electrical,Corporate Director Place,Highways Assets Manager,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,12728,Downland School 303/7007,Not Reported to Cabinet,Other Balance Sheet & Suspense,VAT - Schools Manual Input,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,9488.66,Downland School 303/7007,Not Reported to Cabinet,Other Balance Sheet & Suspense,VAT - Schools Manual Input,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,240,Wessex Tree Care Ltd (Projects),Corporate Director Place,Local Highways & Streetscene,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,384.54,BATH CATS and DOGS HOME,Corporate Director Place,PP Environmental Control & Protection,Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,696.7,Big Wave Media Ltd,Corporate Director Place,Leisure Centres,Advertising Non Staff,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,367.76,Big Wave Media Ltd,Corporate Director Place,Leisure Centres,Promotions/Marketing Expenses,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,17538.96,First Somerset and Avon Ltd,Corporate,Covid Grants,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,2006.18,First Somerset and Avon Ltd,Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1367.13,First Somerset and Avon Ltd,Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1329.6,Purcell Solutions Ltd,Not Reported to Cabinet,Capital Project Codes,Consultancy Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,320.57,Spotless Commercial Cleaning,HRA,HRA Supervision & Management Special,Cleaning Mats -Bldgs,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,790.38,Mister Uniform Ltd,Corporate Director People,Reablement,Clothing & Uniforms,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,6520.62,Ability Supported Living Ltd,Corporate Director People,Children in Care,Childrens Respite Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,4883.82,Ability Supported Living Ltd,Corporate Director People,Children in Care,Childrens Respite Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,6520.62,Ability Supported Living Ltd,Corporate Director People,Children in Care,Childrens Respite Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,4883.82,Ability Supported Living Ltd,Corporate Director People,Children in Care,Childrens Respite Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,9143.44,Step Up Supported Living Ltd,Corporate Director People,Placements,Supported Living,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,8604.02,Step Up Supported Living Ltd,Corporate Director People,Placements,Supported Living,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,8334.6,Step Up Supported Living Ltd,Corporate Director People,Placements,Supported Living,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,7732.6,Step Up Supported Living Ltd,Corporate Director People,Placements,Supported Living,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,300,Joju Solar,Corporate Director Place,Highways Operations,Vehicle Parts,Transport Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,1724.3,Joju Solar,Corporate Director Place,Highways Operations,Vehicle Parts,Transport Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/09/2024,3653.57,WellCare Fostering Services Ltd,Corporate Director People,Children in Care,Childrens Respite Care,Third Party Payments,,,
