Organisation Name,Organisation Code,Payment Date,Invoice Amount Paid,Supplier or Party Name,Directorate,Service Area,Subjective Code Description,BVACOP class
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,767,Bristow & Sutor,Not Reported to Cabinet,Other Balance Sheet & Suspense,VAT Only -Input tax,Balance Sheet Accounts
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,1175.21,Bristow & Sutor,Not Reported to Cabinet,Other Balance Sheet & Suspense,VAT Only -Input tax,Balance Sheet Accounts
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,1693.01,Bristow & Sutor,Not Reported to Cabinet,Other Balance Sheet & Suspense,VAT Only -Input tax,Balance Sheet Accounts
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,272.95,Bristow & Sutor,Not Reported to Cabinet,Other Balance Sheet & Suspense,VAT Only -Input tax,Balance Sheet Accounts
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,1116,REDACTED - PERSONAL DATA,Corporate Director Place,Local Highways & Streetscene,Legal Fees Other,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,1050.93,REDACTED - PERSONAL DATA,Corporate Director Place,Natural & Historic Env,Other Gov Grants,#N/A
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,601.55,Example IT Limited,Chief Executive Directorates,Electoral Services,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,15000,HG & AP  Vaughan Ltd - DFG Only,Not Reported to Cabinet,Capital Project Codes,Other Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,860,HG & AP  Vaughan Ltd - DFG Only,Not Reported to Cabinet,Capital Project Codes,Other Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,4500,Hillier Builders Ltd - DFG Only,Not Reported to Cabinet,Capital Project Codes,Other Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,6072.3,W D Ritchie Ltd - DFG Only,Not Reported to Cabinet,Capital Project Codes,Other Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,39750,Redrock Consulting Ltd,Not Reported to Cabinet,Capital Project Codes,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,2856,A-Class Roofing Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,1783.18,REDACTED - PERSONAL DATA,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,29963.98,Newcombe Lodge Priory,Corporate Director People,Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,27642.08,Newcombe Lodge Priory,Corporate Director People,Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,720,Home School Tutoring Wiltshire Ltd,Corporate Director People,Targeted Other,Other Purchased Services,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,760,Home School Tutoring Wiltshire Ltd,Corporate Director People,Targeted Other,Other Purchased Services,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,900,Home School Tutoring Wiltshire Ltd,Corporate Director People,Targeted Other,Other Purchased Services,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,1435,Healthy Mind Happy Me,Corporate Director People,Young Peoples Service,Other Purchased Services,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,3086.4,Test Meter Group Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,1320,Tor's Tutoring,Corporate Director People,Targeted Other,Other Purchased Services,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,3720,PARAMOUNT STRUCTURES LTD,Not Reported to Cabinet,Capital Project Codes,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,300,Watkins Solicitors,Corporate Director People,Families & Children Management,Legal Fees Other,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,5827.2,Colin David Wills T/A CW Roofing & Lead Work,Not Reported to Cabinet,Cranborne Chase,Other Purchased Services,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,276,REDACTED - PERSONAL DATA,Corporate Director Resources,Revenues & Benefits,Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,10837.99,Mike Matthews Contruction Ltd,Not Reported to Cabinet,Capital Project Codes,Other Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,823.85,REDACTED - PERSONAL DATA,Corporate Director People,Funding Schools,Supply Teacher Ins,Employee Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,5000,Wonde Ltd,Corporate Director People,Household Support Fund,Other Grants,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,9339,Sarah Hickey Legal Services Ltd,Chief Executive Directorates,Legal Services,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,7012.5,Sarah Hickey Legal Services Ltd,Chief Executive Directorates,Legal Services,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/02/2025,252,Orchard Restaurant,Corporate Director People,QA Partnerships & Sector Led Improvement,Staff Training - Gen,Employee Related
