Directorate(T),Supplier,Supplier(T),TransNo,Amount,Trans.date,Expense Area(T),Expense Type(T)
PUBHEALTH,10000024,PCT Healthcare Limited,10920144,256.35,2024-07-03 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000032,Westcroft Health Centre,10920424,1355,2024-07-04 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000033,Stony Medical Centre,10922224,405,2024-07-23 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000033,Stony Medical Centre,10922249,650,2024-07-23 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000033,Stony Medical Centre,10922272,650,2024-07-23 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000033,Stony Medical Centre,10922285,405,2024-07-23 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000033,Stony Medical Centre,10922292,695,2024-05-02 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000035,The Grove Surgery,10921797,595,2023-07-01 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000035,The Grove Surgery,10921798,430,2023-05-01 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000035,The Grove Surgery,10921806,415,2023-06-01 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000035,The Grove Surgery,10921817,840,2023-12-01 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000035,The Grove Surgery,10921819,345,2024-07-01 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000035,The Grove Surgery,10921846,750,2023-11-01 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000035,The Grove Surgery,10921855,415,2024-04-01 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000035,The Grove Surgery,10921862,430,2024-05-01 00:00:00,Contractual costs,Contract Payments - Private Contractors
CORP,10000054,dsi billing services Ltd,10915028,9033.04,2024-05-07 00:00:00,Supplies,Stationery & Admin Supplies
CORP,10000054,dsi billing services Ltd,10917791,4644.44,2024-06-10 00:00:00,Supplies,Stationery & Admin Supplies
CORP,10000054,dsi billing services Ltd,10920083,-8981.8,2024-06-20 00:00:00,Supplies,Stationery & Admin Supplies
CORP,10000054,dsi billing services Ltd,10920684,-4644.44,2024-07-07 00:00:00,Supplies,Stationery & Admin Supplies
CORP,10000054,dsi billing services Ltd,10920740,575.87,2024-07-07 00:00:00,Supplies,Stationery & Admin Supplies
CORP,10000054,dsi billing services Ltd,10920746,3816.24,2024-07-07 00:00:00,Supplies,Stationery & Admin Supplies
CORP,10000054,dsi billing services Ltd,10920753,745.58,2024-06-21 00:00:00,Supplies,Stationery & Admin Supplies
CORP,10000054,dsi billing services Ltd,10920771,828.2,2024-07-07 00:00:00,Supplies,Stationery & Admin Supplies
CORP,10000054,dsi billing services Ltd,10921471,8287.46,2024-07-16 00:00:00,Supplies,Stationery & Admin Supplies
CORP,10000054,dsi billing services Ltd,10921484,8816.04,2024-07-16 00:00:00,Supplies,Stationery & Admin Supplies
CORP,10000054,dsi billing services Ltd,10921487,8339.83,2024-07-16 00:00:00,Supplies,Stationery & Admin Supplies
CORP,10000054,dsi billing services Ltd,10921491,38954.04,2024-07-16 00:00:00,Supplies,Stationery & Admin Supplies
CORP,10000054,dsi billing services Ltd,10921496,3758.67,2024-07-16 00:00:00,Supplies,Stationery & Admin Supplies
CORP,10000054,dsi billing services Ltd,10921510,702.42,2024-07-16 00:00:00,Supplies,Stationery & Admin Supplies
ADULTS,10000063,Orchard Lodge Care Home,20693089,-1335.71,2024-07-23 00:00:00,Contractual costs,Nursing Home Payments
ADULTS,10000063,Orchard Lodge Care Home,20693090,3600,2024-07-23 00:00:00,Contractual costs,Residential Care Home Placements
ADULTS,10000063,Orchard Lodge Care Home,20693091,3600,2024-07-23 00:00:00,Contractual costs,Residential Care Home Placements
CHILDRENS,10000118,Jackson Resolutions,20690249,2731,2024-07-15 00:00:00,Supplies,Professional Fees
CHILDRENS,10000118,Jackson Resolutions,20690250,2731,2024-07-15 00:00:00,Supplies,Professional Fees
CHILDRENS,10000118,Jackson Resolutions,20690251,-2731,2024-07-15 00:00:00,Supplies,Professional Fees
CHILDRENS,10000132,Beckfoot Phoenix Primary Special School,20685569,870,2024-07-02 00:00:00,Contractual costs,Top-Ups - Academies & Free Schools - OLA
CHILDRENS,10000145,Who´s in Charge,10921107,1600,2024-07-02 00:00:00,Employees,Training
CHILDRENS,10000183,Compass Fostering East Ltd,20690612,7200,2024-07-17 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20690613,6717.86,2024-07-17 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20690614,696.43,2024-07-17 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20690615,3599.96,2024-07-17 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20690616,3599.96,2024-07-17 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20690617,3599.96,2024-07-17 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20690618,3599.96,2024-07-17 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20690619,3599.96,2024-07-17 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20690620,3000,2024-07-17 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20690621,3557.1,2024-07-17 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20690622,3599.96,2024-07-17 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20690623,3599.96,2024-07-17 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20690624,3599.96,2024-07-17 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20690625,3599.96,2024-07-17 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20690641,-308.57,2024-07-17 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20690645,1170,2024-07-17 00:00:00,Contractual costs,Independent Foster Care
ENVIRON,10000200,Lauren Aimee Yoga & Dance,10920397,280,2024-06-27 00:00:00,Supplies,Project Costs
ENVIRON,10000200,Lauren Aimee Yoga & Dance,10922658,265,2024-07-25 00:00:00,Supplies,Project Costs
CHILDRENS,10000253,Ragdoll Training and Therapeutic Services,20685802,460,2024-07-03 00:00:00,Contractual costs,Therapeutic Services
CHILDRENS,10000253,Ragdoll Training and Therapeutic Services,20685803,460,2024-07-03 00:00:00,Contractual costs,Therapeutic Services
CHILDRENS,10000253,Ragdoll Training and Therapeutic Services,20685804,-460,2024-07-03 00:00:00,Contractual costs,Therapeutic Services
TRANS,10000268,Precision Resource Group T/A Panoramic Associates,10918747,3000,2024-06-18 00:00:00,Employees,Agency Salaries
ENVIRON,10000268,Precision Resource Group T/A Panoramic Associates,10920493,14000,2024-07-04 00:00:00,Employees,Agency Salaries
TRANS,10000268,Precision Resource Group T/A Panoramic Associates,10920865,3000,2024-07-09 00:00:00,Employees,Agency Salaries
ENVIRON,10000268,Precision Resource Group T/A Panoramic Associates,10922768,20500,2024-07-18 00:00:00,Employees,Agency Salaries
ENVIRON,10000285,Restore Plc,10920548,602.68,2024-06-30 00:00:00,Supplies,Records Management
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10920841,500,2024-07-09 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10921101,300,2024-07-10 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10921787,300,2024-07-17 00:00:00,Supplies,Professional Fees
ENVIRON,10000320,Bedford Independent,10920897,960,2024-07-01 00:00:00,Supplies,Event Costs
ADULTS,10000322,Bondcare (London) Ltd Moorlands Main,20693057,4796,2024-07-23 00:00:00,Contractual costs,Residential Care Home Placements
ADULTS,10000322,Bondcare (London) Ltd Moorlands Main,20693058,4796,2024-07-23 00:00:00,Contractual costs,Nursing Home Payments
CHILDRENS,10000364,University Of Bedfordshire,10921040,500.25,2024-05-24 00:00:00,Supplies,Catering Costs
ADULTS,10000365,Barbara Grell Consultancy Ltd,10921317,600,2024-07-14 00:00:00,Supplies,Professional Fees
CHILDRENS,10000407,Weatherfield Academy,20685569,4777.93,2024-07-02 00:00:00,Contractual costs,Top-Ups - Academies & Free Schools - OLA
CHILDRENS,10000407,Weatherfield Academy,20689665,2560,2024-07-11 00:00:00,Contractual costs,LAC Pupil Premium
ENVIRON,10000439,Stage Tec Productions Ltd,10919204,21000,2024-06-24 00:00:00,Supplies,Event Costs
ENVIRON,10000460,VolkerHighways Ltd,10919224,3299,2024-06-14 00:00:00,Contractual costs,Contract Payments - Private Contractors
ENVIRON,10000471,McKenzie Arnold Group Ltd,10913849,89849,2024-05-02 00:00:00,Supplies,Event Costs
ENVIRON,10000471,McKenzie Arnold Group Ltd,10919976,44924.5,2024-07-01 00:00:00,Supplies,Security Contract
ENVIRON,10000471,McKenzie Arnold Group Ltd,10920406,44924.5,2024-07-01 00:00:00,Supplies,Security Contract
CHILDRENS,10000489,Lightbulb Bespoke Care Ltd,20689761,1277.25,2024-06-23 00:00:00,Contractual costs,High Level Family Support CWD
CHILDRENS,10000489,Lightbulb Bespoke Care Ltd,20689767,483,2024-06-23 00:00:00,Contractual costs,High Level Family Support CWD
CHILDRENS,10000489,Lightbulb Bespoke Care Ltd,20689769,273,2024-06-23 00:00:00,Contractual costs,High Level Family Support CWD
CHILDRENS,10000489,Lightbulb Bespoke Care Ltd,20689770,828,2024-06-23 00:00:00,Contractual costs,High Level Family Support CWD
CHILDRENS,10000489,Lightbulb Bespoke Care Ltd,20689771,280,2024-06-23 00:00:00,Contractual costs,High Level Family Support CWD
CHILDRENS,10000489,Lightbulb Bespoke Care Ltd,20689772,280,2024-06-23 00:00:00,Contractual costs,High Level Family Support CWD
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10920722,300,2024-07-08 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10920756,300,2024-07-08 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10921121,300,2024-07-11 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10921187,300,2024-07-11 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10921199,300,2024-07-11 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10922002,300,2024-07-19 00:00:00,Supplies,Professional Fees
ADULTS,10000517,Line of Sight Care Limited,20688353,425.58,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688354,425.58,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688355,-1079.52,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688356,996.48,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688357,-1079.52,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688358,996.48,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688359,456.72,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688360,456.72,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688361,-1162.56,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688362,-1162.56,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688365,1398.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688366,777,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688367,1087.8,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688368,310.8,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688369,466.2,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688370,1398.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688371,932.4,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688372,621.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688373,777,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688375,1087.8,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688376,310.8,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688377,266.4,2024-06-16 00:00:00,Contractual costs,Carers Payments
ADULTS,10000517,Line of Sight Care Limited,20688379,355.2,2024-06-16 00:00:00,Contractual costs,Carers Payments
ADULTS,10000517,Line of Sight Care Limited,20688380,899.1,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688381,1243.2,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688382,1243.2,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688383,1243.2,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688384,1398.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688385,1243.2,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688386,1243.2,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688387,2175.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688388,1398.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688389,2331,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688391,1398.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688392,699.3,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688393,621.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688395,1398.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688396,899.1,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688397,1243.2,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688398,1243.2,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688399,621.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688400,1243.2,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688401,1398.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688402,1243.2,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688403,1398.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688404,444,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688405,1243.2,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688406,1243.2,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688407,2175.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688408,488.4,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688409,2331,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688411,1110,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688413,1398.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688414,621.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688415,649.35,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688416,310.8,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688417,777,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688418,1398.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688419,699.3,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688420,932.4,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688421,932.4,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688422,621.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688424,1169.04,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688428,932.4,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688429,1587.3,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688430,1587.3,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688431,1243.2,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688432,399.6,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688433,1554,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688434,1554,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688435,266.4,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688436,616.05,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688437,277.5,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688438,277.5,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688439,305.25,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688440,305.25,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688442,1243.2,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688443,1243.2,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688444,299.7,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688445,2191.95,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688447,299.7,2024-06-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688471,-2034.48,2024-06-04 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688472,-2034.48,2024-06-04 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688473,-1525.86,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688474,-1525.86,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688475,-2034.48,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688476,-2034.48,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688477,-508.62,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688478,-508.62,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20688479,-1631.7,2024-06-18 00:00:00,Contractual costs,Home Care
