Service_Label,Service_Code,Service_Division_Label,Service_Division_Code,Organisational_Unit_Label,Organisational_Unit_Code,Merchant_Category,Summary_of_the_purpose_of_the_expenditure,Date,Transaction_Number,Capital_and_Revenue,Supplier_Name,Supplier_ID,Net_Amount
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Living & Ageing Well,COMLA,JES - Joint Equipment Store S75,AQ0060,Services,Purchased Services,29/08/2024,3698065,Revenue - General Fund,DM Orthotics Ltd,14545,654.09
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Living & Ageing Well,COMLA,JES - Joint Equipment Store S75,AQ0060,Services,Purchased Services,29/08/2024,3698068,Revenue - General Fund,Nottingham Rehab Ltd t/a NRS Healthcare,17225,4195.81
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Living & Ageing Well,COMLA,Oak lodge & Northlands Bupa Homes – Block Contracts,AQ0080,Private Contractors,Nursing Homes,08/07/2024,3689451,Revenue - General Fund,BUPA Care Services (Commissioning) Ltd,53224,205966.52
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Living & Ageing Well,COMLA,Oak lodge & Northlands Bupa Homes – Block Contracts,AQ0080,Private Contractors,Nursing Homes,08/07/2024,3689454,Revenue - General Fund,BUPA Care Services (Commissioning) Ltd,53224,303607.43
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Living & Ageing Well,COMLA,Oak lodge & Northlands Bupa Homes – Block Contracts,AQ0080,Private Contractors,Nursing Homes,08/07/2024,3689459,Revenue - General Fund,BUPA Care Services (Commissioning) Ltd,53224,321577.3
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Living & Ageing Well,COMLA,Oak lodge & Northlands Bupa Homes – Block Contracts,AQ0080,Private Contractors,Nursing Homes,11/07/2024,3689452,Revenue - General Fund,BUPA Care Services (Commissioning) Ltd,53224,192678.36
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Living & Ageing Well,COMLA,Oak lodge & Northlands Bupa Homes – Block Contracts,AQ0080,Private Contractors,Nursing Homes,11/07/2024,3689453,Revenue - General Fund,BUPA Care Services (Commissioning) Ltd,53224,205966.52
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Living & Ageing Well,COMLA,Oak lodge & Northlands Bupa Homes – Block Contracts,AQ0080,Private Contractors,Nursing Homes,15/07/2024,3689456,Revenue - General Fund,BUPA Care Services (Commissioning) Ltd,53224,306228.14
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Living & Ageing Well,COMLA,Oak lodge & Northlands Bupa Homes – Block Contracts,AQ0080,Private Contractors,Nursing Homes,15/07/2024,3689458,Revenue - General Fund,BUPA Care Services (Commissioning) Ltd,53224,333301.84
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Living & Ageing Well,COMLA,Oak lodge & Northlands Bupa Homes – Block Contracts,AQ0080,Private Contractors,Nursing Homes,23/07/2024,3693055,Revenue - General Fund,BUPA Care Services (Commissioning) Ltd,53224,216417.43
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Living & Ageing Well,COMLA,Oak lodge & Northlands Bupa Homes – Block Contracts,AQ0080,Private Contractors,Nursing Homes,25/07/2024,3693053,Revenue - General Fund,BUPA Care Services (Commissioning) Ltd,53224,216417.43
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Carers Commissioning - S75,AQ0150,Services,Purchased Services,05/07/2024,3689245,Revenue - General Fund,Southampton Citizens Advice Bureau,18130,20833.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Carers Commissioning - S75,AQ0150,Services,Purchased Services,19/09/2024,3699712,Revenue - General Fund,Southampton Citizens Advice Bureau,18130,20833.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Carers Commissioning - S75,AQ0150,Services,Purchased Services,31/07/2024,3695066,Revenue - General Fund,Southampton Citizens Advice Bureau,18130,20833.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Day Care Commissioning,AQ0110,Services,Purchased Services,26/09/2024,3695422,Revenue - General Fund,SCA Community Care Services,15301,40285.67
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Day Care Commissioning,AQ0110,Services,Purchased Services,26/09/2024,3701203,Revenue - General Fund,SCA Community Care Services,15301,2083
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Day Care Commissioning,AQ0110,Services,Purchased Services,26/09/2024,3704995,Revenue - General Fund,SCA Community Care Services,15301,42516.91
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Domestic Abuse & Sexual Violence,AQ0170,Grants and Subscriptions,Grants & Contributions,17/09/2024,3702775,Revenue - General Fund,Yellow Door,16221,3333.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Domestic Abuse & Sexual Violence,AQ0170,Grants and Subscriptions,Grants & Contributions,19/09/2024,3702766,Revenue - General Fund,Yellow Door,16221,3333.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Domestic Abuse & Sexual Violence,AQ0170,Grants and Subscriptions,Grants & Contributions,19/09/2024,3702767,Revenue - General Fund,Yellow Door,16221,3333.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Domestic Abuse & Sexual Violence,AQ0170,Grants and Subscriptions,Grants & Contributions,19/09/2024,3702768,Revenue - General Fund,Yellow Door,16221,3333.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Domestic Abuse & Sexual Violence,AQ0170,Grants and Subscriptions,Grants & Contributions,19/09/2024,3702769,Revenue - General Fund,Yellow Door,16221,3333.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Domestic Abuse & Sexual Violence,AQ0170,Grants and Subscriptions,Grants & Contributions,19/09/2024,3702771,Revenue - General Fund,Yellow Door,16221,3333.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Domestic Abuse & Sexual Violence,AQ0170,Grants and Subscriptions,Grants & Contributions,19/09/2024,3702772,Revenue - General Fund,Yellow Door,16221,3333.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Domestic Abuse & Sexual Violence,AQ0170,Grants and Subscriptions,Grants & Contributions,19/09/2024,3702773,Revenue - General Fund,Yellow Door,16221,3333.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Domestic Abuse & Sexual Violence,AQ0170,Grants and Subscriptions,Grants & Contributions,19/09/2024,3702776,Revenue - General Fund,Yellow Door,16221,3333.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Domestic Abuse & Sexual Violence,AQ0170,Grants and Subscriptions,Grants & Contributions,26/09/2024,3704168,Revenue - General Fund,Yellow Door,16221,4163.66
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Domestic Abuse & Sexual Violence,AQ0170,Services,Purchased Services,29/08/2024,3698822,Revenue - General Fund,Stop Domestic Abuse,16297,204166.67
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Healthwatch,AQ0130,Services,Purchased Services,25/07/2024,3693704,Revenue - General Fund,SVS - Voluntary Action Centre,21857,11105
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,01/07/2024,24509,Revenue - General Fund,Society Of St James,17154,-2666.67
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,02/07/2024,3688053,Revenue - General Fund,NHS Hampshire and Isle of Wight ICB,19743,6318.54
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,05/07/2024,3682862,Revenue - General Fund,Society Of St James,17154,5193.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,05/07/2024,3687124,Revenue - General Fund,Two Saints Ltd,13821,3175
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,06/08/2024,3695859,Revenue - General Fund,Society Of St James,17154,1000
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,09/07/2024,3689808,Revenue - General Fund,Society Of St James,17154,833.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,09/08/2024,3696589,Revenue - General Fund,Society Of St James,17154,5193.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,09/08/2024,3696591,Revenue - General Fund,Society Of St James,17154,7800.49
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,09/08/2024,3696592,Revenue - General Fund,Society Of St James,17154,833.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,09/08/2024,3696596,Revenue - General Fund,Society Of St James,17154,20773.32
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,10/07/2024,3689809,Revenue - General Fund,Society Of St James,17154,29047.5
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,11/09/2024,3700945,Revenue - General Fund,Society Of St James,17154,5193.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,12/07/2024,3682864,Revenue - General Fund,Society Of St James,17154,29047.5
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,12/07/2024,3690252,Revenue - General Fund,The Salvation Army Trustee Co Social Fund,17874,9062.75
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,15/07/2024,3682863,Revenue - General Fund,Society Of St James,17154,833.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,15/07/2024,3689807,Revenue - General Fund,Society Of St James,17154,7800.49
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,16/07/2024,3690915,Revenue - General Fund,Society Of St James,17154,2500
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,16/07/2024,3691576,Revenue - General Fund,Two Saints Ltd,13821,16873.01
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,19/09/2024,3698396,Revenue - General Fund,Two Saints Ltd,13821,16873.01
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,19/09/2024,3698400,Revenue - General Fund,Two Saints Ltd,13821,3175
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,19/09/2024,3700944,Revenue - General Fund,Society Of St James,17154,29047.5
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,19/09/2024,3700946,Revenue - General Fund,Society Of St James,17154,2500
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,19/09/2024,3703205,Revenue - General Fund,Two Saints Ltd,13821,1000
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,19/09/2024,3703663,Revenue - General Fund,Two Saints Ltd,13821,16873.01
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Grants and Subscriptions,Grants & Contributions,19/09/2024,3703664,Revenue - General Fund,Two Saints Ltd,13821,3175
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,05/07/2024,3682858,Revenue - General Fund,Society Of St James,17154,48462.96
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,05/07/2024,3687121,Revenue - General Fund,Two Saints Ltd,13821,9717.5
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,05/07/2024,3687122,Revenue - General Fund,Two Saints Ltd,13821,17125.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,07/08/2024,3695949,Revenue - General Fund,No Limits,20091,5699.35
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,09/08/2024,3696588,Revenue - General Fund,Society Of St James,17154,38562.98
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,09/08/2024,3696606,Revenue - General Fund,Society Of St James,17154,48462.96
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,09/08/2024,3696607,Revenue - General Fund,Society Of St James,17154,13666.25
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,10/07/2024,3689803,Revenue - General Fund,Society Of St James,17154,12230.4
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,10/07/2024,3689804,Revenue - General Fund,Society Of St James,17154,38562.98
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,10/07/2024,3689815,Revenue - General Fund,Society Of St James,17154,13666.25
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,10/07/2024,3689816,Revenue - General Fund,Society Of St James,17154,18057
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,12/07/2024,3682860,Revenue - General Fund,Society Of St James,17154,17927.52
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,12/07/2024,3682861,Revenue - General Fund,Society Of St James,17154,12230.4
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,12/07/2024,3690235,Revenue - General Fund,The Salvation Army Trustee Co Social Fund,17874,25911.6
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,12/07/2024,3690335,Revenue - General Fund,Step by Step Partnership Ltd,15089,2125
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,12/07/2024,3690336,Revenue - General Fund,Step by Step Partnership Ltd,15089,2937
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,14/08/2024,3696093,Revenue - General Fund,Step by Step Partnership Ltd,15089,2868.47
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,14/08/2024,3696346,Revenue - General Fund,YMCA Fairthorne Group (Residential),21922,21658
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,14/08/2024,3696820,Revenue - General Fund,The Salvation Army Trustee Co Social Fund,17874,25911.6
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,17/07/2024,3691951,Revenue - General Fund,Two Saints Ltd,13821,9717.5
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,17/07/2024,3691952,Revenue - General Fund,Two Saints Ltd,13821,17125.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,19/09/2024,3700935,Revenue - General Fund,Society Of St James,17154,13666.25
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,19/09/2024,3700939,Revenue - General Fund,Society Of St James,17154,38562.98
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,19/09/2024,3700941,Revenue - General Fund,Society Of St James,17154,9828
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,19/09/2024,3701469,Revenue - General Fund,Step by Step Partnership Ltd,15089,4250
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,19/09/2024,3701542,Revenue - General Fund,Step by Step Partnership Ltd,15089,2125
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,19/09/2024,3703660,Revenue - General Fund,Two Saints Ltd,13821,9717.5
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,19/09/2024,3703661,Revenue - General Fund,Two Saints Ltd,13821,17125.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,19/09/2024,3703662,Revenue - General Fund,Two Saints Ltd,13821,9828
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Housing Related Support - part S75,AQ0140,Services,Purchased Services,19/09/2024,3703669,Revenue - General Fund,Two Saints Ltd,13821,9828
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Play and Youth,AQ0240,Services,Purchased Services,02/08/2024,3695131,Revenue - General Fund,Youth Options,20077,2059.79
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Play and Youth,AQ0240,Services,Purchased Services,12/07/2024,3687752,Revenue - General Fund,Youth Options,20077,2059.79
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Play and Youth,AQ0240,Services,Purchased Services,12/07/2024,3690646,Revenue - General Fund,Weston Church Youth Project,21568,4192.2
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Play and Youth,AQ0240,Services,Purchased Services,16/08/2024,3680449,Revenue - General Fund,Weston Adventure Playground,17297,5000
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Play and Youth,AQ0240,Services,Purchased Services,16/08/2024,3691598,Revenue - General Fund,City Reach Project,14340,2096.08
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Play and Youth,AQ0240,Services,Purchased Services,16/08/2024,3692755,Revenue - General Fund,SoCo Music Project,15386,750
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Play and Youth,AQ0240,Services,Purchased Services,16/08/2024,3692756,Revenue - General Fund,SoCo Music Project,15386,750
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Play and Youth,AQ0240,Services,Purchased Services,16/08/2024,3693997,Revenue - General Fund,Weston Church Youth Project,21568,2096.1
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Play and Youth,AQ0240,Services,Purchased Services,18/07/2024,3692209,Revenue - General Fund,Saints in the Community/Saints Foundation,20116,750
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Play and Youth,AQ0240,Services,Purchased Services,19/09/2024,3698804,Revenue - General Fund,Youth Options,20077,2059.79
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Play and Youth,AQ0240,Services,Purchased Services,23/09/2024,3698959,Revenue - General Fund,Weston Church Youth Project,21568,-4192.2
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Southampton Citizens - Residential Care Advice S75,AQ0090,Services,Purchased Services,02/08/2024,3695055,Revenue - General Fund,Southampton Citizens Advice Bureau,18130,58471.9
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Southampton Citizens - Residential Care Advice S75,AQ0090,Services,Purchased Services,08/07/2024,3689246,Revenue - General Fund,Southampton Citizens Advice Bureau,18130,58471.9
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Southampton Citizens - Residential Care Advice S75,AQ0090,Services,Purchased Services,14/07/2024,3688930,Revenue - General Fund,SCA Transport Services,19117,5918.5
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Southampton Citizens - Residential Care Advice S75,AQ0090,Services,Purchased Services,19/09/2024,3699028,Revenue - General Fund,SVS - Voluntary Action Centre,21857,29745.33
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Southampton Citizens - Residential Care Advice S75,AQ0090,Services,Purchased Services,19/09/2024,3699713,Revenue - General Fund,Southampton Citizens Advice Bureau,18130,58471.9
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Southampton Citizens - Residential Care Advice S75,AQ0090,Services,Purchased Services,26/07/2024,3693535,Revenue - General Fund,SARC,21870,8833.2
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Southampton Citizens - Residential Care Advice S75,AQ0090,Services,Purchased Services,26/07/2024,3693548,Revenue - General Fund,SARC,21870,8833.2
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Substance Use,AQ0020,Services,Purchased Services,03/09/2024,3699813,Revenue - General Fund,No Limits,20091,40208.08
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Supp Substance Misuse Treatment and Recovery Grant,AQ0340,Grants and Subscriptions,Grants & Contributions,03/09/2024,3699815,Revenue - General Fund,No Limits,20091,25715.75
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Supp Substance Misuse Treatment and Recovery Grant,AQ0340,Grants and Subscriptions,Grants & Contributions,04/07/2024,3688112,Revenue - General Fund,No Limits,20091,25715.75
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Supp Substance Misuse Treatment and Recovery Grant,AQ0340,Grants and Subscriptions,Grants & Contributions,16/08/2024,3695953,Revenue - General Fund,No Limits,20091,25715.75
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Prevention,COMPR,Supp Substance Misuse Treatment and Recovery Grant,AQ0340,Grants and Subscriptions,Grants & Contributions,20/08/2024,3697939,Revenue - General Fund,SOUTH CENTRAL AMBULANCE NHS TRUST,52635,1082.83
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Resourcing,COMRE,ICU Provider Relationships Staffing,AQ0180,Miscellaneous and Initiative Expenses,Other Expenses,08/08/2024,3695269,Revenue - General Fund,Tracy Traverse-Burley,28416,23200
Adult Social Care & Public Health,ADULPUB,ASC - Commissioning - Resourcing,COMRE,ICU Provider Relationships Staffing,AQ0180,Miscellaneous and Initiative Expenses,Other Expenses,16/08/2024,3697033,Revenue - General Fund,Lovell Johns Ltd,53178,4995
