Service_Label,Service_Code,Service_Division_Label,Service_Division_Code,Organisational_Unit_Label,Organisational_Unit_Code,Merchant_Category,Summary_of_the_purpose_of_the_expenditure,Date,Transaction_Number,Capital_and_Revenue,Supplier_Name,Supplier_ID,Net_Amount
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Repair & Maintenance,07/03/2025,3739193,Revenue - General Fund,Content Guru,35450,15244.95
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Repair & Maintenance,10/02/2025,3734120,Revenue - General Fund,Content Guru,35450,1876.24
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Repair & Maintenance,10/02/2025,3734239,Revenue - General Fund,Content Guru,35450,15244.95
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Software & Licences,07/01/2025,3725825,Revenue - General Fund,Civica UK Ltd,14287,17423.99
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Software & Licences,12/03/2025,3741871,Revenue - General Fund,Access UK Ltd,20273,-1209.6
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Software & Licences,13/02/2025,3735013,Revenue - General Fund,Gladstone Mrm,21629,7511.28
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Software & Licences,14/02/2025,3725836,Revenue - General Fund,Civica UK Ltd,14287,1960.2
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Software & Licences,14/03/2025,3741376,Revenue - General Fund,Trustmarque Solutions Ltd,16183,30133.33
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Software & Licences,25/02/2025,3736767,Revenue - General Fund,Looking Local Ltd,28560,38900
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Software & Licences,25/02/2025,3737491,Revenue - General Fund,Idox Software Ltd,21064,127511.43
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Software & Licences,26/03/2025,3736877,Revenue - General Fund,Trustmarque Solutions Ltd,16183,80610.2
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Software & Licences,27/03/2025,3744473,Revenue - General Fund,Trustmarque Solutions Ltd,16183,4841.77
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Software & Licences,27/03/2025,3744474,Revenue - General Fund,Trustmarque Solutions Ltd,16183,875.42
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Software & Licences,27/03/2025,3744835,Revenue - General Fund,Civica UK Ltd,14287,17311.5
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Software & Licences,30/03/2025,3743525,Revenue - General Fund,Civica UK Ltd,14287,25722.83
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Software & Licences,31/03/2025,3744854,Revenue - General Fund,MRI Community Software Limited,53928,37217
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Telephone Charges,02/01/2025,3708607,Revenue - General Fund,Gamma Telecom Limited,48295,5608.17
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Telephone Charges,02/01/2025,3722836,Revenue - General Fund,Gamma Telecom Limited,48295,5585.54
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Telephone Charges,06/01/2025,3725535,Revenue - General Fund,BT Uk Business Accounts,16695,5103.46
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Telephone Charges,21/01/2025,3729502,Revenue - General Fund,Telefonica O2 (UK) Limited,15825,4276.23
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Telephone Charges,22/01/2025,3730335,Revenue - General Fund,BT Uk Business Accounts,16695,32915.44
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Telephone Charges,25/02/2025,3735314,Revenue - General Fund,Gamma Telecom Limited,48295,5600.62
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,"Printing, Stationery & General Office Expenses",Photocopier Charges,10/01/2025,3727615,Revenue - General Fund,Konica Minolta Business Solutions (UK)Ltd,20702,2759.58
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,"Printing, Stationery & General Office Expenses",Photocopier Charges,10/01/2025,3727616,Revenue - General Fund,Konica Minolta Business Solutions (UK)Ltd,20702,2759.58
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,"Printing, Stationery & General Office Expenses",Photocopier Charges,15/01/2025,3716118,Revenue - General Fund,Konica Minolta Business Solutions (UK)Ltd,20702,2759.58
Finance & Resources,FINRES,Energy Team,ED21,Carbon Reduction Commitment and Energy Services,AG0120,Energy Costs,Electricity,03/03/2025,3738567,Revenue - General Fund,Npower Ltd,14333,4565.87
Finance & Resources,FINRES,Energy Team,ED21,Carbon Reduction Commitment and Energy Services,AG0120,Energy Costs,Electricity,06/02/2025,3731762,Revenue - General Fund,Npower Ltd,14333,212770.74
Finance & Resources,FINRES,Energy Team,ED21,Carbon Reduction Commitment and Energy Services,AG0120,Energy Costs,Electricity,11/03/2025,3738393,Revenue - General Fund,Npower Ltd,14333,135400.31
Finance & Resources,FINRES,Energy Team,ED21,Carbon Reduction Commitment and Energy Services,AG0120,Energy Costs,Electricity,11/03/2025,3738569,Revenue - General Fund,Npower Ltd,14333,223555.95
Finance & Resources,FINRES,Energy Team,ED21,Carbon Reduction Commitment and Energy Services,AG0120,Energy Costs,Electricity,25/02/2025,3737501,Revenue - General Fund,Npower Ltd,14333,2904.37
Finance & Resources,FINRES,Energy Team,ED21,Carbon Reduction Commitment and Energy Services,AG0120,Energy Costs,Electricity,28/03/2025,3745109,Revenue - General Fund,Npower Ltd,14333,109177.9
Finance & Resources,FINRES,Energy Team,ED21,Carbon Reduction Commitment and Energy Services,AG0120,Energy Costs,Gas,11/03/2025,3738679,Revenue - General Fund,TotalEnergies,18895,83975.29
Finance & Resources,FINRES,Energy Team,ED21,Carbon Reduction Commitment and Energy Services,AG0120,Water Services,Water Services,28/03/2025,3745276,Revenue - General Fund,Anglian Water Business (National) t/as Wave  Utilities,49712,48112.44
Finance & Resources,FINRES,Energy Team,ED21,Sustainability (EN320),AG0110,Services,Payments To Contractors,08/01/2025,3722191,Revenue - General Fund,Fairheat Ltd,48766,1250
Finance & Resources,FINRES,Energy Team,ED21,Sustainability (EN320),AG0110,Services,Payments To Contractors,08/01/2025,3722192,Revenue - General Fund,Fairheat Ltd,48766,1250
Finance & Resources,FINRES,Facilities,FACI,Facilities Management,AI0070,Cleaning & Domestic Supplies,Contract Cleaning,08/01/2025,3720027,Revenue - General Fund,Total Support Services Ltd,18563,500.09
Finance & Resources,FINRES,Facilities,FACI,Facilities Management,AI0070,Cleaning & Domestic Supplies,Contract Cleaning,08/01/2025,3724816,Revenue - General Fund,Total Support Services Ltd,18563,31968.56
Finance & Resources,FINRES,Facilities,FACI,Facilities Management,AI0070,Cleaning & Domestic Supplies,Contract Cleaning,10/03/2025,3732727,Revenue - General Fund,Total Support Services Ltd,18563,555.97
Finance & Resources,FINRES,Facilities,FACI,Facilities Management,AI0070,Cleaning & Domestic Supplies,Contract Cleaning,13/02/2025,3726836,Revenue - General Fund,Total Support Services Ltd,18563,3499.6
Finance & Resources,FINRES,Facilities,FACI,Facilities Management,AI0070,Cleaning & Domestic Supplies,Contract Cleaning,13/02/2025,3729528,Revenue - General Fund,Total Support Services Ltd,18563,31968.56
Finance & Resources,FINRES,Facilities,FACI,Facilities Management,AI0070,Cleaning & Domestic Supplies,Contract Cleaning,14/01/2025,3720019,Revenue - General Fund,Total Support Services Ltd,18563,816.71
Finance & Resources,FINRES,Facilities,FACI,Facilities Management,AI0070,Cleaning & Domestic Supplies,Contract Cleaning,19/03/2025,3737709,Revenue - General Fund,Total Support Services Ltd,18563,32067.89
Finance & Resources,FINRES,Facilities,FACI,Facilities Management,AI0070,Cleaning & Domestic Supplies,Contract Cleaning,19/03/2025,3739924,Revenue - General Fund,Total Support Services Ltd,18563,1324.21
Finance & Resources,FINRES,Facilities,FACI,Facilities Management,AI0070,Cleaning & Domestic Supplies,Contract Cleaning,19/03/2025,3739931,Revenue - General Fund,Total Support Services Ltd,18563,1921.09
Finance & Resources,FINRES,Facilities,FACI,Facilities Management,AI0070,Services,Security Services,07/03/2025,3740398,Revenue - General Fund,Oakpark Security Systems Ltd,27329,6523.1
Finance & Resources,FINRES,Facilities,FACI,Facilities Management,AI0070,Services,Security Services,07/03/2025,3740400,Revenue - General Fund,Oakpark Security Systems Ltd,27329,3261.55
Finance & Resources,FINRES,Facilities,FACI,Facilities Management,AI0070,Services,Security Services,13/01/2025,3727824,Revenue - General Fund,Oakpark Security Systems Ltd,27329,8252.48
Finance & Resources,FINRES,Facilities,FACI,Facilities Management,AI0070,Services,Security Services,13/01/2025,3727939,Revenue - General Fund,Oakpark Security Systems Ltd,27329,3241.62
Finance & Resources,FINRES,Facilities,FACI,Facilities Management,AI0070,Services,Security Services,13/02/2025,3734826,Revenue - General Fund,Oakpark Security Systems Ltd,27329,3688.74
Finance & Resources,FINRES,Facilities,FACI,Facilities Management,AI0070,Services,Security Services,13/02/2025,3734928,Revenue - General Fund,Oakpark Security Systems Ltd,27329,7205.75
Finance & Resources,FINRES,Facilities,FACI,Facilities Management,AI0070,Services,Security Services,13/02/2025,3734930,Revenue - General Fund,Oakpark Security Systems Ltd,27329,3307.06
Finance & Resources,FINRES,Finance - Operational,FOPER,Accounts Payable & Client Monies,AB0090,Miscellaneous and Initiative Expenses,Savings to be Recoded,01/04/2025,3746334,Revenue - General Fund,Hampshire County Council (Main),18625,-17734
Finance & Resources,FINRES,Finance - Operational,FOPER,Accounts Payable & Client Monies,AB0090,Miscellaneous and Initiative Expenses,Savings to be Recoded,06/03/2025,3740036,Revenue - General Fund,Northgate Vehicle Hire Ltd,19565,-555.52
Finance & Resources,FINRES,Finance - Operational,FOPER,Accounts Payable & Client Monies,AB0090,Miscellaneous and Initiative Expenses,Savings to be Recoded,06/03/2025,3740038,Revenue - General Fund,Northgate Vehicle Hire Ltd,19565,-555.52
Finance & Resources,FINRES,Finance - Operational,FOPER,Accounts Payable & Client Monies,AB0090,Miscellaneous and Initiative Expenses,Savings to be Recoded,13/02/2025,24950,Revenue - General Fund,ICS Operations Ltd,26810,32718
Finance & Resources,FINRES,Finance - Operational,FOPER,Accounts Payable & Client Monies,AB0090,Miscellaneous and Initiative Expenses,Savings to be Recoded,15/01/2025,3728756,Revenue - General Fund,Transmobility Ltd,16794,-1920
Finance & Resources,FINRES,Finance - Operational,FOPER,Accounts Payable & Client Monies,AB0090,Miscellaneous and Initiative Expenses,Savings to be Recoded,15/01/2025,3728832,Revenue - General Fund,Royal Mail Group Ltd,17153,-1798.15
Finance & Resources,FINRES,Finance - Operational,FOPER,Accounts Payable & Client Monies,AB0090,Miscellaneous and Initiative Expenses,Savings to be Recoded,17/03/2025,3742898,Revenue - General Fund,Visual Print and Design Limited,32943,-595
Finance & Resources,FINRES,Finance - Operational,FOPER,Accounts Payable & Client Monies,AB0090,Miscellaneous and Initiative Expenses,Savings to be Recoded,17/03/2025,3742918,Revenue - General Fund,Travis Perkins Trading Co Ltd,18162,-1203.29
Finance & Resources,FINRES,Finance - Operational,FOPER,Accounts Payable & Client Monies,AB0090,Miscellaneous and Initiative Expenses,Savings to be Recoded,17/03/2025,3742924,Revenue - General Fund,Travis Perkins Trading Co Ltd,18162,-855.1
Finance & Resources,FINRES,Finance - Operational,FOPER,Accounts Payable & Client Monies,AB0090,Miscellaneous and Initiative Expenses,Savings to be Recoded,30/01/2025,3731942,Revenue - General Fund,Townhill Surgery,18679,-2915.5
Finance & Resources,FINRES,Finance - Operational,FOPER,Accounts Payable & Client Monies,AB0090,Miscellaneous and Initiative Expenses,Savings to be Recoded,30/01/2025,3731954,Revenue - General Fund,Stoneham Lane Surgery,18856,-852.5
Finance & Resources,FINRES,Finance - Operational,FOPER,Revenue and Benefits Team,AF0150,Services,Contracted Services,04/03/2025,3738435,Revenue - General Fund,Telsolutions,17085,2757.27
Finance & Resources,FINRES,Finance - Operational,FOPER,Revenue and Benefits Team,AF0150,Services,Contracted Services,26/02/2025,3735930,Revenue - General Fund,Capita Business Services Ltd,18230,22564.85
Finance & Resources,FINRES,Finance - Operational,FOPER,Revenue and Benefits Team,AF0150,Services,Contracted Services,26/03/2025,3743391,Revenue - General Fund,Telsolutions,17085,590.57
Finance & Resources,FINRES,Finance - Strategic,FSTRAT,Corporate Planning & Commercialisation,AF0060,Customer and client receipts - Sales,Other Income,16/01/2025,3728877,Revenue - General Fund,Sundry Creditor BACS,47628,2016
Finance & Resources,FINRES,Finance - Strategic,FSTRAT,Strategic Finance,AF0010,Agency Staff,External Agency Staff,08/01/2025,3726754,Revenue - General Fund,Penna Plc,20760,9280
Finance & Resources,FINRES,Finance - Strategic,FSTRAT,Strategic Finance,AF0010,Agency Staff,External Agency Staff,13/02/2025,3733789,Revenue - General Fund,Penna Plc,20760,12760
Finance & Resources,FINRES,HR Services,HR,Equal Pay,AO0091,Services,Legal Expenses,04/03/2025,3736359,Revenue - General Fund,Mr Mohamed Ameer Bin Ismail - Cloisters,53189,11303.27
Finance & Resources,FINRES,HR Services,HR,HR - Advisory,AO0080,Advertising,Recruitment Expenses,03/02/2025,3730802,Revenue - General Fund,Starfish Search limited,54139,3585
Finance & Resources,FINRES,HR Services,HR,HR - Advisory,AO0080,Services,Contracted Services,11/03/2025,3740707,Revenue - General Fund,People Asset Management,41342,4703.15
Finance & Resources,FINRES,HR Services,HR,"HR - Recruitment, OD, and Apprenticeships",AO0090,Interview & Training Expenses,Staff Training,16/01/2025,3727927,Revenue - General Fund,Sundry Creditor BACS,47628,826.35
Finance & Resources,FINRES,HR Services,HR,HR Services,AO0010,Miscellaneous and Initiative Expenses,Other Expenses,06/02/2025,3728114,Revenue - General Fund,Hampshire County Council (Main),18625,6310
Finance & Resources,FINRES,HR Services,HR,HR Services,AO0010,Services,Consultancy - Professional Expertise & Advice,10/03/2025,3741214,Revenue - General Fund,Sure & Steadfast Consultancy Limited,54576,9500
Finance & Resources,FINRES,HR Services,HR,HR Services,AO0010,Services,Consultancy - Professional Expertise & Advice,21/02/2025,3737106,Revenue - General Fund,Sure & Steadfast Consultancy Limited,54576,8000
Finance & Resources,FINRES,HR Services,HR,HR Services,AO0010,Services,Consultancy - Professional Expertise & Advice,25/02/2025,3737422,Revenue - General Fund,Sure & Steadfast Consultancy Limited,54576,10500
Finance & Resources,FINRES,HR Services,HR,HR Services,AO0010,Services,Purchased Services,08/01/2025,3725422,Revenue - General Fund,AVC Wise Ltd T/A My Money Matters,17490,4415.29
Finance & Resources,FINRES,HR Services,HR,HR Services,AO0010,Services,Purchased Services,28/03/2025,3744520,Revenue - General Fund,AVC Wise Ltd T/A My Money Matters,17490,5496.88
Finance & Resources,FINRES,Legal Services,LP22,Legal Partnership,AL0080,Customer and client receipts - Fees & Charges,Fees & Charges - General,10/02/2025,3734426,Revenue - General Fund,SUPPLIER NAME REDACTED,15540,-6302
Finance & Resources,FINRES,Legal Services,LP22,Legal Partnership,AL0080,Public Transport,Public Transport Staff,27/01/2025,3731190,Revenue - General Fund,Click Travel (TravelPerk Uk IRL Limited),50061,-764.35
Finance & Resources,FINRES,Legal Services,LP22,Legal Partnership,AL0080,Services,Legal Expenses,12/02/2025,24943,Revenue - General Fund,Sundry Creditor Cheques,17605,-615
Finance & Resources,FINRES,Legal Services,LP22,Legal Partnership,AL0080,Services,Legal Expenses,18/02/2025,3736374,Revenue - General Fund,NKM Reviews Ltd,18577,615
Finance & Resources,FINRES,Pension & Redundancy Costs,CS07,Pension & Redundancy Costs,AF0100,Employers Superannuation Contributions,CAY,28/03/2025,3744880,Revenue - General Fund,Hampshire County Council Pension Fund,19819,838910.96
Finance & Resources,FINRES,Pension & Redundancy Costs,CS07,Pension & Redundancy Costs,AF0100,Employers Superannuation Contributions,CAY,31/03/2025,3745212,Revenue - General Fund,Hampshire County Council (Main),18625,2188
