Service_Label,Service_Code,Service_Division_Label,Service_Division_Code,Organisational_Unit_Label,Organisational_Unit_Code,Merchant_Category,Summary_of_the_purpose_of_the_expenditure,Date,Transaction_Number,Capital_and_Revenue,Supplier_Name,Supplier_ID,Net_Amount
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/05/2024,17273605,Revenue - General Fund,Poplars Care Home,18616,4648.76
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/05/2024,17273805,Revenue - General Fund,St Andrews Residential Care Home (T/a Choice Ltd),20799,11512.78
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Residential Care Expenditure,10/06/2024,17282675,Revenue - General Fund,St Andrews Residential Care Home (T/a Choice Ltd),20799,11141.4
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Supported Living Expenditure,07/06/2024,17280955,Revenue - General Fund,The Beehive Enterprise Ltd,32746,629.52
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Adults),AA1010,Private Contractors,ASC Supported Living Expenditure,13/06/2024,17284195,Revenue - General Fund,The Beehive Enterprise Ltd,32746,4878.78
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Direct Payments Expenditure,24/05/2024,17277865,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,1313.6
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Direct Payments Expenditure,24/05/2024,17277963,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,3771.56
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Direct Payments Expenditure,24/05/2024,17277999,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,734.48
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Direct Payments Expenditure,24/06/2024,17285791,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,734.48
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Direct Payments Expenditure,26/04/2024,17269549,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,734.48
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Home Care Expenditure,10/06/2024,17280979,Revenue - General Fund,SCA Community Care Services,15301,39055.34
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Home Care Expenditure,14/06/2024,17284348,Revenue - General Fund,SCA Community Care Services,15301,40674.04
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Home Care Expenditure,15/05/2024,17276111,Revenue - General Fund,Competent Healthcare Limited,42088,1414.5
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Home Care Expenditure,18/04/2024,17268082,Revenue - General Fund,All Care (GB) Ltd,17876,3675
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Home Care Expenditure,18/04/2024,17268100,Revenue - General Fund,Eminent Care Limited T/A Home Instead Central Hampshire,45996,1730
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Home Care Expenditure,24/06/2024,17285553,Revenue - General Fund,Nobilis Care Ltd,15384,40659.5
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Home Care Expenditure,26/04/2024,17269558,Revenue - General Fund,SCA Community Care Services,15301,45250.79
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Home Care Expenditure,26/04/2024,17269559,Revenue - General Fund,Altogether Care - Care at Home (Hampshire),15161,5548.5
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,05/06/2024,24459,Revenue - General Fund,Northlands House Nursing & Residential Home,20095,35000.7
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17264278,Revenue - General Fund,Oak Lodge Nursing Home,18642,-1540.44
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266111,Revenue - General Fund,Methodist Homes t/a Hampton Lodge,14456,5142.86
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266118,Revenue - General Fund,Methodist Homes t/a Hampton Lodge,14456,4353.86
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266137,Revenue - General Fund,Methodist Homes t/a Hampton Lodge,14456,4295.4
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266145,Revenue - General Fund,Oaklands House Nursing Home,19561,4114.5
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266149,Revenue - General Fund,Wilton Manor Nursing Centre (Bupa),16202,4295.4
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266171,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,4001.1
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266172,Revenue - General Fund,New Century Care (South Haven) Ltd,19585,4043.7
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266175,Revenue - General Fund,Pegmar Ltd,18159,2841.9
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266181,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,4844.1
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266216,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,5142.86
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266227,Revenue - General Fund,New Century Care (South Haven) Ltd,19585,2485.71
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266255,Revenue - General Fund,Wilton Manor Nursing Centre (Bupa),16202,5571.43
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266259,Revenue - General Fund,Wilton Manor Nursing Centre (Bupa),16202,5357.14
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266263,Revenue - General Fund,Gorselands Nursing Home,32830,6428.57
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266276,Revenue - General Fund,The Maypole Nursing Centre,15279,4500
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266285,Revenue - General Fund,Milkwood Care Limited T/A Chatterwood Nursing Home,35185,5785.71
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266295,Revenue - General Fund,South Africa Lodge Limited,13857,9341.66
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266303,Revenue - General Fund,Kitnocks House Nursing Home,15758,9778.5
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266310,Revenue - General Fund,Kitnocks House Nursing Home,15758,10552.5
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266345,Revenue - General Fund,Oaklands House Nursing Home,19561,6000
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266346,Revenue - General Fund,South Africa Lodge Limited,13857,4459.37
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266347,Revenue - General Fund,Wilton Manor Nursing Centre (Bupa),16202,5785.71
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266378,Revenue - General Fund,Kitnocks House Nursing Home,15758,1866.6
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17272007,Revenue - General Fund,New Century Care (South Haven) Ltd,19585,-1415.25
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17272017,Revenue - General Fund,New Century Care (South Haven) Ltd,19585,514.29
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17273980,Revenue - General Fund,Methodist Homes t/a Hampton Lodge,14456,5314.28
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17273995,Revenue - General Fund,Oaklands House Nursing Home,19561,4251.65
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17273997,Revenue - General Fund,Wilton Manor Nursing Centre (Bupa),16202,4438.58
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17274003,Revenue - General Fund,Hawthorne Court Nursing Home,49597,4096.03
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17274007,Revenue - General Fund,Oaklands House Nursing Home,19561,6488.97
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17274015,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,5434.61
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17274033,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,5314.28
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17274035,Revenue - General Fund,Kitnocks House Nursing Home,15758,5467.08
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17274058,Revenue - General Fund,Wilton Manor Nursing Centre (Bupa),16202,5757.14
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17274063,Revenue - General Fund,Gorselands Nursing Home,32830,6642.86
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17274064,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,5535.72
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17274068,Revenue - General Fund,Hartford Care (9) Ltd T/A Harlow Hall,52355,6642.86
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17274071,Revenue - General Fund,Wilton Manor Nursing Centre (Bupa),16202,5523.27
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17274084,Revenue - General Fund,South Africa Lodge Limited,13857,4829.13
