Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125851,45280,MENCAP,1140.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125658,45280,POTENSIAL LIMITED T/A POTENS,1131.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125860,45280,NUGENT CARE - CHILDWALL,1131.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126148,45280,BROTHERS OF CHARITY SERVICES MERSEY,1125.39
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126202,45280,BROTHERS OF CHARITY SERVICES MERSEY,1121.59
Neighbourhoods,B.S.M.& Educ.Equip.(,B.S.M. & Educational Equipment,1906125201,45280,FURNITURE RESOURCE CENTRE LTD,1116.73
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125955,45280,THE FRANCES TAYLOR FOUNDATION LIVER,1108.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126161,45280,BROTHERS OF CHARITY SERVICES MERSEY,1093.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125929,45280,THE FRANCES TAYLOR FOUNDATION LIVER,1092.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125932,45280,THE FRANCES TAYLOR FOUNDATION LIVER,1092.09
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126184,45280,BROTHERS OF CHARITY SERVICES MERSEY,1083.57
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126197,45280,BROTHERS OF CHARITY SERVICES MERSEY,1064.56
Neighbourhoods,B.S.M.& Educ.Equip.(,B.S.M. & Educational Equipment,1906125191,45280,FURNITURE RESOURCE CENTRE LTD,1063.09
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125942,45280,THE FRANCES TAYLOR FOUNDATION LIVER,1055.06
Children & Young Peo,Private Contractors,Agency & Contract Services,1906125210,45280,MUDDY FOOTPRINTS EYC (PARKLANDS),1047.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126193,45280,BROTHERS OF CHARITY SERVICES MERSEY,1046.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126168,45280,BROTHERS OF CHARITY SERVICES MERSEY,1045.55
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126178,45280,BROTHERS OF CHARITY SERVICES MERSEY,1045.55
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125771,45280,ACCOMPLISH GROUP LTD - BIRMINGHAM,1045.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125906,45280,PSS UK,1039.09
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125759,45280,ACCOMPLISH GROUP LTD - BIRMINGHAM,1036.05
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125659,45280,POTENSIAL LIMITED T/A POTENS,1030.47
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126155,45280,BROTHERS OF CHARITY SERVICES MERSEY,1026.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126048,45280,MEDILINE SUPPORTED LIVING LTD,1020.19
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126147,45280,BROTHERS OF CHARITY SERVICES MERSEY,1018.93
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125789,45280,ACCOMPLISH GROUP LTD - BIRMINGHAM,1010.57
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125890,45280,PSS UK,1007.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126190,45280,BROTHERS OF CHARITY SERVICES MERSEY,1007.53
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126143,45280,BROTHERS OF CHARITY SERVICES MERSEY,1001.26
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126020,45280,MEDILINE SUPPORTED LIVING LTD,1001.26
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126064,45280,MEDILINE SUPPORTED LIVING LTD,1001.07
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,1906125286,45280,KIRKDALE COMMUNITY CENTRE,1000
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,1906125287,45280,KIRKDALE COMMUNITY CENTRE,1000
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,1906125296,45280,ANFIELD COMMUNITY ARTS,1000
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126008,45280,MEDILINE SUPPORTED LIVING LTD,999.93
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126001,45280,MEDILINE SUPPORTED LIVING LTD,998.03
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126091,45280,OPTIONS FOR SUPPORTED LIVING,998.03
Neighbourhoods,B.S.M.& Educ.Equip.(,B.S.M. & Educational Equipment,1906125185,45280,FURNITURE RESOURCE CENTRE LTD,988.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125949,45280,THE FRANCES TAYLOR FOUNDATION LIVER,975.78
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125935,45280,THE FRANCES TAYLOR FOUNDATION LIVER,966.09
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126134,45280,BROTHERS OF CHARITY SERVICES MERSEY,963.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126150,45280,BROTHERS OF CHARITY SERVICES MERSEY,963.05
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126027,45280,MEDILINE SUPPORTED LIVING LTD,961.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126140,45280,BROTHERS OF CHARITY SERVICES MERSEY,961.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125861,45280,NUGENT CARE - CHILDWALL,960.01
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125972,45280,NATURAL BREAKS MERSEYSIDE,960.01
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125958,45280,THE FRANCES TAYLOR FOUNDATION LIVER,960.01
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126131,45280,BROTHERS OF CHARITY SERVICES MERSEY,950.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126145,45280,BROTHERS OF CHARITY SERVICES MERSEY,950.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126334,45280,LEONARD CHESHIRE NORTH WEST,950.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126067,45280,MEDILINE SUPPORTED LIVING LTD,944.04
Neighbourhoods,Operating Leases - G,Hire & Operating Leases,1906125165,45280,KINTO UK LTD,938.37
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126174,45280,BROTHERS OF CHARITY SERVICES MERSEY,935.29
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126177,45280,BROTHERS OF CHARITY SERVICES MERSEY,935.29
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125381,45280,IMAGINE,931.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125797,45280,ACCOMPLISH GROUP LTD - BIRMINGHAM,931.49
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126187,45280,BROTHERS OF CHARITY SERVICES MERSEY,912.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125939,45280,THE FRANCES TAYLOR FOUNDATION LIVER,906.78
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125934,45280,THE FRANCES TAYLOR FOUNDATION LIVER,906.78
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125928,45280,THE FRANCES TAYLOR FOUNDATION LIVER,906.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126060,45280,MEDILINE SUPPORTED LIVING LTD,906.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126169,45280,BROTHERS OF CHARITY SERVICES MERSEY,906.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126171,45280,BROTHERS OF CHARITY SERVICES MERSEY,904.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126196,45280,BROTHERS OF CHARITY SERVICES MERSEY,904.88
Adult Services & Hea,Operating Leases - G,Hire & Operating Leases,1906125165,45280,KINTO UK LTD,902.01
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126138,45280,BROTHERS OF CHARITY SERVICES MERSEY,897.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126189,45280,BROTHERS OF CHARITY SERVICES MERSEY,897.27
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126163,45280,BROTHERS OF CHARITY SERVICES MERSEY,893.47
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125506,45280,LANGDON COMMUNITY,890.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125898,45280,PSS UK,885.87
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125499,45280,L'ARCHE LIVERPOOL,883.97
Children & Young Peo,Room Hire,Expenses,5101089559,45280,ADVENTURE HYNDBURN LTD,875
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126192,45280,BROTHERS OF CHARITY SERVICES MERSEY,866.86
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125947,45280,THE FRANCES TAYLOR FOUNDATION LIVER,864.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125956,45280,THE FRANCES TAYLOR FOUNDATION LIVER,864.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125961,45280,THE FRANCES TAYLOR FOUNDATION LIVER,857.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126119,45280,OPTIONS FOR SUPPORTED LIVING,855.45
Neighbourhoods,Other Rec.Chgs (Gene,Fees and Charges,1906125203,45280,****REDACTED PERSONAL INFO****,855
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126166,45280,BROTHERS OF CHARITY SERVICES MERSEY,849.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126152,45280,BROTHERS OF CHARITY SERVICES MERSEY,847.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125498,45280,L'ARCHE LIVERPOOL,845.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126132,45280,BROTHERS OF CHARITY SERVICES MERSEY,840.24
Neighbourhoods,B.S.M.& Educ.Equip.(,B.S.M. & Educational Equipment,1906125189,45280,FURNITURE RESOURCE CENTRE LTD,839.27
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125707,45280,COOPER NOBLE CARE LTD,836.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125774,45280,ACCOMPLISH GROUP LTD - BIRMINGHAM,834.73
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125787,45280,ACCOMPLISH GROUP LTD - BIRMINGHAM,834.73
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126323,45280,NUGENT CARE - IDS PROJECT,831.38
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101089503,45280,PUBLIC ANALYST SCIENTIFIC SERVICES,825.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125927,45280,THE FRANCES TAYLOR FOUNDATION LIVER,823.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126173,45280,BROTHERS OF CHARITY SERVICES MERSEY,821.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126175,45280,BROTHERS OF CHARITY SERVICES MERSEY,813.63
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125881,45280,PSS UK,810.97
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125690,45280,HOMEBIRD CARE,810.97
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126167,45280,BROTHERS OF CHARITY SERVICES MERSEY,809.83
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125936,45280,THE FRANCES TAYLOR FOUNDATION LIVER,807.93
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125684,45280,HOMEBIRD CARE,798.43
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125691,45280,TRANSITION CARE,798.42
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125751,45280,LIVER CARE LTD,798.42
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125762,45280,ACCOMPLISH GROUP LTD - BIRMINGHAM,798.42
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125689,45280,HOMEBIRD CARE,792.15
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126185,45280,BROTHERS OF CHARITY SERVICES MERSEY,792.15
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126182,45280,BROTHERS OF CHARITY SERVICES MERSEY,791.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125522,45280,RICHMOND FELLOWSHIP,787.01
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125937,45280,THE FRANCES TAYLOR FOUNDATION LIVER,784.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126110,45280,OPTIONS FOR SUPPORTED LIVING,779.41
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126186,45280,BROTHERS OF CHARITY SERVICES MERSEY,773.14
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125657,45280,POTENSIAL LIMITED T/A POTENS,769.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125749,45280,LIVER CARE LTD,767.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126039,45280,MEDILINE SUPPORTED LIVING LTD,767.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125436,45280,LOCAL SOLUTIONS,767.2
Neighbourhoods,B.S.M.& Educ.Equip.(,B.S.M. & Educational Equipment,1906125181,45280,FURNITURE RESOURCE CENTRE LTD,761.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125823,45280,CAVALRY HEALTHCARE LTD,760.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125962,45280,THE FRANCES TAYLOR FOUNDATION LIVER,760.4
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101089588,45280,ARGYLE SATELLITE CONTRACT SERVICES,758.71
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125880,45280,PSS UK,753.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125883,45280,PSS UK,753.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125913,45280,PSS UK,753.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125887,45280,PSS UK,753.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125917,45280,PSS UK,753.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125803,45280,AFFINITY SUPPORTING PEOPLE LTD,752.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126176,45280,BROTHERS OF CHARITY SERVICES MERSEY,752.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125804,45280,AFFINITY SUPPORTING PEOPLE LTD,752.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125686,45280,HOMEBIRD CARE,750.9
Children & Young Peo,Room Hire,Expenses,5101089560,45280,ADVENTURE HYNDBURN LTD,750
City Development,Misc. Expenses - Gen,General Services Expenses,1906125297,45280,THRIVE CHILDCARE AND EDUCATION LTD,748.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125669,45280,GRACEFIELD HEALTH CARE LTD,747.66
City Development,R&M - Building Works,R&M Technical Support,5101089507,45280,ION GROUP LTD,745
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126144,45280,BROTHERS OF CHARITY SERVICES MERSEY,743.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125564,45280,JUST ONE RECRUITMENT,743.29
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125916,45280,PSS UK,735.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126128,45280,BROTHERS OF CHARITY SERVICES MERSEY,735.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126158,45280,BROTHERS OF CHARITY SERVICES MERSEY,735.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126180,45280,BROTHERS OF CHARITY SERVICES MERSEY,735.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126068,45280,MEDILINE SUPPORTED LIVING LTD,734.93
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126137,45280,BROTHERS OF CHARITY SERVICES MERSEY,734.93
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125660,45280,POTENSIAL LIMITED T/A POTENS,731.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125683,45280,HOMEBIRD CARE,731.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126157,45280,BROTHERS OF CHARITY SERVICES MERSEY,731.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125661,45280,POTENSIAL LIMITED T/A POTENS,731.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125371,45280,IMAGINE,722.38
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126290,45280,AUTISM INITIATIVES,722.38
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125354,45280,IMAGINE,712.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126260,45280,AUTISM INITIATIVES,712.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126105,45280,OPTIONS FOR SUPPORTED LIVING,712.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125938,45280,THE FRANCES TAYLOR FOUNDATION LIVER,709.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126220,45280,WIRRAL AUTISTIC SOCIETY,709.59
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126314,45280,NUGENT CARE - IDS PROJECT,703.37
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126322,45280,NUGENT CARE - IDS PROJECT,703.37
Neighbourhoods,Training (General),Indirect Employee Expenses,5101089558,45280,INSTITUTE OF SWIMMING LTD,699
Children & Young Peo,Private Contractors,Agency & Contract Services,1906125218,45280,KIDS IN BLOOM,698.33
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125908,45280,PSS UK,696.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126041,45280,MEDILINE SUPPORTED LIVING LTD,696.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126017,45280,MEDILINE SUPPORTED LIVING LTD,695.77
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126331,45280,LEONARD CHESHIRE NORTH WEST,693.87
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125933,45280,THE FRANCES TAYLOR FOUNDATION LIVER,693.87
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125951,45280,THE FRANCES TAYLOR FOUNDATION LIVER,693.87
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125944,45280,THE FRANCES TAYLOR FOUNDATION LIVER,688.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125560,45280,JUST ONE RECRUITMENT,686.26
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125565,45280,JUST ONE RECRUITMENT,686.26
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125561,45280,JUST ONE RECRUITMENT,686.26
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125540,45280,RICHMOND FELLOWSHIP,683.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125924,45280,THE FRANCES TAYLOR FOUNDATION LIVER,683.03
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125806,45280,AFFINITY SUPPORTING PEOPLE LTD,676.76
Neighbourhoods,R&M - Environ Works,R&M Technical Support,5101089530,45280,J & J MAINTENANCE SERVICES,675
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125476,45280,INDEPENDENT LIVING ALLIANCE,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125656,45280,POTENSIAL LIMITED T/A POTENS,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126335,45280,LEONARD CHESHIRE NORTH WEST,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125487,45280,MERSEYCARE JULIE ANN,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126328,45280,NUGENT CARE - IDS PROJECT,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125903,45280,PSS UK,665.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126218,45280,WIRRAL AUTISTIC SOCIETY,665.1
City Development,Operating Leases - G,Hire & Operating Leases,1906125167,45280,ARNOLD CLARK FINANCE LTD,660.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125919,45280,PSS UK,658.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125361,45280,IMAGINE,655.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125943,45280,THE FRANCES TAYLOR FOUNDATION LIVER,655.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125946,45280,THE FRANCES TAYLOR FOUNDATION LIVER,655.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125948,45280,THE FRANCES TAYLOR FOUNDATION LIVER,655.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125950,45280,THE FRANCES TAYLOR FOUNDATION LIVER,655.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125953,45280,THE FRANCES TAYLOR FOUNDATION LIVER,655.85
Capital Education,Capital Education,Main contract,5101089531,45280,COMMON LANE CONSULTANCY LTD,651.78
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126151,45280,BROTHERS OF CHARITY SERVICES MERSEY,648.25
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125559,45280,JUST ONE RECRUITMENT,648.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125347,45280,IMAGINE,646.34
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125391,45280,IMAGINE,638.74
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125654,45280,POTENSIAL LIMITED T/A POTENS,636.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126154,45280,BROTHERS OF CHARITY SERVICES MERSEY,636.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125547,45280,RICHMOND FELLOWSHIP,634.93
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125567,45280,JUST ONE RECRUITMENT,633.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125556,45280,JUST ONE RECRUITMENT,633.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125738,45280,COOPER NOBLE CARE LTD,633.03
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125426,45280,LOCAL SOLUTIONS,627.33
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126112,45280,OPTIONS FOR SUPPORTED LIVING,627.33
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125930,45280,THE FRANCES TAYLOR FOUNDATION LIVER,623.15
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125931,45280,THE FRANCES TAYLOR FOUNDATION LIVER,623.15
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125687,45280,HOMEBIRD CARE,621.06
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126129,45280,BROTHERS OF CHARITY SERVICES MERSEY,621.06
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125884,45280,PSS UK,620.87
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125891,45280,PSS UK,620.87
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125794,45280,ACCOMPLISH GROUP LTD - BIRMINGHAM,619.73
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125920,45280,PSS UK,619.73
Neighbourhoods,B.S.M.& Educ.Equip.(,B.S.M. & Educational Equipment,1906125198,45280,FURNITURE RESOURCE CENTRE LTD,619.03
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125688,45280,HOMEBIRD CARE,615.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125941,45280,THE FRANCES TAYLOR FOUNDATION LIVER,614.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125673,45280,GRACEFIELD HEALTH CARE LTD,614.59
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125872,45280,PSS UK,608.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125910,45280,PSS UK,608.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125862,45280,MERSEYSIDE SOCIETY FOR DEAF PEOPLE,602.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125397,45280,IMAGINE,600.72
Children & Young Peo,Private Contractors,Agency & Contract Services,1906125248,45280,EVERTON FREE SCHOOL,600
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125732,45280,COOPER NOBLE CARE LTD,598.82
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126115,45280,OPTIONS FOR SUPPORTED LIVING,598.82
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125328,45280,IMAGINE,576
Children & Young Peo,Private Contractors,Agency & Contract Services,1906125224,45280,FIVE CHILDREN AND FAMILIES TRUST LT,572.96
Children & Young Peo,Private Contractors,Agency & Contract Services,1906125225,45280,FIVE CHILDREN AND FAMILIES TRUST LT,572.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125940,45280,THE FRANCES TAYLOR FOUNDATION LIVER,571.82
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125971,45280,NATURAL BREAKS MERSEYSIDE,570.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126313,45280,NUGENT CARE - IDS PROJECT,570.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126319,45280,NUGENT CARE - IDS PROJECT,570.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126107,45280,OPTIONS FOR SUPPORTED LIVING,570.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125336,45280,IMAGINE,566.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125505,45280,LANGDON COMMUNITY,563.73
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125808,45280,AFFINITY SUPPORTING PEOPLE LTD,562.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126311,45280,NUGENT CARE - IDS PROJECT,560.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125523,45280,RICHMOND FELLOWSHIP,558.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125528,45280,RICHMOND FELLOWSHIP,558.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125569,45280,JUST ONE RECRUITMENT,557.94
Neighbourhoods,B.S.M.& Educ.Equip.(,B.S.M. & Educational Equipment,1906125172,45280,FURNITURE RESOURCE CENTRE LTD,555.57
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126247,45280,MAKING SPACE,551.29
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125475,45280,INDEPENDENT LIVING ALLIANCE,551.29
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125527,45280,RICHMOND FELLOWSHIP,550.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125529,45280,RICHMOND FELLOWSHIP,550.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125733,45280,COOPER NOBLE CARE LTD,541.79
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906126204,45280,BROTHERS OF CHARITY SERVICES MERSEY,541.79
Neighbourhoods,B.S.M.& Educ.Equip.(,B.S.M. & Educational Equipment,1906125186,45280,FURNITURE RESOURCE CENTRE LTD,534.81
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125341,45280,IMAGINE,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125364,45280,IMAGINE,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125694,45280,TRANSITION CARE,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125380,45280,IMAGINE,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906125545,45280,RICHMOND FELLOWSHIP,532.28
