Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905781521,45020,****REDACTED PERSONAL INFO****,-26571
City Development,VoluntaryAssoc.17/18,Agency & Contract Services,1905783406,45021,CAREER CONNECT,42645.25
City Development,VoluntaryAssoc.17/18,Agency & Contract Services,1905783407,45021,CAREER CONNECT,41854.16
Children & Young Peo,Private Contractors,Agency & Contract Services,1905783409,45021,STOCKPORT METROPOLITAN BOROUGH COUN,40000
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101063653,45021,COMPUTER CAB (LIVERPOOL) LTD,27683.17
City Development,Non Employ Prof Fees,Professional Fees,5101063670,45021,CONCERTO SUPPORT SERVICES LTD,15000
Chief Operating Offi,Postages (General),Communications,5101063659,45021,ROYAL MAIL,7435.22
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101063690,45021,TRANSPORT SOLUTIONS GROUP UK LTD,7435
Chief Operating Offi,Non Employ Prof Fees,Professional Fees,5101063685,45021,SURREY COUNTY COUNCIL,6050
Finance & Resources,Software (General),Computing,5101063640,45021,NEC SOFTWARE SOLUTIONS UK LTD,5500
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101063632,45021,WHY MEDIATE LTD t/a MEDIATELEGA,4225
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101063691,45021,TRANSPORT SOLUTIONS GROUP UK LTD,3745
Neighbourhoods,Cleaning & Dom.Supps,Cleaning & Domestic Supplies,5101063694,45021,MOGO UK,3705
City Development,Events,General Services Expenses,5101063664,45021,NLA MEDIA ACCESS LTD,1313.06
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,5101063713,45021,PAY STORE LTD t/a STORE FIRST,1081.6
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101063694,45021,MOGO UK,1080
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101063671,45021,INSIGHT DIRECT (UK) LIMITED,877.04
Children & Young Peo,Private Contractors,Agency & Contract Services,5101063711,45021,DNA LEGAL LTD,833
Neighbourhoods,Rent-LCC Occupy Prem,Rent & Rates etc,5101063712,45021,BUSINESS FIRST,810
Chief Operating Offi,Training (General),Indirect Employee Expenses,5101063637,45021,QA LTD,624
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905783193,45021,ACCESS COMMUNITY SERVICES,-4694.85
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101063825,45022,CITY CARE AGENCY LTD,73665.81
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101063765,45022,FESTIVAL LIGHTS BMDC,29000
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101063815,45022,BRITANNIA RADIO CARS MERSEYSIDE LTD,13696.64
Finance & Resources,Software (General),Computing,5101063734,45022,PHOENIX SOFTWARE LTD,9900
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101063728,45022,R&R RECRUITMENT NORTHWEST LTD,8500
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101063722,45022,PROSPERO GROUP LTD,8232
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101063736,45022,PROSPERO GROUP LTD,8232
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101063755,45022,YOUNG PERSONS ADVISORY SERVICE,6024
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101063754,45022,ADHD FOUNDATION,5966.66
Neighbourhoods,Agency Admin/Cleric,Professional,1905786503,45022,MATRIX SCM LTD,5115.09
Neighbourhoods,Agency Admin/Cleric,Professional,1905786504,45022,MATRIX SCM LTD,5115.09
Neighbourhoods,Agency Admin/Cleric,Professional,1905786505,45022,MATRIX SCM LTD,5115.09
Chief Operating Offi,Software (General),Computing,5101063718,45022,PHOENIX SOFTWARE LTD,5018.4
City Development,Events,General Services Expenses,5101063720,45022,SPECIALISED CANVAS SERVICES LTD,4719.53
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101063723,45022,PROSPERO GROUP LTD,4141.8
City Development,Agency Admin/Cleric,Professional,5101063802,45022,HAYS SPECIALIST RECRUITMENT LTD,3664.05
Neighbourhoods,Clothing & Uniforms,"Clothing & Uniforms, Laundry",5101063767,45022,MI HUB LTD t/a YAFFY,3552
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101063727,45022,R&R RECRUITMENT NORTHWEST LTD,3400
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101063748,45022,LOVE NURSING LIMITED,3391.63
Chief Operating Offi,Software (General),Computing,5101063735,45022,PHOENIX SOFTWARE LTD,3011.04
Finance & Resources,ProfessionalServices,Professional Fees,5101063729,45022,CASTLEFIELD RECRUITMENT LTD,2250
City Development,Events,General Services Expenses,5101063721,45022,SPECIALISED CANVAS SERVICES LTD,2079.79
Children & Young Peo,Conference (General),Expenses,5101063737,45022,****REDACTED PERSONAL INFO****,2000
Capital Education,Capital Education,Misc- General,5101063776,45022,KIER BUSINESS SERVICES LTD,1909.8
Capital Education,Capital Education,Misc- General,5101063777,45022,KIER BUSINESS SERVICES LTD,1853.22
Chief Operating Offi,Software (General),Computing,5101063717,45022,PHOENIX SOFTWARE LTD,1003.68
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101063759,45022,BANK VIEW HIRE LTD,886.73
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101063730,45022,SEGURO RECRUITMENT LTD,527
Capital Regen,Capital Regen,Misc- General,5101063827,45023,MOTT MACDONALD,15619.1
Capital Regen,Capital Regen,Misc- General,5101063826,45023,MOTT MACDONALD,1207
Capital Regen,Capital Regen,Misc- General,5101063829,45023,TYM HUCKIN LTD,750
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101063873,45027,ALCOVE LTD,50000
Neighbourhoods,Vol Non Profit Orgs,Agency & Contract Services,1905786526,45027,NEW START LTD,31926.5
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905791038,45027,OMEGA MULTI ACADEMY TRUST c/o GREAT,31620.94
Neighbourhoods,Charitable Organisti,Agency & Contract Services,1905786525,45027,SALVATION ARMY HOUSING ASSOCIATION,27144.86
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905791100,45027,LIPA MULTI ACADEMY TRUST,23565.14
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905791066,45027,DIXONS ACADEMIES TRUST LTD,22703.91
Neighbourhoods,IT Equip&Comm-Purch,Computing,1905790833,45027,ROADWORKS INFORMATION LTD (T/A ELGI,22500
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905791067,45027,DIXONS ACADEMIES TRUST LTD,19810.74
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101063877,45027,SEGURO RECRUITMENT LTD,16485
Neighbourhoods,Consultancy,Professional Fees,5101063868,45027,CAMPBELL TICKELL LTD,10882.66
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791209,45027,ST MARGARET MARYS CATHOLIC JUNIOR S,8678.69
City Development,Private Contractors,Agency & Contract Services,5101063867,45027,LIVERPOOL STREETSCENE SERVICES LIMI,8600.2
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791211,45027,SEFTON MBC,8362.99
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1905791216,45027,SEFTON MBC,7331.24
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1905791219,45027,SEFTON MBC,6933.74
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,5101063844,45027,LIVERPOOL STREETSCENE SERVICES LIMI,6250
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791230,45027,CHESHIRE WEST & CHESTER COUNCIL,5987.34
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791208,45027,ST MARGARET MARYS INFANT SCHOOL,5942.32
Neighbourhoods,Agency Admin/Cleric,Professional,1905788696,45027,MATRIX SCM LTD,5556.96
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791205,45027,ST ANDREW THE APOSTLE,5375.67
City Development,R&M - Building Works,R&M Technical Support,5101063888,45027,AIRBORNE ENVIRONMENTAL CONSULTANTS,4688.21
Neighbourhoods,Agency Admin/Cleric,Professional,1905788674,45027,MATRIX SCM LTD,4540.8
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101063892,45027,HIVE UMBRELLA LTD,4250
Neighbourhoods,Agency Admin/Cleric,Professional,1905788615,45027,MATRIX SCM LTD,4230.95
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1905791217,45027,SEFTON MBC,4188.85
Adult Services & Hea,Agency Admin/Cleric,Professional,1905788693,45027,MATRIX SCM LTD,4158.3
Neighbourhoods,Agency Admin/Cleric,Professional,1905788695,45027,MATRIX SCM LTD,3595.25
Adult Services & Hea,Employee Prof Fees,Indirect Employee Expenses,5101063876,45027,UNIVERSITY OF MANCHESTER,3400
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791212,45027,SEFTON MBC,3381.28
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791214,45027,ENGLISH MARTYRS CATHOLIC PRIMARY SC,3318
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791220,45027,SEFTON MBC,2993.67
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791206,45027,ST ANNES CATHOLIC PRIMARY SCHOOL,2993.66
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791223,45027,OUR LADY OF WALSINGHAM CATHOLIC,2993.66
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791221,45027,SEFTON MBC,2948.65
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905791201,45027,SS SIMON & JUDE CE MULTI ACADEMY TR,2948.65
Chief Operating Offi,Agency Admin/Cleric,Professional,1905788649,45027,MATRIX SCM LTD,2897.55
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905791199,45027,HALEWOOD ACADEMY,2864.63
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791232,45027,HALE C E PRIMARY SCHOOL,2864.62
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791229,45027,PRENTON PRIMARY SCHOOL,2779.77
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791226,45027,YSGOL ABERCONWY,2706
Children & Young Peo,Agency Admin/Cleric,Professional,1905788619,45027,MATRIX SCM LTD,2694.35
Children & Young Peo,Agency Admin/Cleric,Professional,1905788764,45027,MATRIX SCM LTD,2694.35
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791200,45027,HOPE PRIMARY SCHOOL,2687.83
City Law & Governanc,Agency Admin/Cleric,Professional,1905788659,45027,MATRIX SCM LTD,2603.65
City Law & Governanc,Agency Admin/Cleric,Professional,1905788699,45027,MATRIX SCM LTD,2603.65
Neighbourhoods,Agency Admin/Cleric,Professional,1905788694,45027,MATRIX SCM LTD,2534.9
Children & Young Peo,Agency Admin/Cleric,Professional,1905788648,45027,MATRIX SCM LTD,2397.9
City Law & Governanc,Agency Admin/Cleric,Professional,1905788624,45027,MATRIX SCM LTD,2391.2
City Law & Governanc,Agency Admin/Cleric,Professional,1905788692,45027,MATRIX SCM LTD,2391.2
Neighbourhoods,Agency Admin/Cleric,Professional,1905788594,45027,MATRIX SCM LTD,2337.44
Children & Young Peo,Agency Admin/Cleric,Professional,1905788668,45027,MATRIX SCM LTD,2275.08
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791203,45027,PLANTATION PRIMARY SCHOOL,2210.85
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905791228,45027,BIRKENHEAD HIGH SCHOOL ACADEMY,2210.85
Children & Young Peo,Agency Admin/Cleric,Professional,1905788778,45027,MATRIX SCM LTD,2147.28
Neighbourhoods,Agency Admin/Cleric,Professional,1905788812,45027,MATRIX SCM LTD,2128.74
Children & Young Peo,Agency Admin/Cleric,Professional,1905788784,45027,MATRIX SCM LTD,2081.87
Children & Young Peo,Agency Admin/Cleric,Professional,1905788775,45027,MATRIX SCM LTD,2068.67
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791233,45027,DOWNHOLLAND HASKAYNE CE PRIMARY SCH,2064.06
City Law & Governanc,Agency Admin/Cleric,Professional,1905788750,45027,MATRIX SCM LTD,2056.28
Children & Young Peo,Agency Admin/Cleric,Professional,1905788777,45027,MATRIX SCM LTD,2043.08
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905791351,45027,LYDIATE LEARNING TRUST - DEYES HIGH,2034.77
Children & Young Peo,Agency Admin/Cleric,Professional,1905788665,45027,MATRIX SCM LTD,1965.44
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,1905790829,45027,RAINFORD HIGH SCHOOL,1926.67
Children & Young Peo,Agency Admin/Cleric,Professional,1905788625,45027,MATRIX SCM LTD,1918.32
Neighbourhoods,Agency Admin/Cleric,Professional,1905788611,45027,MATRIX SCM LTD,1849.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905788676,45027,MATRIX SCM LTD,1843.4
Children & Young Peo,Agency Admin/Cleric,Professional,1905788596,45027,MATRIX SCM LTD,1832.4
Children & Young Peo,Agency Admin/Cleric,Professional,1905788688,45027,MATRIX SCM LTD,1814.4
City Development,Agency Admin/Cleric,Professional,1905788662,45027,MATRIX SCM LTD,1804.15
Children & Young Peo,Agency Admin/Cleric,Professional,1905788677,45027,MATRIX SCM LTD,1792
Children & Young Peo,Agency Admin/Cleric,Professional,1905788666,45027,MATRIX SCM LTD,1779.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905788776,45027,MATRIX SCM LTD,1778.4
Children & Young Peo,Agency Admin/Cleric,Professional,1905788622,45027,MATRIX SCM LTD,1763.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905788664,45027,MATRIX SCM LTD,1761.2
City Development,Agency Admin/Cleric,Professional,1905788807,45027,MATRIX SCM LTD,1753.63
Children & Young Peo,Agency Admin/Cleric,Professional,1905788762,45027,MATRIX SCM LTD,1706.26
Children & Young Peo,Agency Admin/Cleric,Professional,1905788698,45027,MATRIX SCM LTD,1689.3
Children & Young Peo,Agency Admin/Cleric,Professional,1905788602,45027,MATRIX SCM LTD,1687.35
Children & Young Peo,Agency Admin/Cleric,Professional,1905788729,45027,MATRIX SCM LTD,1687.35
Children & Young Peo,Agency Admin/Cleric,Professional,1905788588,45027,MATRIX SCM LTD,1670.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905788652,45027,MATRIX SCM LTD,1670.2
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791222,45027,SEFTON MBC,1665.67
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1905791215,45027,SEFTON MBC,1659
Children & Young Peo,Agency Admin/Cleric,Professional,1905788806,45027,MATRIX SCM LTD,1622.82
Children & Young Peo,Agency Admin/Cleric,Professional,1905788633,45027,MATRIX SCM LTD,1575.9
Children & Young Peo,Agency Admin/Cleric,Professional,1905788769,45027,MATRIX SCM LTD,1571.95
Children & Young Peo,Agency Admin/Cleric,Professional,1905788635,45027,MATRIX SCM LTD,1567.9
Children & Young Peo,Agency Admin/Cleric,Professional,1905788591,45027,MATRIX SCM LTD,1561.3
Children & Young Peo,Agency Admin/Cleric,Professional,1905788629,45027,MATRIX SCM LTD,1561.3
Children & Young Peo,Agency Admin/Cleric,Professional,1905788780,45027,MATRIX SCM LTD,1561.3
Children & Young Peo,Agency Admin/Cleric,Professional,1905788811,45027,MATRIX SCM LTD,1547.86
Children & Young Peo,Agency Admin/Cleric,Professional,1905788681,45027,MATRIX SCM LTD,1546.3
Children & Young Peo,Agency Admin/Cleric,Professional,1905788766,45027,MATRIX SCM LTD,1546.3
Children & Young Peo,Agency Admin/Cleric,Professional,1905788667,45027,MATRIX SCM LTD,1542.1
Children & Young Peo,Agency Admin/Cleric,Professional,1905788644,45027,MATRIX SCM LTD,1542.1
Children & Young Peo,Agency Admin/Cleric,Professional,1905788595,45027,MATRIX SCM LTD,1514.51
Children & Young Peo,Agency Admin/Cleric,Professional,1905788634,45027,MATRIX SCM LTD,1509.55
Children & Young Peo,Agency Admin/Cleric,Professional,1905788647,45027,MATRIX SCM LTD,1501.78
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791231,45027,BALDERSTONE ST LEONARD'S CE PRIMARY,1493.75
Neighbourhoods,Agency Admin/Cleric,Professional,1905788592,45027,MATRIX SCM LTD,1479.37
Children & Young Peo,Agency Admin/Cleric,Professional,1905788804,45027,MATRIX SCM LTD,1461.95
Children & Young Peo,Agency Admin/Cleric,Professional,1905788803,45027,MATRIX SCM LTD,1452.85
Children & Young Peo,Agency Admin/Cleric,Professional,1905788768,45027,MATRIX SCM LTD,1450.95
Children & Young Peo,Agency Admin/Cleric,Professional,1905788802,45027,MATRIX SCM LTD,1448
City Law & Governanc,Agency Admin/Cleric,Professional,1905788760,45027,MATRIX SCM LTD,1415.4
Children & Young Peo,Agency Admin/Cleric,Professional,1905788683,45027,MATRIX SCM LTD,1407.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905788679,45027,MATRIX SCM LTD,1390.7
Children & Young Peo,Agency Admin/Cleric,Professional,1905788605,45027,MATRIX SCM LTD,1389.8
Children & Young Peo,Agency Admin/Cleric,Professional,1905788814,45027,MATRIX SCM LTD,1389.4
Children & Young Peo,Agency Admin/Cleric,Professional,1905788717,45027,MATRIX SCM LTD,1389.15
Children & Young Peo,Agency Admin/Cleric,Professional,1905788771,45027,MATRIX SCM LTD,1376.95
Children & Young Peo,Agency Admin/Cleric,Professional,1905788627,45027,MATRIX SCM LTD,1372.08
Children & Young Peo,Agency Admin/Cleric,Professional,1905788593,45027,MATRIX SCM LTD,1370.6
Children & Young Peo,Agency Admin/Cleric,Professional,1905788610,45027,MATRIX SCM LTD,1370.6
Children & Young Peo,Agency Admin/Cleric,Professional,1905788782,45027,MATRIX SCM LTD,1370.6
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905791218,45027,SEFTON MBC,1364.08
Adult Services & Hea,Agency Admin/Cleric,Professional,1905788733,45027,MATRIX SCM LTD,1349.49
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1905791224,45027,DE LA SALLE SCHOOL,1343.92
Children & Young Peo,Agency Admin/Cleric,Professional,1905788655,45027,MATRIX SCM LTD,1339.45
Children & Young Peo,Agency Admin/Cleric,Professional,1905788651,45027,MATRIX SCM LTD,1328.26
Children & Young Peo,Agency Admin/Cleric,Professional,1905788739,45027,MATRIX SCM LTD,1328.26
Children & Young Peo,Agency Admin/Cleric,Professional,1905788600,45027,MATRIX SCM LTD,1316.26
Adult Services & Hea,Agency Admin/Cleric,Professional,1905788612,45027,MATRIX SCM LTD,1309
City Development,Agency Admin/Cleric,Professional,1905788697,45027,MATRIX SCM LTD,1257.27
Children & Young Peo,Agency Admin/Cleric,Professional,1905788654,45027,MATRIX SCM LTD,1247.75
City Development,Agency Admin/Cleric,Professional,1905788748,45027,MATRIX SCM LTD,1243.84
Children & Young Peo,Agency Admin/Cleric,Professional,1905788744,45027,MATRIX SCM LTD,1235.33
Children & Young Peo,Agency Admin/Cleric,Professional,1905788678,45027,MATRIX SCM LTD,1233.68
Adult Services & Hea,Agency Admin/Cleric,Professional,1905788661,45027,MATRIX SCM LTD,1230.55
Children & Young Peo,Agency Admin/Cleric,Professional,1905788623,45027,MATRIX SCM LTD,1204.34
Children & Young Peo,Agency Admin/Cleric,Professional,1905788663,45027,MATRIX SCM LTD,1187.3
Children & Young Peo,Agency Admin/Cleric,Professional,1905788626,45027,MATRIX SCM LTD,1177.62
Children & Young Peo,Agency Admin/Cleric,Professional,1905788722,45027,MATRIX SCM LTD,1169.22
City Development,Agency Admin/Cleric,Professional,1905788792,45027,MATRIX SCM LTD,1136.24
