Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101063208,45017,INSIGHT DIRECT (UK) LIMITED,45104.78
City Development,General Legal Fees,Professional Fees,5101063234,45019,****REDACTED COMMERCIALLY SENSITIVE****,4792
Chief Operating Offi,Software (General),Computing,5101063251,45019,BYTES SOFTWARE SERVICES,1854
Chief Operating Offi,Software (General),Computing,5101063263,45019,BYTES SOFTWARE SERVICES,1668.4
Capital Regen,Capital Regen,Misc- General,5101063558,45020,HUYTON ASPHALT CIVILS LTD,2807.01
Capital Regen,Capital Regen,Misc- General,5101063565,45020,HUYTON ASPHALT CIVILS LTD,2148.92
Capital Regen,Capital Regen,Misc- General,5101063564,45020,HUYTON ASPHALT CIVILS LTD,589.82
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905783147,45021,IMPRESSION HEALTH AND SUPPORT UK LT,85955.75
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905783146,45021,IMPRESSION HEALTH AND SUPPORT UK LT,-79166.65
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793017,45028,IMPRESSION HEALTH AND SUPPORT UK LT,5785.5
Chief Operating Offi,IT Equip&Comm-Maint,Computing,5101064323,45033,INSIGHT DIRECT (UK) LIMITED,70001.19
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101064323,45033,INSIGHT DIRECT (UK) LIMITED,15754.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905801900,45035,IMPRESSION HEALTH AND SUPPORT UK LT,5785.5
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101064771,45035,CENTERPRISE INTERNATIONAL LTD,1474
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101064901,45036,PROSPERO GROUP LTD,8232
Children & Young Peo,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,1700047315,45036,SENSORY TECHNOLOGY LTD,-1907.09
City Law & Governanc,Stationery (General),Printing & Office Expenses,5101065027,45037,LYRECO UK LTD,1738.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812004,45042,IMPRESSION HEALTH AND SUPPORT UK LT,22175.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810520,45042,IMPRESSION HEALTH AND SUPPORT UK LT,5785.5
City Development,Non Employ Prof Fees,Professional Fees,5101066086,45049,DUGGAN & PARR STONE REPAIR SERVICES,8580
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820160,45049,IMPRESSION HEALTH AND SUPPORT UK LT,5785.5
Children & Young Peo,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101066299,45051,SENSORY TECHNOLOGY LTD,3675.18
Chief Operating Offi,Office Equipment (Ge,Printing & Office Expenses,5101066438,45055,KONICA MINOLTA BUSINESS SOLUTIONS,3148.74
City Development,R&M - Building Works,R&M Technical Support,5101066523,45055,WHOLE VENTILATION SERVICES LTD,625
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905829541,45056,IMPRESSION HEALTH AND SUPPORT UK LT,5785.5
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101067015,45057,INSIGHT DIRECT (UK) LIMITED,33842.36
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101067078,45058,GREENSTAFF MEDICAL LIMITED,-1000
Chief Operating Offi,Training (General),Indirect Employee Expenses,5101067310,45061,QA LTD,3020
Capital Regen,Capital Regen,Misc- General,5101067239,45061,HUYTON ASPHALT CIVILS LTD,1552.88
Capital Regen,Capital Regen,Misc- General,5101067217,45061,HUYTON ASPHALT CIVILS LTD,1451.43
Capital Regen,Capital Regen,Misc- General,5101067218,45061,HUYTON ASPHALT CIVILS LTD,1401.41
Capital Regen,Capital Regen,Misc- General,5101067220,45061,HUYTON ASPHALT CIVILS LTD,1398.26
Capital Regen,Capital Regen,Misc- General,5101067219,45061,HUYTON ASPHALT CIVILS LTD,1397.84
City Law & Governanc,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101067267,45061,MSP GLOBAL LTD,1269
Capital Regen,Capital Regen,Misc- General,5101067390,45062,FIVE PAPER,900
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905837466,45063,IMPRESSION HEALTH AND SUPPORT UK LT,5785.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905837131,45063,****REDACTED PERSONAL INFO****,-1018.08
Neighbourhoods,Training (General),Indirect Employee Expenses,5101067659,45064,AQUILA TRAINING SERVICES LTD,7960
Neighbourhoods,External Hire (Gener,Hire & Operating Leases,5101067706,45065,ARNOLD CLARK FINANCE LTD,512.26
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101067844,45067,INSIGHT DIRECT (UK) LIMITED,1979.37
Capital Central,Capital Central,Equipment,5101067987,45068,INSIGHT DIRECT (UK) LIMITED,4307.38
City Development,R&M - Building Works,R&M Technical Support,5101067933,45068,MELIC FABRICATIONS LTD,1280
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101067984,45068,INSIGHT DIRECT (UK) LIMITED,847.43
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101067986,45068,INSIGHT DIRECT (UK) LIMITED,789.01
Chief Operating Offi,Printing (Outside),Printing & Office Expenses,5101068096,45069,MAIL SOLUTIONS (UK)  LTD,2535
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905847023,45069,****REDACTED PERSONAL INFO****,-1299.34
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905849321,45070,IMPRESSION HEALTH AND SUPPORT UK LT,26453.38
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905847899,45070,IMPRESSION HEALTH AND SUPPORT UK LT,5785.5
Chief Operating Offi,Software (General),Computing,5101068554,45076,BYTES SOFTWARE SERVICES,620
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905857223,45077,IMPRESSION HEALTH AND SUPPORT UK LT,5785.5
Neighbourhoods,Library Materials (G,Library Materials,1700047675,45077,EBSCO SUBSCRIPTION SERVICES,-611.16
Chief Operating Offi,Agency Non Admn/Cler,Other Manual,5101068761,45080,ACCOUNTABLE RECRUITMENT LTD,1515.5
Neighbourhoods,Private Companies,Agency & Contract Services,1905860986,45082,BEDSPACE RESOURCE LTD,83000
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101068877,45082,INSIGHT DIRECT (UK) LIMITED,4824.57
Capital Regen,Capital Regen,Misc- General,5101068870,45082,ASHALL SURVEYORS LTD t/a  ASL CHART,3000
Neighbourhoods,Examination Fees (Ge,General Services Expenses,5101068802,45082,JOHNSON TRAINING LTD,2925
Capital Regen,Capital Regen,Misc- General,5101068817,45082,BROXAP LTD,2594.75
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101068858,45082,PROSPERO GROUP LTD,1626
Neighbourhoods,Events,General Services Expenses,5101068848,45082,DOT ART LTD,1500
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862075,45082,****REDACTED PERSONAL INFO****,634.14
City Development,Events,General Services Expenses,5101068829,45082,NORTH WEST AMBULANCE SERVICE NHS TR,628.95
Capital Regen,Capital Regen,Misc- General,5101068834,45082,BROXAP LTD,518.95
Neighbourhoods,External Hire (Gener,Hire & Operating Leases,5101068774,45082,ARNOLD CLARK FINANCE LTD,512.26
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101068816,45082,BROXAP LTD,509
Adult Services & Hea,Vol Non Profit Orgs,Agency & Contract Services,1905864808,45083,NEW START LTD,31926.5
Adult Services & Hea,Charitable Organisti,Agency & Contract Services,1905864807,45083,SALVATION ARMY HOUSING ASSOCIATION,27144.86
City Development,Events,General Services Expenses,5101069131,45083,NATIONAL RADIO BANK,11714
City Development,Events,General Services Expenses,5101069085,45083,ADLIB AUDIO LTD,4338.51
Children & Young Peo,Medical Fees (Genera,Professional Fees,5101069213,45083,****REDACTED COMMERCIALLY SENSITIVE****,1175
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101069327,45084,N-COMPASS TOWARDS A BRIGHTER FUTURE,42362.5
City Development,Events,General Services Expenses,5101069299,45084,PARAMOUNT STEWARDING SERVICES,17523
City Development,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101069374,45084,QUALITY FOR LEARNING & SKILLS LTD,14625
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905866852,45084,DIXONS ACADEMIES TRUST LTD,13132.5
City Development,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101069376,45084,QUALITY FOR LEARNING & SKILLS LTD,8500
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101069328,45084,N-COMPASS TOWARDS A BRIGHTER FUTURE,6666.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905865852,45084,IMPRESSION HEALTH AND SUPPORT UK LT,5785.5
City Development,Events,General Services Expenses,5101069300,45084,PARAMOUNT STEWARDING SERVICES,5544
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101069310,45084,BIRTENSHAW MERSEYSIDE,5261.47
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101069431,45084,INSIGHT DIRECT (UK) LIMITED,2140.14
Adult Services & Hea,Funerals (General),General Services Exp Social Svs Clients,5101069254,45084,FUNERAL SERVICES LTD - NETHERTON,1624
City Development,"Misc Supp, Tool, Equ",General Supplies,5101069415,45084,BLUEPOINT MARINE SERVICES LTD,1320.71
City Development,"Misc Supp, Tool, Equ",General Supplies,5101069419,45084,BLUEPOINT MARINE SERVICES LTD,1320.71
City Development,"Misc Supp, Tool, Equ",General Supplies,5101069425,45084,BLUEPOINT MARINE SERVICES LTD,1320.71
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101069436,45084,INSIGHT DIRECT (UK) LIMITED,1318.24
Neighbourhoods,R&M - Environ Works,R&M Technical Support,5101069271,45084,FACULTATIEVE TECHNOLOGIES LTD,1174.03
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101069283,45084,MELIC FABRICATIONS LTD,1104
Neighbourhoods,R&M - Environ Works,R&M Technical Support,5101069396,45084,FACULTATIEVE TECHNOLOGIES LTD,577.41
City Development,"Misc Supp, Tool, Equ",General Supplies,5101069421,45084,BLUEPOINT MARINE SERVICES LTD,555
Adult Services & Hea,"Misc Supp, Tool, Equ",General Supplies,5101069248,45084,STEARN ELECTRIC CO LTD,520
City Development,Events,General Services Expenses,5101069580,45085,EVENTS DESIGN COMPANY LTD,62114.25
Neighbourhoods,Private Contractors,Agency & Contract Services,5101069603,45085,LIVERPOOL STREETSCENE SERVICES LIMI,50000
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101069463,45085,LIVERPOOL ADVOCACY RIGHTS INFORMATI,49029.32
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101069442,45085,TILE HILL INTERIM & EXECUTIVE LTD,24426
Capital Regen,Capital Regen,Misc- General,5101069492,45085,ONE51 ES PLASTICS UK LTD t/a MGB PL,15204
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101069649,45085,NATASHA BE LTD,13071
Neighbourhoods,R&M - Environ Works,R&M Technical Support,5101069622,45085,FACULTATIEVE TECHNOLOGIES LTD,10516.96
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101069559,45085,HUMAN SUPPORT GROUP -,10064.88
Capital Regen,Capital Regen,Misc- General,5101069484,45085,MOTT MACDONALD,8491.86
City Development,Events,General Services Expenses,5101069583,45085,NOTHIN BUT THE MUSIC LTD,7200
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,5101069614,45085,LIVERPOOL STREETSCENE SERVICES LIMI,6250
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101069541,45085,LIVERPOOL ROOTS TRUST LTD,6031.77
City Development,Contract Catering (G,Catering,5101069474,45085,DVINE CATERING LTD,5455.9
Capital Central,Capital Central,Main contract,5101069446,45085,LEYMAC ENGINEERING SERVICES LTD,4088.8
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905868008,45085,ROBY PARK PRIMARY SCHOOL,4081.57
Chief Operating Offi,Postages (General),Communications,5101069592,45085,ROYAL MAIL,3934.62
City Development,Events,General Services Expenses,5101069461,45085,UNITY THEATRE,3000
City Development,Catering Equip.(Gen),Catering,5101069625,45085,QUICKHIRE EVENTS LIMITED,2486.3
City Development,Agency Non Admn/Cler,Other Manual,5101069493,45085,MICHAEL PAGE INTERNATIONAL,2415
Capital Regen,Capital Regen,Fees,5101069618,45085,OVE ARUP & PARTNERS LTD,2343.75
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905868010,45085,ROBY PARK PRIMARY SCHOOL,2210.85
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905868006,45085,KIRKBY HIGH SCHOOL,2210.85
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905868007,45085,KIRKBY HIGH SCHOOL,2210.85
Capital Regen,Capital Regen,Misc- General,5101069485,45085,MOTT MACDONALD,1882.94
City Development,R&M - Building Works,R&M Technical Support,5101069563,45085,ION GROUP LTD,1800
City Development,Goods For Resale,General Supplies,5101069637,45085,SPIKE LEISUREWEAR LTD,1576
City Development,Events,General Services Expenses,5101069521,45085,SYMPHOTECH LIMITED,1525
City Development,Events,General Services Expenses,5101069626,45085,ADLIB AUDIO LTD,1440
City Development,Events,General Services Expenses,5101069480,45085,MERSEY MEDICAL SERVICES LTD,1412.5
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905868012,45085,ORMSKIRK SCHOOL,1343.91
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905868013,45085,ORMSKIRK SCHOOL,1343.91
Children & Young Peo,ProfessionalServices,Professional Fees,5101069489,45085,MERSEYSIDE SOCIETY FOR DEAF PEOPLE,1145
Chief Operating Offi,Agency Non Admn/Cler,Other Manual,5101069491,45085,ACCOUNTABLE RECRUITMENT LTD,909.3
Neighbourhoods,Advertising (General,General Services Expenses,5101069455,45085,HALL SMITH LTD,900
Neighbourhoods,Private Contractors,Agency & Contract Services,5101069700,45085,LIVERPOOL STREETSCENE SERVICES LIMI,775
Neighbourhoods,"Misc Supp, Tool, Equ",General Supplies,5101069590,45085,RELIANCE MEDICAL LTD,723.56
City Development,Events,General Services Expenses,5101069486,45085,MERSEYSIDE SOCIETY FOR DEAF PEOPLE,680
Children & Young Peo,General Legal Fees,Professional Fees,5101069658,45085,****REDACTED COMMERCIALLY SENSITIVE****,651.2
City Development,Events,General Services Expenses,5101069561,45085,OUT OF HOURS KIDS CLUB LTD,576
Adult Services & Hea,Consultancy,Professional Fees,5101069721,45086,CAMPBELL TICKELL LTD,19718
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101069749,45086,R&R RECRUITMENT NORTHWEST LTD,17850
Adult Services & Hea,Adaptations-Private,General Services Exp Social Svs Clients,5101069753,45086,LIVERPOOL STREETSCENE SERVICES LIMI,17370
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101069742,45086,R&R RECRUITMENT NORTHWEST LTD,8400
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101069743,45086,R&R RECRUITMENT NORTHWEST LTD,8400
Accommodation BID,BID Levy,Grants & Subscriptions,1905871361,45086,LIVERPOOL BID COMPANY,6348
Liverpool BID,BID Levy,Grants & Subscriptions,1905871362,45086,LIVERPOOL BID COMPANY,5904
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101069745,45086,R&R RECRUITMENT NORTHWEST LTD,5600
Chief Operating Offi,Training (General),Indirect Employee Expenses,5101069816,45086,QA LTD,5467.5
Chief Operating Offi,Misc. Expenses - Gen,General Services Expenses,1905871350,45086,ACCOUNTABLE RECRUITMENT LTD,4357.08
Chief Operating Offi,Training (General),Indirect Employee Expenses,5101069817,45086,QA LTD,3790
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101069782,45086,LIGHTHOUSE HARMONIZE EDUCATION TRUS,3200
City Development,General Professional,Professional Fees,1905871335,45086,BEACHCROFT LLP,1824
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101069710,45086,QUICK STAY PROPERTY SOLUTIONS,1575
Children & Young Peo,Non Employ Prof Fees,Professional Fees,5101069776,45086,CAN DIGITAL SOLUTIONS LTD,1500
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101069709,45086,QUICK STAY PROPERTY SOLUTIONS,1400
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101069711,45086,QUICK STAY PROPERTY SOLUTIONS,1000
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101069728,45086,BLISS RECRUITMENT LTD (QUBA SOLUTIO,980
City Development,Goods For Resale,General Supplies,5101069727,45086,SPIKE LEISUREWEAR LTD,868
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101069722,45086,BLISS RECRUITMENT LTD (QUBA SOLUTIO,525
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1905872534,45089,ACTIVATE ARTS LTD,131639.74
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1905872537,45089,GREENBANK PROJECT,64589.79
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1905872536,45089,THE CITY OF LIVERPOOL COLLEGE,50058.62
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1905872524,45089,SUTTON CROFT LTD,50000
City Development,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101069942,45089,ALT VALLEY COMMUNITY TRUST,36000
City Development,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101069982,45089,ALT VALLEY COMMUNITY TRUST,29520
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1905872533,45089,MYERSCOUGH COLLEGE,28599.99
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1905872540,45089,PINEHIRST,22973.56
City Development,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101069939,45089,ALT VALLEY COMMUNITY TRUST,21600
Neighbourhoods,Private Contractors,Agency & Contract Services,5101069835,45089,MOTT MACDONALD,20900.68
City Development,Non Employ Prof Fees,Professional Fees,5101069947,45089,ROBERTSON CAPITAL PROJECTS LTD,17297.5
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1905872539,45089,ST HELENS COLLEGE,17288.58
Capital Regen,Capital Regen,Misc- General,5101069925,45089,ONE51 ES PLASTICS UK LTD t/a MGB PL,15204
City Development,Events,General Services Expenses,5101069895,45089,MERSEY MEDICAL SERVICES LTD,12155
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1905872527,45089,LIPA SIXTH FORM COLLEGE,11390.33
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1905872542,45089,SOUTH WEST REGIONAL ASSESSMENT CENT,10255.31
Neighbourhoods,Grants & Subs (Gener,Grants & Subscriptions,1905872562,45089,ALT VALLEY COMMUNITY TRUST,10186.51
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1905872532,45089,CHESHIRE COLLEGE SOUTH & WEST,9647.83
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1905872543,45089,RAINHILL HIGH SCHOOL,8727.1
City Development,Private Contractors,Agency & Contract Services,5101069873,45089,LIVERPOOL STREETSCENE SERVICES LIMI,8600.2
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1905872529,45089,MERSEYSIDE CAREER DEVELOPMENT &,8023.33
Neighbourhoods,Private Contractors,Agency & Contract Services,5101070020,45089,MOTT MACDONALD,7941.28
Capital Regen,Capital Regen,Misc- General,5101069920,45089,HUYTON ASPHALT CIVILS LTD,7869.56
Chief Operating Offi,Misc. Expenses - Gen,General Services Expenses,1905872561,45089,OLDHAM BOROUGH COUNCIL,6715
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1905872535,45089,CRAEGMOOR ARDEN COLLEGE PRIORY,5552.99
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1905872538,45089,HUGH BAIRD COLLEGE,5534.31
Neighbourhoods,Private Contractors,Agency & Contract Services,5101070021,45089,MOTT MACDONALD,4333.53
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1905872530,45089,CARMEL COLLEGE,4167.51
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101070037,45089,NEWTRALITY LTD,4080
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101069841,45089,INSIGHT DIRECT (UK) LIMITED,3885.05
Adult Services & Hea,Adaptations-Private,General Services Exp Social Svs Clients,5101069976,45089,NTC BUILDING CONTRACTORS LTD,3410.5
Neighbourhoods,Private Contractors,Agency & Contract Services,5101070022,45089,MOTT MACDONALD,3061.15
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1905872541,45089,ALT VALLEY COMMUNITY TRUST,3060
Children & Young Peo,Agency Admin/Cleric,Professional,5101069969,45089,TRIPOD PARTNERS LTD,3051.22
Chief Operating Offi,Broadband ICT inv,Communications,5101069880,45089,VIRGIN MEDIA LTD,2740.01
Children & Young Peo,Agency Admin/Cleric,Professional,5101069970,45089,TRIPOD PARTNERS LTD,2351.22
Capital Regen,Capital Regen,Misc- General,5101069834,45089,MOTT MACDONALD,2214.54
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1905872531,45089,NISAI VIRTUAL ACADEMY LTD,2000
Chief Operating Offi,Data Circuits,Communications,5101069878,45089,VIRGIN MEDIA LTD,1798.31
City Development,R&M - Building Works,R&M Technical Support,5101070035,45089,ION GROUP LTD,1590
City Development,Agency Non Admn/Cler,Other Manual,5101069928,45089,HAYS SPECIALIST RECRUITMENT LTD,1542.8
City Law & Governanc,Advertising (General,General Services Expenses,5101070040,45089,POINT THIRTEEN MEDIA LTD,1195
City Development,R&M - Building Works,R&M Technical Support,5101069949,45089,KONE PLC,1023.54
City Development,R&M - Building Works,R&M Technical Support,5101069973,45089,KONE PLC,1023.54
City Development,R&M - Building Works,R&M Technical Support,5101069978,45089,KONE PLC,1023.54
City Development,R&M - Building Works,R&M Technical Support,5101069979,45089,KONE PLC,947.7
City Law & Governanc,Advertising (General,General Services Expenses,5101070038,45089,POINT THIRTEEN MEDIA LTD,695
City Development,R&M - Building Works,R&M Technical Support,5101069828,45089,HARCON SERVICES LTD,550
City Development,R&M - Building Works,R&M Technical Support,5101069827,45089,CLEARGROUND SUPPORT SERVICES,531.3
City Development,R&M - Building Works,R&M Technical Support,5101069830,45089,RSM AIR CONDITIONING & REFRIGERATIO,530.76
Neighbourhoods,Repair And Maint (Ge,Direct Transport,5101069896,45089,INTELLITEC MV LTD,518.32
City Development,R&M - Building Works,R&M Technical Support,5101069832,45089,RSM AIR CONDITIONING & REFRIGERATIO,513
City Development,R&M - Building Works,R&M Technical Support,5101069855,45089,KONE PLC,-947.7
City Development,R&M - Building Works,R&M Technical Support,5101069847,45089,KONE PLC,-1023.54
City Development,R&M - Building Works,R&M Technical Support,5101069859,45089,KONE PLC,-1023.54
City Development,R&M - Building Works,R&M Technical Support,5101069869,45089,KONE PLC,-1023.54
City Development,R&M - Building Works,R&M Technical Support,5101070165,45090,SPIE LIMITED,96070.65
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101070054,45090,CITY CARE AGENCY LTD,62188.62
Neighbourhoods,Private Contractors,Agency & Contract Services,5101070118,45090,YUNEX LTD,53738.54
City Development,Events,General Services Expenses,5101070136,45090,PARAMOUNT STEWARDING SERVICES,39753
Neighbourhoods,Private Contractors,Agency & Contract Services,5101070122,45090,YUNEX LTD,37442.27
City Development,Events,General Services Expenses,5101070160,45090,PARAMOUNT STEWARDING SERVICES,28980
City Development,Consultancy,Professional Fees,5101070139,45090,KIER BUSINESS SERVICES LTD,15420.12
Neighbourhoods,R&M - Environ Works,R&M Technical Support,5101070124,45090,FACULTATIEVE TECHNOLOGIES LTD,14281.16
Neighbourhoods,Grants & Subs (Gener,Grants & Subscriptions,1905872999,45090,SEFTON MBC,12600
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101070096,45090,BLISS RECRUITMENT LTD (QUBA SOLUTIO,10000
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101070104,45090,BLISS RECRUITMENT LTD (QUBA SOLUTIO,10000
City Law & Governanc,Mortuary Fees,General Services Expenses,5101070125,45090,WIRRAL UNIVERSITY TEACHING HOSP NHS,9012.5
City Development,Events,General Services Expenses,5101070137,45090,PARAMOUNT STEWARDING SERVICES,8000
Neighbourhoods,Private Contractors,Agency & Contract Services,5101070114,45090,GEOPLACE LLP,7700
Neighbourhoods,Medical Fees (Genera,Professional Fees,1905873241,45090,WOOLTON PHYSIOTHERAPY CLINIC LTD,6300
Neighbourhoods,Non Employ Prof Fees,Professional Fees,1905873215,45090,MERSEYSIDE YOUTH ASSOCIATION LTD,5500
City Development,Conference (General),Expenses,5101070080,45090,NEWSCO INSIDER LTD,5385
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101070100,45090,NEWTRALITY LTD,5100
City Development,R&M - Building Works,R&M Technical Support,5101070107,45090,HARCON SERVICES LTD,5050
Neighbourhoods,Events,General Services Expenses,5101070081,45090,THE WHITECHAPEL CENTRE,5000
Neighbourhoods,Grants & Subs (Gener,Grants & Subscriptions,1905872998,45090,SEFTON MBC,4868
Neighbourhoods,Agency Admin/Cleric,Professional,5101070102,45090,NEWTRALITY LTD,4500
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101070056,45090,MERSEYCARE TRANSPORT SERVICES,4345
Finance & Resources,Consultancy,Professional Fees,5101070076,45090,ALLEN LANE LTD,3980
Children & Young Peo,Agency Admin/Cleric,Professional,5101070145,45090,TRIPOD PARTNERS LTD,3597.73
Children & Young Peo,Agency Admin/Cleric,Professional,5101070141,45090,TRIPOD PARTNERS LTD,3585.62
