Body Name,Body,Service Area,Service Division,Responsible Unit,Expenses Type,Date,TransNo,Amount £,Supplier,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45369,6786952,680,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45335,6785039,750,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45341,6785980,750,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45369,6786953,825,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45308,6782890,895,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45294,6782341,995,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,,,Disabled Facilities Grant,Grants Paid,45364,6787255,1014,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,,,Disabled Facilities Grant,Grants Paid,45317,6783875,1695,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,,,Disabled Facilities Grant,Grants Paid,45250,6782228,3765,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,,,Disabled Facilities Grant,Grants Paid,45364,6786946,4450,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,,,Disabled Facilities Grant,Grants Paid,45278,6782224,6850,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,,,Disabled Facilities Grant,Grants Paid,45362,6787247,8330,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,,,Disabled Facilities Grant,Grants Paid,45330,6785165,9862.5,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,,,Disabled Facilities Grant,Grants Paid,45322,6783874,11028.8,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,517,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,558.36,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,558.36,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,568.7,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,SS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,579.04,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,590.9,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,610.06,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,610.06,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,PS Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45309,30446607,620.4,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,744.44,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,775.5,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,796.18,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,827.2,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,827.2,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,858.22,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,868.56,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,SS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,868.56,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,909.92,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,963.66,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,PS Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45309,30446607,982.3,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,982.3,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,992.64,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,1013.32,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,1034,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,1034,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,1054.68,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,SS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,1096.04,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,1116.72,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,1158.08,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,1158.08,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,1158.08,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,PS Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45365,30450150,1158.08,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,1261.48,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,1271.82,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,PS Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45309,30446607,1305.2,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45372,30450674,1323.52,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,1333.86,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,PS Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45337,30448362,1339.6,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,1406.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,PS Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45330,30447873,1406.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,PS Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45337,30448362,1406.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,PS Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45365,30450150,1406.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45372,30450674,1447.6,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,1613.04,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,1695.76,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,1695.76,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,2026.64,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,2316.16,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,2316.16,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,2316.16,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,2316.16,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,2316.16,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,2316.16,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,2443.3,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,2564.32,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,2564.32,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,2564.32,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,2605.68,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,2605.68,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,2605.68,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,2605.68,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,2605.68,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,2605.68,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,2605.68,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,2605.68,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,2915.88,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,MC Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45309,30446607,2957.15,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45372,30450674,2977.92,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45372,30450674,3039.96,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,3463.9,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45309,30446607,3474.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,PS Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45309,30446607,3474.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,3474.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45337,30448362,3474.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,3474.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45365,30450150,3474.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,PS Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45372,30450674,3474.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,PS Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45372,30450674,3474.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,MC Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45344,30448676,4600,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,MC Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45344,30448676,4600,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,MC Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45365,30450150,4600,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,MC Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45372,30450674,4600,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,PS Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45365,30450150,5790.4,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,PS Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45365,30450150,5790.4,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,PS Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45365,30450150,5790.4,A&T CARING SERVICES,
Bracknell Forest Council,00MA,,,CCTV at Car Parks,Consultant Fees,45310,6784247,22385,A1 SECURITY PROTECTION LIMITED,
Bracknell Forest Council,00MA,Development Control,Applications - Development Control,Development Management,Publicity & Marketing,45317,6785213,535.72,AAI - ALEXANDER ADVERTISING(INT)LTD,
Bracknell Forest Council,00MA,Development Control,Applications - Development Control,Development Management,Publicity & Marketing,45303,6785201,535.72,AAI - ALEXANDER ADVERTISING(INT)LTD,
Bracknell Forest Council,00MA,Traffic Management & Road Safety,Traffic Management,Traffic Management,Contracted Services,45366,6787006,904.38,AAI - ALEXANDER ADVERTISING(INT)LTD,
Bracknell Forest Council,00MA,Traffic Management & Road Safety,Traffic Management,Traffic Management,Contracted Services,45366,6786771,961.18,AAI - ALEXANDER ADVERTISING(INT)LTD,
Bracknell Forest Council,00MA,Traffic Management & Road Safety,Traffic Management,Traffic Management,Contracted Services,45345,6785493,1237.08,AAI - ALEXANDER ADVERTISING(INT)LTD,
Bracknell Forest Council,00MA,Traffic Management & Road Safety,Traffic Management,Traffic Management,Contracted Services,45373,6787596,1237.08,AAI - ALEXANDER ADVERTISING(INT)LTD,
Bracknell Forest Council,00MA,Traffic Management & Road Safety,Traffic Management,Traffic Management,Contracted Services,45317,6783623,1495.47,AAI - ALEXANDER ADVERTISING(INT)LTD,
Bracknell Forest Council,00MA,Open Spaces,Community Parks & Open Spaces,The Parks - Maintance,R&M - Planned,45355,6786894,687.5,ABA (CONSTRUCTION) LTD T/A ARD PLAYGROUNDS,
Bracknell Forest Council,00MA,Open Spaces,Community Parks & Open Spaces,Play Areas,R&M - Planned,45327,6784332,846,ABA (CONSTRUCTION) LTD T/A ARD PLAYGROUNDS,
Bracknell Forest Council,00MA,Open Spaces,Community Parks & Open Spaces,Jennetts Park Maintenance,R&M - Planned,45321,6783776,1832,ABA (CONSTRUCTION) LTD T/A ARD PLAYGROUNDS,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out,R&M - Reactive,45294,6782331,1942,ABA (CONSTRUCTION) LTD T/A ARD PLAYGROUNDS,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45309,30446605,3409.44,ABBEYFIELD LODGE NURSING HOME,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45337,30448361,3409.44,ABBEYFIELD LODGE NURSING HOME,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45365,30450149,3409.44,ABBEYFIELD LODGE NURSING HOME,
Bracknell Forest Council,00MA,Substance Misuse,Drug misuse in adults,Drug Testing Costs,Equipment - Purchase,45329,6784621,712.42,ABBOTT TOXICOLOGY LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Fleet,Transport Services,Taxi Charges,45322,6783829,3348,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Fleet,Transport Services,Taxi Charges,45378,6787899,3348,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45350,6786714,5698.4,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45322,6784340,6905.7,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45378,6787880,7014.35,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Fleet,Transport Services,Taxi Charges,45378,6787897,7500,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Fleet,Transport Services,Taxi Charges,45322,6783830,7875,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Fleet,Transport Services,Taxi Charges,45350,6785726,11781,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45350,6786714,30135.1,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45378,6787880,36327.65,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45322,6784340,36800.3,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45383,6788138,630,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45294,6782158,640,ABEE CARS LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Fleet,Transport Services,Taxi Charges,45294,6782163,1040,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45327,6784190,1050,ABEE CARS LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Fleet,Transport Services,Taxi Charges,45383,6788363,1120,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45294,6782161,1200,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45294,6782158,1265,ABEE CARS LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Fleet,Transport Services,Taxi Charges,45352,6786116,1280,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45294,6782162,1283.15,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45352,6786214,1333.6,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45294,6782155,1393.7,ABEE CARS LTD,
Bracknell Forest Council,00MA,Secondary Schools,High Needs Budget for Primary Education,Staff Vacancy Factor for E305E,Taxi Charges,45323,6783858,1440,ABEE CARS LTD,
