Body Name,Body,Service Area,Service Division,Responsible Unit,Expenses Type,Date,TransNo,Amount £,Supplier,
Bracknell Forest Council,00MA,Street Cleansing,Street Cleansing,Street Cleaning,Contracted Services,45260,6781797,97644.74,CONTINENTAL LANDSCAPES LTD,
Bracknell Forest Council,00MA,Open Spaces,Street Cleansing,Amenity Maintenance/Landscape,External Grounds Maintenance Costs,45199,6778313,100545.21,CONTINENTAL LANDSCAPES LTD,
Bracknell Forest Council,00MA,Open Spaces,Street Cleansing,Amenity Maintenance/Landscape,External Grounds Maintenance Costs,45230,6778980,100545.21,CONTINENTAL LANDSCAPES LTD,
Bracknell Forest Council,00MA,Open Spaces,Street Cleansing,Amenity Maintenance/Landscape,External Grounds Maintenance Costs,45260,6781797,100545.21,CONTINENTAL LANDSCAPES LTD,
Bracknell Forest Council,00MA,Sexual Health Services,Contraception,East Berkshire GP LARC Payments,Contracted Services,45222,6777905,880,COOKHAM MEDICAL CENTRE,
Bracknell Forest Council,00MA,NHS Health Check Programme,NHS Health Check Programme,East Berkshire GP Health Checks,Contracted Services,45222,6777905,1305,COOKHAM MEDICAL CENTRE,
Bracknell Forest Council,00MA,Central Support Services - COF,Personnel,Human Resources – Occupational Health,Other Fees for Bought-in Services,45196,6776776,800,CORDELL HEALTH LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Personnel,Human Resources – Occupational Health,Other Fees for Bought-in Services,45257,6781044,5273,CORDELL HEALTH LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Personnel,Human Resources – Occupational Health,Other Fees for Bought-in Services,45226,6778341,5895,CORDELL HEALTH LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Personnel,Human Resources – Occupational Health,Other Fees for Bought-in Services,45196,6776776,6807.5,CORDELL HEALTH LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Personnel,Human Resources – Occupational Health,Other Fees for Bought-in Services,45282,6782016,6931.5,CORDELL HEALTH LTD,
Bracknell Forest Council,00MA,Support Services & Management Costs,Training,Training - Social Care,Training Costs,45194,6779574,1600,CORNERSTONE TRAINING AND SUPPORT LTD,
Bracknell Forest Council,00MA,Post 16 Provision,High needs budget fpr post-16 provision,SEN Non LEA Provision Post16,Voluntary Sector Service Providers,45174,6779503,13005.78,CORNFIELDS SCHOOL,
Bracknell Forest Council,00MA,Family Support Services,Targeted Family Support,Assistance Cash in Kind/Care Needs,Contracted Services,45203,6777032,607.44,COUNTY CARE BERKSHIRE,
Bracknell Forest Council,00MA,Family Support Services,Targeted Family Support,Assistance Cash in Kind/Care Needs,Contracted Services,45231,6778471,929.72,COUNTY CARE BERKSHIRE,
Bracknell Forest Council,00MA,Family Support Services,Targeted Family Support,Assistance Cash in Kind/Care Needs,Contracted Services,45259,6780288,1214.88,COUNTY CARE BERKSHIRE,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45170,6779629,3600,COUNTY PRIVATE CLIENT LTD,
Bracknell Forest Council,00MA,Family Support Services,Targeted Family Support,CSC Health Recharges,Contracted Services,45245,6781764,12560.5,COXLEASE SCHOOL PRIORY,
Bracknell Forest Council,00MA,Children Looked After,Residential care,Children's Home Placements,Contracted Services,45245,6781764,13304.08,COXLEASE SCHOOL PRIORY,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45245,6781764,26823.14,COXLEASE SCHOOL PRIORY,
Bracknell Forest Council,00MA,Interest & Investment Income,Interest & Investment Income,Investment Management Fees,Licences,45239,60020818,3480,CREDITSAFE BUSINESS SOLUTIONS LIMITED,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out,Land-Rents Payable,45177,6779255,5670.75,CROWN ESTATE COMMISSIONERS,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out,Car Park Income,45177,6779255,21018.25,CROWN ESTATE COMMISSIONERS,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45190,6778345,525,CROWN LODGE GUEST HOUSE,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45205,6776898,525,CROWN LODGE GUEST HOUSE,
Bracknell Forest Council,00MA,Homelessness,Prevention,Rough Sleeping Project,Other Support to Clients,45170,6778344,595,CROWN LODGE GUEST HOUSE,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45212,6778350,600,CROWN LODGE GUEST HOUSE,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45238,6779311,2940,CROWN WHEELCHAIR TRAVEL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45238,6779311,3740,CROWN WHEELCHAIR TRAVEL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport **CLOSED** (PLEASE USE E725E),Taxi Fares - Home/School Transport,45216,6777605,3780,CROWN WHEELCHAIR TRAVEL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport **CLOSED** (PLEASE USE E725E),Taxi Fares - Home/School Transport,45216,6777605,3960,CROWN WHEELCHAIR TRAVEL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45268,6781371,4840,CROWN WHEELCHAIR TRAVEL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45268,6781371,4890,CROWN WHEELCHAIR TRAVEL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45238,6779311,10659,CROWN WHEELCHAIR TRAVEL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45237,6779312,11143.5,CROWN WHEELCHAIR TRAVEL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport **CLOSED** (PLEASE USE E725E),Taxi Fares - Home/School Transport,45216,6777605,11913,CROWN WHEELCHAIR TRAVEL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport **CLOSED** (PLEASE USE E725E),Taxi Fares - Home/School Transport,45210,6777125,12454.5,CROWN WHEELCHAIR TRAVEL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45268,6781371,13167,CROWN WHEELCHAIR TRAVEL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45267,6781281,14421,CROWN WHEELCHAIR TRAVEL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45237,6779312,29716.5,CROWN WHEELCHAIR TRAVEL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport **CLOSED** (PLEASE USE E725E),Taxi Fares - Home/School Transport,45210,6777125,33767.5,CROWN WHEELCHAIR TRAVEL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45267,6781281,33909,CROWN WHEELCHAIR TRAVEL,
Bracknell Forest Council,00MA,Sexual Health Services,Contraception,East Berkshire GP LARC Payments,Contracted Services,45209,6777650,1496,CROWN WOOD MEDICAL CENTRE,
Bracknell Forest Council,00MA,NHS Health Check Programme,NHS Health Check Programme,East Berkshire GP Health Checks,Contracted Services,45209,6777650,2480,CROWN WOOD MEDICAL CENTRE,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Holding Codes - net nil,Crown Wood Academy,Government Grants,45244,6779172,580,CROWNWOOD ACADEMY,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Holding Codes - net nil,Crown Wood Academy,Government Grants,45244,6779171,828,CROWNWOOD ACADEMY,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Schools Block Centrally Managed,LMS Contingency - centrally managed,Contracted Services,45264,6780496,917.5,CROWNWOOD ACADEMY,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Schools Block Centrally Managed,LMS Contingency - centrally managed,Contracted Services,45203,6776714,917.5,CROWNWOOD ACADEMY,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Schools Block Centrally Managed,LMS Contingency - centrally managed,Contracted Services,45233,6778517,917.5,CROWNWOOD ACADEMY,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Schools Block Centrally Managed,LMS Contingency - centrally managed,Contracted Services,45282,6781828,2385,CROWNWOOD ACADEMY,
Bracknell Forest Council,00MA,Primary Schools,Early Year's Free Entitlement,EY Free Entitlement,Contracted Services,45264,6780496,19247.42,CROWNWOOD ACADEMY,
Bracknell Forest Council,00MA,Primary Schools,Early Year's Free Entitlement,EY Free Entitlement,Contracted Services,45203,6776714,19247.42,CROWNWOOD ACADEMY,
Bracknell Forest Council,00MA,Primary Schools,Early Year's Free Entitlement,EY Free Entitlement,Contracted Services,45233,6778517,19247.42,CROWNWOOD ACADEMY,
Bracknell Forest Council,00MA,Primary Schools,Early Year's Free Entitlement,EY Free Entitlement,Contracted Services,45282,6781828,19247.42,CROWNWOOD ACADEMY,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,Mainstream - Element 3 top up BFC Academy pre 16,Contracted Services,45203,6776714,22725.82,CROWNWOOD ACADEMY,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,Mainstream - Element 3 top up BFC Academy pre 16,Contracted Services,45233,6778517,24306.94,CROWNWOOD ACADEMY,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,Mainstream - Element 3 top up BFC Academy pre 16,Contracted Services,45264,6780496,27150.16,CROWNWOOD ACADEMY,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,Mainstream - Element 3 top up BFC Academy pre 16,Contracted Services,45282,6781828,28763.16,CROWNWOOD ACADEMY,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45232,30442745,3495.44,"CROWTHORNE CARE SURREY, CROWTHORNE CARE EALING & INDEPENDENT SUPPORTED LIVING & DISABILITIES",
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45260,30444250,3495.44,"CROWTHORNE CARE SURREY, CROWTHORNE CARE EALING & INDEPENDENT SUPPORTED LIVING & DISABILITIES",
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,3495.44,"CROWTHORNE CARE SURREY, CROWTHORNE CARE EALING & INDEPENDENT SUPPORTED LIVING & DISABILITIES",
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45288,30445478,3495.44,"CROWTHORNE CARE SURREY, CROWTHORNE CARE EALING & INDEPENDENT SUPPORTED LIVING & DISABILITIES",
Bracknell Forest Council,00MA,Substance Misuse,Drug misuse in adults,SM New Hope Running Costs,Gas,45208,6777176,880,CROWTHORNE HEATING CO.,
Bracknell Forest Council,00MA,Community Safety (Crime Reduction),Community Safety,PCC Funding,Other Fees for Bought-in Services,45264,6780560,4200.94,CROWTHORNE PARISH COUNCIL,
Bracknell Forest Council,00MA,Children Looked After,Other Children Looked After Services,LAC Expenditure,Other Support to Clients,45229,6778082,548,CROWTHORNE VILLAGE PRE-SCHOOL,
Bracknell Forest Council,00MA,Children Looked After,Fostering services,Fostering - Other Costs,Other Support to Clients,45217,6777581,560,CROWTHORNE VILLAGE PRE-SCHOOL,
Bracknell Forest Council,00MA,Children Looked After,Other Children Looked After Services,LAC Expenditure,Other Support to Clients,45230,6778215,630,CROWTHORNE VILLAGE PRE-SCHOOL,
Bracknell Forest Council,00MA,Children Looked After,Other Children Looked After Services,LAC Expenditure,Other Support to Clients,45267,6780729,630,CROWTHORNE VILLAGE PRE-SCHOOL,
Bracknell Forest Council,00MA,Other Welfare Services,Other Welfare Services,Forestcare - Lifeline (Running Costs),Equipment - Purchase,45200,6777937,702,CSL DUALCOM LTD,
Bracknell Forest Council,00MA,Other Welfare Services,Other Welfare Services,Forestcare - Lifeline (Running Costs),Equipment - Purchase,45170,6777936,1489.55,CSL DUALCOM LTD,
Bracknell Forest Council,00MA,Safeguarding Children and Young People's Services,Social Work,Children's Participation,Youth & Community Activities,45258,6780822,649,DA BASE MUSIC CENTRE,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45281,30445342,11007.14,DALEMEAD CARE HOME,
Bracknell Forest Council,00MA,Central Support Services - COB,Policy Unit,Business Change - Leisure - Art & Culture Strategy Development,Consultants Fees,45194,6777972,2100,DALLAS-PIERCE-QUINTERO LTD,
Bracknell Forest Council,00MA,Central Support Services - COB,Policy Unit,Business Change - Leisure - Art & Culture Strategy Development,Consultants Fees,45243,6777974,3513,DALLAS-PIERCE-QUINTERO LTD,
Bracknell Forest Council,00MA,Central Support Services - COB,Policy Unit,Business Change - Leisure - Art & Culture Strategy Development,Consultants Fees,45215,6777975,4725,DALLAS-PIERCE-QUINTERO LTD,
Bracknell Forest Council,00MA,Central Support Services - COB,Policy Unit,Business Change - Leisure - Art & Culture Strategy Development,Consultants Fees,45116,6777973,10275,DALLAS-PIERCE-QUINTERO LTD,
Bracknell Forest Council,00MA,Corporate Management COF,Corporate Management COF,Chief Executive & Support,Consultants Fees,45268,6780875,1668,DAWS HILL CONSULTANCY LTD,
Bracknell Forest Council,00MA,Special Schools,Delegated Secondary Schools Budgets,Garth Hill ASD Unit,Operating Lease Charge,45292,6781984,4828.6,DAYS FLEET,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out - Catering,Cost of Goods Sold,45210,30442021,502.16,DELICIOUS IDEAS FOOD GROUP T/A SWEET IDEAS LTD,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out - Catering,Cost of Goods Sold,45197,30441229,672.96,DELICIOUS IDEAS FOOD GROUP T/A SWEET IDEAS LTD,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out - Catering,Cost of Goods Sold,45208,6777228,743.75,DELICIOUS IDEAS FOOD GROUP T/A SWEET IDEAS LTD,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out - Catering,Cost of Goods Sold,45223,30443199,1180.59,DELICIOUS IDEAS FOOD GROUP T/A SWEET IDEAS LTD,
Bracknell Forest Council,00MA,,,Homeworking Equipment,Other Direct Expenses,45254,6779812,5838.5,DELL CORPORATION LIMITED,
Bracknell Forest Council,00MA,,,Computer Equipment Refresh,Other Direct Expenses,45204,6776839,15720,DELL CORPORATION LIMITED,
Bracknell Forest Council,00MA,,,Computer Equipment Refresh,Other Direct Expenses,45204,6776840,52400,DELL CORPORATION LIMITED,
Bracknell Forest Council,00MA,,,Computer Equipment Refresh,Other Direct Expenses,45204,6776841,52400,DELL CORPORATION LIMITED,
Bracknell Forest Council,00MA,,,Computer Equipment Refresh,Other Direct Expenses,45204,6776842,52400,DELL CORPORATION LIMITED,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,LD Other Care & Support,Other Support to Clients,45169,6779468,641.69,DIAL HOUSE HOTEL LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45017,6778432,720,DIAL HOUSE HOTEL LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Information Technology,Digital Services,Licences,45261,6780816,1750,DIGITAL CONTROL ROOM LIMITED,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,-5188.8,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,-5188.8,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,-1116.32,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,-1116.32,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,-1116.32,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,-1116.32,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,-1116.32,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,-717.61,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,506.74,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,781.61,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,877.05,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,1036.52,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,1986.47,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,2016.64,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,2016.64,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,2027.2,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,2182.88,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,2182.88,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,2182.88,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45211,30441748,2182.88,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45211,30441748,2182.88,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45225,30442360,2182.88,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45225,30442360,2182.88,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,2182.88,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,2182.88,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,2182.88,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,2182.88,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,2182.88,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,2223.68,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45211,30441748,2223.68,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45225,30442360,2730.24,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,2899.96,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45204,30441350,2931.56,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45204,30441350,2988.95,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,3150.34,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45204,30441350,3235.34,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45225,30442360,3235.34,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45239,30443225,3235.34,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45267,30444735,3235.34,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45267,30444735,3235.34,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45267,30444735,3235.36,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45267,30444735,3295.81,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,3310.7,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,3367.16,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,3636.28,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,3636.28,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,3909.69,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45211,30441748,3909.69,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,3909.69,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,3909.69,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,3909.69,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,3927.65,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45211,30441748,3927.65,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45225,30442360,3927.65,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,3927.65,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,3927.65,DIMENSIONS (NSO) LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,4005.61,DIMENSIONS (NSO) LTD,
