Body Name,Body,Service Area,Service Division,Responsible Unit,Expenses Type,Date,TransNo,Amount £,Supplier,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,LD Adults 18-64 Long Term Support - Community:Direct Payments,Direct Payments to Clients,45246,30443543,648.92,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,LD Adults 18-64 Long Term Support - Community:Direct Payments,Direct Payments to Clients,45274,30445033,648.92,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Social Support - Support for Carer,Social Support - Support for Carer,Social Support - Support for Carer,Direct Payments to Clients,45232,30442742,600,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Social Support - Support for Carer,Social Support - Support for Carer,Social Support - Support for Carer,Direct Payments to Clients,45295,30445853,600,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Social Support - Support for Carer,Social Support - Support for Carer,Social Support - Support for Carer,Direct Payments to Clients,45267,30444734,650,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,PS Adults 18-64 Long Term Support - Community:Direct Payments,Direct Payments to Clients,45218,30442070,3575.12,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,PS Adults 18-64 Long Term Support - Community:Direct Payments,Direct Payments to Clients,45246,30443543,3575.12,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,PS Adults 18-64 Long Term Support - Community:Direct Payments,Direct Payments to Clients,45274,30445033,3575.12,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,PS Adults 18-64 Long Term Support - Community:Direct Payments,Direct Payments to Clients,45218,30442070,537.68,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,PS Adults 18-64 Long Term Support - Community:Direct Payments,Direct Payments to Clients,45246,30443543,537.68,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,PS Adults 18-64 Long Term Support - Community:Direct Payments,Direct Payments to Clients,45274,30445033,537.68,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,LD Adults 18-64 Long Term Support - Community:Direct Payments,Direct Payments to Clients,45218,30442070,2599.8,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,LD Adults 18-64 Long Term Support - Community:Direct Payments,Direct Payments to Clients,45246,30443543,2599.8,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,LD Adults 18-64 Long Term Support - Community:Direct Payments,Direct Payments to Clients,45274,30445033,2599.8,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,LD Adults 18-64 Long Term Support - Community:Direct Payments,Direct Payments to Clients,45267,30444734,2636.94,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Social Support - Support for Carer,Social Support - Support for Carer,Social Support - Support for Carer,Direct Payments to Clients,45246,30443543,700,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Social Support - Support for Carer,Social Support - Support for Carer,Social Support - Support for Carer,Direct Payments to Clients,45253,30443895,650,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Direct Payments,PS Older People 65+ Long Term Support - Community:Direct Payments,Direct Payments to Clients,45218,30442070,517,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Direct Payments,PS Older People 65+ Long Term Support - Community:Direct Payments,Direct Payments to Clients,45246,30443543,517,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Direct Payments,PS Older People 65+ Long Term Support - Community:Direct Payments,Direct Payments to Clients,45274,30445033,806.52,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,PS Adults 18-64 Long Term Support - Community:Direct Payments,Direct Payments to Clients,45218,30442070,9066.72,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,PS Adults 18-64 Long Term Support - Community:Direct Payments,Direct Payments to Clients,45246,30443543,9066.72,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,PS Adults 18-64 Long Term Support - Community:Direct Payments,Direct Payments to Clients,45274,30445033,9066.72,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Direct Payments,PS Older People 65+ Long Term Support - Community:Direct Payments,Direct Payments to Clients,45218,30442070,557.52,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Direct Payments,PS Older People 65+ Long Term Support - Community:Direct Payments,Direct Payments to Clients,45246,30443543,557.52,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Direct Payments,PS Older People 65+ Long Term Support - Community:Direct Payments,Direct Payments to Clients,45274,30445033,557.52,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Direct Payments,PS Older People 65+ Long Term Support - Community:Direct Payments,Direct Payments to Clients,45218,30442070,679,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Direct Payments,PS Older People 65+ Long Term Support - Community:Direct Payments,Direct Payments to Clients,45246,30443543,723.8,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Direct Payments,PS Older People 65+ Long Term Support - Community:Direct Payments,Direct Payments to Clients,45274,30445033,723.8,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,Autism Adults 18-64 Long Term Support - Community : Direct Payments,Direct Payments to Clients,45218,30442070,1428.6,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,Autism Adults 18-64 Long Term Support - Community : Direct Payments,Direct Payments to Clients,45246,30443543,1428.6,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Direct Payments,Autism Adults 18-64 Long Term Support - Community : Direct Payments,Direct Payments to Clients,45274,30445033,1428.6,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,NHS Health Check Programme,NHS Health Check Programme,East Berkshire GP Health Checks,Contracted Services,45221,6777904,765,REDWOOD HOUSE SURGERY,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45219,6777962,508.2,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45200,6776967,529.81,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45177,6777064,533.61,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45247,6779947,575.88,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45240,6779940,575.88,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45200,6776968,575.9,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45219,6778168,575.9,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45219,6777968,575.9,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45177,6777068,575.94,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45205,6777786,621.95,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45177,6777069,621.95,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45240,6779636,635.25,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45247,6779943,760.16,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45219,6778173,838.53,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45240,6779933,838.53,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45240,6779100,838.53,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45247,6779951,1013.54,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45254,6780825,1013.54,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45268,6780849,1013.54,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45200,6776970,1118.04,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45184,6777065,1118.04,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45205,6777789,1118.04,REED,
Bracknell Forest Council,00MA,Special Schools & Alternative Provision,Youth Services,Home Tuition,Agency,45219,6777964,1397.55,REED,
Bracknell Forest Council,00MA,Other Education and Community Budget,Service strategy and other education functions,Education Psychology Service,Agency,45149,6777186,1375,REED TALENT SOLUTIONS t/a CONSULTANCY+,
Bracknell Forest Council,00MA,Other Education and Community Budget,Service strategy and other education functions,Education Psychology Service,Agency,45212,6778023,1375,REED TALENT SOLUTIONS t/a CONSULTANCY+,
Bracknell Forest Council,00MA,Other Education and Community Budget,Service strategy and other education functions,Education Psychology Service,Agency,45191,6776962,1375,REED TALENT SOLUTIONS t/a CONSULTANCY+,
Bracknell Forest Council,00MA,Other Education and Community Budget,Service strategy and other education functions,Education Psychology Service,Agency,45275,6781955,1375,REED TALENT SOLUTIONS t/a CONSULTANCY+,
Bracknell Forest Council,00MA,Other Education and Community Budget,Service strategy and other education functions,Education Psychology Service,Agency,45275,6781955,1375,REED TALENT SOLUTIONS t/a CONSULTANCY+,
Bracknell Forest Council,00MA,Other Education and Community Budget,Service strategy and other education functions,Education Psychology Service,Agency,45268,6781537,1375,REED TALENT SOLUTIONS t/a CONSULTANCY+,
Bracknell Forest Council,00MA,Other Education and Community Budget,Service strategy and other education functions,Education Psychology Service,Agency,45219,6780806,2750,REED TALENT SOLUTIONS t/a CONSULTANCY+,
Bracknell Forest Council,00MA,Other Education and Community Budget,Service strategy and other education functions,Education Psychology Service,Agency,45247,6780285,4125,REED TALENT SOLUTIONS t/a CONSULTANCY+,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45267,30444735,757,REEDSFIELD CARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45232,30442745,808.58,REEDSFIELD CARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45288,30445478,1011.84,REEDSFIELD CARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45232,30442745,1032.92,REEDSFIELD CARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45260,30444250,1032.92,REEDSFIELD CARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45260,30444250,1123.82,REEDSFIELD CARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45260,30444250,2360.96,REEDSFIELD CARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45267,30444735,2360.96,REEDSFIELD CARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45267,30444735,2360.96,REEDSFIELD CARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45232,30442745,2740.4,REEDSFIELD CARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45260,30444250,2740.4,REEDSFIELD CARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45288,30445478,2740.4,REEDSFIELD CARE LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,MH Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,1869.44,REHABILITY UK COMMUNITY LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,MH Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45246,30443574,1930.4,REHABILITY UK COMMUNITY LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,MH Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45218,30442072,1991.36,REHABILITY UK COMMUNITY LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,MH Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45218,30442072,3109.24,REHABILITY UK COMMUNITY LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,MH Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45246,30443574,3109.24,REHABILITY UK COMMUNITY LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,MH Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45267,30444735,3109.24,REHABILITY UK COMMUNITY LTD,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out,Cost of Goods Sold,45264,6781352,760.36,REX INTERNATIONAL LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Construction and Property,Time Square Office,R&M - Planned,45225,6778282,950,RIDGE & PARTNERS LLP,
Bracknell Forest Council,00MA,,,Property Review Feasibility,Consultant Fees,45226,6778266,1100,RIDGE & PARTNERS LLP,
Bracknell Forest Council,00MA,,,Property Review Feasibility,Other Direct Expenses,45225,6778258,2100,RIDGE & PARTNERS LLP,
Bracknell Forest Council,00MA,Business Support,Premises Development,Commercial Properties,Other Fees for Bought-in Services,45167,6777668,6500,RIDGE & PARTNERS LLP,
Bracknell Forest Council,00MA,Parking Services,Off Street Parking,Surface Car Parks,R&M - Reactive,45236,6778641,985.25,RINGWAY INFRASTRUCTURE SERVICES LTD,
Bracknell Forest Council,00MA,Parking Services,Off Street Parking,The Avenue Car Park,R&M - Reactive,45259,6780226,1027.59,RINGWAY INFRASTRUCTURE SERVICES LTD,
Bracknell Forest Council,00MA,"Recreation, Sports and Leisure",Indoor Sports & Recreation Facilities,Leisure Sites General,R&M - Reactive,45236,6778640,1896.25,RINGWAY INFRASTRUCTURE SERVICES LTD,
Bracknell Forest Council,00MA,Parking Services,Off Street Parking,Surface Car Parks,R&M - Reactive,45236,6778642,2477.41,RINGWAY INFRASTRUCTURE SERVICES LTD,
Bracknell Forest Council,00MA,"Cemeteries, Crematoria & Mortuary Services",Cemeteries & Crematorium,Easthampstead Park Cemetery & Crematorium,R&M - Reactive,45259,6780229,2551.69,RINGWAY INFRASTRUCTURE SERVICES LTD,
Bracknell Forest Council,00MA,,,Improvements & Capitalised Repairs (Council Wide),Construction - Contract Payments,45236,6778639,4035.35,RINGWAY INFRASTRUCTURE SERVICES LTD,
Bracknell Forest Council,00MA,,,Surface Car Parks Resurfacing,Other Direct Expenses,45236,6778610,90750.07,RINGWAY INFRASTRUCTURE SERVICES LTD,
Bracknell Forest Council,00MA,"Environment, Safety & Routine Maintenance",Routine Repairs (Other Roads),Patching & Minor Repairs - Other Roads,Contracted Services,45243,6779206,398170.71,RINGWAY INFRASTRUCTURE SERVICES LTD,
Bracknell Forest Council,00MA,"Environment, Safety & Routine Maintenance",Routine Repairs (Other Roads),Patching & Minor Repairs - Other Roads,Contracted Services,45259,6780995,894388.72,RINGWAY INFRASTRUCTURE SERVICES LTD,
Bracknell Forest Council,00MA,"Environment, Safety & Routine Maintenance",Routine Repairs (Other Roads),Patching & Minor Repairs - Other Roads,Contracted Services,45198,6777557,1361162.19,RINGWAY INFRASTRUCTURE SERVICES LTD,
Bracknell Forest Council,00MA,Children Looked After,Fostering services,DFE Fostering Recruitment Support Hub,Agency,45232,6778503,12600,ROOCOU CONSULTING LTD,
Bracknell Forest Council,00MA,Children Looked After,Fostering services,DFE Fostering Recruitment Support Hub,Agency,45264,6781074,12600,ROOCOU CONSULTING LTD,
Bracknell Forest Council,00MA,Sexual Health Services,Contraception,East Berkshire GP LARC Payments,Contracted Services,45208,6777900,1144,ROSEMEAD SURGERY,
Bracknell Forest Council,00MA,NHS Health Check Programme,NHS Health Check Programme,East Berkshire GP Health Checks,Contracted Services,45208,6777900,2595,ROSEMEAD SURGERY,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45281,30445342,16896.43,ROWAN LODGE,
Bracknell Forest Council,00MA,Safeguarding Children and Young People's Services,Social Work,Family Group Conferences,Consultants Fees,45213,6777659,503.41,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Safeguarding Children and Young People's Services,Social Work,Family Group Conferences,Consultants Fees,45273,6781356,503.68,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Safeguarding Children and Young People's Services,Social Work,Family Group Conferences,Consultants Fees,45231,6779296,584.06,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Safeguarding Children and Young People's Services,Social Work,Family Group Conferences,Consultants Fees,45229,6778220,633.55,REDACT PERSONAL INFORMATION,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,LD Older People 65+ Long Term Support - Residential,Contracted Services,45225,30442359,7092.2,ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,LD Older People 65+ Long Term Support - Residential,Contracted Services,45253,30443896,7092.2,ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,LD Older People 65+ Long Term Support - Residential,Contracted Services,45281,30445342,7092.2,ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,Mainstream - Element 3 top up non BFC pre 16,RB of Windsor & Maidenhead,45238,6779037,15437.84,ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,
Bracknell Forest Council,00MA,Parking Services,On Street Parking,Decriminalised Parking Enforcement,Fines and Penalties,45251,6781184,508.56,RUNDLES / RUNDLE & CO LTD,
Bracknell Forest Council,00MA,Parking Services,On Street Parking,Decriminalised Parking Enforcement,Fines and Penalties,45258,6781185,644.73,RUNDLES / RUNDLE & CO LTD,
Bracknell Forest Council,00MA,Parking Services,On Street Parking,Decriminalised Parking Enforcement,Fines and Penalties,45237,6779284,1322.29,RUNDLES / RUNDLE & CO LTD,
Bracknell Forest Council,00MA,Parking Services,On Street Parking,Decriminalised Parking Enforcement,Fines and Penalties,45244,6779285,1692.24,RUNDLES / RUNDLE & CO LTD,
Bracknell Forest Council,00MA,Parking Services,On Street Parking,Decriminalised Parking Enforcement,Fines and Penalties,45230,6779283,3663.75,RUNDLES / RUNDLE & CO LTD,
Bracknell Forest Council,00MA,Other Education and Community Budget,Service strategy and other education functions,Sports Development,Learning Resources - Purchase,45204,6776937,852.61,RUNNING IMP INTERNATIONAL,
Bracknell Forest Council,00MA,NHS Health Check Programme,NHS Health Check Programme,East Berkshire GP Health Checks,Contracted Services,45117,6780579,2350,RUNNYMEDE MEDICAL PRACTICE,
Bracknell Forest Council,00MA,Sexual Health Services,Contraception,East Berkshire GP LARC Payments,Contracted Services,45117,6780579,2376,RUNNYMEDE MEDICAL PRACTICE,
Bracknell Forest Council,00MA,Learning Disability (under 65),Asylum Seekers,LC UASC,Contracted Services,45199,6777426,1384.2,RYANCARE FOSTERING,
Bracknell Forest Council,00MA,Learning Disability (under 65),Asylum Seekers,LC UASC,Contracted Services,45260,6781519,1384.2,RYANCARE FOSTERING,
Bracknell Forest Council,00MA,Learning Disability (under 65),Asylum Seekers,LC UASC,Contracted Services,45030,6779216,1430.34,RYANCARE FOSTERING,
Bracknell Forest Council,00MA,Central Support Services - COF,Construction and Property,Corporate Landlord,R&M - Reactive,45239,6779550,1025,S AND S CARPENTRY AND BUILDING LIMITED,
Bracknell Forest Council,00MA,,,Improvements & Capitalised Repairs (Council Wide),Construction - Contract Payments,45237,6778846,1840,S AND S CARPENTRY AND BUILDING LIMITED,
Bracknell Forest Council,00MA,,,Cranborne Primary-MTC,Construction - Contract Payments,45239,6780893,2000,S AND S CARPENTRY AND BUILDING LIMITED,
Bracknell Forest Council,00MA,Central Support Services - COF,Construction and Property,Construction & Maintenance,R&M - Reactive,45237,6778812,5690,S AND S CARPENTRY AND BUILDING LIMITED,
Bracknell Forest Council,00MA,"Cemeteries, Crematoria & Mortuary Services",Cemeteries & Crematorium,Easthampstead Park Cemetery & Crematorium,R&M - Planned,45266,6780839,7150,S AND S CARPENTRY AND BUILDING LIMITED,
Bracknell Forest Council,00MA,,,Improvements & Capitalised Repairs (Council Wide),Construction - Contract Payments,45237,6778815,9860,S AND S CARPENTRY AND BUILDING LIMITED,
Bracknell Forest Council,00MA,,,Depot Project,Other Direct Expenses,45237,6778813,9875,S AND S CARPENTRY AND BUILDING LIMITED,
Bracknell Forest Council,00MA,Central Support Services - COF,Construction and Property,Depot Facilities,Other Fees for Bought-in Services,45260,6780554,642.84,SAFE SITE FACILITIES LTD,
Bracknell Forest Council,00MA,,,Improvements & Capitalised Repairs (Council Wide),Other Direct Expenses,45197,6779042,2400,SAKER CONTROLS LIMITED,
Bracknell Forest Council,00MA,Central Support Services - COF,Construction and Property,Corporate Landlord,R&M - Reactive,45260,6780925,3021.78,SAKER CONTROLS LIMITED,
Bracknell Forest Council,00MA,,,Improvements & Capitalised Repairs (Council Wide),Construction - Contract Payments,45230,6779041,3170,SAKER CONTROLS LIMITED,
Bracknell Forest Council,00MA,Central Support Services - COF,Construction and Property,Corporate Landlord,R&M - Reactive,45260,6780928,4940,SAKER CONTROLS LIMITED,
Bracknell Forest Council,00MA,,,Improvements & Capitalised Repairs (Council Wide),Construction - Contract Payments,45230,6779040,5053.66,SAKER CONTROLS LIMITED,
Bracknell Forest Council,00MA,Central Support Services - COF,Construction and Property,Corporate Landlord,R&M - Reactive,45260,6780927,5940,SAKER CONTROLS LIMITED,
Bracknell Forest Council,00MA,,,Improvements & Capitalised Repairs (Council Wide),Construction - Contract Payments,45189,6778760,11170.72,SAKER CONTROLS LIMITED,
Bracknell Forest Council,00MA,Sure Start Children's Centres,Sure Start Children's Centres Early Years,The Oaks Family Hub,Refuse Collection,45105,6777072,971.55,SANAWAY LTD,
Bracknell Forest Council,00MA,Sure Start Children's Centres,Sure Start Children's Centres Early Years,The Oaks Family Hub,Refuse Collection,45197,6777075,971.55,SANAWAY LTD,
Bracknell Forest Council,00MA,Family Support Services,Short Breaks (Respite) for Disabled Children (CIN),Short Break Caravan,Contracted Services,45170,6778592,2000,SANDHILLS HOLIDAY PARK,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Contracted Services,45120,6779864,1105,SANDHURST COUNSELLING SERVICE,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Contracted Services,45245,6781820,1105,SANDHURST COUNSELLING SERVICE,
Bracknell Forest Council,00MA,Miscellaneous Public Health Services,Miscellaneous Public Health Services,Public Health (Bracknell) Grant,Grants and Donations,45245,6780023,5095,SANDHURST COUNSELLING SERVICE,
Bracknell Forest Council,00MA,Miscellaneous Public Health Services,Miscellaneous Public Health Services,Public Health (Bracknell) Grant,Grants and Donations,45120,6781859,5095,SANDHURST COUNSELLING SERVICE,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Holding Codes - net nil,Sandhurst Academy,Government Grants,45244,6779179,860,SANDHURST SCHOOL ACADEMY,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,Mainstream - Element 3 top up BFC Academy pre 16,Contracted Services,45264,6780507,24547.29,SANDHURST SCHOOL ACADEMY,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,Mainstream - Element 3 top up BFC Academy pre 16,Contracted Services,45233,6778534,25490.69,SANDHURST SCHOOL ACADEMY,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45225,30442359,-3085.72,SANDOWN PARK / HEALTHCARE HOMES GROUP,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45281,30445342,2142.86,SANDOWN PARK / HEALTHCARE HOMES GROUP,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45225,30442359,2700,SANDOWN PARK / HEALTHCARE HOMES GROUP,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45253,30443896,2700,SANDOWN PARK / HEALTHCARE HOMES GROUP,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45281,30445342,2700,SANDOWN PARK / HEALTHCARE HOMES GROUP,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MH Older People 65+ Long Term Support - Nursing,Contracted Services,45225,30442359,3085.71,SANDOWN PARK / HEALTHCARE HOMES GROUP,
Bracknell Forest Council,00MA,Older People (65+),Short Term Support Other,PS Older People 65+ Other Short Term support,Contracted Services,45281,30445342,3571.43,SANDOWN PARK / HEALTHCARE HOMES GROUP,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45225,30442359,3855.68,SANDOWN PARK / HEALTHCARE HOMES GROUP,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45225,30442359,3855.68,SANDOWN PARK / HEALTHCARE HOMES GROUP,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45253,30443896,3855.68,SANDOWN PARK / HEALTHCARE HOMES GROUP,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45253,30443896,3855.68,SANDOWN PARK / HEALTHCARE HOMES GROUP,
