Body Name,Body,Service Area,Service Division,Responsible Unit,Expenses Type,Date,TransNo,Amount £,Supplier,
Bracknell Forest Council,00MA,Parking Services,Off Street Parking,The Avenue Car Park,Banking Charges,45138,6773638,4974.95,3C PAYMENT UK LTD,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45104,6770954,525,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45161,6774158,535,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45131,6772635,535,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45161,6774861,535,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45197,6776367,605,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45169,6775194,765,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45146,6773141,885,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45160,6774114,925,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45152,6774037,925,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45182,6775631,965,A LANGHAM BUILDERS LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,511.83,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Short Term Support Other,PS Adults 18-64 Other Short Term support,Contracted Services,45148,30438749,517,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,PS Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45169,30439567,537.68,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45197,30440872,548.02,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45113,30436881,568.7,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45113,30436881,568.7,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45162,30439364,579.04,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,SS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45162,30439364,579.04,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45190,30440621,579.04,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,589.38,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,589.38,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,PS Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45113,30436881,620.4,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,PS Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45148,30438749,620.4,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,PS Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45162,30439364,620.4,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45197,30440872,620.4,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,PS Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45197,30440872,620.4,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45162,30439364,651.42,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45113,30436881,661.76,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45113,30436881,697.95,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45169,30439567,723.8,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45162,30439364,796.18,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45169,30439567,796.18,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,816.94,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45190,30440621,868.56,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,MC Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45190,30440621,909.92,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45197,30440872,992.64,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,997.81,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45113,30436881,1023.66,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45162,30439364,1034,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45197,30440872,1034,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,1044.34,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,PS Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45162,30439364,1106.38,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,PS Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45113,30436881,1127.06,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45113,30436881,1127.06,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45113,30436881,1147.74,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,PS Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45197,30440872,1147.74,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,PS Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45148,30438749,1158.08,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45162,30439364,1158.08,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45190,30440621,1158.08,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,1168.42,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,PS Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45148,30438749,1189.1,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,1189.1,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45190,30440621,1302.84,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45113,30436881,1390.73,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,PS Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45113,30436881,1406.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,PS Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45148,30438749,1406.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,PS Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45197,30440872,1406.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45162,30439364,1426.92,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45190,30440621,1426.92,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45113,30436881,1437.26,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,1457.94,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,1463.11,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,MC Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45197,30440872,1695.76,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,2093.79,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45113,30436881,2295.48,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45162,30439364,2316.16,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45190,30440621,2316.16,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,2336.84,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,2450.58,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45113,30436881,2564.32,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45113,30436881,2564.32,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,2564.32,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45190,30440621,2564.32,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45197,30440872,2564.32,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45113,30436881,2574.66,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45162,30439364,2605.68,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45190,30440621,2605.68,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45190,30440621,2605.68,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45197,30440872,2605.68,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45169,30439567,2616.02,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45169,30439567,2616.02,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,2626.36,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,2636.7,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,2641.87,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,PS Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45127,30437561,2684.41,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Short Term Support Other,PS Older People 65+ Other Short Term support,Contracted Services,45148,30438749,2833.16,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45197,30440872,2917.08,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45113,30436881,3298.46,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45113,30436881,3443.22,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45190,30440621,3474.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45190,30440621,3474.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,PS Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45197,30440872,3474.24,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,3556.96,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45169,30439567,3567.3,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45113,30436881,3810.29,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45162,30439364,4053.28,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45190,30440621,4053.28,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45148,30438749,4296.27,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,MC Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45113,30436881,4600,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,MC Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45148,30438749,4600,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,MC Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45176,30440053,4600,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,MC Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45190,30440621,4600,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Older People (65+),Short Term Support Other,PS Older People 65+ Other Short Term support,Contracted Services,45162,30439364,5624.96,A&T CARING SERVICES,
Bracknell Forest Council,00MA,Other Education and Community Budget,Service strategy and other education functions,Sports Development,Equipment - Purchase,45110,60020461,965,A1 LOO HIRE LTD,
Bracknell Forest Council,00MA,Parking Services,Off Street Parking,High Street Car Park,R&M - Reactive,45182,6775519,895,A1 SECURITY PROTECTION LIMITED,
Bracknell Forest Council,00MA,Other Education and Community Budget,Adult and Community Learning,Community Learning,Subscriptions,45139,6776659,540,AAETO - HOLEX,
Bracknell Forest Council,00MA,Traffic Management & Road Safety,Traffic Management,Traffic Management,Contracted Services,45184,6775638,545.41,AAI - ALEXANDER ADVERTISING(INT)LTD,
Bracknell Forest Council,00MA,Traffic Management & Road Safety,Traffic Management,Traffic Management,Contracted Services,45163,6774562,650.88,AAI - ALEXANDER ADVERTISING(INT)LTD,
Bracknell Forest Council,00MA,Traffic Management & Road Safety,Traffic Management,Traffic Management,Contracted Services,45142,6773007,1213.42,AAI - ALEXANDER ADVERTISING(INT)LTD,
Bracknell Forest Council,00MA,"Transport Planning, Policy & Strategy","Transport Policy, Planning & Strategy",Rechargeable Street Works,Publicity & Marketing,45135,6772671,2057.22,AAI - ALEXANDER ADVERTISING(INT)LTD,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out,Equipment - R&M,45033,6775818,1675.5,ABA (CONSTRUCTION) LTD T/A ARD PLAYGROUNDS,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45113,30436880,3409.44,ABBEYFIELD LODGE NURSING HOME,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45141,30438403,3409.44,ABBEYFIELD LODGE NURSING HOME,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45169,30439566,3409.44,ABBEYFIELD LODGE NURSING HOME,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45197,30440871,3409.44,ABBEYFIELD LODGE NURSING HOME,
Bracknell Forest Council,00MA,Substance Misuse,Drug misuse in adults,Drug Testing Costs,Equipment - Purchase,45135,6772525,685.25,ABBOTT TOXICOLOGY LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45107,6772250,1860,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45128,6773408,3233.15,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Fleet,Transport Services...CLOSED PLEASE USE CC E721E,Taxi Charges,45198,6776491,3348,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Fleet,Transport Services...CLOSED PLEASE USE CC E721E,Taxi Charges,45188,6775836,4185,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45107,6772250,5487,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45128,6773408,35272.85,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45107,6772250,49421,ABC TRAVEL (WOKINGHAM) LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Fleet,R-Bus....CLOSED PLEASE USE CC E724E,Taxi Charges,45139,6772737,800,ABEE CARS LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Fleet,R-Bus....CLOSED PLEASE USE CC E724E,Taxi Charges,45174,6775164,850,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45133,6773373,1120,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45133,6773372,1355,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45133,6773373,1425,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45133,6773375,1730,ABEE CARS LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Fleet,Transport Services...CLOSED PLEASE USE CC E721E,Taxi Charges,45200,6776514,1737.5,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45133,6773375,1800,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45108,6771370,1900,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45108,6771369,2095,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45108,6771370,2380,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45133,6773373,2470,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45108,6771373,3230,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45133,6773370,3450,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45108,6771371,4000,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45108,6771367,4600,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45133,6773371,4725,ABEE CARS LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45108,6771370,4900,ABEE CARS LTD,
