Transparency Report 23 Dec - 24 Feb,,,,,,,
Payment Date,Vendor Name 2,Cost Centre Code,Cost Centre Description,Subjective Code,Subjective desctiption,Amount,Non Recoverable VAT
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,965.18",0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,615.65",0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£9,300.00",0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£587.89,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£979.82,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,516420,Fairer Charging Income,"-£1,091.86",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,516420,Fairer Charging Income,£850.80,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£3,766.50",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£949.40,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,085.00",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£678.15,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,902.50",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£678.10,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,511.25",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,357.89",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,298.15",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,220.65",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,306.18",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,159.44",0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,172.21",0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,399.43",0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,771.43",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,516420,Fairer Charging Income,-£501.76,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,516420,Fairer Charging Income,-£542.50,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,516420,Fairer Charging Income,-£738.73,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,516420,Fairer Charging Income,-£548.08,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,480.00",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,557.50",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,028.80",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,057.65",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,046.25",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,576.90",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,116.00",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"-£1,904.00",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,383.10",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,495.18",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£914.50,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,848.15",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,712.50",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£678.15,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,479.72",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£620.00,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£685.15,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£910.68,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£542.50,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,340.75",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£678.15,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,160.29",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,026.90",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£678.15,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,878.57",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,104.40",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£949.26,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£979.82,0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,371.75",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£930.84,0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,093.83",0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£542.50,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,247.50",0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£3,565.00",0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,481.11",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£800.20,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,045.14",0
05/01/2024,Prepaid Financial Services,B01112,Mental Health Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£619.11,0
05/01/2024,Prepaid Financial Services,B01112,Mental Health Direct Payments,516420,Fairer Charging Income,-£500.43,0
05/01/2024,Prepaid Financial Services,B01112,Mental Health Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,085.00",0
05/01/2024,Prepaid Financial Services,B01112,Mental Health Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,160.29",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,805.75",0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,543.45",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£3,022.50",0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£992.00,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£953.25,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,395.00",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£678.15,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,898.75",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,085.00",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£612.83,0
05/01/2024,Prepaid Financial Services,B01081,Transitions,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£592.85,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,026.90",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£678.10,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,815.71",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,162.50",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,627.50",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,441.25",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£949.40,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,046.25",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£949.35,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,792.20",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,848.15",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,441.25",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,133.71",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,898.75",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£3,472.00",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£3,507.43",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£783.86,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,516420,Fairer Charging Income,-£877.39,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,516420,Fairer Charging Income,-£938.10,0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£587.89,0
05/01/2024,Prepaid Financial Services,B01081,Transitions,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£980.26,0
05/01/2024,Prepaid Financial Services,B01112,Mental Health Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£732.35,0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,726.79",0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£653.21,0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,361.00",0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£8,896.90",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,612.00",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£800.24,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£800.20,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£949.40,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,983.75",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,028.85",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£3,526.25",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,220.65",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,950.00",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£6,536.25",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,063.11",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£5,557.28",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,286.28",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£868.00,0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,131.25",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£523.10,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,452.57",0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,630.57",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£523.15,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,220.65",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,714.70",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,061.48",0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£807.11,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,736.00",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,151.43",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,241.11",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£604.23,0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,877.71",0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,330.17",0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,793.57",0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£941.65,0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,355.23",0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,116.00",0
05/01/2024,Prepaid Financial Services,B01081,Transitions,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£542.68,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"-£53,739.12",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£3,020.95",0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,913.14",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£941.65,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,860.00",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,232.00",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£523.10,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£658.75,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£685.90,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,441.25",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,983.75",0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£7,396.16",0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,053.75",0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£627.75,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£775.00,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,753.71",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£881.86,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,482.21",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£941.60,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,516420,Fairer Charging Income,-£745.73,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,232.00",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£522.57,0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,831.57",0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£800.15,0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,076.14",0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,186.86",0
05/01/2024,Prepaid Financial Services,B01139,Physical Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,621.71",0
05/01/2024,Prepaid Financial Services,B01081,Transitions,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,434.86",0
05/01/2024,Prepaid Financial Services,B01081,Transitions,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,155.38",0
05/01/2024,Prepaid Financial Services,B01081,Transitions,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,627.50",0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,903.84",0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,031.28",0
05/01/2024,Prepaid Financial Services,B01077,Learning Disability Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£837.00,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,232.00",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,041.31",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£4,913.01",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£620.00,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£3,321.43",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,180.27",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£678.15,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£3,542.86",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,301.75",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£4,176.14",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,220.74",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,848.15",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£868.00,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£851.92,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,331.64",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£678.10,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£604.23,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£654.85,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£3,526.25",0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,£930.84,0
05/01/2024,Prepaid Financial Services,B01043,Elderly Direct Payments,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,028.36",0
