Transparency Report 23 Dec - 24 Feb,,,,,,,
Payment Date,Vendor Name 2,Cost Centre Code,Cost Centre Description,Subjective Code,Subjective desctiption,Amount,Non Recoverable VAT
07/12/2023,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,873.97",0
07/12/2023,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,719.23",0
07/12/2023,17 CARE UK LTD T/A CARE SPECTRUM,B01041,Elderly Supported and Other Accommodation,650090,Housing Management,"£2,263.71",0
07/12/2023,17 CARE UK LTD T/A CARE SPECTRUM,B01138,Physical Disability Supported and Other Accommodation,650090,Housing Management,"£5,757.14",0
07/12/2023,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£1,934.40",0
07/12/2023,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,941.01",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"-£1,029.60",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,266.01",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,488.37",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,873.97",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,941.01",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£5,566.63",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£3,086.76",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,716.44",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£3,086.76",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£3,419.74",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01041,Elderly Supported and Other Accommodation,650090,Housing Management,"£2,263.71",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£3,191.76",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£3,086.76",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,719.23",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,716.44",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,719.23",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£1,934.40",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£3,821.81",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,765.91",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£3,454.29",0
04/01/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01138,Physical Disability Supported and Other Accommodation,650090,Housing Management,"£5,757.14",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,887.61",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£3,199.12",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,327.83",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,688.54",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,887.61",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,887.61",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,751.28",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,445.94",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01041,Elderly Supported and Other Accommodation,650090,Housing Management,"£2,117.66",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,985.84",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,543.80",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,541.19",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,119.82",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£1,809.60",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,541.19",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£3,231.42",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01138,Physical Disability Supported and Other Accommodation,650090,Housing Management,"£5,385.72",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£6,031.80",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,543.80",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£3,575.25",0
07/02/2024,17 CARE UK LTD T/A CARE SPECTRUM,B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,587.46",0
18/12/2023,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£5,145.00",0
18/12/2023,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£3,945.00",0
18/12/2023,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£3,257.15",0
18/12/2023,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£3,942.85",0
18/12/2023,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,071.43",0
18/12/2023,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£3,945.00",0
18/12/2023,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£3,945.00",0
18/12/2023,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,427.15",0
25/01/2024,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,076.50",0
25/01/2024,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,207.14",0
25/01/2024,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,574.71",0
25/01/2024,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,076.50",0
25/01/2024,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,076.50",0
25/01/2024,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,207.14",0
25/01/2024,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£5,316.50",0
25/01/2024,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,074.29",0
26/02/2024,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£5,316.50",0
26/02/2024,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,074.29",0
26/02/2024,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,076.50",0
26/02/2024,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,207.14",0
26/02/2024,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,076.50",0
26/02/2024,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,076.50",0
26/02/2024,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,207.14",0
26/02/2024,1Accord Living LTD,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,574.71",0
07/12/2023,2 Care (Bournemouth),B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,£635.68,0
07/12/2023,2 Care (Bournemouth),B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£3,114.66",0
07/12/2023,2 Care (Bournemouth),B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£1,632.68",0
04/01/2024,2 Care (Bournemouth),B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£3,114.66",0
04/01/2024,2 Care (Bournemouth),B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£1,632.68",0
04/01/2024,2 Care (Bournemouth),B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,£635.68,0
07/02/2024,2 Care (Bournemouth),B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£1,527.35",0
07/02/2024,2 Care (Bournemouth),B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,£594.66,0
07/02/2024,2 Care (Bournemouth),B01111,Mental Health Supported and Other Accommodation,650090,Housing Management,"£2,913.71",0
01/12/2023,2 Da Stage Performing Arts & Childcare Club,B00578,Holiday Activities and Food Programme,650110,Social Community Care Supplies and Services - Children,"£14,502.08",0
11/01/2024,2 Da Stage Performing Arts & Childcare Club,B00578,Holiday Activities and Food Programme,650110,Social Community Care Supplies and Services - Children,"£6,215.18",0
15/12/2023,24/7 Assured Care Services Ltd,B00570,Reablement Care,650100,Social Community Care Supplies and Services - Adult,"£4,443.88",0
15/12/2023,24/7 Assured Care Services Ltd,B01042,Elderly Home Care,650100,Social Community Care Supplies and Services - Adult,"£96,258.75",0
15/12/2023,24/7 Assured Care Services Ltd,B01078,Learning Disability Home Care,650100,Social Community Care Supplies and Services - Adult,"£3,797.13",0
15/12/2023,24/7 Assured Care Services Ltd,B01078,Learning Disability Home Care,650100,Social Community Care Supplies and Services - Adult,"£39,156.62",0
15/12/2023,24/7 Assured Care Services Ltd,B01140,Physical Disability Home Care,650100,Social Community Care Supplies and Services - Adult,"£3,150.00",0
15/12/2023,24/7 Assured Care Services Ltd,B01113,Mental Health Home Care,650100,Social Community Care Supplies and Services - Adult,"£3,010.00",0
15/12/2023,24/7 Assured Care Services Ltd,B01079,Learning Disability Day Care,650100,Social Community Care Supplies and Services - Adult,"£39,490.00",0
11/01/2024,24/7 Assured Care Services Ltd,B01078,Learning Disability Home Care,650100,Social Community Care Supplies and Services - Adult,"£27,037.50",0
11/01/2024,24/7 Assured Care Services Ltd,B01113,Mental Health Home Care,650100,Social Community Care Supplies and Services - Adult,"£4,348.75",0
11/01/2024,24/7 Assured Care Services Ltd,B01140,Physical Disability Home Care,650100,Social Community Care Supplies and Services - Adult,"£3,150.00",0
11/01/2024,24/7 Assured Care Services Ltd,B01042,Elderly Home Care,650100,Social Community Care Supplies and Services - Adult,"£84,966.88",0
11/01/2024,24/7 Assured Care Services Ltd,B00570,Reablement Care,650100,Social Community Care Supplies and Services - Adult,"£12,356.38",0
11/01/2024,24/7 Assured Care Services Ltd,B01079,Learning Disability Day Care,650100,Social Community Care Supplies and Services - Adult,"£39,362.50",0
02/02/2024,24/7 Assured Care Services Ltd,B00571,Home First,650100,Social Community Care Supplies and Services - Adult,"£17,380.00",0
09/02/2024,24/7 Assured Care Services Ltd,B01078,Learning Disability Home Care,650100,Social Community Care Supplies and Services - Adult,"£29,198.75",0
09/02/2024,24/7 Assured Care Services Ltd,B01042,Elderly Home Care,650100,Social Community Care Supplies and Services - Adult,"£84,996.80",0
09/02/2024,24/7 Assured Care Services Ltd,B01140,Physical Disability Home Care,650100,Social Community Care Supplies and Services - Adult,"£3,150.00",0
09/02/2024,24/7 Assured Care Services Ltd,B01113,Mental Health Home Care,650100,Social Community Care Supplies and Services - Adult,"£4,287.50",0
09/02/2024,24/7 Assured Care Services Ltd,B01079,Learning Disability Day Care,650100,Social Community Care Supplies and Services - Adult,"£39,595.00",0
09/02/2024,24/7 Assured Care Services Ltd,B00570,Reablement Care,650100,Social Community Care Supplies and Services - Adult,"£19,314.75",0
12/01/2024,37 Harvist Road Limited,B06215,Community Assets,620210,Financial Services - Rents,"£2,035.28",0
07/12/2023,3A Care (London) Limited,B01035,Elderly Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£4,871.43",0
04/01/2024,3A Care (London) Limited,B01035,Elderly Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£4,871.43",0
07/02/2024,3A Care (London) Limited,B01035,Elderly Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£4,557.14",0
22/12/2023,3x1y Ltd,B00072,Brent Music Service,640230,Arts and Leisure Services,"£1,657.50",0
20/02/2024,3x1y Ltd,B00072,Brent Music Service,640230,Arts and Leisure Services,"£1,001.00",0
20/02/2024,3x1y Ltd,B00072,Brent Music Service,640230,Arts and Leisure Services,"£1,657.50",0
16/02/2024,42 Bedford Row Chambers,B02084,Trading Standards - Brent,640330,Legal Services,"£1,500.00",0
18/12/2023,4Cs Care Ltd,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£3,985.72",0
18/12/2023,4Cs Care Ltd,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£3,749.35",0
18/12/2023,4Cs Care Ltd,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£3,749.35",0
25/01/2024,4Cs Care Ltd,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£3,874.34",0
25/01/2024,4Cs Care Ltd,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£3,874.34",0
25/01/2024,4Cs Care Ltd,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,118.57",0
26/02/2024,4Cs Care Ltd,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£4,118.57",0
26/02/2024,4Cs Care Ltd,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£3,874.34",0
26/02/2024,4Cs Care Ltd,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£3,874.34",0
04/12/2023,5Th Studio,B08128,Major Projects - Staples Corner Masterplan,640240,Consultancy,"£12,282.85",0
22/12/2023,5Th Studio,B08128,Major Projects - Staples Corner Masterplan,640240,Consultancy,"£3,072.00",0
22/12/2023,5Th Studio,B08128,Major Projects - Staples Corner Masterplan,640240,Consultancy,"£5,137.81",0
29/12/2023,5Th Studio,B08128,Major Projects - Staples Corner Masterplan,640240,Consultancy,"£5,741.00",0
01/12/2023,8 Till 3 Eagle Nursery,B07072,Cwd and Cin Supported Places,640670,Grants to Maintained Schools,£600.00,0
19/12/2023,8 Till 3 Eagle Nursery,B02830,Neg 3 and 4 - PVI and Others,650110,Social Community Care Supplies and Services - Children,£562.50,0
11/01/2024,8 Till 3 Eagle Nursery,B00284,Neg 2,650090,Housing Management,"£5,979.60",0
15/01/2024,8 Till 3 Eagle Nursery,B02830,Neg 3 and 4 - PVI and Others,640590,Early Years - Place Funding,"£35,475.00",0
29/01/2024,8 Till 3 Eagle Nursery,B00284,Neg 2,650090,Housing Management,"£2,989.80",0
31/01/2024,8 Till 3 Eagle Nursery,B02830,Neg 3 and 4 - PVI and Others,650110,Social Community Care Supplies and Services - Children,"£11,400.00",0
02/02/2024,8 Till 3 Eagle Nursery,B07072,Cwd and Cin Supported Places,640670,Grants to Maintained Schools,"£1,320.00",0
02/02/2024,8 Till 3 Eagle Nursery,B07072,Cwd and Cin Supported Places,640670,Grants to Maintained Schools,"£1,320.00",0
02/02/2024,8 Till 3 Eagle Nursery,B07072,Cwd and Cin Supported Places,640670,Grants to Maintained Schools,£825.00,0
08/12/2023,A 4 All Appliances,B06338,TA Property Management,640020,Cleaning and Janitorial,£549.00,0
18/01/2024,A 4 All Appliances,B06204,NAIL Property Management,640020,Cleaning and Janitorial,£749.00,0
18/01/2024,A 4 All Appliances,B06204,NAIL Property Management,640020,Cleaning and Janitorial,£749.00,0
22/12/2023,A Kotak Associates Limited,B06078,TA - Brent Direct Leasing,620210,Financial Services - Rents,"£1,849.99",0
29/01/2024,A Kotak Associates Limited,B06078,TA - Brent Direct Leasing,620210,Financial Services - Rents,"£1,849.99",0
18/12/2023,A Perfect Start,B00284,Neg 2,650090,Housing Management,"£2,446.20",0
19/12/2023,A Perfect Start,B02830,Neg 3 and 4 - PVI and Others,650110,Social Community Care Supplies and Services - Children,£514.80,0
11/01/2024,A Perfect Start,B00284,Neg 2,650090,Housing Management,"£5,979.60",0
15/01/2024,A Perfect Start,B02830,Neg 3 and 4 - PVI and Others,640590,Early Years - Place Funding,"£31,711.68",0
23/01/2024,A Perfect Start,B07072,Cwd and Cin Supported Places,640670,Grants to Maintained Schools,£825.00,0
29/01/2024,A Perfect Start,B02830,Neg 3 and 4 - PVI and Others,650110,Social Community Care Supplies and Services - Children,"£8,871.72",0
29/01/2024,A Perfect Start,B00284,Neg 2,650090,Housing Management,"£1,494.90",0
08/12/2023,A T Bone & Sons Limited,C80012,Phase 3 Permanent Primary - Capital,111940,Sports and Playground Equipment and Maintenance - Capital,"£9,372.52",0
18/12/2023,A Wilderness Way Group Limited,B00196,Residential Care Childrens Homes,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£63,630.00",0
18/12/2023,A Wilderness Way Group Limited,B00196,Residential Care Childrens Homes,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£4,242.00",0
25/01/2024,A Wilderness Way Group Limited,B00196,Residential Care Childrens Homes,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£65,751.00",0
25/01/2024,A Wilderness Way Group Limited,B00196,Residential Care Childrens Homes,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"-£2,558.70",0
26/02/2024,A Wilderness Way Group Limited,B00196,Residential Care Childrens Homes,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£55,146.00",0
04/01/2024,A.T and S SERVICES LTD,B01260,CYP Centralised Training,640320,Human Resources,£500.00,0
18/12/2023,A2Care Limited,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£3,214.28",0
25/01/2024,A2Care Limited,B00202,Care Leavers Expenses - Semi Independent Care,650090,Housing Management,"£2,357.14",0
07/02/2024,Abbey Healthcare (Aaron court) Ltd,B01030,Elderly Nursing Care,650090,Housing Management,"-£2,040.16",0
07/02/2024,Abbey Healthcare (Aaron court) Ltd,B01030,Elderly Nursing Care,650090,Housing Management,-£973.00,0
07/02/2024,Abbey Healthcare (Aaron court) Ltd,B01030,Elderly Nursing Care,650090,Housing Management,"£19,084.59",0
18/12/2023,Abbey Nursery School Ltd,B00284,Neg 2,650090,Housing Management,"£5,843.70",0
19/12/2023,Abbey Nursery School Ltd,B02830,Neg 3 and 4 - PVI and Others,650110,Social Community Care Supplies and Services - Children,£692.40,0
15/01/2024,Abbey Nursery School Ltd,B02830,Neg 3 and 4 - PVI and Others,640590,Early Years - Place Funding,"£35,035.44",0
15/01/2024,Abbey Nursery School Ltd,B00284,Neg 2,650090,Housing Management,"£22,722.48",0
29/01/2024,Abbey Nursery School Ltd,B00284,Neg 2,650090,Housing Management,"£4,185.72",0
31/01/2024,Abbey Nursery School Ltd,B02830,Neg 3 and 4 - PVI and Others,650110,Social Community Care Supplies and Services - Children,"£10,662.96",0
07/12/2023,Abbeyfield London Polish Society,B01041,Elderly Supported and Other Accommodation,650090,Housing Management,"£1,644.51",0
04/01/2024,Abbeyfield London Polish Society,B01041,Elderly Supported and Other Accommodation,650090,Housing Management,"£1,644.51",0
07/02/2024,Abbeyfield London Polish Society,B01041,Elderly Supported and Other Accommodation,650090,Housing Management,"£1,538.40",0
07/12/2023,Abbotsford Residential Care Home LTD,B01035,Elderly Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£5,535.71",0
07/12/2023,Abbotsford Residential Care Home LTD,B01137,Physical Disability Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£4,291.29",0
07/12/2023,Abbotsford Residential Care Home LTD,B01035,Elderly Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£4,931.43",0
07/12/2023,Abbotsford Residential Care Home LTD,B01137,Physical Disability Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£5,757.14",0
07/12/2023,Abbotsford Residential Care Home LTD,B01035,Elderly Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£3,321.43",0
07/12/2023,Abbotsford Residential Care Home LTD,B01035,Elderly Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£4,207.14",0
04/01/2024,Abbotsford Residential Care Home LTD,B01110,Mental Health Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£1,500.00",0
04/01/2024,Abbotsford Residential Care Home LTD,B01035,Elderly Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£5,535.71",0
04/01/2024,Abbotsford Residential Care Home LTD,B01035,Elderly Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£9,285.71",0
04/01/2024,Abbotsford Residential Care Home LTD,B01137,Physical Disability Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£4,291.29",0
04/01/2024,Abbotsford Residential Care Home LTD,B01035,Elderly Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£4,207.14",0
04/01/2024,Abbotsford Residential Care Home LTD,B01035,Elderly Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£4,871.43",0
04/01/2024,Abbotsford Residential Care Home LTD,B01137,Physical Disability Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£5,757.14",0
04/01/2024,Abbotsford Residential Care Home LTD,B01035,Elderly Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£13,071.43",0
04/01/2024,Abbotsford Residential Care Home LTD,B01035,Elderly Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"-£9,750.00",0
07/02/2024,Abbotsford Residential Care Home LTD,B01035,Elderly Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£4,557.14",0
