Payment Date, Description ,Gross Amount, Supplier Name 
 14-Sep-23,Payments to Other Police Authorities,"£25,381.70",GMCA (PCC for Greater Manchester)
 14-Sep-23,Payments to Local Authorities,"£25,254.18",Scottish Police Authority
 14-Sep-23,Payments to Other Police Authorities,"£25,155.49",West Yorkshire Combined Authority (WYCA)
 14-Sep-23,Payment for Services,"£25,000.00",Police and Crime Commissioner for Humberside
 28-Sep-23,Miscellaneous Expenses,"£24,969.04",Redacted
 21-Sep-23,S/W Licences,"£23,835.73",Oracle Corporation Uk Ltd
 14-Sep-23,Miscellaneous Contributions,"£23,823.00",PCC for Dorset
 28-Sep-23,Services & Legal Expenses,"£23,499.00",Ariel Trust
 07-Sep-23,Capital Asset Clearing A/C Plant & Equipment,"£22,855.35",Switchshop Ltd
 21-Sep-23,Forensic Fees - General,"£22,694.89",Redacted
 07-Sep-23,Mobile Data Costs,"£22,448.54",EE Ltd (Airtime)
 28-Sep-23,Payment for Services,"£21,882.00",PCC For Devon & Cornwall
 28-Sep-23,Payment for Services,"£21,882.00",PCC For Devon & Cornwall
 28-Sep-23,Payment for Services,"£21,882.00",PCC For Devon & Cornwall
 28-Sep-23,Services & Legal Expenses,"£21,666.00",The RCP Regent's Park Limited
 28-Sep-23,Training Course Fees,"£20,534.40",College of Policing Limited
 14-Sep-23,Payments to Other Police Authorities,"£20,532.00",PS Administration Ltd (T/A XPS Administration)
 28-Sep-23,Rates,"£20,331.00",Liverpool City Council1
 14-Sep-23,S/W Licences,"£20,054.40",Pitney Bowes Ltd (machines/consumables/maintenance)
 28-Sep-23,Building Reactive Maintenance,"£20,013.25",Graham Asset Management Ltd
 21-Sep-23,Payment for Services,"£20,000.00",PSS (UK)
 28-Sep-23,Payment for Services,"£20,000.00",Positive Pathways North West CIC
 07-Sep-23,Miscellaneous Contributions,"£19,991.00",Police & Crime Commissioner For Cambridgeshire
 07-Sep-23,Medical Fees,"£19,094.40",OH Medical Recruitment Ltd
 21-Sep-23,Kennelling External Dogs,"£18,809.76",Redacted
06-Sep-23, Direct Transport Costs ,"£17,707.53", Allstar 
20-Sep-23, Direct Transport Costs ,"£17,374.04", Allstar 
27-Sep-23, Direct Transport Costs ,"£17,365.61", Allstar 
 07-Sep-23,Comp. Consumeables,"£17,238.88",Redacted
 07-Sep-23,Comp. Operations,"£17,133.40",WPC Software Ltd
 28-Sep-23,Services & Legal Expenses,"£17,058.76",Merseyside Fire & Rescue Authority
 28-Sep-23,Forensic Fees - General,"£17,049.79",Redacted
18-Sep-23, Services and Legal Expenses ,"£16,966.00", HM Courts & Tribunals Service 
 21-Sep-23,Uniform and Clothing,"£16,588.80",Yaffy Protective Clothing (Part of Mi Hub Ltd)
 14-Sep-23,Data Network,"£16,417.12",Siemens Plc (Building Technologies)
 21-Sep-23,Payments to Other Police Authorities,"£16,136.63",Police and Crime Commissioner For Cumbria
 21-Sep-23,Forensic Fees - General,"£15,980.71",Redacted
13-Sep-23, Direct Transport Costs ,"£15,925.98", Allstar 
 07-Sep-23,Services & Legal Expenses,"£15,604.72",Merseyside Fire & Rescue Authority
 21-Sep-23,Services & Legal Expenses,"£15,412.75",Positive Futures North Liverpool Limited
 28-Sep-23,Employers Liability & TP,"£15,253.20",Redacted
 21-Sep-23,Forensic Fees - General,"£15,228.39",Redacted
 07-Sep-23,Consultants Fees,"£15,180.00",HKS IT Consultants Ltd
 21-Sep-23,Payments to Other Police Authorities,"£15,089.47",West Mercia Police & Crime Commissioner
 28-Sep-23,Payments to Other Police Authorities,"£14,883.78",Police and Crime Commissioner For Cheshire
 07-Sep-23,S/W Licences,"£14,763.00",UKAS
 07-Sep-23,Water & Sewerage Rates,"£14,404.97",Water Plus Limited
 07-Sep-23,Building Reactive Maintenance,"£13,391.64",Graham Asset Management Ltd
 07-Sep-23,Outsourced Contractors,"£13,351.30",Redacted
 07-Sep-23,Building Reactive Maintenance,"£13,289.36",Graham Asset Management Ltd
 27-Sep-23,Firearms,"£13,141.00",Redacted
 07-Sep-23,Forensic Fees - General,"£13,038.17",Redacted
 07-Sep-23,Forensic Fees - General,"£12,985.20",Redacted
 07-Sep-23,S/W Licences,"£12,959.70",UKAS
 28-Sep-23,Diesel,"£12,837.74",Standard Fuel Oils Limited
 28-Sep-23,Miscellaneous Expenses,"£12,810.04",Agiito Ltd
 28-Sep-23,Rates,"£12,698.00",Liverpool City Council1
 07-Sep-23,Data Network,"£12,666.97",EE Ltd (Airtime)
 07-Sep-23,Mobile Data Costs,"£12,627.49",EE Ltd (Airtime)
 14-Sep-23,Payment for Services,"£12,600.00",Birkenhead Park Football Club
 21-Sep-23,Service Charges,"£12,600.00",Merseyside Fire & Rescue Authority
 07-Sep-23,Vehicle Costs,"£12,598.03",Rybrook Cars Ltd ( Chester)
 21-Sep-23,Services & Legal Expenses,"£12,595.19",Bruntwood Estates Limited
 21-Sep-23,Forensic Fees - General,"£12,573.00",Redacted
 21-Sep-23,Training Course Fees,"£12,552.00",QA Limited (Remarc)
 07-Sep-23,Payment for Services,"£12,540.00",Walton Youth & Community Project (North Liverpool Award Centre)
 07-Sep-23,Rates,"£12,083.00",St Helens MBC
 07-Sep-23,Comp. Operations,"£11,988.00",Redacted
 14-Sep-23,Technical Equipment,"£11,981.89",Regton Ltd
 14-Sep-23,Firearms,"£11,970.00",Redacted
 07-Sep-23,Diesel,"£11,855.39",Standard Fuel Oils Limited
 07-Sep-23,Diesel,"£11,790.72",Standard Fuel Oils Limited
 07-Sep-23,Comp. Operations,"£11,748.41",Avoira Limited
 14-Sep-23,Diesel,"£11,732.16",Standard Fuel Oils Limited
 07-Sep-23,Payment for Services,"£11,520.00",BT Global Services Solutions
 21-Sep-23,Capital Asset Clearing A/c Intangibles,"£11,520.00",Softcat Plc
 14-Sep-23,Services & Legal Expenses,"£11,334.10",Healthy Stadia CIC
 21-Sep-23,Capital Asset Clearing A/c Building,"£11,288.40",Mace Limited
 28-Sep-23,Removal of Police Vehicles,"£11,185.20",Automobile Association Developments Limited
 21-Sep-23,Payment for Services,"£11,166.00",Police and Crime Commissioner For Lancashire
28-Sep-23,Rates,"£11,162.00",Warrington Borough Council
 28-Sep-23,Diesel,"£11,141.95",Standard Fuel Oils Limited
 21-Sep-23,Payments to Other Police Authorities,"£10,901.06",Police and Crime Commissioner For Cheshire
 07-Sep-23,Mobile Data Costs,"£10,839.36",EE Ltd (Airtime)
 07-Sep-23,Consultants Fees,"£10,800.00",Solus Management Limited
 14-Sep-23,Capital Asset Clearing A/c Intangibles,"£10,800.00",Softcat Plc
 07-Sep-23,Telecommunications,"£10,632.00",BT Global Services Solutions
 14-Sep-23,Capital Asset Clearing A/C Plant & Equipment,"£10,629.00",Switchshop Ltd
 21-Sep-23,Forensic Fees - General,"£10,257.72",Redacted
 28-Sep-23,Legal Expenses - Civil Litigation,"£10,250.00",Redacted
 14-Sep-23,Capital Asset Clearing A/c Vehicles,"£10,194.00",Car and Commercial Solutions Ltd
 07-Sep-23,Forensic Fees - General,"£10,124.40",Redacted
 07-Sep-23,Engineering Insurance,"£10,073.88",Arthur J Gallagher Insurance Brokers Ltd
 14-Sep-23,Mechanical Reactive Maintenance,"£10,047.48",BAM FM Ltd
 14-Sep-23,Brokerage Fees,"£9,972.60",Tradition UK Ltd
 14-Sep-23,Legal Expenses - Discipline,"£9,944.50",Redacted
 07-Sep-23,Equipment Purchases,"£9,881.92",Tuskerdirect Limited
 07-Sep-23,Forensic Fees - General,"£9,777.83",Redacted
 14-Sep-23,S/W Licences,"£9,679.23",Softcat Plc
 21-Sep-23,Services & Legal Expenses,"£9,646.50",Liverpool City Council (YOS Cycle Project)
18-Sep-23, Services and Legal Expenses ,"£9,492.00", HM Courts & Tribunals Service 
 07-Sep-23,Uniform and Clothing,"£9,163.20",John Roberts Associates Ltd
 28-Sep-23,Rates,"£9,062.00",Liverpool City Council1
 07-Sep-23,Airside Liability,"£9,010.00",Arthur J Gallagher Insurance Brokers Ltd
 14-Sep-23,S/W Licences,"£8,952.00",Pitney Bowes Ltd (machines/consumables/maintenance)
 14-Sep-23,Forensic Fees - General,"£8,894.16",Redacted
 28-Sep-23,Rates,"£8,806.00",Liverpool City Council1
 14-Sep-23,S/W Licences,"£8,741.70",UKAS
 14-Sep-23,Mechanical Reactive Maintenance,"£8,698.85",BAM FM Ltd
 28-Sep-23,Building Reactive Maintenance,"£8,601.91",Graham Asset Management Ltd
 28-Sep-23,Payment for Services,"£8,584.80",Redacted
 07-Sep-23,Medical Specialist,"£8,538.65",Duradiamond Healthcare Ltd
 06-Sep-23,Payment for Services,"£8,508.96",Biotage AB
 27-Sep-23,Forensic Fees - General,"£8,508.96",Redacted
 28-Sep-23,Legal Expenses - Civil Litigation,"£8,500.00",Redacted
 28-Sep-23,Legal Expenses - Civil Litigation,"£8,474.40",Redacted
 21-Sep-23,Comp. Operations,"£8,469.79",Virgin Media Business (80352128)
 14-Sep-23,Consultants Fees,"£8,364.04",Mace Limited
 21-Sep-23,Vehicle Costs,"£8,348.79",A P Fleet Services Ltd
 14-Sep-23,Payments to Other Police Authorities,"£8,340.00",Police and Crime Commissioner For Lancashire
 28-Sep-23,Rates,"£8,294.00",Wirral MBC
 28-Sep-23,Waste Disposal,"£8,234.46",Redacted
 27-Sep-23,Miscellaneous Expenses,"£8,229.09",Redacted
 21-Sep-23,Training Course Fees,"£8,121.96",College of Policing Limited
 14-Sep-23,Forensic Fees - General,"£7,975.44",Redacted
 28-Sep-23,Building Reactive Maintenance,"£7,970.40",Graham Asset Management Ltd
 07-Sep-23,Support Staff-Temporary Staff Wages,"£7,904.46",Michael Page International Recruitment Limited
 14-Sep-23,Electrical Reactive Maintenance,"£7,759.39",BAM FM Ltd
 21-Sep-23,Vehicle Costs,"£7,745.40",DTec International Ltd
 28-Sep-23,Rates,"£7,680.00",Wirral MBC
 21-Sep-23,Training Course Fees,"£7,675.50",College of Policing Limited
 21-Sep-23,Service Charges,"£7,666.56",BAM FM Ltd
 14-Sep-23,Technical Equipment,"£7,603.08",Redacted
 14-Sep-23,Vehicle Costs,"£7,561.37",PJ Automotive Ltd
 21-Sep-23,Diesel,"£7,460.09",Standard Fuel Oils Limited
 21-Sep-23,Diesel,"£7,404.90",Standard Fuel Oils Limited
 28-Sep-23,Fuel Pump Repairs,"£7,380.00",Timeplan Ltd
 14-Sep-23,Diesel,"£7,370.72",Standard Fuel Oils Limited
 07-Sep-23,Employers Liability & TP,"£7,368.48",Arthur J Gallagher Insurance Brokers Ltd
 07-Sep-23,Diesel,"£7,357.20",Standard Fuel Oils Limited
 07-Sep-23,H/W Purchases,"£7,338.00",Motorola Ltd
 14-Sep-23,Diesel,"£7,334.06",Standard Fuel Oils Limited
 28-Sep-23,Rates,"£7,270.00",Wirral MBC
 07-Sep-23,Data Network,"£7,215.70",EE Ltd (Airtime)
 07-Sep-23,Data Network,"£7,215.70",EE Ltd (Airtime)
 14-Sep-23,Data Network,"£7,215.70",EE Ltd (Airtime)
 28-Sep-23,Diesel,"£7,187.40",Standard Fuel Oils Limited
 14-Sep-23,Photo & Tech Projects,"£7,176.00",IS Consultancy T/A IS Group
 07-Sep-23,Rates,"£7,168.00",St Helens MBC
 14-Sep-23,Removal of Police Vehicles,"£7,076.40",Automobile Association Developments Limited
 21-Sep-23,H/W Purchases,"£7,044.17",SCC Specialist Computer Centres PLC
 14-Sep-23,H/W Purchases,"£6,995.88",Dell Corporation Limited
 28-Sep-23,Support Staff Recruitment Advertisements,"£6,806.16",H9 Technical Recruitment Limited
 07-Sep-23,Kennelling External Dogs,"£6,800.40",Redacted
 21-Sep-23,Capital Asset Clearing A/C Plant & Equipment,"£6,781.20",Oligen Communications Ltd
 07-Sep-23,Airside Liability,"£6,776.00",Arthur J Gallagher Insurance Brokers Ltd
 28-Sep-23,Capital Asset Clearing A/c Vehicles,"£6,716.40",Car and Commercial Solutions Ltd
 14-Sep-23,Fuel Pump Repairs,"£6,540.00",Timeplan Ltd
 28-Sep-23,Payment for Services,"£6,530.00",Mode Training Ltd
 28-Sep-23,Payment for Services,"£6,514.80",PS Administration Ltd (T/A XPS Administration)
 21-Sep-23,Payment for Services,"£6,420.00",Shadow Point Solutions Limited
 07-Sep-23,Rates,"£6,400.00",Sefton MBC (Rates Account) 93226667
 28-Sep-23,Legal Expenses - Other,"£6,292.76",Redacted
 21-Sep-23,Forensic Fees - General,"£6,251.78",Redacted
 14-Sep-23,Payments to Other Police Authorities,"£6,173.75",West Yorkshire Combined Authority (WYCA)
 28-Sep-23,Outsourced Contractors,"£6,167.38",Wirral MBC
 21-Sep-23,Payments to Local Authorities,"£6,120.83",Scottish Police Authority
 07-Sep-23,Services & Legal Expenses,"£6,116.38",Liverpool City Council (YOS Cycle Project)
 21-Sep-23,Forensic Fees - General,"£6,108.96",Redacted
 07-Sep-23,Comp. Consumeables,"£6,048.00",Redacted
 28-Sep-23,Services & Legal Expenses,"£6,000.00",Toxteth El8te CIC
 21-Sep-23,Vehicle Costs,"£5,998.80",The Oil Lab Ltd
 21-Sep-23,Miscellaneous Contributions,"£5,914.80",Warrington and Halton Teaching Hospitals NHS
 14-Sep-23,Payment for Services,"£5,882.40",Boing Rapid Secure Ltd
21-Sep-23,Forensic Fees - General,"£5,881.92",Redacted
 07-Sep-23,Forensic Fees - General,"£5,848.92",Redacted
 28-Sep-23,Firearms,"£5,814.00",Redacted
 21-Sep-23,District Audit Fee,"£5,656.61",Grant Thornton UK LLP
 21-Sep-23,Training Course Fees,"£5,597.50",College of Policing Limited
 07-Sep-23,Service Charges,"£5,591.76",BAM FM Ltd
 28-Sep-23,Rates,"£5,530.00",Liverpool City Council1
 21-Sep-23,Furniture Purchases,"£5,520.00",Flexiform Business Furniture Limited
 28-Sep-23,Payment for Services,"£5,469.60",SSS Public Safety Limited
 21-Sep-23,Capital Asset Clearing A/C Plant & Equipment,"£5,315.50",Siemens Plc (Building Technologies)
 21-Sep-23,Vehicle Costs,"£5,280.77",The ATACC Group Ltd
 28-Sep-23,Rates,"£5,222.00",Liverpool City Council1
 07-Sep-23,Stable Requirements,"£5,181.50",CG Services Cheshire Limited t/a Barnyard Pet & Equestrian Supplies
 21-Sep-23,Capital Asset Clearing A/c Intangibles,"£5,100.00",Bluestar Software Ltd
 20-Sep-23,Training Course Fees,"£5,100.00",Elliptic Enterprises Limited
 14-Sep-23,Electrical Reactive Maintenance,"£5,010.72",BAM FM Ltd
 07-Sep-23,Services & Legal Expenses,"£5,000.00",Little Foot Team Building Ltd
 07-Sep-23,Services & Legal Expenses,"£5,000.00",Liverpool FC Foundation
 28-Sep-23,Payment for Services,"£5,000.00",Golden Gloves And Golden Yoga CIC
 28-Sep-23,Services & Legal Expenses,"£5,000.00",Make Dovecot Clean Again
 28-Sep-23,Services & Legal Expenses,"£5,000.00",Autism Initiatives (UK)
 28-Sep-23,Services & Legal Expenses,"£5,000.00",Act for Action Community Interest Company
 28-Sep-23,Legal Expenses - Civil Litigation,"£5,000.00",Redacted
 14-Sep-23,Building Reactive Maintenance,"£4,993.99",Graham Asset Management Ltd
07-Sep-23,Rates,"£4,992.00",Sefton MBC (Rates Account) 93226667
 21-Sep-23,Brokerage Fees,"£4,986.30",BGC Brokerage Receivable CSM
 14-Sep-23,Forensic Fees - General,"£4,950.00",Redacted
 21-Sep-23,Rates,"£4,941.00",Knowsley MBC
 21-Sep-23,S/W Licences,"£4,822.76",Oracle Corporation Uk Ltd
 28-Sep-23,Promotional Advertising,"£4,819.34",St Helens MBC
 21-Sep-23,S/W Licences,"£4,813.63",Oracle Corporation Uk Ltd
 07-Sep-23,Payment for Services,"£4,800.00",Redacted
 07-Sep-23,Service Charges,"£4,776.00",City Transport & Storage Ltd
 14-Sep-23,Payment for Services,"£4,776.00",Wilsons Development & Construction Ltd
 28-Sep-23,Vehicle Costs,"£4,771.13",PJ Automotive Ltd
 28-Sep-23,Service Charges,"£4,738.80",Redacted
 07-Sep-23,Miscellaneous Contributions,"£4,714.09",PCC For Leicestershire
 21-Sep-23,Postages,"£4,700.12",Royal Mail Group Limited t/a Royal Mail
 28-Sep-23,Rates,"£4,685.00",Wirral MBC
 14-Sep-23,H/W Purchases,"£4,677.10",Reveal Media Ltd
 21-Sep-23,H/W Purchases,"£4,663.92",Dell Corporation Limited
 21-Sep-23,Training Course Fees,"£4,650.00",Redacted
 14-Sep-23,Capital Asset Clearing A/C Plant & Equipment,"£4,635.60",SSS Public Safety Limited
 07-Sep-23,S/W Licences,"£4,581.30",UKAS
 21-Sep-23,S/W Licences,"£4,573.15",Oracle Corporation Uk Ltd
 07-Sep-23,Training Course Fees,"£4,560.00",NEC Software Solutions UK Limited
 14-Sep-23,H/W Purchases,"£4,554.00",CBC Computer Systems Ltd
07-Sep-23,Rates,"£4,509.00",Sefton MBC (Rates Account) 93226667
11-Sep-23, Public Transport and Allowance ,"£4,500.00", MerseyTravel 
 21-Sep-23,Postages,"£4,460.23",Royal Mail Group Limited t/a Royal Mail
 21-Sep-23,Capital Asset Clearing A/C Plant & Equipment,"£4,450.80",Oligen Communications Ltd
 14-Sep-23,Diesel,"£4,443.08",Standard Fuel Oils Limited
 28-Sep-23,Rates,"£4,419.00",Liverpool City Council1
21-Sep-23,Furniture Purchases,"£4,416.00",Flexiform Business Furniture Limited
 07-Sep-23,Diesel,"£4,415.80",Standard Fuel Oils Limited
 14-Sep-23,Postages,"£4,392.43",Royal Mail Group Limited t/a Royal Mail
 07-Sep-23,Refreshments,"£4,385.49",Alpine Water Coolers Ltd
 21-Sep-23,Postages,"£4,372.94",Royal Mail Group Limited t/a Royal Mail
 07-Sep-23,Service Charges,"£4,370.12",BAM FM Ltd
 28-Sep-23,Training Course Fees,"£4,366.00",College of Policing Limited
 14-Sep-23,Postages,"£4,353.30",Royal Mail Group Limited t/a Royal Mail
 21-Sep-23,Payment for Services,"£4,320.00",Abbott Toxicology Ltd
 28-Sep-23,Rates,"£4,316.00",Liverpool City Council1
 28-Sep-23,Capital Asset Clearing A/C Plant & Equipment,"£4,272.00",Redacted
 21-Sep-23,Equipment for prisoners,"£4,260.00",Charles Fellows Supplies Ltd
 07-Sep-23,Electricity General Tariffs,"£4,252.57",Leep Electricity Services Ltd
 14-Sep-23,Services & Legal Expenses,"£4,242.66",KYM Knowsley Youth Mutual
14-Sep-23,Training Course Fees,"£4,230.00",College of Policing Limited
 21-Sep-23,Rates,"£4,224.00",Knowsley MBC
 14-Sep-23,Uniform and Clothing,"£4,200.00",Contact Left Ltd T/A C L Distribution
 14-Sep-23,Brokerage Fees,"£4,178.08",Tradition UK Ltd
 21-Sep-23,Uniform and Clothing,"£4,145.64",Cooneen At Work Limited
 21-Sep-23,Uniform and Clothing,"£4,134.12",Yaffy Protective Clothing (Part of Mi Hub Ltd)
 21-Sep-23,S/W Licences,"£4,104.05",Oracle Corporation Uk Ltd
 21-Sep-23,Payment for Services,"£4,044.00",Boing Rapid Secure Ltd
 14-Sep-23,Payment for Services,"£4,033.32",Boing Rapid Secure Ltd
 21-Sep-23,Postages,"£4,030.67",Royal Mail Group Limited t/a Royal Mail
 21-Sep-23,Payment for Services,"£4,000.00",Redacted
 28-Sep-23,Legal Expenses - Civil Litigation,"£4,000.00",Redacted
 14-Sep-23,Consultants Fees,"£3,988.80",Redacted
 14-Sep-23,Building Customer Spend,"£3,982.10",Graham Asset Management Ltd
 28-Sep-23,Capital Asset Clearing A/c Building,"£3,978.00",Flexiform Business Furniture Limited
 28-Sep-23,Postages,"£3,913.51",Royal Mail Group Limited t/a Royal Mail
 07-Sep-23,Rates,"£3,890.00",Sefton MBC (Rates Account) 93226667
 21-Sep-23,Furniture Purchases,"£3,864.00",Flexiform Business Furniture Limited
 14-Sep-23,Miscellaneous Contributions,"£3,857.76",Adele Carr Recruitment Limited
 28-Sep-23,WIP - Purchase of Land & Buildings,"£3,834.73",Oracle Corporation Uk Ltd
 07-Sep-23,Consumables,"£3,834.00",Standard Fuel Oils Limited
 21-Sep-23,Vehicle Costs,"£3,831.77",A P Fleet Services Ltd
 07-Sep-23,Technical Equipment,"£3,817.80",Redacted
 14-Sep-23,Brokerage Fees,"£3,794.52",BGC Brokerage Receivable CSM
 21-Sep-23,Technical Equipment,"£3,774.00",Redacted
 14-Sep-23,Payment for Services,"£3,756.60",UKAS
 21-Sep-23,Rates,"£3,686.00",Knowsley MBC
 21-Sep-23,Uniform and Clothing,"£3,676.80",Redacted
 14-Sep-23,WIP - Computers,"£3,600.00",Modality Systems Limited
 28-Sep-23,Forensic Fees - General,"£3,600.00",Redacted
 21-Sep-23,Pathologists Fees,"£3,598.79",Redacted
 21-Sep-23,Pathologists Fees,"£3,598.79",Redacted
 07-Sep-23,Payment for Services,"£3,528.00",Redacted
 07-Sep-23,Forensic Fees - General,"£3,523.20",Redacted
 14-Sep-23,Forensic Fees - General,"£3,504.00",Redacted
 21-Sep-23,Forensic Fees - General,"£3,471.60",Redacted
 21-Sep-23,Uniform and Clothing,"£3,456.00",Yaffy Protective Clothing (Part of Mi Hub Ltd)
 21-Sep-23,Service Charges,"£3,432.00",City Transport & Storage Ltd
 28-Sep-23,Uniform and Clothing,"£3,418.08",Cooneen Defence Limited
 28-Sep-23,Equipment for prisoners,"£3,408.00",Charles Fellows Supplies Ltd
 14-Sep-23,Training Course Fees,"£3,399.00",College of Policing Limited
 14-Sep-23,Diesel,"£3,389.12",Standard Fuel Oils Limited
 14-Sep-23,Training Course Fees,"£3,336.54",College of Policing Limited
 14-Sep-23,Forensic Fees - General,"£3,333.00",Redacted
 21-Sep-23,Furniture Purchases,"£3,312.00",Flexiform Business Furniture Limited
 21-Sep-23,Furniture Purchases,"£3,312.00",Flexiform Business Furniture Limited
 07-Sep-23,Uniform and Clothing,"£3,305.95",Michael Lupton Associates Limited
