Payment Date, Description ,Gross Amount, Supplier Name 
16-Nov-23, Training Course Fees ,"£63,092.40",SevernSoft Limited t/a Essential Computing
16-Nov-23, S/W Licences ,"£63,000.00",Redacted
23-Nov-23, Capital Asset Clearing A/C Plant & Equipment ,"£62,678.40",Dell Corporation Limited
30-Nov-23, Water & Sewerage Rates ,"£61,617.18",Water Plus Limited
23-Nov-23, Forensic Fees - Specialist ,"£59,250.00",Redacted
02-Nov-23, Payments to Other Police Authorities ,"£58,945.68",Police and Crime Commissioner For Cheshire
16-Nov-23, Services & Legal Expenses ,"£57,500.00",SJS Legal Limited t/a SJS Legal
23-Nov-23, Capital Asset Clearing A/C Plant & Equipment ,"£56,839.20",Dell Corporation Limited
23-Nov-23, Capital Asset Clearing A/C Plant & Equipment ,"£56,839.20",Dell Corporation Limited
23-Nov-23, Capital Asset Clearing A/C Plant & Equipment ,"£56,839.20",Dell Corporation Limited
02-Nov-23, Rates ,"£53,248.00",Liverpool City Council
16-Nov-23, Removal of Police Vehicles ,"£51,229.60",Automobile Association Developments Limited
30-Nov-23, Building Reactive Maintenance ,"£50,322.86",Graham Asset Management Ltd
02-Nov-23, Payments to Other Police Authorities ,"£50,072.57",West Midlands Police
16-Nov-23, Removal of Police Vehicles ,"£48,101.80",Automobile Association Developments Limited
30-Nov-23, Payments to Other Police Authorities ,"£47,721.19",Police and Crime Commissioner For Cheshire
16-Nov-23, Uniform and Clothing ,"£47,448.24",Wm Sugden & Sons Ltd
02-Nov-23, Payments to Other Police Authorities ,"£47,366.62",Police and Crime Commissioner For Cheshire
16-Nov-23, Payment for Services ,"£46,041.60",Redacted
02-Nov-23, Consultants Fees ,"£42,840.00",Institute for Educational & Social Equity Limited
02-Nov-23, Rates ,"£42,496.00",Liverpool City Council
02-Nov-23, Rates ,"£38,912.00",Liverpool City Council
16-Nov-23, Interpreters Fees ,"£37,930.23",Language Line TI Limited
23-Nov-23, Payments to Other Police Authorities ,"£37,780.47",Police and Crime Commissioner For Cumbria
23-Nov-23, Comp. Operations ,"£37,672.42",Softcat Plc
23-Nov-23, Comp. Operations ,"£35,154.12",Softcat Plc
30-Nov-23, Miscellaneous Contributions ,"£35,000.00",St Helens MBC
30-Nov-23, Insurance Brokerage Fees ,"£33,915.00",Liverpool University Hospitals NHS Foundation Trust (MIAA)
30-Nov-23, Miscellaneous Expenses ,"£33,778.46",Redacted
07-Nov-23, Rents ,"£31,500.00",Weightmans Solicitors
08-Nov-23, Rents ,"£31,500.00",Alder Hey Sdlt
16-Nov-23, Interpreters Fees ,"£30,771.00",Language Line TI Limited
16-Nov-23, Capital Asset Clearing A/C Plant & Equipment ,"£27,975.54",David Horn Communications Limited
16-Nov-23, Capital Asset Clearing A/C Plant & Equipment ,"£27,336.00",CBC Computer Systems Ltd
02-Nov-23, S/W Licences ,"£26,846.40",CDW Limited
02-Nov-23, Forensic Fees - Specialist ,"£25,256.88",Redacted
09-Nov-23, Support Staff-Temporary Staff Wages ,"£25,080.00",Reed Specialist Recruitment/Talent Solutions Ltd
09-Nov-23, Services & Legal Expenses ,"£25,000.00",Merseyside Youth Association Ltd
16-Nov-23, Training Course Fees ,"£24,120.00",Ai Training Services Ltd
16-Nov-23, Services & Legal Expenses ,"£24,000.00",Redacted
23-Nov-23, Training Course Fees ,"£24,000.00",CIPFA Business Limited
16-Nov-23, Capital Asset Clearing A/C Plant & Equipment ,"£23,508.00",Inazone Ltd
23-Nov-23, Uniform and Clothing ,"£23,349.74",Cooneen At Work Limited
30-Nov-23, Call Out and Service Costs ,"£22,982.76",ATS Euromaster Limited
16-Nov-23, Mobile Data Costs ,"£22,337.71",EE Ltd (Airtime)
02-Nov-23, Payment for Services ,"£22,240.87",Causeway Charitable Services
16-Nov-23, Mobile Data Costs ,"£21,936.39",EE Ltd (Airtime)
16-Nov-23, Mobile Data Costs ,"£21,858.39",EE Ltd (Airtime)
16-Nov-23, Mobile Data Costs ,"£21,847.17",EE Ltd (Airtime)
02-Nov-23, Forensic Fees - Specialist ,"£21,765.22",Redacted
16-Nov-23, Miscellaneous Contributions ,"£21,000.00",Wirral MBC
02-Nov-23, Services & Legal Expenses ,"£20,507.11",Merseyside Youth Association Ltd
02-Nov-23, Rates ,"£20,331.00",Liverpool City Council
15-Nov-23, Direct Transport Costs ,"£20,284.80",Allstar
16-Nov-23, Payments to Other Police Authorities ,"£19,885.51",Police and Crime Commissioner For Cheshire
23-Nov-23, Medical Equipment ,"£19,519.48",Cohort Software Ltd
30-Nov-23, Payments to Other Police Authorities ,"£19,269.95",Police & Crime Commissioner for North Wales
30-Nov-23, Capital Asset Clearing A/c Vehicles ,"£19,236.58",Toyota (GB) PLC
30-Nov-23, Capital Asset Clearing A/c Vehicles ,"£19,236.58",Toyota (GB) PLC
30-Nov-23, Capital Asset Clearing A/c Vehicles ,"£19,236.58",Toyota (GB) PLC
30-Nov-23, Capital Asset Clearing A/c Vehicles ,"£19,236.58",Toyota (GB) PLC
30-Nov-23, Capital Asset Clearing A/c Vehicles ,"£19,236.58",Toyota (GB) PLC
30-Nov-23, Capital Asset Clearing A/c Vehicles ,"£19,236.58",Toyota (GB) PLC
01-Nov-23, Direct Transport Costs ,"£19,226.75",Allstar
23-Nov-23, Kennelling External Dogs ,"£19,167.36",Redacted
29-Nov-23, Direct Transport Costs ,"£18,775.48",Allstar
23-Nov-23, Brokerage Fees ,"£18,500.00",Gallagher Bassett (Imprest)
22-Nov-23, Direct Transport Costs ,"£18,326.85",Allstar
16-Nov-23, Payments to Other Police Authorities ,"£18,137.99",Police and Crime Commissioner For Cheshire
23-Nov-23, Consultants Fees ,"£17,726.38",Cabinet Office
23-Nov-23, Capital Asset Clearing A/c Intangibles ,"£17,707.51",Vodafone Limited (Secure Sector)
08-Nov-23, Services & Legal Expenses ,"£17,561.06",Allstar
16-Nov-23, Services & Legal Expenses ,"£17,519.56",National Probation Service
23-Nov-23, Services & Legal Expenses ,"£17,519.56",HM Prison Service HQ
16-Nov-23, Services & Legal Expenses ,"£17,217.96",Merseyside Fire & Rescue Authority
23-Nov-23, Electrical Reactive Maintenance ,"£17,165.36",BAM FM Ltd
02-Nov-23, Forensic Fees - Specialist ,"£16,745.52",Redacted
16-Nov-23, Services & Legal Expenses ,"£16,467.00",Liverpool FC Foundation
30-Nov-23, Forensic Fees - Specialist ,"£16,193.10",Redacted
09-Nov-23, Kennelling External Dogs ,"£16,126.08",Redacted
16-Nov-23, Miscellaneous Expenses ,"£16,115.12",Agiito Ltd
16-Nov-23, Forensic Fees - Specialist ,"£15,593.16",Redacted
23-Nov-23, Services & Legal Expenses ,"£15,412.75",Positive Futures North Liverpool Limited
09-Nov-23, Consultants Fees ,"£15,180.00",HKS IT Consultants Ltd
09-Nov-23, Uniform and Clothing ,"£15,160.42",Cooneen Protection Ltd
16-Nov-23, Building Reactive Maintenance ,"£15,102.72",Dortech Maintenance Limited
02-Nov-23, Services & Legal Expenses ,"£15,000.00",Liverpool City Council
02-Nov-23, Forensic Fees - Specialist ,"£14,539.80",Redacted
30-Nov-23, Employers Liability & TP ,"£14,435.37",Zurich Municipal Management Services
30-Nov-23, Forensic Fees - Specialist ,"£14,308.80",Redacted
23-Nov-23, Training Course Fees ,"£14,170.45",Centre Island Development Company 1997 Ltd t/a Crowne Plaza Liverpool City Centre
16-Nov-23, Mobile Data Costs ,"£14,089.17",EE Ltd (Airtime)
23-Nov-23, Services & Legal Expenses ,"£14,051.92",Liverpool City Council (YOS Cycle Project)
16-Nov-23, Mobile Data Costs ,"£13,933.05",EE Ltd (Airtime)
23-Nov-23, Network Operating Systems ,"£13,920.00",NCC Group Security Services Limited
23-Nov-23, Uniform and Clothing ,"£13,800.00",John Roberts Associates Ltd
16-Nov-23, Diesel ,"£13,642.76",Standard Fuel Oils Limited
02-Nov-23, Diesel ,"£13,514.04",Standard Fuel Oils Limited
23-Nov-23, Diesel ,"£13,376.88",Standard Fuel Oils Limited
23-Nov-23, Support Staff-Temporary Staff Wages ,"£13,333.02",Red Snapper Recruitment Limited
30-Nov-23, Postages ,"£13,155.32",Pitney Bowes Purchase Power/PrePay (postages)
16-Nov-23, Vehicle Police Equipment ,"£13,080.00",Redacted
16-Nov-23, Mobile Data Costs ,"£13,078.47",EE Ltd (Airtime)
16-Nov-23, Forensic Fees - Specialist ,"£13,013.88",Redacted
16-Nov-23, Vehicle Costs ,"£12,811.57",PJ Automotive Ltd
02-Nov-23, Rates ,"£12,698.00",Liverpool City Council
09-Nov-23, Training Course Fees ,"£12,672.00",The ATACC Group Ltd
16-Nov-23, Outsourced Contractors ,"£12,600.00",Snow Solutions Ltd
16-Nov-23, Removal of Police Vehicles ,"£12,453.60",Automobile Association Developments Limited
16-Nov-23, Rates ,"£12,083.00",St Helens MBC
09-Nov-23, Vehicle Costs ,"£12,017.40",BMC Mechanical LTD
16-Nov-23, Payment for Services ,"£11,712.00",Experian Limited
02-Nov-23, Services & Legal Expenses ,"£11,609.40",Weightmans LLP
23-Nov-23, Consultants Fees ,"£11,340.00",Solus Management Limited
16-Nov-23, Services & Legal Expenses ,"£11,334.10",Healthy Stadia CIC
16-Nov-23, Forensic Fees - Specialist ,"£11,313.72",Redacted
02-Nov-23, Vehicle Costs ,"£11,193.71",A P Fleet Services Ltd
30-Nov-23, Rates ,"£11,162.00",Warrington Borough Council
30-Nov-23, Vehicle Costs ,"£11,113.21",PJ Automotive Ltd
30-Nov-23, Diesel ,"£11,039.96",Standard Fuel Oils Limited
16-Nov-23, Comp. Consumeables ,"£10,770.00",CBC Computer Systems Ltd
02-Nov-23, Equipment Purchases ,"£10,656.80",Halfords Ltd
09-Nov-23, Consultants Fees ,"£10,581.86",Mace Limited
23-Nov-23, Diesel ,"£10,404.24",Standard Fuel Oils Limited
30-Nov-23, Diesel ,"£10,337.04",Standard Fuel Oils Limited
23-Nov-23, Forensic Fees - Specialist ,"£10,329.00",Redacted
23-Nov-23, Service Charges ,"£10,260.79",BAM FM Ltd
23-Nov-23, Service Charges ,"£10,260.79",BAM FM Ltd
02-Nov-23, Services & Legal Expenses ,"£10,117.80",Weightmans LLP
02-Nov-23, Vehicle Costs ,"£10,095.86",PJ Automotive Ltd
23-Nov-23, Consultants Fees ,"£9,983.29",Mace Limited
30-Nov-23, Capital Asset Clearing A/c Vehicles ,"£9,977.18",Jack Hodson Limited
30-Nov-23, Forensic Fees - Specialist ,"£9,844.16",Redacted
23-Nov-23, Waste Disposal ,"£9,732.66",Bagnall and Morris (Waste Services) Ltd t/a B&M Waste Services
23-Nov-23, Services & Legal Expenses ,"£9,646.50",Liverpool City Council (YOS Cycle Project)
30-Nov-23, Capital Asset Clearing A/C Plant & Equipment ,"£9,564.00",Cedar Audio Ltd
09-Nov-23, Medical Specialist ,"£9,498.65",Duradiamond Healthcare Ltd
16-Nov-23, Comp. Consumeables ,"£9,494.40",Redacted
23-Nov-23, Medical Specialist ,"£9,392.51",Duradiamond Healthcare Ltd
09-Nov-23, Uniform and Clothing ,"£9,271.80",ilasco Ltd (Keela International Ltd)
09-Nov-23, Payment for Services ,"£9,269.64",Hays Specialist Recruitment Ltd
22-Nov-23, S/W Licences ,"£9,257.04",SIA Data Visualization Software Lab t/a ZoomCharts
09-Nov-23, Diesel ,"£9,145.44",Standard Fuel Oils Limited
02-Nov-23, Diesel ,"£9,079.90",Standard Fuel Oils Limited
02-Nov-23, Services & Legal Expenses ,"£9,075.00",Redacted
02-Nov-23, Rates ,"£9,062.00",Liverpool City Council
30-Nov-23, Travel Costs ,"£9,060.00",Pertemps Professional Development Ltd
23-Nov-23, Services & Legal Expenses ,"£9,000.00",Redacted
02-Nov-23, Catering Service ,"£8,997.60",Tiffin Sandwiches Ltd
16-Nov-23, Forensic Fees - Specialist ,"£8,956.20",Redacted
09-Nov-23, Breathalyzers ,"£8,934.30",Redacted
30-Nov-23, Removal of Police Vehicles ,"£8,858.40",Automobile Association Developments Limited
30-Nov-23, Rates ,"£8,838.00",Liverpool City Council
16-Nov-23, Services & Legal Expenses ,"£8,814.00",HM Courts & Tribunals Service
02-Nov-23, Rates ,"£8,806.00",Liverpool City Council
02-Nov-23, Capital Asset Clearing A/C Plant & Equipment ,"£8,716.31",J.G. Eckersall
02-Nov-23, Locksmith Reactive Maintenance ,"£8,716.31",J.G. Eckersall
23-Nov-23, Forensic Fees - Specialist ,"£8,709.39",Redacted
23-Nov-23, Vehicle Repairs ,"£8,694.00",A P Fleet Services Ltd
30-Nov-23, Building Reactive Maintenance ,"£8,664.34",Graham Asset Management Ltd
23-Nov-23, Electrical Reactive Maintenance ,"£8,642.30",BAM FM Ltd
30-Nov-23, Forensic Fees - Specialist ,"£8,640.00",Redacted
30-Nov-23, Forensic Fees - Specialist ,"£8,640.00",Redacted
02-Nov-23, Vehicle Costs ,"£8,615.23",Johnsons Toyota Liverpool
30-Nov-23, Catering Service ,"£8,404.20",Tiffin Sandwiches Ltd
02-Nov-23, Support Staff-Temporary Staff Wages ,"£8,401.80",Reed Specialist Recruitment/Talent Solutions Ltd
16-Nov-23, Payment for Services ,"£8,400.00",Organisation Development Limited
16-Nov-23, Capital Asset Clearing A/C Plant & Equipment ,"£8,398.27",Flexiform Business Furniture Limited
16-Nov-23, Diesel ,"£8,342.14",Standard Fuel Oils Limited
02-Nov-23, Rates ,"£8,294.00",Wirral MBC
16-Nov-23, Forensic Fees - Specialist ,"£8,246.04",Redacted
16-Nov-23, Capital Asset Clearing A/c Building ,"£8,223.60",Mace Limited
16-Nov-23, Forensic Fees - Specialist ,"£8,205.12",Redacted
23-Nov-23, H/W Purchases ,"£8,111.83",Switchshop Ltd
30-Nov-23, Payment for Services ,"£8,000.00",The Open University
30-Nov-23, Payments to Local Authorities ,"£7,937.03",Experian Limited
23-Nov-23, Diesel ,"£7,850.75",Standard Fuel Oils Limited
16-Nov-23, Capital Asset Clearing A/C Plant & Equipment ,"£7,800.00",Dell Corporation Limited
23-Nov-23, Cleaning and Domestic Supplies ,"£7,779.98",Orbis Property Protection Ltd
02-Nov-23, Rates ,"£7,680.00",Wirral MBC
23-Nov-23, Consultants Fees ,"£7,628.40",Mace Limited
09-Nov-23, Uniform and Clothing ,"£7,560.00",John Roberts Associates Ltd
30-Nov-23, Employers Liability & TP ,"£7,484.40",Gallagher Bassett International Ltd
16-Nov-23, Technical Equipment ,"£7,483.20",Redacted
23-Nov-23, Diesel ,"£7,433.09",Standard Fuel Oils Limited
23-Nov-23, Diesel ,"£7,431.60",Standard Fuel Oils Limited
02-Nov-23, Forensic Fees - Specialist ,"£7,298.64",Redacted
02-Nov-23, Rates ,"£7,270.00",Wirral MBC
16-Nov-23, Rates ,"£7,168.00",St Helens MBC
02-Nov-23, Diesel ,"£7,163.93",Standard Fuel Oils Limited
16-Nov-23, Equipment for prisoners ,"£7,156.80",Charles Fellows Supplies Ltd
23-Nov-23, Vehicle Costs ,"£7,129.05",R2U Limited (Accident Repair Centre)
16-Nov-23, Service Charges ,"£7,037.64",Boing Rapid Secure Ltd
23-Nov-23, Services & Legal Expenses ,"£7,021.20",National Probation Service
16-Nov-23, Vehicle Repairs ,"£6,896.88",Halliwell Jones Ltd
16-Nov-23, Services & Legal Expenses ,"£6,780.00",HM Courts & Tribunals Service
30-Nov-23, Technical Equipment ,"£6,775.64",Redacted
30-Nov-23, Forensic Fees - Specialist ,"£6,569.64",Redacted
16-Nov-23, Forensic Fees - Specialist ,"£6,527.66",Redacted
16-Nov-23, Capital Asset Clearing A/C Plant & Equipment ,"£6,507.12",Flexiform Business Furniture Limited
09-Nov-23, Services & Legal Expenses ,"£6,500.00",Satchell Moran Solicitors Limited
16-Nov-23, Technical Equipment ,"£6,498.00",Redacted
23-Nov-23, S/W Licences ,"£6,480.00",Black Rainbow Consulting Limited
23-Nov-23, General Subscriptions ,"£6,462.00",Symetri Limited
16-Nov-23, Outsourced Contractors ,"£6,429.24",Wirral MBC
09-Nov-23, Services & Legal Expenses ,"£6,417.60",Weightmans LLP
16-Nov-23, Rates ,"£6,400.00",Sefton MBC (Rates Account)
30-Nov-23, Electricity General Tariffs ,"£6,396.33",Leep Electricity Services Ltd
16-Nov-23, Forensic Fees - Specialist ,"£6,298.38",Redacted
09-Nov-23, Support Staff-Temporary Staff Wages ,"£6,270.00",Reed Specialist Recruitment/Talent Solutions Ltd
09-Nov-23, Support Staff-Temporary Staff Wages ,"£6,270.00",Reed Specialist Recruitment/Talent Solutions Ltd
09-Nov-23, Consultants Fees ,"£6,250.00",Mission In The Economy
09-Nov-23, Consultants Fees ,"£6,250.00",Mission In The Economy
23-Nov-23, Support Staff-Temporary Staff Wages ,"£6,180.37",Red Snapper Recruitment Limited
23-Nov-23, Payments to Local Authorities ,"£6,120.83",Scottish Police Authority
02-Nov-23, Uniform and Clothing ,"£6,090.05",Try & Lilly Ltd
30-Nov-23, Stable Requirements ,"£6,009.60",Redacted
02-Nov-23, Services & Legal Expenses ,"£6,000.00",Redacted
16-Nov-23, Services & Legal Expenses ,"£6,000.00",Redacted
30-Nov-23, Building Reactive Maintenance ,"£5,988.60",Graham Asset Management Ltd
23-Nov-23, Support Staff-Temporary Staff Wages ,"£5,940.80",Red Snapper Recruitment Limited
02-Nov-23, Services & Legal Expenses ,"£5,940.00",Weightmans LLP
02-Nov-23, Payment for Services ,"£5,940.00",Abbott Toxicology Ltd
23-Nov-23, Forensic Fees - Specialist ,"£5,801.54",Redacted
23-Nov-23, Capital Asset Clearing A/c Intangibles ,"£5,760.00",Bluestar Software Ltd
23-Nov-23, Diesel ,"£5,700.04",Standard Fuel Oils Limited
30-Nov-23, Uniforms ,"£5,674.73",Ravenhead Services Limited
30-Nov-23, Postages ,"£5,661.60",Royal Mail Group Limited t/a Royal Mail
23-Nov-23, Postages ,"£5,618.03",Royal Mail Group Limited t/a Royal Mail
23-Nov-23, Vehicle Costs ,"£5,594.48",A P Fleet Services Ltd
23-Nov-23, Service Charges ,"£5,591.76",BAM FM Ltd
16-Nov-23, Vehicle Repairs ,"£5,560.46",Halliwell Jones Ltd
02-Nov-23, Rates ,"£5,530.00",Liverpool City Council
02-Nov-23, Payment for Services ,"£5,500.00","Unity Community Association, Liverpool"
30-Nov-23, Services & Legal Expenses ,"£5,500.00",James Murray Solicitors (Client A/C - Damages)
30-Nov-23, Uniforms ,"£5,496.69",Ravenhead Services Limited
16-Nov-23, Technical Equipment ,"£5,478.00",Redacted
23-Nov-23, Postages ,"£5,460.54",Royal Mail Group Limited t/a Royal Mail
02-Nov-23, Horticultural Maintenance ,"£5,456.10",Countrywide Grounds Maintenance Ltd
23-Nov-23, Horticultural Maintenance ,"£5,456.10",Countrywide Grounds Maintenance Ltd
02-Nov-23, Services & Legal Expenses ,"£5,445.00",Redacted
01-Nov-23, Services & Legal Expenses ,"£5,439.03",Commercial Card
23-Nov-23, Purchase of Police Dogs ,"£5,425.45",The Retired Police Dog Benevolent Fund for Merseyside
30-Nov-23, Uniforms ,"£5,412.18",Ravenhead Services Limited
02-Nov-23, Payment for Services ,"£5,400.00",Abbott Toxicology Ltd
16-Nov-23, Capital Asset Clearing A/C Plant & Equipment ,"£5,400.00",Dell Corporation Limited
30-Nov-23, Forensic Fees - Specialist ,"£5,362.12",Redacted
16-Nov-23, Vehicle Police Equipment ,"£5,237.40",Redacted
02-Nov-23, Rates ,"£5,222.00",Liverpool City Council
23-Nov-23, Postages ,"£5,185.48",Royal Mail Group Limited t/a Royal Mail
02-Nov-23, Electrical Reactive Maintenance ,"£5,141.40",BAM FM Ltd
09-Nov-23, Forensic Fees - Specialist ,"£5,136.98",Redacted
23-Nov-23, Postages ,"£5,131.00",Royal Mail Group Limited t/a Royal Mail
16-Nov-23, Training Course Fees ,"£5,088.60",Reax Limited
02-Nov-23, Uniform and Clothing ,"£5,052.00",Yaffy Protective Clothing (Part of Mi Hub Ltd)
23-Nov-23, Capital Asset Clearing A/c Building ,"£5,021.54",ISG Construction Ltd
09-Nov-23, Services & Legal Expenses ,"£5,000.00",Jackson Lees Group Ltd
09-Nov-23, Services & Legal Expenses ,"£5,000.00",Broudie Jackson Canter Solicitors
16-Nov-23, Rates ,"£4,992.00",Sefton MBC (Rates Account)
23-Nov-23, Rates ,"£4,941.00",Knowsley MBC
30-Nov-23, Rates ,"£4,940.00",Liverpool City Council
16-Nov-23, Specialist Advice ,"£4,939.20",Redacted
30-Nov-23, Uniforms ,"£4,849.53",Ravenhead Services Limited
30-Nov-23, Forensic Fees - Specialist ,"£4,831.20",Redacted
02-Nov-23, Forensic Fees - Specialist ,"£4,796.88",Redacted
09-Nov-23, Garage Equipment ,"£4,782.00",C & J Leigh
02-Nov-23, Rates ,"£4,685.00",Wirral MBC
02-Nov-23, Vehicle Repairs ,"£4,674.16",Swansway Garages Ltd t/a Swansway Chester Peugeot
30-Nov-23, Services & Legal Expenses ,"£4,614.82",Commercial Card
30-Nov-23, Building Reactive Maintenance ,"£4,591.33",Graham Asset Management Ltd
02-Nov-23, Diesel ,"£4,574.24",Standard Fuel Oils Limited
02-Nov-23, Services & Legal Expenses ,"£4,566.48",Redacted
23-Nov-23, General Subscriptions ,"£4,536.00",Waste Action Resource Efficiency Ltd (Warp It)
16-Nov-23, Rates ,"£4,509.00",Sefton MBC (Rates Account)
10-Nov-23, Services & Legal Expenses ,"£4,500.00",MerseyTravel
02-Nov-23, Vehicle Costs ,"£4,478.81",PJ Automotive Ltd
30-Nov-23, Comp. Operations ,"£4,447.20",Cell Tech Innovations
23-Nov-23, Support Staff-Temporary Staff Wages ,"£4,419.86",Red Snapper Recruitment Limited
02-Nov-23, Rates ,"£4,419.00",Liverpool City Council
23-Nov-23, Vehicle Licenses ,"£4,335.00",Driver and Vehicle Licensing Agency
16-Nov-23, Comp. Operations ,"£4,317.00",Techex Ltd
02-Nov-23, Rates ,"£4,316.00",Liverpool City Council
30-Nov-23, Payment for Services ,"£4,300.00",North West Fraud Forum Limited
30-Nov-23, Electricity General Tariffs ,"£4,280.63",Leep Electricity Services Ltd
02-Nov-23, Tyres & Tubes ,"£4,229.34",Michelin Tyre PLC
23-Nov-23, Rates ,"£4,224.00",Knowsley MBC
09-Nov-23, Support Staff-Temporary Staff Wages ,"£4,200.90",Reed Specialist Recruitment/Talent Solutions Ltd
16-Nov-23, Services & Legal Expenses ,"£4,176.00",HM Courts & Tribunals Service
16-Nov-23, Firearms ,"£4,079.95",Redacted
16-Nov-23, Uniform and Clothing ,"£4,074.90",ilasco Ltd (Keela International Ltd)
23-Nov-23, Vehicle Repairs ,"£4,063.64",Swansway Garages Ltd t/a Swansway Chester Peugeot
02-Nov-23, Forensic Fees - General ,"£4,050.00",WA Products (UK) Ltd t/a SceneSafe
16-Nov-23, Uniform and Clothing ,"£4,018.18",Try & Lilly Ltd
02-Nov-23, Forensic Fees - Specialist ,"£4,000.92",Redacted
16-Nov-23, Payment for Services ,"£4,000.00",Imperial Muay Thai Ltd
02-Nov-23, Uniform and Clothing ,"£3,984.10",Michael Lupton Associates Limited
16-Nov-23, Payment for Services ,"£3,926.40",PSL Print Management Ltd
16-Nov-23, Rates ,"£3,890.00",Sefton MBC (Rates Account)
16-Nov-23, Technical Equipment ,"£3,842.40",Redacted
16-Nov-23, Vehicle Repairs ,"£3,839.48",Halliwell Jones Ltd
16-Nov-23, Consultants Fees ,"£3,831.60",Armstrong Watson LLP
16-Nov-23, Payment for Services ,"£3,802.80",PSL Print Management Ltd
02-Nov-23, Payment for Services ,"£3,792.00",Best Evidence Technology Ltd
23-Nov-23, Vehicle Costs ,"£3,762.79",BMC Mechanical LTD
30-Nov-23, Services & Legal Expenses ,"£3,750.00",Redacted
23-Nov-23, Rates ,"£3,686.00",Knowsley MBC
16-Nov-23, Forensic Fees - Specialist ,"£3,649.32",Redacted
09-Nov-23, Miscellaneous Contributions ,"£3,625.00",The Police Arboretum Memorial Trust
23-Nov-23, Forensic Fees - Specialist ,"£3,602.28",Redacted
30-Nov-23, Training Course Fees ,"£3,600.00",Liverpool City Council
30-Nov-23, Training Course Fees ,"£3,582.00",The Knowledge Academy Limited
09-Nov-23, Services & Legal Expenses ,"£3,515.40",Weightmans LLP
02-Nov-23, Electrical Reactive Maintenance ,"£3,500.26",BAM FM Ltd
02-Nov-23, Services & Legal Expenses ,"£3,500.00",Satchell Moran Solicitors Limited
16-Nov-23, Forensic Fees - Specialist ,"£3,498.00",Redacted
23-Nov-23, Stable Requirements ,"£3,465.00",North West Farrier Services Ltd
09-Nov-23, Vehicle Licenses ,"£3,440.00",Driver and Vehicle Licensing Agency
