Payment Date, Description ,Gross Amount, Supplier Name 
11-May-23, Uniform and Clothing ,"£19,980.96", Redacted 
04-May-23, Payments to Other Police Authorities ,"£19,800.00", Mayor`s Office for Policing and Crime (MOPC) 
11-May-23, Forensic Fees - General ,"£19,401.60", UKAS 
25-May-23, Forensic Fees - General ,"£19,351.20", Orchid Cellmark Ltd 
25-May-23, Services & Legal Expenses ,"£19,200.00", Calico Enterprise Ltd t/a AFTA Thought Training Consultants 
18-May-23, Tyres & Tubes ,"£19,100.56", ATS Euromaster Limited 
25-May-23, Tyres & Tubes ,"£18,836.66", ATS Euromaster Limited 
11-May-23, Payment for Services ,"£18,319.68", Access Bookings Limited 
11-May-23, S/W Licences ,"£18,000.00", QA Limited (Remarc) 
25-May-23, Operational Equipment ,"£17,872.20", Redacted 
11-May-23, Miscellaneous Contributions ,"£17,498.33", West Yorkshire Combined Authority (WYCA) 
25-May-23, Kennelling External Dogs ,"£17,433.00", Redacted 
25-May-23, Consultants Fees ,"£17,429.10", Treble 5 Treble 1 Ltd 
04-May-23, Forensic Fees - General ,"£17,132.40", Eurofins Forensic Services Ltd 
31-May-23, Allstar ,"£16,711.80", HM Courts & Tribunals Service 
11-May-23, Rates ,"£16,592.00", Wirral MBC 
25-May-23, Capital Asset Clearing A/c Intangibles ,"£16,480.01", Simpson Associates Information Services Ltd 
25-May-23, Uniform and Clothing ,"£16,243.20", Yaffy Protective Clothing (Part of Mi Hub Ltd) 
18-May-23, Services & Legal Expenses ,"£16,117.20", Redacted 
11-May-23, Miscellaneous Contributions ,"£16,113.00", Police and Crime Commissioner For Hampshire 
18-May-23, Brokerage Fees ,"£15,865.75", Tradition UK Ltd 
11-May-23, Miscellaneous Contributions ,"£15,727.06", West Yorkshire Combined Authority (WYCA) 
03-May-23, S/W Licences ,"£15,708.00", Redacted 
11-May-23, Forensic Fees - General ,"£15,422.40", Eurofins Forensic Services Ltd 
11-May-23, Rates ,"£15,360.00", Wirral MBC 
25-May-23, Forensic Fees - General ,"£15,247.80", Orchid Cellmark Ltd 
11-May-23, Services & Legal Expenses ,"£15,000.00", Redacted 
25-May-23, Operational Equipment ,"£15,000.00", Redacted 
03-May-23, Allstar ,"£14,967.98", Allstar 
18-May-23, Forensic Fees - General ,"£14,957.64", Orchid Cellmark Ltd 
04-May-23, Miscellaneous Expenses ,"£14,857.44", Agiito Ltd 
11-May-23, Services & Legal Expenses ,"£14,801.84", Merseyside Fire & Civil Defence Auth. 
04-May-23, Rates ,"£14,544.00", Wirral MBC 
17-May-23, Allstar ,"£14,396.75", Allstar 
18-May-23, Telecommunications ,"£14,250.00", Motorola Ltd 
24-May-23, Allstar ,"£14,170.04", Allstar 
25-May-23, Training Course Fees ,"£13,920.00", Expert Witness Services Limited 
11-May-23, Forensic Fees - General ,"£13,745.40", Orchid Cellmark Ltd 
25-May-23, Miscellaneous Expenses ,"£13,721.86", Agiito Ltd 
10-May-23, Allstar ,"£13,720.92", Allstar 
25-May-23, Services & Legal Expenses ,"£13,642.30", Merseyside Fire & Civil Defence Auth. 
11-May-23, Uniform and Clothing ,"£13,230.00", John Roberts Associates Ltd 
11-May-23, Rates ,"£12,800.00", Sefton MBC (Rates Account)  
04-May-23, Rates ,"£12,698.00", Redacted 
11-May-23, Services & Legal Expenses ,"£12,595.19", Bruntwood Estates Limited 
04-May-23, Services & Legal Expenses ,"£12,518.84", Healthy Stadia CIC 
04-May-23, Services & Legal Expenses ,"£12,500.00", Sefton Women's & Children's Aid (SWACA) 
04-May-23, Consultants Fees ,"£12,420.00", HKS IT Consultants Ltd 
04-May-23, Furniture Purchases ,"£12,392.03", Flexiform Business Furniture Limited 
04-May-23, Comp. Operations ,"£12,290.40", Sopra Steria 
04-May-23, Payment for Services ,"£12,165.60", Redacted 
04-May-23, Rates ,"£12,083.00", St Helens MBC 
11-May-23, Capital Asset Clearing A/C Plant & Equipment ,"£11,986.69", Redacted 
04-May-23, Diesel ,"£11,944.08", Standard Fuel Oils Limited 
18-May-23, Payments to Other Police Authorities ,"£11,882.00", Police and Crime Commissioner For Avon & Somerset 
04-May-23, Payments to Other Police Authorities ,"£11,779.86", Police and Crime Commissioner For Lancashire 
11-May-23, Diesel ,"£11,724.90", Standard Fuel Oils Limited 
18-May-23, Capital Asset Clearing A/c Intangibles ,"£11,700.00", Bluestar Software Ltd 
11-May-23, Forensic Fees - General ,"£11,657.88", Redacted 
04-May-23, Services & Legal Expenses ,"£11,569.80", Redacted 
25-May-23, Diesel ,"£11,549.46", Standard Fuel Oils Limited 
11-May-23, Consultants Fees ,"£11,340.00", Solus Management Limited 
25-May-23, Forensic Fees - General ,"£11,245.20", Redacted 
17-May-23, Technical Equipment ,"£11,044.56", Biotage AB 
11-May-23, Uniform and Clothing ,"£11,021.04", Michael Lupton Associates Limited 
18-May-23, S/W Licences ,"£10,732.32", Insight Direct (UK) Ltd 
11-May-23, Removal of Police Vehicles ,"£10,374.00", Automobile Association Developments Limited 
11-May-23, Miscellaneous Contributions ,"£10,267.01", The PCC for Thames Valley 
11-May-23, Training Course Fees ,"£10,234.00", College of Policing Limited 
11-May-23, Miscellaneous Contributions ,"£10,187.14", The PCC for Thames Valley 
11-May-23, Equipment Purchases ,"£10,182.63", Tuskerdirect Limited 
18-May-23, Consultants Fees ,"£10,093.63", Mace Limited 
18-May-23, Services & Legal Expenses ,"£10,032.00", Redacted 
04-May-23, Services & Legal Expenses ,"£10,000.00", Redacted 
18-May-23, Services & Legal Expenses ,"£10,000.00", Perception Theatre 
11-May-23, Services & Legal Expenses ,"£10,000.00", Redacted 
11-May-23, Rates ,"£9,984.00", Sefton MBC (Rates Account)  
11-May-23, Rates ,"£9,880.00", Knowsley MBC 
18-May-23, Capital Asset Clearing A/c Intangibles ,"£9,600.00", Softcat Plc 
25-May-23, Services & Legal Expenses ,"£9,600.00", Liverpool City Council (YOS Cycle Project) 
11-May-23, Support Staff Recruitment Advertisements ,"£9,586.80", Medlock Partners Limited t/a Medlock Partners 
18-May-23, Diesel ,"£9,437.95", Standard Fuel Oils Limited 
04-May-23, Capital Asset Clearing A/C Plant & Equipment ,"£9,426.72", Redacted 
11-May-23, Diesel ,"£9,121.26", Standard Fuel Oils Limited 
18-May-23, Miscellaneous Contributions ,"£9,080.91", Bedfordshire Police Authority 
04-May-23, Rates ,"£9,062.00", Liverpool City Council1 
11-May-23, Rates ,"£9,017.03", Sefton MBC (Rates Account)  
17-May-23, Forensic Fees - General ,"£9,016.80", Biotage AB 
11-May-23, Diesel ,"£8,970.24", Standard Fuel Oils Limited 
11-May-23, Mobile Data Costs ,"£8,881.68", EE Ltd (Airtime) 
04-May-23, Rates ,"£8,806.00", Liverpool City Council1 
25-May-23, Uniform and Clothing ,"£8,741.34", Peter Jones (ILG) Ltd 
11-May-23, Services & Legal Expenses ,"£8,680.00", Alder Hey Childrens NHS Trust 
04-May-23, Support Staff-Temporary Staff Wages ,"£8,590.38", Michael Page International Recruitment Limited 
11-May-23, Rates ,"£8,448.00", Knowsley MBC 
11-May-23, Electrical Reactive Maintenance ,"£8,328.72", BAM FM Ltd 
25-May-23, Electrical Maintenance Contracts ,"£8,328.72", BAM FM Ltd 
11-May-23, Diesel ,"£8,276.40", Standard Fuel Oils Limited 
04-May-23, S/W Licences ,"£8,160.00", CBC Computer Systems Ltd 
04-May-23, Uniform and Clothing ,"£8,160.00", Bennett Safetywear Limited 
11-May-23, Support Staff Recruitment Advertisements ,"£8,004.00", Medlock Partners Limited t/a Medlock Partners 
25-May-23, Diesel ,"£7,960.09", Standard Fuel Oils Limited 
04-May-23, Training Course Fees ,"£7,807.96", College of Policing Limited 
11-May-23, Rates ,"£7,781.10", Sefton MBC (Rates Account)  
18-May-23, Capital Asset Clearing A/C Plant & Equipment ,"£7,692.18", Flexiform Business Furniture Limited 
18-May-23, Comp. Consumeables ,"£7,656.00", Pure Audio Visual Limited 
11-May-23, Operational Equipment ,"£7,586.40", Redacted 
18-May-23, Medical Specialist ,"£7,578.65", Duradiamond Healthcare Ltd 
18-May-23, Medical Specialist ,"£7,578.65", Duradiamond Healthcare Ltd 
18-May-23, Payments to Other Police Authorities ,"£7,520.96", Mayor`s Office for Policing and Crime (MOPC) 
31-May-23, Commercial Card ,"£7,515.15", SVCCHQ Bank Charges 
18-May-23, Diesel ,"£7,473.18", Standard Fuel Oils Limited 
11-May-23, Rates ,"£7,376.00", Knowsley MBC 
18-May-23, Profit/Loss on disposal of assets ,"£7,319.76", Mace Limited 
18-May-23, Firearms ,"£7,308.00", Redacted 
18-May-23, Outsourced Contractors ,"£7,200.00", Redacted 
04-May-23, Rates ,"£7,168.00", St Helens MBC 
25-May-23, Services & Legal Expenses ,"£7,000.00", Redacted 
25-May-23, Diesel ,"£6,625.20", Standard Fuel Oils Limited 
25-May-23, Forensic Fees - General ,"£6,470.10", Orchid Cellmark Ltd 
11-May-23, Vehicle Crash Repairs ,"£6,468.19", Redacted 
17-May-23, HM Courts & Tribunals Service ,"£6,328.00", HM Courts & Tribunals Service 
04-May-23, Electricity General Tariffs ,"£6,207.24", Leep Electricity Services Ltd 
18-May-23, Vehicle Crash Repairs ,"£6,157.52", A P Fleet Services Ltd 
25-May-23, Waste Disposal ,"£6,106.93", Citron Hygiene UK LLtd 
11-May-23, Childcare Vouchers Admin ,"£6,057.60", Wider Plan Ltd T/A Kiddivouchers Ltd 
11-May-23, Training Course Fees ,"£6,009.96", College of Policing Limited 
11-May-23, Services & Legal Expenses ,"£6,000.00", Redacted 
18-May-23, Technical Equipment ,"£6,000.00", Data Pro IT Ltd 
18-May-23, Services & Legal Expenses ,"£6,000.00", Redacted 
25-May-23, Operational Equipment ,"£6,000.00", Redacted 
11-May-23, Vehicle Crash Repairs ,"£5,999.72", A P Fleet Services Ltd 
18-May-23, Vehicle Police Equipment ,"£5,998.80", The Oil Lab Ltd 
25-May-23, S/W Licences ,"£5,994.00", Systemslink 2000 Limited 
25-May-23, Operational Equipment ,"£5,976.00", Redacted 
11-May-23, Operational Equipment ,"£5,961.60", Redacted 
11-May-23, Rates ,"£5,956.43", Sefton MBC (Rates Account)  
11-May-23, Payment for Services ,"£5,952.00", Access Bookings Limited 
11-May-23, Payment for Services ,"£5,952.00", Access Bookings Limited 
18-May-23, Forensic Fees - General ,"£5,940.00", Orchid Cellmark Ltd 
25-May-23, Training Course Fees ,"£5,928.00", Redacted 
25-May-23, Services & Legal Expenses ,"£5,900.00", Redacted 
25-May-23, H/W Purchases ,"£5,828.25", Dell Corporation Ltd 
25-May-23, H/W Purchases ,"£5,828.25", Dell Corporation Ltd 
18-May-23, Postages ,"£5,761.59", Pitney Bowes Purchase Power/PrePay (postages) 
18-May-23, Forensic Fees - General ,"£5,742.00", Eurofins Forensic Services Ltd 
17-May-23, HM Courts & Tribunals Service ,"£5,650.00", HM Courts & Tribunals Service 
25-May-23, Operational Equipment ,"£5,640.00", Redacted 
18-May-23, Uniform and Clothing ,"£5,550.94", Yaffy Protective Clothing (Part of Mi Hub Ltd) 
04-May-23, Rates ,"£5,530.00", Liverpool City Council1 
18-May-23, Payments to Other Police Authorities ,"£5,509.12"," The Police, Fire & Crime Commissioner for Northamptonshire "
18-May-23, Building Maintenance Contracts ,"£5,447.26", Graham Asset Management Ltd 
18-May-23, Building Maintenance Contracts ,"£5,447.26", Graham Asset Management Ltd 
18-May-23, Building Maintenance Contracts ,"£5,424.11", Graham Asset Management Ltd 
25-May-23, Operational Equipment ,"£5,286.00", Redacted 
18-May-23, Building Maintenance Contracts ,"£5,282.62", Graham Asset Management Ltd 
04-May-23, Rates ,"£5,222.00", Liverpool City Council1 
11-May-23, Vehicle Crash Repairs ,"£5,176.54", Rybrook Cars Ltd ( Volvo ) 
04-May-23, S/W Licences ,"£5,115.48", Redacted 
25-May-23, Services & Legal Expenses ,"£5,100.00", Redacted 
04-May-23, Data Network ,"£5,048.62", North PB Limited 
25-May-23, Operational Equipment ,"£5,046.00", Redacted 
04-May-23, Services & Legal Expenses ,"£5,000.00", Redacted 
18-May-23, Services & Legal Expenses ,"£5,000.00", HMP Liverpool 
11-May-23, Services & Legal Expenses ,"£5,000.00", Redacted 
11-May-23, Training Course Fees ,"£4,982.50", College of Policing Limited 
04-May-23, Vehicle Crash Repairs ,"£4,979.41", BMC Mechanical LTD 
25-May-23, Catering Service ,"£4,953.71", Trevors Warehouses Limited t/a Trevors Foodservice 
25-May-23, Rates ,"£4,941.00", Knowsley MBC 
18-May-23, Diesel ,"£4,939.09", Standard Fuel Oils Limited 
11-May-23, Lubricants ,"£4,929.84", TotalEnergies Marketing UK Limited 
04-May-23, Uniform and Clothing ,"£4,847.04", Cooneen Defence Limited 
11-May-23, Payment for Services ,"£4,788.00", CCL Forensics Ltd 
18-May-23, Maintenance of Dogs ,"£4,788.00", Timberbuild Dog Kennels Ltd 
18-May-23, Uniform and Clothing ,"£4,772.93", Hideout Leather (2001) Ltd 
18-May-23, Payment for Services ,"£4,752.00", The ATACC Group Ltd 
11-May-23, Rents ,"£4,738.80", Redacted 
11-May-23, Uniform and Clothing ,"£4,736.40", Toye Kenning & Spencer 
18-May-23, H/W Purchases ,"£4,677.10", Reveal Media Ltd 
25-May-23, Forensic Fees - General ,"£4,606.80", Eurofins Forensic Services Ltd 
18-May-23, Building Maintenance Contracts ,"£4,605.18", Graham Asset Management Ltd 
25-May-23, Vehicle Crash Repairs ,"£4,573.67", BMC Mechanical LTD 
11-May-23, Mechanical Reactive Maintenance ,"£4,535.12", BAM FM Ltd 
11-May-23, Forensic Fees - General ,"£4,530.00", Orchid Cellmark Ltd 
25-May-23, Forensic Fees - General ,"£4,524.00", Orchid Cellmark Ltd 
18-May-23, Service Charges ,"£4,500.00", LCM Environmental Services Limited 
11-May-23, Training Course Fees ,"£4,500.00", Mindfit 
11-May-23, MerseyTravel ,"£4,500.00", Allstar 
25-May-23, Vehicle Crash Repairs ,"£4,492.80", PJ Automotive Ltd 
11-May-23, Payment for Services ,"£4,464.00", Boing Rapid Secure Ltd 
04-May-23, Rates ,"£4,419.00", Liverpool City Council1 
25-May-23, Medical Equipment ,"£4,356.00", Ability Smart Limited 
04-May-23, Rates ,"£4,316.00", Liverpool City Council1 
11-May-23, Service Charges ,"£4,290.00", St Helens MBC 
25-May-23, Rates ,"£4,224.00", Knowsley MBC 
18-May-23, Forensic Fees - General ,"£4,221.60", Redacted 
04-May-23, Services & Legal Expenses ,"£4,200.00", Redacted 
04-May-23, General Subscriptions ,"£4,200.00", Redacted 
11-May-23, Mechanical Reactive Maintenance ,"£4,128.04", BAM FM Ltd 
18-May-23, Vehicle Licenses ,"£4,120.00", Driver and Vehicle Licensing Agency 
18-May-23, Forensic Fees - General ,"£4,116.00", Orchid Cellmark Ltd 
04-May-23, Prisoner Meals ,"£4,105.72", BFS Group Limited t/a Bidvest Foodservice 
18-May-23, Building Maintenance Contracts ,"£4,090.03", Graham Asset Management Ltd 
04-May-23, Services & Legal Expenses ,"£4,050.00", Redacted 
25-May-23, Services & Legal Expenses ,"£4,049.35", Redacted 
25-May-23, Forensic Fees - General ,"£4,044.00", Orchid Cellmark Ltd 
25-May-23, Capital Asset Clearing A/C Plant & Equipment ,"£4,043.38", Dell Corporation Ltd 
17-May-23, HM Courts & Tribunals Service ,"£4,003.00", HM Courts & Tribunals Service 
04-May-23, Services & Legal Expenses ,"£3,981.60", Redacted 
11-May-23, Training Course Fees ,"£3,957.50", College of Policing Limited 
12-May-23, Bank Charges ,"£3,920.56", MerseyTravel 
11-May-23, Miscellaneous Contributions ,"£3,915.75", Police & Crime Commissioner For Northumbria 
25-May-23, Cleaning and Domestic Supplies ,"£3,908.06", Orbis Property Protection Ltd 
18-May-23, Rates ,"£3,814.75", Knowsley MBC 
11-May-23, Forensic Fees - General ,"£3,813.60", Redacted 
25-May-23, Vehicle Crash Repairs ,"£3,798.44", R2U Limited (Accident Repair Centre) 
04-May-23, Miscellaneous Contributions ,"£3,719.42", Police & Crime Commissioner For Northumbria 
18-May-23, Tyres & Tubes ,"£3,698.87", Michelin Tyre PLC 
18-May-23, Building Reactive Maintenance ,"£3,695.00", Graham Asset Management Ltd 
25-May-23, Rates ,"£3,686.00", Knowsley MBC 
25-May-23, Catering Service ,"£3,661.35", Trevors Warehouses Limited t/a Trevors Foodservice 
11-May-23, Data Network ,"£3,591.55", Vodafone Ltd  (Formerly Cable & Wireless) 
18-May-23, Medical Equipment ,"£3,586.86", The ATACC Group Ltd 
18-May-23, Rates ,"£3,546.50", Wirral MBC 
25-May-23, Fuel Pump Repairs ,"£3,510.00", Timeplan Ltd 
04-May-23, Purchase of Police Dogs ,"£3,509.09", Redacted 
17-May-23, Forensic Fees - General ,"£3,497.81", Biotage AB 
25-May-23, H/W Purchases ,"£3,496.95", Dell Corporation Ltd 
25-May-23, Support Staff-Temporary Staff Wages ,"£3,493.77", Reed Specialist Recruitment Ltd 
11-May-23, Services & Legal Expenses ,"£3,486.60", Redacted 
11-May-23, Services & Legal Expenses ,"£3,400.00", Redacted 
02-May-23, Commercial Card ,"£3,391.24", Allstar 
25-May-23, Catering Service ,"£3,356.64", Trevors Warehouses Limited t/a Trevors Foodservice 
11-May-23, Training Course Fees ,"£3,354.38", West Yorkshire Combined Authority (WYCA) 
18-May-23, Pathologists Fees ,"£3,325.96", Redacted 
18-May-23, Pathologists Fees ,"£3,325.96", Redacted 
04-May-23, Forensic Fees - General ,"£3,324.84", Eurofins Forensic Services Ltd 
18-May-23, Vehicle Crash Repairs ,"£3,301.67", A P Fleet Services Ltd 
25-May-23, Prisoner Meals ,"£3,261.98", BFS Group Limited t/a Bidvest Foodservice 
04-May-23, Tyres & Tubes ,"£3,240.00", ATS Euromaster Limited 
25-May-23, Service Charges ,"£3,229.06", Access Point Pension Scheme 
11-May-23, Training Course Fees ,"£3,211.90", College of Policing Limited 
11-May-23, Services & Legal Expenses ,"£3,208.80", Redacted 
04-May-23, Maintenance of Dogs ,"£3,198.89", Crown Pet Foods 
11-May-23, Diesel ,"£3,172.62", Standard Fuel Oils Limited 
11-May-23, Training Course Fees ,"£3,166.80", College of Policing Limited 
11-May-23, Training Course Fees ,"£3,166.80", College of Policing Limited 
11-May-23, Mobile Data Costs ,"£3,152.40", Telefonica UK Limited (O2)  
04-May-23, Rates ,"£3,069.00", Liverpool City Council1 
18-May-23, Purchase of Police Dogs ,"£3,041.00", Redacted 
25-May-23, Consultants Fees ,"£3,039.00", Home Office Shared Service Centre1 
04-May-23, Comp. Operations ,"£3,025.80", Cisilion Limited 
18-May-23, Training Course Fees ,"£3,018.00", College of Policing Limited 
25-May-23, Pathologists Fees ,"£3,016.03", Redacted 
25-May-23, Uniform and Clothing ,"£3,015.00", ilasco Ltd (Keela International Ltd) 
11-May-23, Pathologists Fees ,"£3,009.58", Redacted 
25-May-23, Pathologists Fees ,"£3,009.58", Redacted 
25-May-23, Pathologists Fees ,"£3,009.58", Redacted 
04-May-23, Services & Legal Expenses ,"£3,000.00", Redacted 
25-May-23, Services & Legal Expenses ,"£3,000.00", Redacted 
25-May-23, Services & Legal Expenses ,"£3,000.00", Redacted 
11-May-23, Consumables ,"£2,982.00", Standard Fuel Oils Limited 
04-May-23, Support Staff-Temporary Staff Wages ,"£2,962.20", Michael Page International Recruitment Limited 
18-May-23, Uniform and Clothing ,"£2,926.08", Cooneen Defence Limited 
18-May-23, Employers Liability & TP ,"£2,900.00", CPOSA 
18-May-23, Employers Liability & TP ,"£2,900.00", CPOSA 
18-May-23, Employers Liability & TP ,"£2,900.00", CPOSA 
18-May-23, Employers Liability & TP ,"£2,900.00", CPOSA 
18-May-23, Employers Liability & TP ,"£2,900.00", CPOSA 
18-May-23, Employers Liability & TP ,"£2,900.00", CPOSA 
25-May-23, Employers Liability & TP ,"£2,900.00", CPOSA 
18-May-23, Payments to Local Authorities ,"£2,896.12", Mayor`s Office for Policing and Crime (MOPC) 
25-May-23, Catering Service ,"£2,890.76", Trevors Warehouses Limited t/a Trevors Foodservice 
11-May-23, Forensic Fees - General ,"£2,880.00", Orchid Cellmark Ltd 
11-May-23, Payment for Services ,"£2,880.00", Redacted 
18-May-23, Training Course Fees ,"£2,880.00", Redacted 
11-May-23, Services & Legal Expenses ,"£2,865.00", Redacted 
18-May-23, Fuel Pump Repairs ,"£2,862.00", LCM Environmental Services Limited 
17-May-23, Forensic Fees - General ,"£2,851.44", Biotage AB 
04-May-23, Payment for Services ,"£2,821.20", Redacted 
25-May-23, Call Charges ,"£2,801.59", Talk Talk Business 
04-May-23, Rates ,"£2,794.00", Liverpool City Council1 
18-May-23, Profit/Loss on disposal of assets ,"£2,788.80", Mace Limited 
11-May-23, Training Course Fees ,"£2,784.00", Hamilton Sales & Service UK Ltd 
04-May-23, Vehicle Repairs ,"£2,775.71", Halliwell Jones Ltd 
04-May-23, Vehicle Repairs ,"£2,769.91", Halliwell Jones Ltd 
04-May-23, Rates ,"£2,767.25", Wirral MBC 
18-May-23, Capital Asset Clearing A/C Plant & Equipment ,"£2,754.19", Cell Pack Solutions Ltd 
18-May-23, Services & Legal Expenses ,"£2,750.00", Redacted 
17-May-23, Forensic Fees - General ,"£2,716.61", Biotage AB 
04-May-23, Medical Fees ,"£2,700.00", Redacted 
11-May-23, Support Staff-Temporary Staff Wages ,"£2,700.00", OH Medical Recruitment Ltd 
04-May-23, Uniform and Clothing ,"£2,700.00", Toye Kenning & Spencer 
25-May-23, Support Staff-Temporary Staff Wages ,"£2,700.00", OH Medical Recruitment Ltd 
25-May-23, Support Staff-Temporary Staff Wages ,"£2,700.00", OH Medical Recruitment Ltd 
25-May-23, Technical Equipment ,"£2,700.00", Buddi Limited 
18-May-23, Capital Asset Clearing A/c Intangibles ,"£2,682.00", Virgin Media Ltd
04-May-23, Catering Service ,"£2,656.30", Nisbets 
18-May-23, Building Reactive Maintenance ,"£2,646.00", Graham Asset Management Ltd 
11-May-23, Uniform and Clothing ,"£2,636.05", Try & Lilly Ltd 
18-May-23, Vehicle Parts ,"£2,610.92", Liverpool TPS 
04-May-23, Services & Legal Expenses ,"£2,608.20", Redacted 
11-May-23, Vehicle Police Equipment ,"£2,539.76", J & S Accessories Limited 
04-May-23, Services & Legal Expenses ,"£2,531.40", Redacted 
18-May-23, Vehicle Police Equipment ,"£2,529.60", Woodway Engineering Ltd 
