Date,Transaction Number,Directorate,Local Authority Dept,Merchant Category,Summary of Purpose of Expenditure 1,Summary of Purpose of Expenditure 2,Beneficiary,Total
23/02/2024,5413190,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,300.00
01/02/2024,5380485,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,18+ SERVICE,,REDACTED PERSONAL DATA,250.00
08/02/2024,5388143,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,18+ SERVICE,,REDACTED PERSONAL DATA,250.00
09/02/2024,5391717,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,"2,335.14"
15/02/2024,5401198,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,18+ SERVICE,,REDACTED PERSONAL DATA,250.00
22/02/2024,5411397,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,18+ SERVICE,,REDACTED PERSONAL DATA,250.00
29/02/2024,5419538,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,18+ SERVICE,,REDACTED PERSONAL DATA,250.00
09/02/2024,5392140,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,ADOPTION ALLOWANCES,REDACTED PERSONAL DATA,325.46
23/02/2024,5413489,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,ADOPTION ALLOWANCES,REDACTED PERSONAL DATA,325.46
23/02/2024,5413670,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,702.43
23/02/2024,5413968,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,702.43
09/02/2024,5391881,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,ADOPTION ALLOWANCES,REDACTED PERSONAL DATA,405.16
23/02/2024,5413412,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,ADOPTION ALLOWANCES,REDACTED PERSONAL DATA,405.16
09/02/2024,5392002,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,396.00
23/02/2024,5413585,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,396.00
09/02/2024,5392283,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,298.00
23/02/2024,5413889,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,298.00
09/02/2024,5392057,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,396.00
23/02/2024,5413353,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,396.00
09/02/2024,5391644,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,318.00
09/02/2024,5391644,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,300.00
23/02/2024,5413294,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,318.00
23/02/2024,5413294,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,300.00
09/02/2024,5392257,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,310.30
23/02/2024,5413727,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,310.30
09/02/2024,5392236,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
09/02/2024,5392384,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
23/02/2024,5413707,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
23/02/2024,5413753,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
09/02/2024,5391924,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,391.62
23/02/2024,5413453,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,391.62
09/02/2024,5392000,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,396.00
23/02/2024,5413583,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,396.00
09/02/2024,5392311,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,298.00
23/02/2024,5413917,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,298.00
09/02/2024,5392354,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,500.00
09/02/2024,5392355,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,500.00
23/02/2024,5413961,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,350.00
09/02/2024,5391977,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,396.00
09/02/2024,5391978,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
23/02/2024,5413560,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,396.00
23/02/2024,5413561,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
09/02/2024,5392550,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,YOUNG PEOPLE AT HEART,"3,782.00"
09/02/2024,5392551,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,YOUNG PEOPLE AT HEART,"3,782.00"
09/02/2024,5391630,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,318.00
09/02/2024,5391630,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
09/02/2024,5391636,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,318.00
09/02/2024,5391636,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
23/02/2024,5413281,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,318.00
23/02/2024,5413281,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
23/02/2024,5413286,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,318.00
23/02/2024,5413286,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
09/02/2024,5392063,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,350.00
23/02/2024,5413359,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,350.00
09/02/2024,5391920,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,ADOPTION ALLOWANCES,REDACTED PERSONAL DATA,405.16
09/02/2024,5392279,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,ADOPTION ALLOWANCES,REDACTED PERSONAL DATA,405.16
23/02/2024,5413449,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,ADOPTION ALLOWANCES,REDACTED PERSONAL DATA,405.16
23/02/2024,5413885,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,ADOPTION ALLOWANCES,REDACTED PERSONAL DATA,405.16
09/02/2024,5391876,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,600.00
23/02/2024,5413407,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,600.00
23/02/2024,5413222,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,"-1,571.43"
23/02/2024,5413222,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,932.00
23/02/2024,5413222,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,"1,068.00"
23/02/2024,5413277,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,"-1,515.43"
23/02/2024,5413277,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,700.00
23/02/2024,5413277,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,"1,068.00"
09/02/2024,5391671,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,398.00
09/02/2024,5391671,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
23/02/2024,5413126,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,398.00
23/02/2024,5413126,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
09/02/2024,5391733,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,350.00
09/02/2024,5391733,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
09/02/2024,5391927,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,492.88
09/02/2024,5392084,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,405.16
09/02/2024,5392237,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,492.88
23/02/2024,5413175,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,350.00
23/02/2024,5413175,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
23/02/2024,5413379,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,405.16
23/02/2024,5413456,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,492.88
23/02/2024,5413708,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,492.88
09/02/2024,5392167,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,398.00
23/02/2024,5413516,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,398.00
09/02/2024,5392842,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,THREE CIRCLES FOSTERING LTD,"3,588.30"
09/02/2024,5392843,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,THREE CIRCLES FOSTERING LTD,"3,516.55"
09/02/2024,5391961,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,298.00
23/02/2024,5413545,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,298.00
09/02/2024,5391929,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
23/02/2024,5413458,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
09/02/2024,5391941,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,318.00
23/02/2024,5413528,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,318.00
09/02/2024,5391903,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,340.00
23/02/2024,5413432,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,340.00
09/02/2024,5392299,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,372.00
09/02/2024,5392435,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,372.00
23/02/2024,5413802,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,396.00
23/02/2024,5413905,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,396.00
09/02/2024,5391689,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,350.00
09/02/2024,5391689,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
09/02/2024,5391692,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,350.00
