Date,Transaction Number,Directorate,Local Authority Dept,Merchant Category,Summary of Purpose of Expenditure 1,Summary of Purpose of Expenditure 2,Beneficiary,Total
16/11/2023,5243262,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,369.00
16/11/2023,5243266,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,344.40
16/11/2023,5243267,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,344.40
16/11/2023,5243269,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,387.45
16/11/2023,5243269,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,387.45
16/11/2023,5243270,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,387.45
16/11/2023,5243270,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,387.45
16/11/2023,5243271,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,387.45
16/11/2023,5243272,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,387.45
16/11/2023,5243279,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,344.40
16/11/2023,5243279,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,344.40
16/11/2023,5243280,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,344.40
16/11/2023,5243280,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,344.40
16/11/2023,5243281,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,387.45
16/11/2023,5243281,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,387.45
16/11/2023,5243282,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,387.45
16/11/2023,5243282,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,387.45
23/11/2023,5254144,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,405.90
23/11/2023,5254145,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,282.90
23/11/2023,5254145,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,282.90
23/11/2023,5254146,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,350.55
23/11/2023,5254146,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,350.55
23/11/2023,5254148,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,473.55
23/11/2023,5254149,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,301.35
23/11/2023,5254152,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,301.35
23/11/2023,5254158,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,301.35
23/11/2023,5254160,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,258.30
23/11/2023,5254161,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,387.45
23/11/2023,5254163,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,430.50
23/11/2023,5254168,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,344.40
23/11/2023,5254170,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,252.15
23/11/2023,5254176,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,344.40
23/11/2023,5254177,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,387.45
23/11/2023,5254177,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,387.45
23/11/2023,5254178,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,387.45
23/11/2023,5254182,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,344.40
23/11/2023,5254182,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,344.40
23/11/2023,5254183,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,387.45
23/11/2023,5254183,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,CERA CARE OPERATIONS LTD,387.45
02/11/2023,5221181,"ADULTS, WELLBEING AND CULTURE ",SPECIALIST CARE               ,CAPITAL ADJUSTMENT ACCOUNT,BALANCE SHEET GENERAL FUND,DEFAULT SUB NOMINAL - BS,GROVE BUILDING SOLUTIONS LTD,"6,722.26"
02/11/2023,5221182,"ADULTS, WELLBEING AND CULTURE ",SPECIALIST CARE               ,COUNCIL DWELLINGS,BALANCE SHEET HRA,C/V ADD - SUBSEQ EXP REPLACE,GROVE BUILDING SOLUTIONS LTD,"16,035.01"
14/11/2023,5237775,"ADULTS, WELLBEING AND CULTURE ",SPECIALIST CARE               ,COUNCIL DWELLINGS,BALANCE SHEET HRA,C/V ADD - SUBSEQ EXP REPLACE,GROVE BUILDING SOLUTIONS LTD,"12,487.29"
21/11/2023,5248987,CHIEF EXECUTIVE               ,PUBLIC HEALTH                 ,GRANTS AND SUBSCRIPTIONS,FOOD & FUEL POVERTY,DEFAULT SUB NOM - I&E,REDACTED PERSONAL DATA,475.00
01/11/2023,5214585,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"33,937.46"
01/11/2023,5214585,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"-33,937.46"
01/11/2023,5214585,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,375.00
01/11/2023,5214585,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"33,562.46"
21/11/2023,5249106,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,853.41"
21/11/2023,5249106,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"-60,853.41"
21/11/2023,5249106,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,633.41"
21/11/2023,5249107,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,853.41"
21/11/2023,5249107,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"-60,853.41"
21/11/2023,5249107,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,633.41"
21/11/2023,5249108,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,853.41"
21/11/2023,5249108,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"-60,853.41"
21/11/2023,5249108,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,633.41"
21/11/2023,5249109,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,853.41"
21/11/2023,5249109,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"-60,853.41"
21/11/2023,5249109,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,633.41"
21/11/2023,5249110,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,633.41"
21/11/2023,5249110,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"-60,633.41"
21/11/2023,5249110,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,633.41"
22/11/2023,5249795,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,853.41"
22/11/2023,5249795,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"-60,853.41"
22/11/2023,5249795,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,633.41"
23/11/2023,5250232,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,853.41"
23/11/2023,5250232,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"-60,853.41"
23/11/2023,5250232,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,633.41"
23/11/2023,5251472,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,853.41"
23/11/2023,5251472,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"-60,853.41"
23/11/2023,5251472,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,633.41"
23/11/2023,5251477,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,853.41"
23/11/2023,5251477,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"-60,853.41"
23/11/2023,5251477,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,633.41"
23/11/2023,5251486,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,853.41"
23/11/2023,5251486,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"-60,853.41"
23/11/2023,5251486,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,633.41"
23/11/2023,5251492,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,853.41"
23/11/2023,5251492,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"-60,853.41"
23/11/2023,5251492,PLACE                         ,TRADING SERVICES              ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD - VEHICLES ACQUISITION,FORD MOTOR COMPANY LTD,"60,633.41"
20/11/2023,5247220,CHIEF EXECUTIVE               ,PUBLIC HEALTH                 ,SERVICES,LOCALITY INVESTMENT,DEFAULT SUB NOM - I&E,ASKERN WARD COMMUNITY PARTNERSHIP,"4,566.00"
06/11/2023,5228538,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - EAST,DEFAULT SUB NOM - I&E,REDACTED PERSONAL DATA,504.00
13/11/2023,5236718,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - EAST,DEFAULT SUB NOM - I&E,REDACTED PERSONAL DATA,504.00
21/11/2023,5247998,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - EAST,DEFAULT SUB NOM - I&E,REDACTED PERSONAL DATA,504.00
27/11/2023,5257396,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - EAST,DEFAULT SUB NOM - I&E,REDACTED PERSONAL DATA,504.00
27/11/2023,5258660,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - CALDT,RESIDENTIAL,IVY DENE,"11,937.52"
27/11/2023,5258050,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - MH,RESIDENTIAL,ACTIVE CARE HOMES LTD,"-4,907.25"
27/11/2023,5258086,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESI SHORT STAY - CALDT,RESIDENTIAL (SHORT STAY),ACTIVE CARE HOMES LTD,"-19,093.16"
27/11/2023,5258261,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - CALDT,RESIDENTIAL,ACTIVE CARE HOMES LTD,"8,684.60"
27/11/2023,5258263,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - CALDT,RESIDENTIAL,ACTIVE CARE HOMES LTD,"4,666.60"
27/11/2023,5258451,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,ACTIVE CARE HOMES LTD,"2,862.56"
27/11/2023,5258473,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - MH,RESIDENTIAL,ACTIVE CARE HOMES LTD,616.00
27/11/2023,5258554,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - CALDT,RESIDENTIAL,ACTIVE CARE HOMES LTD,"6,755.88"
27/11/2023,5258572,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - NORTH,RESIDENTIAL,ACTIVE CARE HOMES LTD,"2,862.56"
27/11/2023,5258733,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - MH,RESIDENTIAL,ACTIVE CARE HOMES LTD,"5,362.12"
27/11/2023,5258840,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - CALDT,RESIDENTIAL,ACTIVE CARE HOMES LTD,"2,862.56"
27/11/2023,5259148,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - CALDT,RESIDENTIAL,ACTIVE CARE HOMES LTD,"2,862.56"
27/11/2023,5259309,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESI SHORT STAY - MH,RESIDENTIAL (SHORT STAY),ACTIVE CARE HOMES LTD,"6,550.64"
29/11/2023,5262172,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESI SHORT STAY - CALDT,RESIDENTIAL (SHORT STAY),ACTIVE CARE HOMES LTD,"10,391.16"
27/11/2023,5258178,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - CALDT,RESIDENTIAL,COMMUNITY PLACES,"2,862.56"
27/11/2023,5258553,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - CALDT,RESIDENTIAL,COMMUNITY PLACES,"13,815.80"
27/11/2023,5258632,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - CALDT,RESIDENTIAL,COMMUNITY PLACES,"10,319.44"
27/11/2023,5258844,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - CALDT,RESIDENTIAL,COMMUNITY PLACES,"13,007.08"
27/11/2023,5259304,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - CALDT,RESIDENTIAL,COMMUNITY PLACES,"9,167.36"
27/11/2023,5259307,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - CALDT,RESIDENTIAL,COMMUNITY PLACES,"6,919.48"
15/11/2023,5240113,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,DEFAULT SUB NOM - I&E,ST AIDAN'S DAY NURSERY,"17,486.28"
15/11/2023,5240113,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 2 YR OLDS,DEFAULT SUB NOM - I&E,ST AIDAN'S DAY NURSERY,"12,432.00"
29/11/2023,5262141,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,DEFAULT SUB NOM - I&E,ST AIDAN'S DAY NURSERY,820.56
29/11/2023,5262141,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 2 YR OLDS,DEFAULT SUB NOM - I&E,ST AIDAN'S DAY NURSERY,888.00
16/11/2023,5240489,PLACE                         ,PROPERTY SERVICES             ,BUILDING REPAIRS/MAINTENANCE,FORMER NCATI  CAROLINA WAY,GENERAL REPAIRS & MAINT,REJUS LTD,675.00
27/11/2023,5258112,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - NORTH,RESIDENTIAL,THE RICHMOND,"2,862.56"
27/11/2023,5258140,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - MH,RESIDENTIAL,THE RICHMOND,"2,862.56"
27/11/2023,5258367,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,THE RICHMOND,"2,862.56"
27/11/2023,5258405,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - NORTH,RESIDENTIAL,THE RICHMOND,"2,862.56"
27/11/2023,5258419,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - NORTH,RESIDENTIAL,THE RICHMOND,"2,862.56"
27/11/2023,5258583,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - SOUTH,RESIDENTIAL,THE RICHMOND,"2,862.56"
