Date,Transaction Number,Directorate,Local Authority Dept,Merchant Category,Summary of Purpose of Expenditure 1,Summary of Purpose of Expenditure 2,Beneficiary,Total
20/12/2023,5296964,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
15/12/2023,5285077,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,350.00
20/12/2023,5297024,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,350.00
08/12/2023,5277088,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,OOA EXTERNAL PLACEMENTS,CHILD RESIDENTIAL PLACEMENT,PROGRESSIVE CARE LTD,"3,927.86"
08/12/2023,5277089,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,OOA EXTERNAL PLACEMENTS,CHILD RESIDENTIAL PLACEMENT,PROGRESSIVE CARE LTD,"13,092.86"
08/12/2023,5277143,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,OOA EXTERNAL PLACEMENTS,MOTHER & BABY PLACEMENT,PROGRESSIVE CARE LTD,"1,617.86"
08/12/2023,5277143,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,OOA EXTERNAL PLACEMENTS,MOTHER & BABY PLACEMENT,PROGRESSIVE CARE LTD,547.15
08/12/2023,5277143,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,OOA EXTERNAL PLACEMENTS,MOTHER & BABY PLACEMENT,PROGRESSIVE CARE LTD,"6,589.29"
08/12/2023,5277182,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,OOA EXTERNAL PLACEMENTS,MOTHER & BABY PLACEMENT,PROGRESSIVE CARE LTD,"1,135.71"
15/12/2023,5285690,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,492.88
15/12/2023,5285803,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,492.88
20/12/2023,5297753,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,880.14
20/12/2023,5297848,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,880.14
20/12/2023,5297856,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,-387.26
20/12/2023,5297861,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,-387.26
07/12/2023,5274612,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,18+ SERVICE,,REDACTED PERSONAL DATA,250.00
15/12/2023,5285286,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,18+ SERVICE,,REDACTED PERSONAL DATA,250.00
20/12/2023,5297186,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,18+ SERVICE,,REDACTED PERSONAL DATA,250.00
21/12/2023,5300983,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,18+ SERVICE,,REDACTED PERSONAL DATA,250.00
15/12/2023,5285465,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,350.00
15/12/2023,5285636,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,405.16
15/12/2023,5285637,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,405.16
15/12/2023,5285889,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,405.16
20/12/2023,5297359,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,405.16
20/12/2023,5297360,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,405.16
20/12/2023,5297498,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,405.16
20/12/2023,5297808,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,350.00
15/12/2023,5285875,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
20/12/2023,5297484,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
15/12/2023,5285469,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,355.46
20/12/2023,5297234,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,355.46
15/12/2023,5285872,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,405.16
20/12/2023,5297481,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,405.16
15/12/2023,5285162,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,643.60
15/12/2023,5285163,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,318.00
15/12/2023,5285163,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
20/12/2023,5296959,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,318.00
20/12/2023,5296959,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
15/12/2023,5285716,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
20/12/2023,5297576,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
15/12/2023,5285081,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,466.00
15/12/2023,5285081,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
15/12/2023,5285091,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,350.00
15/12/2023,5285091,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
15/12/2023,5285128,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,398.00
15/12/2023,5285128,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
20/12/2023,5296931,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,398.00
20/12/2023,5296931,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
20/12/2023,5297028,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,466.00
20/12/2023,5297028,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
20/12/2023,5297038,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,350.00
20/12/2023,5297038,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
08/12/2023,5276930,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,OOA EXTERNAL PLACEMENTS,CHILD RESIDENTIAL PLACEMENT,LASKA CARE AND EDUCATION LTD,"1,612.80"
08/12/2023,5276930,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,OOA EXTERNAL PLACEMENTS,CHILD RESIDENTIAL PLACEMENT,LASKA CARE AND EDUCATION LTD,"22,223.83"
08/12/2023,5277083,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,CHILD RESIDENTIAL PLACEMENT,LASKA CARE AND EDUCATION LTD,800.00
08/12/2023,5277083,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,CIC-TRANSITION TO INDEPENDENCE,CHILD RESIDENTIAL PLACEMENT,LASKA CARE AND EDUCATION LTD,"5,200.00"
08/12/2023,5277084,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,CIC-TRANSITION TO INDEPENDENCE,CHILD RESIDENTIAL PLACEMENT,LASKA CARE AND EDUCATION LTD,"6,000.00"
08/12/2023,5277085,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,CHILD RESIDENTIAL PLACEMENT,LASKA CARE AND EDUCATION LTD,800.00
08/12/2023,5277085,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,CIC-TRANSITION TO INDEPENDENCE,CHILD RESIDENTIAL PLACEMENT,LASKA CARE AND EDUCATION LTD,"5,200.00"
08/12/2023,5277212,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,CHILD RESIDENTIAL PLACEMENT,LASKA CARE AND EDUCATION LTD,252.54
08/12/2023,5277212,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,EDUCATION,LASKA CARE AND EDUCATION LTD,300.00
08/12/2023,5277212,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UNACCOMP. ASYLUM SEEK CHILDREN,LEAVING CARE ALLOWANCES,LASKA CARE AND EDUCATION LTD,350.00
08/12/2023,5277213,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,CHILD RESIDENTIAL PLACEMENT,LASKA CARE AND EDUCATION LTD,252.54
08/12/2023,5277213,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,EDUCATION,LASKA CARE AND EDUCATION LTD,300.00
08/12/2023,5277213,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UNACCOMP. ASYLUM SEEK CHILDREN,LEAVING CARE ALLOWANCES,LASKA CARE AND EDUCATION LTD,350.00
08/12/2023,5277214,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,CIC-TRANSITION TO INDEPENDENCE,CHILD RESIDENTIAL PLACEMENT,LASKA CARE AND EDUCATION LTD,442.04
08/12/2023,5277214,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,CIC-TRANSITION TO INDEPENDENCE,EDUCATION,LASKA CARE AND EDUCATION LTD,300.00
08/12/2023,5277214,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,CIC-TRANSITION TO INDEPENDENCE,LEAVING CARE ALLOWANCES,LASKA CARE AND EDUCATION LTD,350.00
07/12/2023,5273466,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,WEBB ANDERSON CONSULTANCY,620.00
07/12/2023,5273467,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,WEBB ANDERSON CONSULTANCY,"1,500.00"
07/12/2023,5273468,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,WEBB ANDERSON CONSULTANCY,450.00
07/12/2023,5273469,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,WEBB ANDERSON CONSULTANCY,900.00
07/12/2023,5273470,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,WEBB ANDERSON CONSULTANCY,900.00
07/12/2023,5273471,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,WEBB ANDERSON CONSULTANCY,450.00
07/12/2023,5273492,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,WEBB ANDERSON CONSULTANCY,600.00
15/12/2023,5285045,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,350.00
15/12/2023,5285045,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
15/12/2023,5285893,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,350.00
15/12/2023,5285893,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,534.00
20/12/2023,5296998,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,350.00
20/12/2023,5296998,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
20/12/2023,5297502,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,350.00
20/12/2023,5297502,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,534.00
15/12/2023,5285960,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,405.16
20/12/2023,5297737,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,405.16
15/12/2023,5285686,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,350.00
20/12/2023,5297550,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,350.00
04/12/2023,5267954,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,EQUIPT CIC,375.00
04/12/2023,5267955,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,EQUIPT CIC,485.00
04/12/2023,5267956,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,EQUIPT CIC,625.00
04/12/2023,5267957,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,EQUIPT CIC,880.00
04/12/2023,5267958,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,EQUIPT CIC,500.00
04/12/2023,5267959,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,EQUIPT CIC,625.00
04/12/2023,5267960,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,EQUIPT CIC,500.00
04/12/2023,5267961,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,EQUIPT CIC,250.00
04/12/2023,5267962,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,EQUIPT CIC,500.00
01/12/2023,5265426,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,SENSORY FOOTSTEPS LIMITED,375.00
06/12/2023,5271911,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,SENSORY FOOTSTEPS LIMITED,415.00
07/12/2023,5274597,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,18+ SERVICE,,REDACTED PERSONAL DATA,250.00
15/12/2023,5285246,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,18+ SERVICE,,REDACTED PERSONAL DATA,250.00
20/12/2023,5297169,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,18+ SERVICE,,REDACTED PERSONAL DATA,250.00
21/12/2023,5301054,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,18+ SERVICE,,REDACTED PERSONAL DATA,250.00
15/12/2023,5285596,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,350.00
20/12/2023,5297320,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,350.00
15/12/2023,5285679,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,ADOPTION ALLOWANCES,REDACTED PERSONAL DATA,685.71
