Service Division Org,Expense Type,Detailed Expense Typ,Expense Code,Amount,Supplier Name,Payment Date,,
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Services,"6,112.11",Integral UK Ltd,26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,,"96,393.00 North Somerset Council",13/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,377.72,PCC for Dorset,05/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Supplies & Services,Other Expenses,Courses Fees,595.00,SATOS Media Limited,23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,,"2,925.00 Hays Specialist Recruitment Ltd",12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,659.59,BMW (UK) Ltd,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Courses Fees,624.95,Psychotherapy Excellence Ltd T/A PE,26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Transport,Vehicle Hire,Hired Vehicle Costs,"2,789.50 COUNTY CARS",,16/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Subsistence & Conference,Subsistence,385.93,PCC for Wiltshire,30/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Supplies & Services,Other Expenses,Courses Fees,940.09,PCC for Kent,30/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,"Police PC - Basic Pay, NI & Pension","135,305.93",PCC for Devon & Cornwall,12/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,638.82,,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicle Conversions,805.14,PVL UK Ltd,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Medical Fees,Pathologists reports,,"6,642.00 Dr Amanda Jane Jeffery",19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"1,188.68",Key Forensic Services Ltd,16/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Insurance,Insurance General,"1,429.05",Pyper Property Partnership,26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Maintenance,Vehicle costs - fuel,146.86,,09/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Employees,Indirect Employee Expenses,Reimbursements - Ophthalm,"1,990.00",Specsavers Corporate Eyecare,02/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Supplies & Services,Printing Stationery & Office Exp,Printing,488.48,Xerox (UK) Ltd,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Supplies & Services,Other Expenses,Financial Adjustments,,0.50 COUNTY CARS,16/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Courses Fees,,-881.25  Creased Puddle Ltd,26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Employees,Police Staff Overtime,"Police Staff - Basic Pay, OT, NI & Pension","31,355.69",PCC for Gloucestershire,19/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Capital Charges,Capital Charges,Construction & Conversion Fees,,"3,321.90 Coreus Projects Limited",12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,,-750.00  Creased Puddle Ltd,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Printing Stationery & Office Exp,Printing,144.00,Xerox (UK) Ltd,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Subsistence & Conference,Conference & Meeting Expenses,"2,475.00",Aldwick Estate,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Services,885.00,R J Lifts Group Ltd,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,"5,819.15",Fowlers of Bristol Ltd,30/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Employees,Police Overtime,Police PC - OT,103.57,PCC for Dorset,05/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,,"2,632.50 Hays Specialist Recruitment Ltd",12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Subsistence & Conference,Conference & Meeting Expenses,,742.50 GWE Business West Ltd,26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,,"15,196.67 Motus Group (UK) t/a Pentagon",23/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Other Expenses,Courses Fees,685.00,Rig Systems Ltd,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Capital Charges,Forensic Science Services,"1,989.00",Abbott Toxicology Ltd,26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,,"2,892.25 Orchid Cellmark Ltd",19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,813.84 GOODYEAR TYRES UK LTD,23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Overtime,Police PC - Overtime,"1,809.54",PCC for Devon & Cornwall,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Premises,Rent Rates & Water,National Non Domestic Rates,,"1,876.00 North Somerset Council",13/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Employees,Police Pay & Allowances,"Police Inspector - Basic Pay, NI & Pension","15,098.90",PCC for Dorset,19/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Criminal Justice Arrangements,Transport,Vehicle Allowances,Vehicle mileage allowance,51.27,PCC for Wiltshire,30/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Rent Rates & Water,Landlords Service Charge,,-707.63  L&C Investments,23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,718.76 GOODYEAR TYRES UK LTD,09/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"1,497.00",Bristol City Council,13/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,649.18",SJ Cook & Sons,30/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Other Expenses,Courses Fees,,"18,034.00 Newcastle University",26/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Criminal Justice Arrangements,Employees,Police Overtime,"Police PC - Basic Pay, OT, NI & Pension","33,644.08",PCC for Wiltshire,30/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"3,124.30",Totalmobile Limited,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,Radio/Airwave - Equipment,552.00,Sepura Ltd,02/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,269.14,PCC for Wiltshire,30/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Services,Capital Charges,Capital Charges,Construction & Conversion Fees,,"1,425.00 MACH Acoustics Limited",19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Premises,Cleaning & Domestic Supplies,Cleaning Charges,424.00,Sodexo Limited,19/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,"28,062.08",Integral UK Ltd,12/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Local Policing,Employees,Police Pay & Allowances,"Police PC - Basic Pay, NI & Pension","5,616.36",PCC for Gloucestershire,19/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,"1,080.67 GOODYEAR TYRES UK LTD",16/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
