Service Division Org,Expense Type,Detailed Expense Typ,Expense Code,Amount,Supplier Name,Payment Date,,
Support Functions,Premises,Rent Rates & Water,Landlords Service Charge,"2,050.00",J H HASKINS & SON LTD,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Equipment Furniture & Materials,Equipment Repairs & Maintenance,"1,771.00",JML Software Solutions Ltd,06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Allowances,Travel fares,9.96,,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Third Party Payments,Police Pay & Allowances,Contribution,"11,073.75",Rise Mutual CIC,17/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Operational Support,Supplies & Services,Equipment Furniture & Materials,Equipment,,6.00 Corporate Support HQ Imprest,06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Equipment Furniture & Materials,Equipment,"10,780.00",TRUVELO UK LTD,31/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
PCC,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,"15,662.50",Resolve West,13/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Premises,Rent Rates & Water,Rents,708.00,PCC for Devon & Cornwall,27/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,625.00,,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,Landlords Service Charge,"3,299.14",L&C Investments,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,909.18,,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Printing Stationery & Office Exp,Forensic Science Services,"1,351.78",SOCOTEC UK Ltd,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,-556.08  Volkswagen Group UK Ltd Parts,17/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Cleaning & Domestic Supplies,Cleaning Charges,"89,274.86",Sodexo Limited,17/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,508.33,,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Rent Rates & Water,Professional Fees & Consultancy,,"4,000.00 MEWA LLP(Medical Expert Witness",27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Equipment Furniture & Materials,Equipment,693.50,Tetra Scene of Crime International,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Transport,Vehicle Workshops/Maintenance,Vehicle recovery,"3,460.00",AA Business Services,24/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Licences & Orders,,500.00 Data Pro IT Ltd,24/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Supplies & Services,Communications & Computing,Tel Enquiry Service,"2,487.47",Equifax Limited,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,319.30,PCC for Dorset,13/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Supplies & Services,Equipment Furniture & Materials,Equipment,,627.54 Corporate Support HQ Imprest,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,735.24,PCC for Gloucestershire,27/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,"1,569.30",Bidfood,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Employees,Police Staff Pay & Allowances,Staffing Agency,,"1,375.00 Hays Specialist Recruitment Ltd",10/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Employees,Police Staff Pay & Allowances,Staffing Agency,"1,012.00",Akkodis UK Ltd,03/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Transport,Vehicle Allowances,Travel fares,,12.00 Corporate Support HQ Imprest,06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Equipment Furniture & Materials,Equipment,,996.00 GoPromotional Ltd,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,"1,010.38",,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,"6,675.00",SVE Services Limited,06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Communications & Computing,Network Services,,"1,248.00 Data-Path Office Network Services L",13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Fees 3rd Party,"42,023.10",,10/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Criminal Justice Arrangements,Transport,Vehicle Hire,Hired Vehicle Costs,"2,520.00 COUNTY CARS",,10/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Equipment Furniture & Materials,Equipment,,700.00 Dell Corporation Ltd,24/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Planned Repair & Maintenance,Police PC - Unsociable Uours,79.02,PCC for Gloucestershire,31/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,"2,500.00",,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Employees,Police Staff Pay & Allowances,Staffing Agency,"1,150.00",Akkodis UK Ltd,03/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Fabric,,627.75 N & S Flooring (Bristol) Ltd,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,Water Charges/Sewerages,"-1,074.80  Water2Business",,25/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Printing Stationery & Office Exp,Forensic Science Services,869.27,Key Forensic Services Ltd,03/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,Police PC - Pension,"6,962.57",PCC for Wiltshire,19/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Equipment Furniture & Materials,Loose Furniture,"11,058.36",BOF Group Ltd,06/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Investigative Support,Supplies & Services,Medical Fees,Pathologists reports,,"2,296.00 Dr Kathryn Urankar",03/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Licences & Orders,364.50,EE Limited,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Other Expenses,Courses Fees,,456.00 National Crime Agency,24/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Professional Fees & Consultancy,ICT Equipment Purchase,,"2,357.52 Hays Specialist Recruitment Ltd",19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Services,Capital Charges,Capital Charges,Construction & Conversion Fees,,"1,750.00 Corstorphine & Wright",19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,23.80,PCC for Dorset,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Communications & Computing,Network Services,"42,375.50",BT PLC,27/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,5.96,,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,"1,695.00",SVE Services Limited,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Rent Rates & Water,Professional Fees & Consultancy,778.50,Safen3t Ltd,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Fabric,"2,250.00",Romac Building Contractors Ltd,03/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,744.74 GOODYEAR TYRES UK LTD,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
