Service Division Org,Expense Type,Detailed Expense Typ,Expense Code,Amount,Supplier Name,Payment Date,,
Support Functions,Supplies & Services,Printing Stationery & Office Exp,Postage,12.00,SPANSET LTD,02/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment Operational,709.50,Safeguard Medical Technologies Ltd,16/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,549.10,Volkswagen Group UK Ltd Parts,30/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
PCC,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,,"18,375.00 North Somerset Council",16/01/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Equipment - Consumables,Equipment - Consumables,,465.00 WA Products (UK) Ltd t/a SceneSafe,23/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"2,250.00",Akkodis UK Ltd,09/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Disused,Employees,Police Staff Pay & Allowances,Police Staff - Basic Pay,"5,726.93",PCC for South Wales,16/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Other Expenses,Courses Fees,,"1,248.50 College of Policing Ltd",16/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Other Expenses,Courses Fees,,"3,177.00 College of Policing Ltd",02/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,290.00",Sonic Communications (INT) Ltd,30/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Equipment Furniture & Materials,Equipment,,5.83 Corporate Support HQ Imprest,20/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Employees,Police Overtime,Police PC - Basic Pay & OT,"10,827.55",PCC for Dorset,23/01/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Energy Costs,Gas,"77,508.11",TotalEnergies Gas & Power Limited,29/01/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Third Party Payments,Other Local Authorities or Forces,Contributions to Other Forces,"1,370.00",PCC for South Wales,20/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Premises,Rent Rates & Water,National Non Domestic Rates,"21,034.69",Bath & North East Somerset,10/01/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,559.50,Bidfood,16/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,,950.00 Davies Porter Solutions Limited,27/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment Operational,917.14,Protect Signs,23/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,611.27,Barzangi Linguistic Services Ltd,13/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,516.00,Somerset Council,10/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,"20,500.00",Vauxhall Motors Limited,09/01/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Transport,Vehicle Allowances,Travel fares,,2.30 Corporate Support HQ Imprest,02/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicle Conversions,,"12,537.19 Halls Electrical Ltd",02/01/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Services,Capital Charges,Capital Charges,Construction & Conversion Fees,"3,960.00",BJP Consulting Group Ltd,06/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,"Police PC - Basic Pay, NI & Pension","71,203.93",PCC for Wiltshire,02/01/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Employees,Police Staff Pay & Allowances,Staffing Agency,,"1,942.89 Hays Specialist Recruitment Ltd",02/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
PCC,Third Party Payments,Other Local Authorities or Forces,Charges - Financial Services,"17,902.50",South West Audit Partnership Ltd,16/01/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Roads Policing,Supplies & Services,Communications & Computing,Software - Licences,"1,680.00",Softcat Limited,23/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,Landlords Service Charge,"10,768.00",SOMERSET COUNCIL,06/01/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,488.86,Bristol PartsPlus,30/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,,460.00 WA Products (UK) Ltd t/a SceneSafe,02/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Equipment Furniture & Materials,Equipment,,"5,091.00 D.tec International Limited",23/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Transport,Vehicle Allowances,Travel fares,14.80,PCC for Gloucestershire,23/01/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Local Policing,Supplies & Services,Subsistence & Conference,Subsistence,55.55,PCC for Gloucestershire,23/01/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Roads Policing,Supplies & Services,Printing Stationery & Office Exp,Postage,"9,132.74",,23/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"1,360.00",The BE Project,06/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Supplies & Services,Other Expenses,Courses Fees,,"3,239.50 College of Policing Ltd",30/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Services,Capital Charges,Capital Charges,Construction & Conversion Fees,,"6,930.00 G & L Consultancy Ltd",02/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Allowances,Vehicle mileage allowance,"1,120.50",PCC for Gloucestershire,23/01/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"5,817.00",Bristol City Council,10/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Capital Charges,Forensic Science Services,107.53,SOCOTEC UK Ltd,02/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,550.00,RCNI,02/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Disused,Supplies & Services,Equipment Furniture & Materials,Equipment Operational,,"2,226.66 Colena Ltd t/a Heliguy",23/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Communications & Computing,Voice & Data,"1,245.62",Telefonica UK Limited,23/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Subsistence & Conference,Subsistence,146.21,PCC for Dorset,23/01/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Employees,Police Pay & Allowances,Police Sergeant - Basic Pay,"26,760.25",PCC for Devon & Cornwall,02/01/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Analyse,Transport,Vehicle Allowances,Travel fares,"4,336.89",,02/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
PCC,Supplies & Services,Grants & Subscriptions,Subscriptions,,"1,200.00 CoPaCC Limited",30/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,,"19,586.03 Orchid Cellmark Ltd",13/01/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"1,697.00",Somerset Council,10/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,,"1,668.75 Hartnell Taylor Cook LLP",09/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,,1.24 Corporate Support HQ Imprest,20/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Premises,Rent Rates & Water,Rents,,"-15,150.00  North Somerset Council",13/01/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
