Service Division Org,Expense Type,Detailed Expense Typ,Expense Code,Amount,Supplier Name,Payment Date,,
Operational Support,Supplies & Services,Equipment Furniture & Materials,Equipment Repairs & Maintenance,752.52,L&W UK,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Employees,Police Staff Pay & Allowances,Staffing Agency,"1,520.00",,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,620.81,PCC for Wiltshire,12/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"49,494.00",South Gloucestershire Council,09/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Analyse,Employees,Police Staff Pay & Allowances,Police Staff - Police Pension,"90,100.00",Somerset Council Pension Fund,12/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Other Expenses,Legal Fees 3rd Party,"5,834.61",,02/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,951.00,Avon Armour Limited,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,-754.15  Alliance Automotive T/A Mill Autoq,12/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Subsistence & Conference,Subsistence,174.56,PCC for Devon & Cornwall,19/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"5,573.96",SJ Cook & Sons,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Equipment Furniture & Materials,Equipment,46.00,PCC for Devon & Cornwall,19/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Local Policing,Transport,Vehicle Allowances,Vehicle mileage allowance,307.80,,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Other Expenses,Courses Fees,"1,810.00",Cambridge Centre for Evidence-Based,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Courses Fees,"1,750.00",CIPD,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,511.65,Volkswagen Group UK Ltd Parts,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Hire,Hired Vehicle Costs,533.40,Scot Group Ltd,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Allowances,Travel fares,26.87,PCC for Dorset,16/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Capital Charges,Capital Charges,Vehicle Conversions,"18,193.53",Renault Truck Commercials Ltd,19/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,805.00,,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Subsistence & Conference,Subsistence,241.11,PCC for Devon & Cornwall,19/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Planned Repair & Maintenance,Security,"1,280.00",Avon Armour Limited,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Communications & Computing,Software - Licences,"2,844.00",COMPSOFT LTD,12/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,Police Inspector - Basic Pay,"10,616.50",PCC for Dorset,16/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,500.00,,12/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Fees 3rd Party,"3,000.00",,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,"1,983.00",Colt International Ltd,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,,"-4,904.58  My Staff Shop Limited",16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,"1,374.40",,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Third Party Payments,Other Local Authorities or Forces,Contributions to Other Forces,"7,685.45",College of Policing Ltd,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Subsistence & Conference,Conference & Meeting Expenses,"35,810.00",Hilton Bristol,16/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"1,752.60",Forensic Access Limited,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,Landlords Service Charge,605.09,Gladman Estate Management Ltd,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,55.96,Corporate Support HQ Imprest,02/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Licences & Orders,"11,400.00 Mecanique",,19/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Other Expenses,Courses Fees,"2,200.00",Defence Infrastructure Organisation,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"15,000.00",IBM (United Kingdom) Ltd,05/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"2,925.00",Hays Specialist Recruitment Ltd,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,"22,257.25",North Somerset Council,02/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,"29,015.72",Renault Truck Commercials Ltd,16/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Investigations,Employees,Police Staff Pay & Allowances,"Police Staff - Basic Pay, NI & Pension","3,260.34",PCC for Devon & Cornwall,19/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Analyse,Supplies & Services,Other Expenses,Financial Adjustments,0.01,North Somerset Council,02/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Supplies & Services,Equipment Furniture & Materials,Equipment,"2,733.65",CASEVA LTD,02/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Subsistence & Conference,Conference & Meeting Expenses,557.50,Sodexo Limited,02/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Construction & Conversion Fees,"4,300.00",OFR Consultants Limited,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"4,004.00",Somerset Council,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Printing Stationery & Office Exp,Postage,"5,214.00",,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"30,181.99",Cloud Gateway Ltd,02/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Equipment - Consumables,Equipment - Consumables,,893.11 WA Products (UK) Ltd t/a SceneSafe,12/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,,"5,833.33 My Staff Shop Limited",16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Services,"6,112.11",Integral UK Ltd,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Courses Fees,"2,000.00",UNIVERSITY OF THE WEST OF ENGLAND,12/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Hire,Hired Vehicle Costs,533.40,Scot Group Ltd,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"4,432.05",Pomphrey and Sons Ltd,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,962.09,Vertu Volvo SW,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,791.86",GOODYEAR TYRES UK LTD,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Communications & Computing,Voice & Data,"1,246.06",Telefonica UK Limited,02/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,580.00,Pomphrey and Sons Ltd,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Fees 3rd Party,"17,214.40",,05/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"2,424.53",DRIVE VAUXHALL BRISTOL,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Other Expenses,Vet Fees & Supplies,"1,229.58",Vale Vets Portishead t/a Independen,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - fuel,18.60,Corporate Support HQ Imprest,02/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,649.50,ScenePro Limited,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,Rents,"8,250.00",FPG (UK) Ltd,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Construction & Conversion Fees,"8,135.00",BOF Group Ltd,02/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,632.88",HOWARDS HONDA,12/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Services,Capital Charges,Capital Charges,Construction & Conversion Fees,"5,873.50",Avalon Planning & Heritage,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"3,009.00",Systems Technology Consultants Ltd,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Capital Charges,Capital Charges,Other Plant & Equipment,"5,850.00",Cleartone Telecoms Ltd,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"1,110.00",North Somerset Council,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicle Conversions,"16,170.56",Victory Conversions,19/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Operational Support,Supplies & Services,Other Expenses,Vet Fees & Supplies,863.96,Vale Vets Portishead t/a Independen,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,Landlords Service Charge,"1,951.14",Strategic Property Management t/a,12/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Grants & Subscriptions,Subscriptions,"2,748.00",Getty Images (UK) Limited,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Cleaning & Domestic Supplies,Clinical Waste Costs,884.53,Citron Hygiene UK Limited,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,484.30,PCC for Wiltshire,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
PCC,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,"73,317.00",SOMERSET COUNCIL,09/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,,"1,715.83 My Staff Shop Limited",09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"1,768.14",Hays Specialist Recruitment Ltd,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Communications & Computing,Software - Licences,"4,854.57",PHOENIX SOFTWARE LTD,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Capital Charges,Forensic Science Services,"1,259.70",Abbott Toxicology Ltd,02/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,Software - Purchases (S&M),"114,843.00",Internet Investigation Solutions Lt,16/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Disused,Supplies & Services,Medical Fees,Doctors - charges for statements,"6,160.00",,12/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,571.00,Somerset Council,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Allowances,Vehicle mileage allowance,32.40,PCC for Wiltshire,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
PCC,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"1,890.72",,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Loose Furniture,"1,080.00",Gresham Office Furniture Limited,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"2,340.00",Hays Specialist Recruitment Ltd,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
PCC,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,"9,999.00",Tonic Consultants Ltd,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Other Expenses,Horses - Forage,"1,540.00",DC SMITH,12/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,Software - Licences,"4,012.00",UNISYS LTD,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"12,835.37",Eurofins Forensics Services Limited,05/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"3,504.00",North Somerset Council,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Other Expenses,Courses Fees,"2,187.00",College of Policing Ltd,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,800.00,,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,820.00,Kaymech Engineering,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"2,975.00",TRL LTD,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,Hardware - Purchases,"1,786.00",JML Software Solutions Ltd,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,677.00,Somerset Council,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Equipment Furniture & Materials,Equipment,558.88,Outdoor and Cycle Concepts Ltd,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Subsistence & Conference,Accommodation,261.00,College of Policing Ltd,02/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Services,,"3,545.52 MCS Integrated Solutions",16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,913.49",GOODYEAR TYRES UK LTD,12/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Other Expenses,Courses Fees,"1,920.00",Demux Video Services Ltd,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,,"2,624.17 My Staff Shop Limited",05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired - Accreditation,"2,343.64",College of Policing Ltd,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,024.75",UK Telematics,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Transport,Vehicle Allowances,Vehicle mileage allowance,296.55,,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Printing Stationery & Office Exp,Postage,"1,500.00",Pitney Bowes Purchase Power,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Staff Overtime,Police Staff - OT,74.18,PCC for Devon & Cornwall,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Medical Fees,Drugs & Medical Requisites,,"1,474.50 WA Products (UK) Ltd t/a SceneSafe",05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Allowances,Travel fares,51.59,PCC for Devon & Cornwall,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Subsistence & Conference,Hospitality,909.50,Sodexo Limited,02/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Supplies & Services,Subsistence & Conference,Subsistence,210.80,PCC for Devon & Cornwall,19/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"1,447.00",Bath & North East Somerset,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,Rents,"15,470.00",Kingsmead of Bath,19/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Capital Charges,Capital Charges,Construction & Conversion Fees,,"40,000.00 Mace Cost Consultancy Limited",05/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Medical Fees,Drugs & Medical Requisites,,573.52 Midland Pathology Services Ltd,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,"10,500.00",,02/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"38,766.00",Bristol City Council,09/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,"15,673.90",Hyundai Motor Company Ltd,02/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Supplies & Services,Communications & Computing,Hardware - R&M,"1,726.50",Sonic Communications (INT) Ltd,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Services,"5,657.50",Avon Armour Limited,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,124.12,PCC for Dorset,19/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,511.84 MICHELIN TYRE PLC,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,012.89",SJ Cook & Sons,12/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Courses Fees,"25,207.00",City of London Police,05/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,"3,493.67",PCC for Devon & Cornwall,12/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Construction & Conversion Fees,"4,593.75",Kendall Kingscott Ltd,02/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,Police PC - Unsociable Hours,90.15,PCC for Dorset,16/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"13,930.00",Totalmobile Limited,05/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Roads Policing,Supplies & Services,Printing Stationery & Office Exp,Reprographics,878.95,XEROX FINANCE LTD,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Construction & Conversion Fees,500.00,Coreus Projects Limited,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Equipment Furniture & Materials,Equipment Operational,"4,187.50",D.tec International Limited,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Other Expenses,Courses Fees,"9,580.00",Spyder Forensics Ltd,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,635.91",Vonwolf K9 Sport & Service Dog Equi,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Premises,Rent Rates & Water,National Non Domestic Rates,"16,127.00",South Gloucestershire Council,09/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Services,Capital Charges,Capital Charges,Construction & Conversion Fees,"2,600.13",G & L Consultancy Ltd,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Premises,Rent Rates & Water,Landlords Service Charge,"1,792.00",PCC for Dorset,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Allowances,Travel fares,209.03,,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Services,"6,895.00",SVE Services Limited,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Employees,Police Overtime,"Police Sergeant - Basic Pay, OT & Pension","12,327.86",PCC for Dorset,19/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigations,Employees,Police Overtime,"Police Sergeant - Basic Pay, OT, NI & Pension","6,813.48",PCC for Devon & Cornwall,19/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Subsistence & Conference,Conference & Meeting Expenses,561.60,Yeo Valley Properties Ltd,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"1,315.00",Cabinet Office,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicle Conversions,"16,170.56",Victory Conversions,12/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Local Policing,Supplies & Services,Communications & Computing,Radio/Airwave - Equipment,"5,242.75",Axess International Ltd,12/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,053.89",GOODYEAR TYRES UK LTD,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Courses Fees,"1,230.00",Pearson Education Ltd,12/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,844.64,Dynamic Interventation Services Ltd,16/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Allowances,Travel fares,14.60,PCC for Dorset,19/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
