Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description
75,2024-11-26 00:00:00,0030275687,INV,4475.06,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
76,2024-11-19 00:00:00,0014902649,INV,7322.1,MAGUIRE BROTHERS,80150500,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
77,2024-11-19 00:00:00,0014902649,INV,-1911.05,MAGUIRE BROTHERS,80150500,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
78,2024-11-18 00:00:00,0041341224,INV,7216.1,FAFS FIRE & SERVICES,14294300,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
79,2024-11-28 00:00:00,0041342228,INV,2770,LIFESTYLE (KENT) LTD,70014900,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
80,2024-11-18 00:00:00,0041340210,INV,12640,LLOYD BORE LTD,02891600,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C2500,Survey&Consult
81,2024-11-04 00:00:00,0030275532,INV,8849.91,WALLER BUILDING & GLAZING,80064000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C1500,Obs Sig Equip
82,2024-11-05 00:00:00,0030275536,INV,208816.25,TESGL LIMITED T/A SSE ENTERPRISE,80163200,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,Obs Sig Equip
83,2024-11-05 00:00:00,0041340277,INV,320,JRS BUILDING SERVICES & COMPLIANCE MGT,13660800,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C0400,Design Fees External (New)
84,2024-11-21 00:00:00,0041341492,INV,12998,LSI ARCHITECTS DESIGN LTD,14331200,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C0400,Design Fees External (New)
85,2024-11-25 00:00:00,0041341463,INV,362013.07,BAUVILL LTD,80153900,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,Obs Sig Equip
86,2024-11-04 00:00:00,0041340164,INV,24975,PINSENT MASONS LLP,13748000,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2600,IntTra Legfee
87,2024-11-14 00:00:00,0041340925,INV,101034,RAAC CONSULTING SOLUTIONS LIMITED,14509500,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1400,Design Fees
88,2024-11-14 00:00:00,0041341083,INV,46013,BAILEY PARTNERSHIP (GROUP) LTD,02743600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1400,Design Fees
89,2024-11-25 00:00:00,0041341973,INV,2032.93,BAILEY PARTNERSHIP (GROUP) LTD,02743600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1400,Design Fees
90,2024-11-25 00:00:00,0041341974,INV,6104.7,BAILEY PARTNERSHIP (GROUP) LTD,02743600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1400,Design Fees
91,2024-11-05 00:00:00,0041339316,INV,7590,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,Obs Sig Equip
92,2024-11-18 00:00:00,0041341193,INV,2200,REDACTED PERSONAL DATA,70014900,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
93,2024-11-11 00:00:00,0041340766,INV,610,REDACTED PERSONAL DATA,70050500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
94,2024-11-26 00:00:00,0041342002,INV,803,REDACTED PERSONAL DATA,70092300,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
95,2024-11-28 00:00:00,0041342189,INV,9923,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
96,2024-11-14 00:00:00,0041341108,INV,9347,REDACTED PERSONAL DATA,70050400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
97,2024-11-28 00:00:00,0041342238,INV,11985,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
98,2024-11-28 00:00:00,0041342248,INV,1120,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
99,2024-11-21 00:00:00,0041341717,INV,455,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
100,2024-11-18 00:00:00,0041341194,INV,17450,REDACTED PERSONAL DATA,70091200,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
101,2024-11-25 00:00:00,0041341979,INV,5763,REDACTED PERSONAL DATA,70023700,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
102,2024-11-21 00:00:00,0041341532,INV,1310,REDACTED PERSONAL DATA,70035800,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
103,2024-11-26 00:00:00,0041341998,INV,15981,REDACTED PERSONAL DATA,70035800,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
104,2024-11-21 00:00:00,0041341523,INV,5396,REDACTED PERSONAL DATA,70035800,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
105,2024-11-05 00:00:00,0041340335,INV,590,REDACTED PERSONAL DATA,70092600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
106,2024-11-14 00:00:00,0041341109,INV,13470,REDACTED PERSONAL DATA,70014900,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
107,2024-11-14 00:00:00,0041341110,INV,690,REDACTED PERSONAL DATA,70014900,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
108,2024-11-18 00:00:00,0041341202,INV,7200,REDACTED PERSONAL DATA,70050400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
109,2024-11-26 00:00:00,0041342009,INV,8360,REDACTED PERSONAL DATA,14461600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
110,2024-11-21 00:00:00,0041341497,INV,7640,REDACTED PERSONAL DATA,70092900,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
111,2024-11-18 00:00:00,0041341204,INV,9496,REDACTED PERSONAL DATA,70092300,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
112,2024-11-26 00:00:00,0041342004,INV,1142,REDACTED PERSONAL DATA,70092300,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
113,2024-11-14 00:00:00,0041341096,INV,6965,REDACTED PERSONAL DATA,70092300,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
114,2024-11-05 00:00:00,0041340338,INV,380,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
115,2024-11-08 00:00:00,0041340412,INV,13264,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
116,2024-11-08 00:00:00,0041340412,INV,4,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
117,2024-11-21 00:00:00,0041341528,INV,3000,REDACTED PERSONAL DATA,70035800,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
118,2024-11-28 00:00:00,0041342250,INV,7850,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
119,2024-11-18 00:00:00,0041341297,INV,6805,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
120,2024-11-26 00:00:00,0041341983,INV,340,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
121,2024-11-18 00:00:00,0041341121,INV,8536,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
122,2024-11-26 00:00:00,0041341982,INV,952,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
123,2024-11-04 00:00:00,0041340169,INV,5668,REDACTED PERSONAL DATA,70091200,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
124,2024-11-28 00:00:00,0041342240,INV,3150,REDACTED PERSONAL DATA,70014900,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
125,2024-11-28 00:00:00,0041342194,INV,280,MICHAEL PARKES SURVEYORS LTD,02065600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2600,IntTra Legfee
126,2024-11-28 00:00:00,0041342196,INV,280,MICHAEL PARKES SURVEYORS LTD,02065600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2600,IntTra Legfee
127,2024-11-18 00:00:00,0041339546,INV,3000,WILKS HEAD & EVE LLP,01685400,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2600,IntTra Legfee
128,2024-11-18 00:00:00,0041339547,INV,2500,WILKS HEAD & EVE LLP,01685400,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2600,IntTra Legfee
129,2024-11-08 00:00:00,0041339315,INV,450,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C0700,Furniture & Fittings (New)
130,2024-11-04 00:00:00,0030275529,INV,600,SPACE & PLACE,14313400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C2700,ExtConsultFees
131,2024-11-04 00:00:00,0041340142,INV,1216.9,BUSINESS STREAM,04133000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C3100,Plant & Equipm
132,2024-11-04 00:00:00,0041340144,INV,2718.31,BUSINESS STREAM,04133000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C3100,Plant & Equipm
133,2024-11-04 00:00:00,0041340147,INV,3086.06,BUSINESS STREAM,04133000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C3100,Plant & Equipm
